analystId,playerId,points_proj,positionId,points_act,subscription
-1,2541544,45.5,2,39,0
-1,2541834,80.5,4,24,0
-1,2541966,39.5,3,20.4,0
-1,2542022,13.51,2,53.5,0
-1,2543457,137.55,3,158.7,0
-1,2543462,29.97,1,87,0
-1,2543465,218.58,1,186.44,0
-1,2543466,53.9,4,83.7,0
-1,2543468,174,3,135.6,0
-1,2543475,64.55,3,25.1,0
-1,2543477,192,1,291.12,0
-1,2543488,125.95,3,145.7,0
-1,2543495,100.9,3,54.3,0
-1,2543496,210.1,3,223,0
-1,2543498,155.88,3,167.8,0
-1,2543499,186.3,1,253.28,0
-1,2543500,144.4,3,144.7,0
-1,2543502,142.1,2,32.5,0
-1,2543509,112.7,3,224,0
-1,2543565,84.4,2,32.4,0
-1,2543572,92.47,3,109.5,0
-1,2543583,94.8,2,241.4,0
-1,2543590,86.2,3,11.9,0
-1,2543596,14.75,2,0,0
-1,2543600,114.9,2,95.7,0
-1,2543603,196.2,2,150.3,0
-1,2543614,64.75,3,109.3,0
-1,2543638,59.3,3,20,0
-1,2543646,54.7,3,15.3,0
-1,2543664,78.9,2,19.2,0
-1,2543682,94.9,2,45.2,0
-1,2543683,64.1,4,57.8,0
-1,2543695,16.1,2,3.3,0
-1,2543704,72.7,2,13.6,0
-1,2543715,70.9,2,62.4,0
-1,2543721,42.3,4,19.7,0
-1,2543743,142.8,2,70.3,0
-1,2543746,42.6,3,49.2,0
-1,2543750,26.8,3,7.9,0
-1,2543770,116.8,2,127,0
-1,2543773,15.75,2,82.6,0
-1,2543794,61.9,4,65.2,0
-1,2543847,111.5,3,139.3,0
-1,2550163,37.6,3,3.5,0
-1,2550189,134.3,2,118.8,0
-1,2550206,30.7,4,9.9,0
-1,2550272,46.5,3,57.1,0
-1,2550313,43.4,4,100.1,0
-1,2550328,101.6,3,57.4,0
-1,2550353,89.7,3,160.1,0
-1,2550474,49.7,2,84.4,0
-1,2550512,78.3,2,23.1,0
-1,2550546,80.75,3,68.7,0
-1,2550617,84.7,3,21.1,0
-1,2550658,62.8,2,22,0
-1,2550738,9.62,2,4.2,0
-1,2552033,200.9,1,255.98,0
-1,2552374,127.5,2,90,0
-1,2552380,55.7,2,112.3,0
-1,2552409,79.4,3,67.4,0
-1,2552424,50.6,3,28.5,0
-1,2552429,61.4,3,25.6,0
-1,2552430,68.05,3,114.4,0
-1,2552453,144.4,2,37.6,0
-1,2552458,87.9,3,74.3,0
-1,2552461,109,2,103.3,0
-1,2552463,46.6,3,34.1,0
-1,2552464,20,2,17.7,0
-1,2552466,210.98,1,177.92,0
-1,2552468,40.3,4,32.8,0
-1,2552469,181.1,2,71.3,0
-1,2552471,152.7,2,119.9,0
-1,2552475,111.3,2,186.4,0
-1,2552487,120.7,3,140,0
-1,2552491,47.3,3,78.9,0
-1,2552586,22.6,4,18.9,0
-1,2552600,115,3,31.3,0
-1,2552631,76.9,2,98.7,0
-1,2552635,94.8,2,91.4,0
-1,2553318,36.7,4,8.7,0
-1,2553434,55.3,3,17.5,0
-1,2553435,65.8,2,175.8,0
-1,2553462,81.5,2,4.2,0
3,206,6.64,3,19.2,0
3,222,69.4,3,53.1,0
3,230,8.34,2,1.4,0
3,234,204.2,2,167.7,0
3,262,66,2,99.2,0
3,284,78.9,2,150.7,0
3,310,264.83,1,210.94,0
3,318,26.6,3,11.4,0
3,324,69.6,4,71.7,0
3,382,234.95,1,145.94,0
3,768,101.2,3,67.7,0
3,925,210.4,2,78.1,0
3,927,182.4,2,91.4,0
3,949,159.3,2,144.8,0
3,1060,18.9,4,158.3,0
3,1062,112.2,4,61.9,0
3,1581,130.96,3,76.8,0
3,1990,104.3,3,29.8,0
3,1992,11.15,4,24.1,0
3,2346,117.1,3,113.7,0
3,2649,73.4,3,82.8,0
3,4327,110.8,2,163.1,0
3,4383,0.86,2,74.4,0
3,4433,24.45,2,48.5,0
3,4487,0,3,0,0
3,71217,87.5,3,86.1,0
3,71255,0,4,13.1,0
3,71265,75.7,4,45.1,0
3,71269,96.4,3,146.2,0
3,71345,131.8,2,133.9,0
3,71417,7.27,3,20.7,0
3,71431,9.13,4,12.7,0
3,71435,0,4,12.9,0
3,79555,178.1,2,54,0
3,79557,0,1,9.36,0
3,79589,7.16,4,-2.2,0
3,79607,202.9,2,142.7,0
3,79858,6.8,1,27.84,0
3,79860,242.02,1,275.38,0
3,80425,83.2,3,27.8,0
3,80427,16.5,3,43.4,0
3,80429,131.8,3,153.8,0
3,80670,56.8,3,19.8,0
3,80672,0,3,5.4,0
3,81284,5.31,1,-0.04,0
3,81294,115.63,1,157.64,0
3,81306,4.21,3,11.9,0
3,81831,72.2,3,64.3,0
3,89766,17,4,12.7,0
3,89798,0,2,1.1,0
3,163982,14.82,2,8.3,0
3,238457,12.71,4,73.9,0
3,238498,152.17,3,108.2,0
3,497095,240.42,1,177.9,0
3,497108,11.39,1,29.16,0
3,497123,13.8,1,8.82,0
3,497145,138.8,2,83.7,0
3,497149,171.42,2,116.6,0
3,497172,20.19,2,14.8,0
3,497176,29.4,2,6.7,0
3,497188,93.17,2,101.5,0
3,497190,78.9,2,56.7,0
3,497204,134,2,47.1,0
3,497206,53.3,2,120.3,0
3,497224,28.3,4,24.1,0
3,497226,14.8,4,6.1,0
3,497234,40.8,4,9,0
3,497236,122.3,4,72.5,0
3,497238,38.3,4,28.3,0
3,497240,168.9,4,183.6,0
3,497242,10.54,4,20.9,0
3,497246,8.97,4,22.6,0
3,497256,0,4,11.8,0
3,497258,30.8,4,3.1,0
3,497260,3.27,3,0.4,0
3,497278,191.7,3,58.1,0
3,497282,45.3,3,44.7,0
3,497284,121.7,3,171.7,0
3,497286,2.2,3,11.8,0
3,497302,82.7,3,51.5,0
3,497312,32,3,4.3,0
3,497320,69.73,3,19.5,0
3,497322,157.14,3,146.5,0
3,497326,133.13,3,114.3,0
3,497328,194,3,160.4,0
3,1037347,0,1,-0.1,0
3,1037885,5.83,3,30,0
3,2495139,76.7,4,70.8,0
3,2495143,198.32,1,235.2,0
3,2495158,71,3,50.7,0
3,2495159,16.37,3,75.6,0
3,2495161,80.4,2,17.4,0
3,2495172,0,2,0.2,0
3,2495186,251.8,1,102.2,0
3,2495187,44.5,4,36.5,0
3,2495189,21.51,3,27.2,0
3,2495207,193.7,2,138.4,0
3,2495223,0,3,4.1,0
3,2495234,8.46,4,12.1,0
3,2495240,165.46,1,261.2,0
3,2495258,28.7,2,24.4,0
3,2495267,93.6,4,56.6,0
3,2495288,30.9,4,23.3,0
3,2495306,7.9,3,12.9,0
3,2495314,16.25,2,20.9,0
3,2495315,0,3,0,0
3,2495328,69.8,2,88.1,0
3,2495340,9.94,2,3.4,0
3,2495341,70.22,3,57.4,0
3,2495347,11.16,4,13,0
3,2495353,74.5,4,75.5,0
3,2495425,1.354,1,-0.14,0
3,2495438,81,4,79.5,0
3,2495441,5.75,1,121.74,0
3,2495443,72.36,1,62.94,0
3,2495448,187.6,3,118.9,0
3,2495450,169.55,3,186.7,0
3,2495453,40.6,3,44.1,0
3,2495454,193.27,3,232.1,0
3,2495455,252.72,1,375.08,0
3,2495459,121.3,3,90.3,0
3,2495461,12.99,2,50.9,0
3,2495466,176.9,2,150.4,0
3,2495469,89.3,2,83.2,0
3,2495470,17.87,2,8.8,0
3,2495471,34.9,2,5.1,0
3,2495472,2.08,2,2.2,0
3,2495473,107.6,2,99.5,0
3,2495558,69.5,3,5.3,0
3,2495560,0,2,32.9,0
3,2495573,35,4,49.9,0
3,2495647,192.6,3,172.4,0
3,2495651,17.96,3,0,0
3,2495663,206.9,2,67.7,0
3,2495700,116.2,4,149.4,0
3,2495748,11.79,1,-3.14,0
3,2495801,11.92,3,28.4,0
3,2495802,10.02,3,11.9,0
3,2495821,119.8,3,76,0
3,2495824,215,1,208.46,0
3,2495825,86.4,4,69.7,0
3,2495826,78.3,4,39.5,0
3,2495835,11.13,4,40.9,0
3,2495863,0.844,1,0.68,0
3,2495867,72.9,3,26.8,0
3,2495888,35.5,4,22.6,0
3,2495893,135.4,3,228.2,0
3,2495966,95.2,4,148.4,0
3,2495974,0,1,3.1,0
3,2495979,53.98,2,187.4,0
3,2501078,1.448,1,84.1,0
3,2501863,279.54,1,74.36,0
3,2504211,283.5,1,331.1,0
3,2504521,69.38,3,68.7,0
3,2504531,6.86,1,29.74,0
3,2504595,120.6,3,85,0
3,2504775,290.76,1,291.2,0
3,2504833,0.926,1,0.1,0
3,2505076,140.14,1,118.16,0
3,2505245,222.85,1,296.24,0
3,2505299,78.4,4,93,0
3,2505354,261.66,1,32.66,0
3,2505551,138,3,74.3,0
3,2505587,115.1,3,99.9,0
3,2505629,109.7,4,86.3,0
3,2505785,104.4,3,71.1,0
3,2505790,0,3,10.2,0
3,2505936,0,2,13,0
3,2505982,0.886,1,22.6,0
3,2505996,246.87,1,269.54,0
3,2506004,57.8,3,66.5,0
3,2506053,1.01,1,10.4,0
3,2506106,121.5,3,169.5,0
3,2506109,256.1,1,196.42,0
3,2506121,249.89,1,265.48,0
3,2506122,72.1,4,115.5,0
3,2506147,16.84,2,20.4,0
3,2506287,6.35,3,54.7,0
3,2506313,87.6,3,89.8,0
3,2506340,229.56,1,260.24,0
3,2506363,303.12,1,281.24,0
3,2506366,107.4,3,56.6,0
3,2506369,92.8,4,65.7,0
3,2506400,131.7,3,72.3,0
3,2506404,181.7,2,156.4,0
3,2506410,0,4,0,0
3,2506467,82.2,2,94.5,0
3,2506481,0.966,1,9.04,0
3,2506546,7.85,1,1.24,0
3,2506562,11.08,1,57.84,0
3,2506581,136,1,268.2,0
3,2506619,25.6,4,6,0
3,2506871,60.6,2,44.7,0
3,2506874,77.9,2,4.7,0
3,2506895,0.974,1,6.42,0
3,2506897,35.86,3,0,0
3,2507029,3.05,3,1.1,0
3,2507141,0,2,14.8,0
3,2507164,234.5,2,227.7,0
3,2507166,60.29,3,133.9,0
3,2507182,6.95,4,1,0
3,2507183,91.9,3,137,0
3,2507218,44.2,4,57.8,0
3,2507282,0.95,1,0.36,0
3,2507405,2.19,4,0.2,0
3,2507428,56.7,2,65,0
3,2507486,13.09,4,7.8,0
3,2507596,0,3,0,0
3,2507737,14.26,2,3.2,0
3,2507763,109.3,3,59.3,0
3,2507779,4.48,2,37.7,0
3,2507883,63.4,4,7.7,0
3,2507902,0,3,14.1,0
3,2507999,155.9,2,170.7,0
3,2508061,218.36,3,246.4,0
3,2508096,0,2,0.4,0
3,2508097,65.29,3,24.6,0
3,2508112,39.2,4,3.3,0
3,2508115,0,3,2.2,0
3,2508123,0,1,20.8,0
3,2527672,0,2,9.8,0
3,2528181,5.34,3,42.8,0
3,2530515,10.72,3,57,0
3,2530598,0,3,8.8,0
3,2530660,78.4,3,121.4,0
3,2530690,0,2,25.6,0
3,2530700,13.45,3,63.6,0
3,2530747,100.97,3,190.9,0
3,2530763,8.31,2,23,0
3,2531049,26.8,3,21.1,0
3,2531332,3.29,1,4.2,0
3,2531332,7.7,3,4.2,0
3,2532790,16.81,3,129.6,0
3,2532797,44.35,2,50.7,0
3,2532820,122.08,1,275.44,0
3,2532835,5.74,4,18.4,0
3,2532838,79.2,4,67.1,0
3,2532841,122.3,3,120.9,0
3,2532842,190.02,1,82.08,0
3,2532850,0,3,2.4,0
3,2532853,57.9,4,66.9,0
3,2532864,0,2,12.6,0
3,2532865,156.17,3,142.4,0
3,2532884,77.32,3,105.6,0
3,2532887,83.5,3,98.5,0
3,2532888,4.6,1,40.62,0
3,2532894,0,1,6.32,0
3,2532899,140.4,2,194.3,0
3,2532900,5.01,3,38.9,0
3,2532903,14,3,90.2,0
3,2532917,0,1,26.06,0
3,2532923,0,3,8,0
3,2532926,1.6,2,-2.7,0
3,2532933,103.5,3,10.2,0
3,2532956,257.88,1,239.42,0
3,2532970,6.66,1,63.42,0
3,2532975,285.56,1,325.26,0
3,2532977,105.72,3,58.8,0
3,2532978,48.89,3,41.2,0
3,2533028,6.3,4,7.9,0
3,2533030,0,2,25.2,0
3,2533031,304.86,1,115.84,0
3,2533034,189.3,2,183.9,0
3,2533037,13.78,2,56.3,0
3,2533039,173.77,3,104.7,0
3,2533040,53,3,39.4,0
3,2533046,68.7,4,17,0
3,2533349,0,1,14.18,0
3,2533353,8.71,4,2.6,0
3,2533436,2.2,1,109.78,0
3,2533437,81.9,2,136.4,0
3,2533457,160.3,2,86.6,0
3,2533460,0,2,28.2,0
3,2533533,124.4,3,127.7,0
3,2533545,0,2,1.8,0
3,2534241,28.6,4,20.1,0
3,2534436,0,3,8.1,0
3,2534437,13.99,2,9.9,0
3,2534571,29.15,2,3.4,0
3,2534770,34.18,2,57.5,0
3,2534796,6.43,2,13.2,0
3,2534820,4.82,4,36.6,0
3,2534870,0,1,7.96,0
3,2534871,4.03,2,3.2,0
3,2535535,0,4,0.2,0
3,2535634,5.1,3,41.3,0
3,2535698,83.7,3,80.6,0
3,2535708,69.1,2,28.2,0
3,2535869,48.7,3,0.8,0
3,2535876,3.55,3,23.5,0
3,2535890,13.88,2,27.2,0
3,2535964,9.45,3,34.4,0
3,2535966,0,3,8.9,0
3,2535988,0,3,0.5,0
3,2536031,0,3,0,0
3,2536044,0,2,25.4,0
3,2536071,2.81,4,13,0
3,2536532,8.57,2,1.3,0
3,2537933,96.6,4,34.3,0
3,2539197,0,4,2.6,0
3,2539202,0,4,15,0
3,2539205,105.5,3,102,0
3,2539214,0,3,16.5,0
3,2539217,151,2,58.7,0
3,2539228,11.22,1,34.84,0
3,2539250,22.13,3,45.4,0
3,2539256,41.4,3,14.1,0
3,2539260,63.4,2,46,0
3,2539265,13.62,2,12.8,0
3,2539283,0,4,16.7,0
3,2539287,0,1,17.02,0
3,2539289,1.51,2,11.6,0
3,2539291,95.16,3,104.9,0
3,2539303,2.24,2,28.5,0
3,2539315,11.21,2,6.2,0
3,2539322,70.68,2,25.9,0
3,2539335,80.46,1,19,0
3,2539336,72.7,3,80.3,0
3,2539663,0,2,44.6,0
3,2539961,0.942,1,6.72,0
3,2539964,2.24,3,2.4,0
3,2539980,0,2,18.8,0
3,2539995,55.2,4,34,0
3,2540005,39.4,3,11.2,0
3,2540011,15.41,2,57.6,0
3,2540020,38.66,2,98,0
3,2540037,12.4,2,23.2,0
3,2540145,35.69,3,13,0
3,2540148,85.8,4,139.5,0
3,2540151,34.8,3,32.4,0
3,2540154,148.4,3,96.5,0
3,2540156,125.8,2,132.2,0
3,2540157,31.2,3,24.2,0
3,2540158,96.4,4,94.3,0
3,2540160,83.4,4,155.2,0
3,2540165,136.8,3,218.1,0
3,2540168,221.6,2,118.6,0
3,2540169,63.9,3,70.2,0
3,2540171,107.92,2,64.1,0
3,2540175,204.3,2,87.2,0
3,2540177,51.8,3,52.4,0
3,2540178,74.6,2,15.6,0
3,2540200,34.6,4,15.7,0
3,2540202,78.67,3,62,0
3,2540203,33.7,4,4.4,0
3,2540204,0,2,76.8,0
3,2540209,0,2,-0.3,0
3,2540211,38.7,4,9.4,0
3,2540215,14.2,4,50.6,0
3,2540225,6.05,2,5.8,0
3,2540230,18.8,2,56.4,0
3,2540232,21.8,4,13.2,0
3,2540258,115.2,4,111.5,0
3,2540259,13.47,4,0.2,0
3,2540261,36.13,3,7.6,0
3,2540263,0.894,1,-2.96,0
3,2540269,217.5,2,114.3,0
3,2540273,17.33,2,21.4,0
3,2540279,0,3,27.9,0
3,2540928,34.5,4,49.1,0
3,2541147,120.1,3,12.7,0
3,2541161,163.7,2,162.8,0
3,2541187,2.6,4,13.4,0
3,2541199,18.4,4,27.3,0
3,2541316,15.4,4,37.1,0
3,2541388,5.4,3,25.8,0
3,2541429,0,1,0.88,0
3,2541429,0,3,0.88,0
3,2541512,0,4,0.4,0
3,2541544,65.1,2,39,0
3,2541768,18.2,4,19.7,0
3,2541778,0,2,10.7,0
3,2541785,10.28,3,14.4,0
3,2541828,0,3,0,0
3,2541834,59.7,4,24,0
3,2541881,0,3,0,0
3,2541905,0,3,14.8,0
3,2541910,0,2,0.1,0
3,2541940,0,3,30.4,0
3,2541944,10.72,3,8.8,0
3,2541966,17.2,3,20.4,0
3,2542022,43.12,2,53.5,0
3,2542065,0.916,1,7.68,0
3,2543457,121.11,3,158.7,0
3,2543462,11.13,1,87,0
3,2543465,238.06,1,186.44,0
3,2543466,77.3,4,83.7,0
3,2543468,165.2,3,135.6,0
3,2543475,53.6,3,25.1,0
3,2543477,212.46,1,291.12,0
3,2543488,130.37,3,145.7,0
3,2543491,7.88,3,4,0
3,2543495,122.4,3,54.3,0
3,2543496,192.22,3,223,0
3,2543497,0.774,1,52.26,0
3,2543498,161.98,3,167.8,0
3,2543499,198.24,1,253.28,0
3,2543500,137.7,3,144.7,0
3,2543502,94.8,2,32.5,0
3,2543509,129.2,3,224,0
3,2543551,7,2,32.8,0
3,2543565,80.8,2,32.4,0
3,2543572,94.57,3,109.5,0
3,2543583,131.1,2,241.4,0
3,2543590,90.8,3,11.9,0
3,2543596,27.48,2,0,0
3,2543596,27.48,3,0,0
3,2543600,82.4,2,95.7,0
3,2543603,201,2,150.3,0
3,2543605,0.878,1,33.2,0
3,2543614,46.97,3,109.3,0
3,2543619,0,3,0,0
3,2543628,12.77,4,15.3,0
3,2543638,55.84,2,20,0
3,2543638,55.84,3,20,0
3,2543641,6.43,3,14.4,0
3,2543646,27.58,3,15.3,0
3,2543664,15.38,2,19.2,0
3,2543682,115.2,2,45.2,0
3,2543683,80.3,4,57.8,0
3,2543689,10.52,3,0,0
3,2543695,3.6,2,3.3,0
3,2543704,82.6,2,13.6,0
3,2543715,55.1,2,62.4,0
3,2543721,22.1,4,19.7,0
3,2543743,171.2,2,70.3,0
3,2543746,26.1,3,49.2,0
3,2543750,10.34,3,7.9,0
3,2543759,5.65,3,38.8,0
3,2543770,75.7,2,127,0
3,2543773,24.26,2,82.6,0
3,2543774,0,3,11.1,0
3,2543792,0,3,0,0
3,2543794,53.6,4,65.2,0
3,2543801,0.882,1,-0.26,0
3,2543828,28.6,3,31.5,0
3,2543836,3.46,3,19.2,0
3,2543847,127.55,3,139.3,0
3,2550163,26.59,3,3.5,0
3,2550183,0,3,36.3,0
3,2550189,164.1,2,118.8,0
3,2550198,0,3,20.3,0
3,2550206,6.41,4,9.9,0
3,2550216,0,3,1.1,0
3,2550243,0,4,16.2,0
3,2550256,52.8,3,113.4,0
3,2550263,38.05,2,9.9,0
3,2550268,12.34,2,111.8,0
3,2550272,43.1,3,57.1,0
3,2550284,3.22,4,5.4,0
3,2550313,69.4,4,100.1,0
3,2550328,103.7,3,57.4,0
3,2550353,83.57,3,160.1,0
3,2550355,0.77,4,0.6,0
3,2550359,0,3,0,0
3,2550407,0,2,7.7,0
3,2550415,0,3,0,0
3,2550454,0,4,0.1,0
3,2550459,0,3,19.5,0
3,2550474,20.67,2,84.4,0
3,2550481,0,2,24.4,0
3,2550512,50.8,2,23.1,0
3,2550546,69.38,3,68.7,0
3,2550597,0,3,78,0
