"name","year","week","passYds","passTds","passInt","rushYds","rushTds","rec","recYds","recTds"
"MATTWILLIS",2012,13,NA,NA,NA,NA,NA,3,22,0
"MICHAELBUSH",2012,13,NA,NA,NA,39,0,NA,NA,NA
"MICHAELCRABTREE",2012,13,NA,NA,NA,NA,NA,7,101,0
"MICHAELFLOYD",2012,13,NA,NA,NA,NA,NA,2,22,0
"MICHAELROBINSON",2012,13,NA,NA,NA,4,0,2,17,0
"MICHAELTURNER",2012,13,NA,NA,NA,83,1,1,7,0
"MIKECOX",2012,13,NA,NA,NA,NA,NA,1,8,0
"MIKELLESHOURE",2012,13,NA,NA,NA,57,1,2,16,0
"MIKETOLBERT",2012,13,NA,NA,NA,15,0,3,24,0
"MIKEWALLACE",2012,13,NA,NA,NA,NA,NA,5,44,0
"MIKEWILLIAMS",2012,13,NA,NA,NA,NA,NA,6,93,1
"MILESAUSTIN",2012,13,NA,NA,NA,NA,NA,2,46,1
"MOHAMEDMASSAQUOI",2012,13,NA,NA,NA,NA,NA,2,60,0
"MONTARIOHARDESTY",2012,13,NA,NA,NA,39,0,NA,NA,NA
"MONTELLOWENS",2012,13,NA,NA,NA,29,0,1,11,0
"NATEWASHINGTON",2012,13,NA,NA,NA,NA,NA,3,96,0
"NICKFOLES",2012,13,251,1,0,NA,NA,NA,NA,NA
"OWENDANIELS",2012,13,NA,NA,NA,NA,NA,3,43,0
"PEYTONHILLIS",2012,13,NA,NA,NA,19,1,1,9,0
"PEYTONMANNING",2012,13,242,3,1,NA,NA,NA,NA,NA
"PHILIPRIVERS",2012,13,280,0,1,20,0,NA,NA,NA
"PIERREGARCON",2012,13,NA,NA,NA,NA,NA,8,106,1
"PIERRETHOMAS",2012,13,NA,NA,NA,84,0,1,5,0
"RANDALLCOBB",2012,13,NA,NA,NA,5,0,6,62,0
"RANDYMOSS",2012,13,NA,NA,NA,NA,NA,3,30,0
"RASHADJENNINGS",2012,13,NA,NA,NA,20,0,NA,NA,NA
"RASHADJOHNSON",2012,13,NA,NA,NA,40,0,NA,NA,NA
"RAYRICE",2012,13,NA,NA,NA,78,1,1,5,0
"REGGIEBUSH",2012,13,NA,NA,NA,64,0,NA,NA,NA
"REGGIEWAYNE",2012,13,NA,NA,NA,NA,NA,4,51,0
"RILEYCOOPER",2012,13,NA,NA,NA,NA,NA,2,31,1
"RISHARDMATTHEWS",2012,13,NA,NA,NA,NA,NA,1,28,0
"ROBERTGRIFFIN",2012,13,163,1,0,72,0,NA,NA,NA
"ROBERTTURBIN",2012,13,NA,NA,NA,6,0,NA,NA,NA
"ROBHOUSLER",2012,13,NA,NA,NA,NA,NA,4,15,0
"RODDYWHITE",2012,13,NA,NA,NA,NA,NA,1,20,0
"RODSTREATER",2012,13,NA,NA,NA,NA,NA,3,96,1
"RONNIEBROWN",2012,13,NA,NA,NA,NA,NA,4,27,0
"RONNIEHILLMAN",2012,13,NA,NA,NA,29,0,NA,NA,NA
"RUEBENRANDLE",2012,13,NA,NA,NA,NA,NA,1,13,0
"RUSSELLWILSON",2012,13,293,2,0,71,0,NA,NA,NA
"RYANFITZPATRICK",2012,13,112,2,1,18,1,NA,NA,NA
"RYANLINDLEY",2012,13,72,0,1,NA,NA,NA,NA,NA
"RYANMATHEWS",2012,13,NA,NA,NA,26,0,3,25,0
"RYANTANNEHILL",2012,13,186,0,0,19,1,NA,NA,NA
"RYANWHALEN",2012,13,NA,NA,NA,NA,NA,1,10,0
"SAMBRADFORD",2012,13,221,0,0,31,0,NA,NA,NA
"SCOTTCHANDLER",2012,13,NA,NA,NA,NA,NA,1,11,1
"SHANEVEREEN",2012,13,NA,NA,NA,14,0,NA,NA,NA
"SHONNGREENE",2012,13,NA,NA,NA,104,0,NA,NA,NA
"SIDNEYRICE",2012,13,NA,NA,NA,NA,NA,6,99,1
"STEPHENHILL",2012,13,NA,NA,NA,NA,NA,5,40,0
"STEVANRIDLEY",2012,13,NA,NA,NA,71,1,NA,NA,NA
"STEVEJOHNSON",2012,13,NA,NA,NA,NA,NA,2,18,1
"STEVENJACKSON",2012,13,NA,NA,NA,48,0,5,69,0
"STEVESMITH",2012,13,NA,NA,NA,NA,NA,3,63,0.5
"TIQUANUNDERWOOD",2012,13,NA,NA,NA,NA,NA,1,12,0
"TJGRAHAM",2012,13,NA,NA,NA,NA,NA,2,54,0
"TOBYGERHART",2012,13,NA,NA,NA,NA,NA,1,7,0
"TOMBRADY",2012,13,238,1,1,NA,NA,NA,NA,NA
"TOMCRABTREE",2012,13,NA,NA,NA,NA,NA,2,20,0
"TONYGONZALEZ",2012,13,NA,NA,NA,NA,NA,4,58,1
"TONYMOEAKI",2012,13,NA,NA,NA,NA,NA,4,54,1
"TONYROMO",2012,13,303,3,0,14,0,NA,NA,NA
"TONYSCHEFFLER",2012,13,NA,NA,NA,NA,NA,3,55,0
"TORREYSMITH",2012,13,NA,NA,NA,NA,NA,3,33,0
"TRAVISBENJAMIN",2012,13,NA,NA,NA,NA,NA,1,6,0
"TRENTRICHARDSON",2012,13,NA,NA,NA,72,1,3,23,0
"TYHILTON",2012,13,NA,NA,NA,NA,NA,6,100,0
"VERNONDAVIS",2012,13,NA,NA,NA,NA,NA,2,15,0
"VICKBALLARD",2012,13,NA,NA,NA,41,1,3,21,0
"VICTORCRUZ",2012,13,NA,NA,NA,NA,NA,5,104,0
"VINCENTJACKSON",2012,13,NA,NA,NA,NA,NA,3,55,0
"VONTALEACH",2012,13,NA,NA,NA,NA,NA,4,40,0
"WESWELKER",2012,13,NA,NA,NA,NA,NA,12,103,1
"WILLHELLER",2012,13,NA,NA,NA,NA,NA,1,5,0
"WILLIAMPOWELL",2012,13,NA,NA,NA,18,0,NA,NA,NA
"WILLJOHNSON",2012,13,NA,NA,NA,NA,NA,2,9,0
"ZACHMILLER",2012,13,NA,NA,NA,NA,NA,2,7,0
"AARONHERNANDEZ",2012,14,NA,NA,NA,NA,NA,8,58,2
"AARONRODGERS",2012,14,173,0,0,32,1,NA,NA,NA
"ADRIANPETERSON",2012,14,NA,NA,NA,154,2,2,16,0
"AHMADBRADSHAW",2012,14,NA,NA,NA,33,0,NA,NA,NA
"AJGREEN",2012,14,NA,NA,NA,NA,NA,3,44,0
"ALEXGREEN",2012,14,NA,NA,NA,69,0,NA,NA,NA
"ALFREDMORRIS",2012,14,NA,NA,NA,129,1,NA,NA,NA
"ALSHONJEFFERY",2012,14,NA,NA,NA,NA,NA,3,57,1
"ANDRECALDWELL",2012,14,NA,NA,NA,NA,NA,1,18,0
"ANDREJOHNSON",2012,14,NA,NA,NA,NA,NA,8,95,0
"ANDREROBERTS",2012,14,NA,NA,NA,NA,NA,3,36,0
"ANDREWHAWKINS",2012,14,NA,NA,NA,NA,NA,6,44,1
"ANDREWLUCK",2012,14,196,1,2,7,0,NA,NA,NA
"ANDYDALTON",2012,14,206,1,1,NA,NA,NA,NA,NA
"ANQUANBOLDIN",2012,14,NA,NA,NA,NA,NA,3,78,2
"ANTHONYDIXON",2012,14,NA,NA,NA,9,1,NA,NA,NA
"ANTHONYFASANO",2012,14,NA,NA,NA,NA,NA,2,9,1
"ANTHONYMCCOY",2012,14,NA,NA,NA,NA,NA,3,105,0
"ANTONIOBROWN",2012,14,NA,NA,NA,NA,NA,4,35,1
"ANTONIOGATES",2012,14,NA,NA,NA,NA,NA,3,31,0
"ARIANFOSTER",2012,14,NA,NA,NA,46,1,4,39,0
"ARMANTIEDWARDS",2012,14,NA,NA,NA,NA,NA,1,7,0
"AUSTINPETTIS",2012,14,NA,NA,NA,NA,NA,5,33,0
"BEANIEWELLS",2012,14,NA,NA,NA,18,0,NA,NA,NA
"BENJARVUSGREENELLIS",2012,14,NA,NA,NA,89,0,3,13,0
"BENROETHLISBERGER",2012,14,285,3,1,31,0,NA,NA,NA
"BENTATE",2012,14,NA,NA,NA,46,0,NA,NA,NA
"BENWATSON",2012,14,NA,NA,NA,NA,NA,3,43,0
"BERNARDPIERCE",2012,14,NA,NA,NA,53,0,2,11,0
"BILALPOWELL",2012,14,NA,NA,NA,78,1,NA,NA,NA
"BRADSMITH",2012,14,NA,NA,NA,NA,NA,1,6,0
"BRADYQUINN",2012,14,159,0,1,NA,NA,NA,NA,NA
"BRANDONBOLDEN",2012,14,NA,NA,NA,11,0,NA,NA,NA
"BRANDONGIBSON",2012,14,NA,NA,NA,NA,NA,6,100,1
"BRANDONLLOYD",2012,14,NA,NA,NA,NA,NA,7,89,1
"BRANDONMARSHALL",2012,14,NA,NA,NA,NA,NA,10,160,1
"BRANDONMYERS",2012,14,NA,NA,NA,NA,NA,1,7,0
"BRANDONWEEDEN",2012,14,217,0,0,15,0,NA,NA,NA
"BRIANHARTLINE",2012,14,NA,NA,NA,NA,NA,2,34,0
"BRIANLEONARD",2012,14,NA,NA,NA,20,0,NA,NA,NA
"BRIANQUICK",2012,14,NA,NA,NA,NA,NA,1,6,0
"BRYCEBROWN",2012,14,NA,NA,NA,6,0,2,6,0
"CALVINJOHNSON",2012,14,NA,NA,NA,NA,NA,10,118,0
"CAMNEWTON",2012,14,287,2,0,116,1,NA,NA,NA
"CARSONPALMER",2012,14,273,2,1,NA,NA,NA,NA,NA
"CHADHENNE",2012,14,185,0,2,NA,NA,NA,NA,NA
"CHASECOFFMAN",2012,14,NA,NA,NA,NA,NA,1,12,0
"CHAZSCHILENS",2012,14,NA,NA,NA,NA,NA,2,27,0
"CHRISGIVENS",2012,14,NA,NA,NA,NA,NA,3,25,0
"CHRISJOHNSON",2012,14,NA,NA,NA,44,0,3,15,0
"CHRISRAINEY",2012,14,NA,NA,NA,6,0,NA,NA,NA
"CHRISTIANPONDER",2012,14,91,0,1,NA,NA,NA,NA,NA
"CJSPILLER",2012,14,NA,NA,NA,37,0,1,15,0
"CLAYHARBOR",2012,14,NA,NA,NA,NA,NA,6,52,1
"COBYFLEENER",2012,14,NA,NA,NA,NA,NA,1,9,0
"COLINKAEPERNICK",2012,14,185,0,0,53,1,NA,NA,NA
"CRAIGSTEVENS",2012,14,NA,NA,NA,NA,NA,1,19,0
"DALLASCLARK",2012,14,NA,NA,NA,NA,NA,1,19,0
"DAMARISJOHNSON",2012,14,NA,NA,NA,NA,NA,2,20,0
"DANARIOALEXANDER",2012,14,NA,NA,NA,NA,NA,7,88,2
"DANNYWOODHEAD",2012,14,NA,NA,NA,NA,NA,2,34,0
"DARRELYOUNG",2012,14,NA,NA,NA,NA,NA,1,28,0
"DARRENMCFADDEN",2012,14,NA,NA,NA,52,0,2,12,1
"DARRENSPROLES",2012,14,NA,NA,NA,56,1,4,28,1
"DARRIUSHEYWARDBEY",2012,14,NA,NA,NA,NA,NA,5,82,1
"DAVIDWILSON",2012,14,NA,NA,NA,100,2,NA,NA,NA
"DAVONEBESS",2012,14,NA,NA,NA,NA,NA,5,50,0
"DEANGELOWILLIAMS",2012,14,NA,NA,NA,56,0,2,56,1
"DELANIEWALKER",2012,14,NA,NA,NA,NA,NA,1,20,0
"DELONECARTER",2012,14,NA,NA,NA,NA,NA,1,13,0
"DEMARCOMURRAY",2012,14,NA,NA,NA,53,1,4,22,0
"DEMARYIUSTHOMAS",2012,14,NA,NA,NA,NA,NA,5,83,0
"DENARIUSMOORE",2012,14,NA,NA,NA,NA,NA,4,43,0
"DENNISPITTA",2012,14,NA,NA,NA,NA,NA,5,46,1
"DEVERYHENDERSON",2012,14,NA,NA,NA,NA,NA,1,11,0
"DEVIERPOSEY",2012,14,NA,NA,NA,NA,NA,1,19,0
"DEVINHESTER",2012,14,NA,NA,NA,NA,NA,5,39,0
"DEXTERMCCLUSTER",2012,14,NA,NA,NA,NA,NA,1,8,0
"DEZBRYANT",2012,14,NA,NA,NA,NA,NA,4,50,1
"DIONLEWIS",2012,14,NA,NA,NA,NA,NA,1,28,0
"DOMENIKHIXON",2012,14,NA,NA,NA,NA,NA,3,30,1
"DONALDJONES",2012,14,NA,NA,NA,NA,NA,3,33,0
"DONNIEAVERY",2012,14,NA,NA,NA,NA,NA,3,31,0
"DONTESTALLWORTH",2012,14,NA,NA,NA,NA,NA,1,63,1
"DOUGBALDWIN",2012,14,NA,NA,NA,NA,NA,2,29,0
"DOUGMARTIN",2012,14,NA,NA,NA,128,1,NA,NA,NA
"DREWBREES",2012,14,354,1,2,NA,NA,NA,NA,NA
"DREWDAVIS",2012,14,NA,NA,NA,NA,NA,1,6,0
"DUJUANHARRIS",2012,14,NA,NA,NA,31,1,NA,NA,NA
"DWAYNEALLEN",2012,14,NA,NA,NA,NA,NA,1,11,0
"DWAYNEBOWE",2012,14,NA,NA,NA,NA,NA,2,70,0
"DWAYNEHARRIS",2012,14,NA,NA,NA,NA,NA,3,33,0
"EARLYDOUCET",2012,14,NA,NA,NA,NA,NA,2,7,0
"ELIMANNING",2012,14,259,4,2,NA,NA,NA,NA,NA
"EMMANUELSANDERS",2012,14,NA,NA,NA,NA,NA,2,36,0
"ERICDECKER",2012,14,NA,NA,NA,NA,NA,8,88,0
"EVANROYSTER",2012,14,NA,NA,NA,11,0,NA,NA,NA
"FELIXJONES",2012,14,NA,NA,NA,7,0,NA,NA,NA
"FRANKGORE",2012,14,NA,NA,NA,63,1,2,22,0
"FREDJACKSON",2012,14,NA,NA,NA,14,0,5,16,0
"GARYBARNIDGE",2012,14,NA,NA,NA,NA,NA,1,6,0
"GOLDENTATE",2012,14,NA,NA,NA,NA,NA,2,6,0
"GREGJENNINGS",2012,14,NA,NA,NA,NA,NA,1,27,0
"GREGJONES",2012,14,NA,NA,NA,4,0,2,8,0
"GREGLITTLE",2012,14,NA,NA,NA,17,0,4,69,0
"GREGOLSEN",2012,14,NA,NA,NA,NA,NA,4,55,1
"GUYWHIMPER",2012,14,NA,NA,NA,NA,NA,1,10,0
"HAKEEMNICKS",2012,14,NA,NA,NA,NA,NA,4,67,1
"HARRYDOUGLAS",2012,14,NA,NA,NA,NA,NA,2,28,0
"HEATHMILLER",2012,14,NA,NA,NA,NA,NA,5,66,0
"HENRYHYNOSKI",2012,14,NA,NA,NA,5,0,2,9,0
"JACOBTAMME",2012,14,NA,NA,NA,NA,NA,2,24,0
"JACQUIZZRODGERS",2012,14,NA,NA,NA,21,0,6,43,0
"JAKELOCKER",2012,14,262,1,2,51,0,NA,NA,NA
"JAMAALCHARLES",2012,14,NA,NA,NA,165,1,NA,NA,NA
"JAMARNEWSOME",2012,14,NA,NA,NA,NA,NA,1,25,0
"JAMESCASEY",2012,14,NA,NA,NA,NA,NA,1,30,0
"JAMESJONES",2012,14,NA,NA,NA,NA,NA,2,27,0
"JAREDCOOK",2012,14,NA,NA,NA,NA,NA,3,20,1
"JARIUSWRIGHT",2012,14,NA,NA,NA,NA,NA,2,29,0
"JARRETTBOYKIN",2012,14,NA,NA,NA,NA,NA,1,4,0
"JASONAVANT",2012,14,NA,NA,NA,NA,NA,7,133,0
"JASONCAMPBELL",2012,14,NA,NA,NA,8,0,NA,NA,NA
"JASONSNELLING",2012,14,NA,NA,NA,NA,NA,1,5,0
"JASONWITTEN",2012,14,NA,NA,NA,NA,NA,4,62,0
"JAYCUTLER",2012,14,260,1,2,16,0,NA,NA,NA
"JEDCOLLINS",2012,14,NA,NA,NA,NA,NA,2,9,0
"JEFFCUMBERLAND",2012,14,NA,NA,NA,NA,NA,1,37,0
"JEREMYKERLEY",2012,14,NA,NA,NA,NA,NA,4,27,0
"JEREMYMACLIN",2012,14,NA,NA,NA,NA,NA,9,104,1
"JERMAINEGRESHAM",2012,14,NA,NA,NA,NA,NA,4,43,0
"JERMICHAELFINLEY",2012,14,NA,NA,NA,NA,NA,2,16,0
"JEROMESIMPSON",2012,14,NA,NA,NA,NA,NA,1,13,0
"JIMMYGRAHAM",2012,14,NA,NA,NA,NA,NA,5,56,0
"JOEFLACCO",2012,14,182,3,1,9,0,NA,NA,NA
"JOELDREESSEN",2012,14,NA,NA,NA,NA,NA,5,30,1
"JOEMORGAN",2012,14,NA,NA,NA,NA,NA,2,106,0
"JOHNSKELTON",2012,14,74,0,4,NA,NA,NA,NA,NA
"JOIQUEBELL",2012,14,NA,NA,NA,49,0,5,47,0
"JONATHANDWYER",2012,14,NA,NA,NA,32,0,3,18,0
"JORDANCAMERON",2012,14,NA,NA,NA,NA,NA,1,10,0
"JORDANSHIPLEY",2012,14,NA,NA,NA,NA,NA,5,55,0
"JORDANTODMAN",2012,14,NA,NA,NA,8,0,NA,NA,NA
"JOSHCRIBBS",2012,14,NA,NA,NA,15,0,NA,NA,NA
"JOSHFREEMAN",2012,14,189,2,0,13,0,NA,NA,NA
"JOSHGORDON",2012,14,NA,NA,NA,NA,NA,8,86,0
"JOSHMORGAN",2012,14,NA,NA,NA,NA,NA,3,30,1
"JULIOJONES",2012,14,NA,NA,NA,NA,NA,5,66,1
"JURONCRINER",2012,14,NA,NA,NA,NA,NA,2,24,0
"JUSTINBLACKMON",2012,14,NA,NA,NA,NA,NA,6,57,0
"JUSTINFORSETT",2012,14,NA,NA,NA,7,0,1,14,0
"KELLENDAVIS",2012,14,NA,NA,NA,NA,NA,3,25,0
"KENDALLWRIGHT",2012,14,NA,NA,NA,NA,NA,5,39,0
"KENNYBRITT",2012,14,NA,NA,NA,NA,NA,8,143,0
"KEVINELLIOTT",2012,14,NA,NA,NA,NA,NA,3,38,0
"KEVINOGLETREE",2012,14,NA,NA,NA,NA,NA,2,28,0
"KNOWSHONMORENO",2012,14,NA,NA,NA,119,1,4,48,0
"KONRADREULAND",2012,14,NA,NA,NA,NA,NA,2,7,0
"KRISDURHAM",2012,14,NA,NA,NA,NA,NA,4,54,0
"KYLEADAMS",2012,14,NA,NA,NA,NA,NA,1,9,0
"LAMARMILLER",2012,14,NA,NA,NA,NA,NA,1,8,0
"LAMICHAELJAMES",2012,14,NA,NA,NA,30,0,1,15,0
"LANCEDUNBAR",2012,14,NA,NA,NA,NA,NA,1,6,0
"LANCEKENDRICKS",2012,14,NA,NA,NA,NA,NA,3,36,0
"LANCEMOORE",2012,14,NA,NA,NA,NA,NA,1,26,0
"LARODSTEPHENSHOWLING",2012,14,NA,NA,NA,5,0,NA,NA,NA
"LAVONBRAZILL",2012,14,NA,NA,NA,NA,NA,1,8,0
"LAWRENCEVICKERS",2012,14,NA,NA,NA,NA,NA,2,18,0
"LEONARDHANKERSON",2012,14,NA,NA,NA,NA,NA,4,67,0
"LEONWASHINGTON",2012,14,NA,NA,NA,38,1,NA,NA,NA
"LERONMCCLAIN",2012,14,NA,NA,NA,4,0,NA,NA,NA
"LESTARJEAN",2012,14,NA,NA,NA,NA,NA,2,31,0
"LOGANPAULSEN",2012,14,NA,NA,NA,NA,NA,1,8,0
"LOUISMURPHY",2012,14,NA,NA,NA,NA,NA,5,36,0
"MALCOMFLOYD",2012,14,NA,NA,NA,NA,NA,3,10,1
"MARCELREECE",2012,14,NA,NA,NA,10,0,1,5,0
"MARDYGILYARD",2012,14,NA,NA,NA,NA,NA,2,15,0
"MARKINGRAM",2012,14,NA,NA,NA,68,0,NA,NA,NA
"MARKSANCHEZ",2012,14,111,0,0,11,0,NA,NA,NA
"MARQUESCOLSTON",2012,14,NA,NA,NA,NA,NA,4,61,0
"MARSHAWNLYNCH",2012,14,NA,NA,NA,128,3,NA,NA,NA
"MARTELLUSBENNETT",2012,14,NA,NA,NA,NA,NA,5,32,1
"MARVINJONES",2012,14,NA,NA,NA,37,0,3,45,0
"MATTFORTE",2012,14,NA,NA,NA,85,0,6,34,0
"MATTHEWSTAFFORD",2012,14,264,1,1,9,1,NA,NA,NA
"MATTRYAN",2012,14,342,2,1,NA,NA,NA,NA,NA
"MATTSCHAUB",2012,14,232,0,1,NA,NA,NA,NA,NA
"MATTWILLIS",2012,14,NA,NA,NA,NA,NA,1,19,0
"MICHAELBUSH",2012,14,NA,NA,NA,6,0,NA,NA,NA
"MICHAELCRABTREE",2012,14,NA,NA,NA,NA,NA,9,93,0
"MICHAELFLOYD",2012,14,NA,NA,NA,NA,NA,2,30,0
"MICHAELJENKINS",2012,14,NA,NA,NA,NA,NA,4,36,0
"MICHAELPRESTON",2012,14,NA,NA,NA,NA,NA,1,11,0
"MICHAELROBINSON",2012,14,NA,NA,NA,NA,NA,1,12,0
"MICHAELTURNER",2012,14,NA,NA,NA,14,1,NA,NA,NA
"MICHEALSPURLOCK",2012,14,NA,NA,NA,NA,NA,7,64,0
"MIKELLESHOURE",2012,14,NA,NA,NA,49,0,NA,NA,NA
"MIKETHOMAS",2012,14,NA,NA,NA,25,0,NA,NA,NA
"MIKETOLBERT",2012,14,NA,NA,NA,20,0,3,18,0
"MIKEWALLACE",2012,14,NA,NA,NA,NA,NA,7,112,2
"MIKEWILLIAMS",2012,14,NA,NA,NA,NA,NA,3,18,1
"MILESAUSTIN",2012,14,NA,NA,NA,NA,NA,4,46,0
"MONTARIOHARDESTY",2012,14,NA,NA,NA,52,0,NA,NA,NA
"MONTELLOWENS",2012,14,NA,NA,NA,91,1,1,11,0
"NATEWASHINGTON",2012,14,NA,NA,NA,NA,NA,1,15,0
"NICKFOLES",2012,14,381,2,0,27,1,NA,NA,NA
"ORSONCHARLES",2012,14,NA,NA,NA,NA,NA,1,17,0
"OWENDANIELS",2012,14,NA,NA,NA,NA,NA,2,24,0
"PATRICKPETERSON",2012,14,NA,NA,NA,NA,NA,1,7,0
"PEYTONHILLIS",2012,14,NA,NA,NA,11,0,1,6,0
"PEYTONMANNING",2012,14,310,1,1,NA,NA,NA,NA,NA
"PHILIPRIVERS",2012,14,200,3,0,NA,NA,NA,NA,NA
"PIERREGARCON",2012,14,NA,NA,NA,NA,NA,5,83,1
"PIERRETHOMAS",2012,14,NA,NA,NA,19,0,7,57,0
"PLAXICOBURRESS",2012,14,NA,NA,NA,NA,NA,1,18,0
"RANDALLCOBB",2012,14,NA,NA,NA,NA,NA,7,102,0
"RANDYMOSS",2012,14,NA,NA,NA,NA,NA,2,30,0
"RAYRICE",2012,14,NA,NA,NA,121,1,3,15,0
"REGGIEBUSH",2012,14,NA,NA,NA,65,0,5,38,0
"REGGIEWAYNE",2012,14,NA,NA,NA,NA,NA,6,64,1
"RICHARDMURPHY",2012,14,NA,NA,NA,19,0,NA,NA,NA
"RILEYCOOPER",2012,14,NA,NA,NA,NA,NA,4,37,0
"RISHARDMATTHEWS",2012,14,NA,NA,NA,NA,NA,1,8,0
"ROBERTGRIFFIN",2012,14,242,1,0,34,0,NA,NA,NA
"ROBERTTURBIN",2012,14,NA,NA,NA,108,0,NA,NA,NA
"ROBHOUSLER",2012,14,NA,NA,NA,NA,NA,7,36,0
"RODDYWHITE",2012,14,NA,NA,NA,NA,NA,9,117,1
"RODSTREATER",2012,14,NA,NA,NA,NA,NA,4,100,0
"RONNIEBROWN",2012,14,NA,NA,NA,17,0,1,7,0
"RONNIEHILLMAN",2012,14,NA,NA,NA,24,0,NA,NA,NA
"RUSSELLWILSON",2012,14,148,1,1,12,0,NA,NA,NA
"RYANFITZPATRICK",2012,14,247,1,1,5,0,NA,NA,NA
"RYANGRANT",2012,14,NA,NA,NA,13,0,NA,NA,NA
"RYANLINDLEY",2012,14,59,0,0,NA,NA,NA,NA,NA
"RYANMATHEWS",2012,14,NA,NA,NA,65,0,NA,NA,NA
"RYANTANNEHILL",2012,14,150,1,0,25,0,NA,NA,NA
"SAMBRADFORD",2012,14,209,1,1,13,0,NA,NA,NA
"SANTANAMOSS",2012,14,NA,NA,NA,NA,NA,3,52,0
"SCOTTCHANDLER",2012,14,NA,NA,NA,NA,NA,5,71,0
"SHANEVEREEN",2012,14,NA,NA,NA,40,0,NA,NA,NA
"SHAUNDRAUGHN",2012,14,NA,NA,NA,NA,NA,1,8,0
"SHONNGREENE",2012,14,NA,NA,NA,77,1,NA,NA,NA
"SIDNEYRICE",2012,14,NA,NA,NA,NA,NA,2,35,0
"STEVANRIDLEY",2012,14,NA,NA,NA,72,1,NA,NA,NA
"STEVEJOHNSON",2012,14,NA,NA,NA,NA,NA,6,71,0
"STEVENJACKSON",2012,14,NA,NA,NA,64,1,1,9,0
"STEVESMITH",2012,14,NA,NA,NA,NA,NA,7,109,0
"TERRANCECOPPER",2012,14,NA,NA,NA,NA,NA,3,32,0
"TIQUANUNDERWOOD",2012,14,NA,NA,NA,NA,NA,1,17,0
"TJGRAHAM",2012,14,NA,NA,NA,5,0,3,33,0
"TOBYGERHART",2012,14,NA,NA,NA,17,0,NA,NA,NA
"TOMBRADY",2012,14,296,4,0,6,0,NA,NA,NA
"TONYGONZALEZ",2012,14,NA,NA,NA,NA,NA,8,61,0
"TONYMOEAKI",2012,14,NA,NA,NA,NA,NA,1,10,0
"TONYROMO",2012,14,268,1,1,NA,NA,NA,NA,NA
"TONYSCHEFFLER",2012,14,NA,NA,NA,NA,NA,3,20,1
"TORREYSMITH",2012,14,NA,NA,NA,NA,NA,1,21,0
"TRAVISBENJAMIN",2012,14,NA,NA,NA,15,0,NA,NA,NA
"TRENTRICHARDSON",2012,14,NA,NA,NA,42,2,1,9,0
"TYHILTON",2012,14,NA,NA,NA,NA,NA,2,50,0
"VICKBALLARD",2012,14,NA,NA,NA,94,0,1,10,0
"VICTORCRUZ",2012,14,NA,NA,NA,NA,NA,8,121,1
"VINCENTJACKSON",2012,14,NA,NA,NA,NA,NA,6,131,1
"VONTALEACH",2012,14,NA,NA,NA,NA,NA,2,11,0
"WESWELKER",2012,14,NA,NA,NA,NA,NA,3,52,0
"WILLHELLER",2012,14,NA,NA,NA,NA,NA,4,21,0
"WILLIAMPOWELL",2012,14,NA,NA,NA,20,0,2,13,0
"ZACHMILLER",2012,14,NA,NA,NA,NA,NA,2,29,1
"AARONHERNANDEZ",2012,15,NA,NA,NA,NA,NA,10,92,1
"AARONRODGERS",2012,15,291,3,0,14,0,NA,NA,NA
"ADRIANPETERSON",2012,15,NA,NA,NA,212,1,NA,NA,NA
"AJGREEN",2012,15,NA,NA,NA,NA,NA,6,57,1
"ALEXGREEN",2012,15,NA,NA,NA,35,0,2,6,0
"ALEXSMITH",2012,15,NA,NA,NA,NA,NA,2,8,0
"ALFREDMORRIS",2012,15,NA,NA,NA,87,2,2,6,0
"ANDREJOHNSON",2012,15,NA,NA,NA,NA,NA,11,151,1
"ANDREROBERTS",2012,15,NA,NA,NA,NA,NA,3,22,0
"ANDREWHAWKINS",2012,15,NA,NA,NA,9,0,NA,NA,NA
"ANDREWLUCK",2012,15,186,2,0,10,0,NA,NA,NA
"ANDYDALTON",2012,15,127,1,0,18,1,NA,NA,NA
"ANTHONYDIXON",2012,15,NA,NA,NA,7,0,NA,NA,NA
"ANTHONYFASANO",2012,15,NA,NA,NA,NA,NA,6,56,1
"ANTONIOBROWN",2012,15,NA,NA,NA,NA,NA,8,76,1
"ANTONIOGATES",2012,15,NA,NA,NA,NA,NA,4,31,1
"ARIANFOSTER",2012,15,NA,NA,NA,165,0,NA,NA,NA
"ARMANDOALLEN",2012,15,NA,NA,NA,5,0,1,15,0
"AUSTINPETTIS",2012,15,NA,NA,NA,NA,NA,5,55,0
"BEANIEWELLS",2012,15,NA,NA,NA,67,3,NA,NA,NA
"BENHARTSOCK",2012,15,NA,NA,NA,NA,NA,1,5,0
"BENJARVUSGREENELLIS",2012,15,NA,NA,NA,106,1,NA,NA,NA
"BENROETHLISBERGER",2012,15,339,2,1,NA,NA,NA,NA,NA
"BENTATE",2012,15,NA,NA,NA,13,0,NA,NA,NA
"BENWATSON",2012,15,NA,NA,NA,NA,NA,2,12,0
"BERNARDPIERCE",2012,15,NA,NA,NA,20,0,NA,NA,NA
"BILALPOWELL",2012,15,NA,NA,NA,28,0,2,15,0
"BRADSMITH",2012,15,NA,NA,NA,NA,NA,3,26,0
"BRADYQUINN",2012,15,136,0,1,NA,NA,NA,NA,NA
