"name","year","week","passYds","passTds","passInt","rushYds","rushTds","rec","recYds","recTds"
"BRIANHARTLINE",2013,12,NA,NA,NA,NA,NA,5,78,0
"BRIANLEONARD",2013,12,NA,NA,NA,3,0,NA,NA,NA
"BRIANQUICK",2013,12,NA,NA,NA,NA,NA,2,19,0
"CALVINJOHNSON",2013,12,NA,NA,NA,NA,NA,7,115,0
"CAMNEWTON",2013,12,174,1,1,51,1,NA,NA,NA
"CARSONPALMER",2013,12,314,2,0,NA,NA,NA,NA,NA
"CASEKEENUM",2013,12,169,0,1,2,0,NA,NA,NA
"CECILSHORTS",2013,12,NA,NA,NA,NA,NA,8,71,0
"CHADHENNE",2013,12,239,0,0,3,0,NA,NA,NA
"CHARLESCLAY",2013,12,NA,NA,NA,NA,NA,4,27,0
"CHASEFORD",2013,12,NA,NA,NA,NA,NA,1,20,0
"CHRISIVORY",2013,12,NA,NA,NA,35,0,NA,NA,NA
"CHRISJOHNSON",2013,12,NA,NA,NA,73,0,3,8,0
"CHRISOGBONNAYA",2013,12,NA,NA,NA,26,0,2,15,0
"CHRISTIANPONDER",2013,12,233,1,0,NA,NA,NA,NA,NA
"CJANDERSON",2013,12,NA,NA,NA,16,0,NA,NA,NA
"CLAYHARBOR",2013,12,NA,NA,NA,NA,NA,1,8,0
"COBYFLEENER",2013,12,NA,NA,NA,NA,NA,4,55,1
"COLEBEASLEY",2013,12,NA,NA,NA,NA,NA,2,13,0
"COLINKAEPERNICK",2013,12,235,3,0,20,0,NA,NA,NA
"COLLINMOONEY",2013,12,NA,NA,NA,NA,NA,2,6,0
"CORDARRELLEPATTERSON",2013,12,NA,NA,NA,NA,NA,8,54,0
"DALLASCLARK",2013,12,NA,NA,NA,NA,NA,3,24,0
"DANHERRON",2013,12,NA,NA,NA,33,0,NA,NA,NA
"DANIELTHOMAS",2013,12,NA,NA,NA,8,0,NA,NA,NA
"DANNYAMENDOLA",2013,12,NA,NA,NA,NA,NA,3,17,0
"DANNYWOODHEAD",2013,12,NA,NA,NA,25,1,4,45,1
"DARIUSJOHNSON",2013,12,NA,NA,NA,NA,NA,6,67,0
"DARRIUSHEYWARDBEY",2013,12,NA,NA,NA,NA,NA,3,22,0
"DAVONEBESS",2013,12,NA,NA,NA,NA,NA,5,27,0
"DEANDREHOPKINS",2013,12,NA,NA,NA,NA,NA,1,8,0
"DEANGELOWILLIAMS",2013,12,NA,NA,NA,31,0,2,16,0
"DELANIEWALKER",2013,12,NA,NA,NA,NA,NA,5,46,0
"DEMARCOMURRAY",2013,12,NA,NA,NA,86,0,3,40,0
"DEMARYIUSTHOMAS",2013,12,NA,NA,NA,NA,NA,4,41,1
"DENNISJOHNSON",2013,12,NA,NA,NA,74,0,2,13,0
"DEVIERPOSEY",2013,12,NA,NA,NA,NA,NA,1,5,0
"DEXTERMCCLUSTER",2013,12,NA,NA,NA,NA,NA,7,59,0
"DEZBRYANT",2013,12,NA,NA,NA,NA,NA,9,86,0
"DIONSIMS",2013,12,NA,NA,NA,NA,NA,1,6,0
"DONNIEAVERY",2013,12,NA,NA,NA,NA,NA,4,91,1
"DREWBREES",2013,12,278,2,0,NA,NA,NA,NA,NA
"DREWDAVIS",2013,12,NA,NA,NA,NA,NA,1,7,0
"DWAYNEBOWE",2013,12,NA,NA,NA,NA,NA,5,51,1
"EARLBENNETT",2013,12,NA,NA,NA,NA,NA,8,58,0
"EDDICKSON",2013,12,NA,NA,NA,NA,NA,3,55,0
"EDDIELACY",2013,12,NA,NA,NA,110,1,6,48,0
"EDDIEROYAL",2013,12,NA,NA,NA,NA,NA,4,87,0
"ELIMANNING",2013,12,174,2,0,NA,NA,NA,NA,NA
"EMMANUELSANDERS",2013,12,NA,NA,NA,NA,NA,6,52,1
"ERICDECKER",2013,12,NA,NA,NA,NA,NA,1,5,0
"FELIXJONES",2013,12,NA,NA,NA,9,0,1,4,0
"FOZZYWHITTAKER",2013,12,NA,NA,NA,16,0,1,5,0
"FRANKGORE",2013,12,NA,NA,NA,31,0,1,3,0
"GARRETTGRAHAM",2013,12,NA,NA,NA,NA,NA,5,32,0
"GAVINESCOBAR",2013,12,NA,NA,NA,NA,NA,1,5,0
"GENOSMITH",2013,12,127,0,2,6,0,1,13,0
"GREGJENNINGS",2013,12,NA,NA,NA,NA,NA,2,29,0
"GREGLITTLE",2013,12,NA,NA,NA,NA,NA,2,17,0
"GREGOLSEN",2013,12,NA,NA,NA,NA,NA,5,34,1
"GREGSALAS",2013,12,NA,NA,NA,NA,NA,2,48,0
"HARRYDOUGLAS",2013,12,NA,NA,NA,NA,NA,9,79,0
"HEATHMILLER",2013,12,NA,NA,NA,NA,NA,5,41,0
"JACOBTAMME",2013,12,NA,NA,NA,NA,NA,5,47,1
"JACOBYJONES",2013,12,NA,NA,NA,NA,NA,4,103,1
"JACQUIZZRODGERS",2013,12,NA,NA,NA,7,0,2,31,0
"JAMAALCHARLES",2013,12,NA,NA,NA,115,2,4,42,0
"JAMESJONES",2013,12,NA,NA,NA,NA,NA,7,80,0
"JAMESSTARKS",2013,12,NA,NA,NA,37,0,NA,NA,NA
"JAMIZEOLAWALE",2013,12,NA,NA,NA,NA,NA,2,27,0
"JAREDCOOK",2013,12,NA,NA,NA,NA,NA,4,80,1
"JARONBROWN",2013,12,NA,NA,NA,NA,NA,1,16,0
"JARRETTBOYKIN",2013,12,NA,NA,NA,NA,NA,5,60,1
"JASONCAMPBELL",2013,12,124,0,0,NA,NA,NA,NA,NA
"JASONSNELLING",2013,12,NA,NA,NA,NA,NA,2,19,0
"JASONWITTEN",2013,12,NA,NA,NA,NA,NA,4,37,2
"JEFFCUMBERLAND",2013,12,NA,NA,NA,NA,NA,1,9,0
"JEROMEFELTON",2013,12,NA,NA,NA,NA,NA,1,7,0
"JEROMESIMPSON",2013,12,NA,NA,NA,NA,NA,2,54,0
"JERONMASTRUD",2013,12,NA,NA,NA,NA,NA,1,5,0
"JERRELJERNIGAN",2013,12,NA,NA,NA,NA,NA,2,24,0
"JIMMYGRAHAM",2013,12,NA,NA,NA,NA,NA,5,100,1
"JOEFLACCO",2013,12,273,1,1,NA,NA,NA,NA,NA
"JOHNCARLSON",2013,12,NA,NA,NA,NA,NA,3,36,0
"JOHNKUHN",2013,12,NA,NA,NA,NA,NA,2,29,0
"JOIQUEBELL",2013,12,NA,NA,NA,15,0,NA,NA,NA
"JONATHANDWYER",2013,12,NA,NA,NA,7,0,NA,NA,NA
"JONATHANSTEWART",2013,12,NA,NA,NA,31,0,NA,NA,NA
"JORDANCAMERON",2013,12,NA,NA,NA,NA,NA,3,32,0
"JORDANTODMAN",2013,12,NA,NA,NA,31,0,1,5,0
"JORDYNELSON",2013,12,NA,NA,NA,NA,NA,4,58,0
"JOSEPHFAURIA",2013,12,NA,NA,NA,NA,NA,1,10,1
"JOSHCRIBBS",2013,12,13,0,0,20,0,NA,NA,NA
"JOSHGORDON",2013,12,NA,NA,NA,NA,NA,14,237,1
"JOSHHILL",2013,12,NA,NA,NA,NA,NA,2,16,0
"JOSHMCCOWN",2013,12,352,2,1,4,0,NA,NA,NA
"JOSHMORGAN",2013,12,NA,NA,NA,9,0,4,36,0
"JULIANEDELMAN",2013,12,NA,NA,NA,NA,NA,9,110,2
"JUSTICECUNNINGHAM",2013,12,NA,NA,NA,NA,NA,1,4,0
"JUSTINFORSETT",2013,12,NA,NA,NA,NA,NA,1,9,0
"JUSTINHUNTER",2013,12,NA,NA,NA,NA,NA,6,109,1
"KEENANALLEN",2013,12,NA,NA,NA,NA,NA,9,124,0
"KELLENCLEMENS",2013,12,167,1,0,NA,NA,NA,NA,NA
"KELLENWINSLOW",2013,12,NA,NA,NA,NA,NA,2,34,0
"KENBRELLTHOMPKINS",2013,12,NA,NA,NA,NA,NA,6,56,0
"KENDALLHUNTER",2013,12,NA,NA,NA,12,0,NA,NA,NA
"KENDALLWRIGHT",2013,12,NA,NA,NA,NA,NA,6,103,1
"KENNYSTILLS",2013,12,NA,NA,NA,NA,NA,2,22,0
"KERRYTAYLOR",2013,12,NA,NA,NA,NA,NA,1,7,0
"KESHAWNMARTIN",2013,12,NA,NA,NA,NA,NA,1,12,0
"KHIRYROBINSON",2013,12,NA,NA,NA,4,0,NA,NA,NA
"KNILEDAVIS",2013,12,NA,NA,NA,3,0,NA,NA,NA
"KNOWSHONMORENO",2013,12,NA,NA,NA,224,1,1,6,0
"KRISDURHAM",2013,12,NA,NA,NA,NA,NA,3,46,0
"LADARIUSGREEN",2013,12,NA,NA,NA,NA,NA,3,80,1
"LAMARMILLER",2013,12,NA,NA,NA,8,0,4,39,0
"LANCEDUNBAR",2013,12,NA,NA,NA,20,0,2,26,0
"LANCEMOORE",2013,12,NA,NA,NA,NA,NA,2,22,0
"LARRYFITZGERALD",2013,12,NA,NA,NA,4,0,5,52,2
"LAVONBRAZILL",2013,12,NA,NA,NA,NA,NA,3,35,0
"LEGARRETTEBLOUNT",2013,12,NA,NA,NA,13,0,NA,NA,NA
"LEVEONBELL",2013,12,NA,NA,NA,80,0,2,18,0
"LEVINETOILOLO",2013,12,NA,NA,NA,NA,NA,1,6,0
"LOUISMURPHY",2013,12,NA,NA,NA,NA,NA,1,4,1
"MARCEDESLEWIS",2013,12,NA,NA,NA,NA,NA,1,18,0
"MARCELREECE",2013,12,NA,NA,NA,14,0,4,44,1
"MARCUSTHIGPEN",2013,12,NA,NA,NA,NA,NA,1,4,0
"MARIOMANNINGHAM",2013,12,NA,NA,NA,NA,NA,4,45,0
"MARKINGRAM",2013,12,NA,NA,NA,32,0,NA,NA,NA
"MARLONMOORE",2013,12,NA,NA,NA,NA,NA,2,20,0
"MARQUESCOLSTON",2013,12,NA,NA,NA,NA,NA,4,40,0
"MARTELLUSBENNETT",2013,12,NA,NA,NA,NA,NA,4,62,1
"MATTFLYNN",2013,12,218,1,0,24,0,NA,NA,NA
"MATTFORTE",2013,12,NA,NA,NA,77,0,7,40,0
"MATTHEWSTAFFORD",2013,12,297,3,4,6,0,NA,NA,NA
"MATTMCGLOIN",2013,12,260,1,1,6,0,NA,NA,NA
"MATTRYAN",2013,12,292,0,0,10,0,NA,NA,NA
"MAURICEJONESDREW",2013,12,NA,NA,NA,84,1,6,60,0
"MICHAELBUSH",2013,12,NA,NA,NA,NA,NA,1,10,0
"MICHAELEGNEW",2013,12,NA,NA,NA,NA,NA,1,5,0
"MICHAELFLOYD",2013,12,NA,NA,NA,NA,NA,7,104,0
"MIKEGLENNON",2013,12,247,2,0,NA,NA,NA,NA,NA
"MIKETOLBERT",2013,12,NA,NA,NA,23,0,1,5,0
"MIKEWALLACE",2013,12,NA,NA,NA,NA,NA,5,127,1
"MILESAUSTIN",2013,12,NA,NA,NA,NA,NA,1,17,0
"MONTEEBALL",2013,12,NA,NA,NA,40,0,3,17,0
"MYCHALRIVERA",2013,12,NA,NA,NA,NA,NA,1,10,0
"NATEBURLESON",2013,12,NA,NA,NA,NA,NA,7,77,1
"NATEWASHINGTON",2013,12,NA,NA,NA,NA,NA,5,45,0
"PEYTONMANNING",2013,12,150,2,1,NA,NA,NA,NA,NA
"PHILIPRIVERS",2013,12,392,3,0,NA,NA,NA,NA,NA
"PIERREGARCON",2013,12,NA,NA,NA,NA,NA,8,48,0
"PIERRETHOMAS",2013,12,NA,NA,NA,73,0,5,57,0
"RASHADJENNINGS",2013,12,NA,NA,NA,73,0,4,49,0
"RASHARDMENDENHALL",2013,12,NA,NA,NA,54,1,1,24,0
"RAYRICE",2013,12,NA,NA,NA,30,0,NA,NA,NA
"REGGIEBUSH",2013,12,NA,NA,NA,83,0,4,17,0
"RHETTELLISON",2013,12,NA,NA,NA,NA,NA,2,26,1
"ROBERTGRIFFIN",2013,12,118,0,1,27,0,NA,NA,NA
"ROBERTMEACHEM",2013,12,NA,NA,NA,NA,NA,1,18,0
"ROBGRONKOWSKI",2013,12,NA,NA,NA,NA,NA,7,90,1
"ROBHOUSLER",2013,12,NA,NA,NA,NA,NA,4,51,0
"RODDYWHITE",2013,12,NA,NA,NA,NA,NA,2,24,0
"RODSTREATER",2013,12,NA,NA,NA,NA,NA,5,93,0
"RONNIEBROWN",2013,12,NA,NA,NA,23,0,NA,NA,NA
"ROYHELU",2013,12,NA,NA,NA,26,0,1,7,0
"RUEBENRANDLE",2013,12,NA,NA,NA,NA,NA,3,64,0
"RYANFITZPATRICK",2013,12,320,2,0,26,0,NA,NA,NA
"RYANGRIFFIN",2013,12,NA,NA,NA,NA,NA,1,37,0
"RYANMATHEWS",2013,12,NA,NA,NA,55,1,2,10,0
"RYANTANNEHILL",2013,12,310,1,1,36,0,NA,NA,NA
"SANTANAMOSS",2013,12,NA,NA,NA,NA,NA,3,27,0
"SANTONIOHOLMES",2013,12,NA,NA,NA,NA,NA,1,12,0
"SCOTTTOLZIEN",2013,12,98,0,0,25,1,NA,NA,NA
"SEYIAJIROTUTU",2013,12,NA,NA,NA,NA,NA,1,26,1
"SHANEVEREEN",2013,12,NA,NA,NA,31,0,8,60,0
"SHONNGREENE",2013,12,NA,NA,NA,15,0,NA,NA,NA
"STEDMANBAILEY",2013,12,NA,NA,NA,NA,NA,1,19,0
"STEPFANTAYLOR",2013,12,NA,NA,NA,10,0,NA,NA,NA
"STEVANRIDLEY",2013,12,NA,NA,NA,14,0,NA,NA,NA
"STEVENJACKSON",2013,12,NA,NA,NA,63,1,3,16,0
"STEVESMITH",2013,12,NA,NA,NA,NA,NA,5,69,0
"TAVONAUSTIN",2013,12,NA,NA,NA,65,1,2,39,0
"TAYLORTHOMPSON",2013,12,NA,NA,NA,NA,NA,2,4,0
"TEDGINN",2013,12,NA,NA,NA,NA,NA,3,11,0
"TERRANCEWILLIAMS",2013,12,NA,NA,NA,NA,NA,1,10,0
"TIMWRIGHT",2013,12,NA,NA,NA,NA,NA,8,75,0
"TIQUANUNDERWOOD",2013,12,NA,NA,NA,NA,NA,3,108,2
"TOBYGERHART",2013,12,NA,NA,NA,91,0,1,5,0
"TOMBRADY",2013,12,344,3,0,NA,NA,NA,NA,NA
"TONYFIAMMETTA",2013,12,NA,NA,NA,NA,NA,2,23,0
"TONYGONZALEZ",2013,12,NA,NA,NA,NA,NA,4,43,0
"TONYROMO",2013,12,234,2,1,NA,NA,NA,NA,NA
"TORREYSMITH",2013,12,NA,NA,NA,NA,NA,2,74,0
"TRENTRICHARDSON",2013,12,NA,NA,NA,15,0,2,11,0
"TYHILTON",2013,12,NA,NA,NA,NA,NA,5,38,0
"TYRODTAYLOR",2013,12,NA,NA,NA,7,0,1,6,0
"VANCEMCDONALD",2013,12,NA,NA,NA,NA,NA,1,23,0
"VERNONDAVIS",2013,12,NA,NA,NA,NA,NA,4,70,1
"VICTORCRUZ",2013,12,NA,NA,NA,NA,NA,2,27,0
"VINCENTJACKSON",2013,12,NA,NA,NA,NA,NA,2,61,0
"VIRGILGREEN",2013,12,NA,NA,NA,NA,NA,1,3,0
"VONTALEACH",2013,12,NA,NA,NA,NA,NA,1,6,0
"WESWELKER",2013,12,NA,NA,NA,NA,NA,4,31,0
"WILLISMCGAHEE",2013,12,NA,NA,NA,12,0,NA,NA,NA
"WILLJOHNSON",2013,12,NA,NA,NA,NA,NA,1,9,0
"ZACSTACY",2013,12,NA,NA,NA,87,1,1,10,0
"ACESANDERS",2013,13,NA,NA,NA,4,0,8,67,0
"ADRIANPETERSON",2013,13,NA,NA,NA,211,0,NA,NA,NA
"AJGREEN",2013,13,NA,NA,NA,NA,NA,5,83,1
"AJJENKINS",2013,13,NA,NA,NA,NA,NA,3,35,0
"ALDRICKROBINSON",2013,13,NA,NA,NA,9,0,NA,NA,NA
"ALEXSMITH",2013,13,293,2,1,46,0,NA,NA,NA
"ALFREDMORRIS",2013,13,NA,NA,NA,26,1,3,27,0
"ALSHONJEFFERY",2013,13,NA,NA,NA,NA,NA,12,249,2
"ANDREBROWN",2013,13,NA,NA,NA,35,2,3,23,0
"ANDREHOLMES",2013,13,NA,NA,NA,NA,NA,7,136,0
"ANDREJOHNSON",2013,13,NA,NA,NA,NA,NA,8,121,0
"ANDREROBERTS",2013,13,NA,NA,NA,NA,NA,4,29,0
"ANDREWHAWKINS",2013,13,NA,NA,NA,6,0,3,65,0
"ANDREWLUCK",2013,13,200,0,1,42,0,NA,NA,NA
"ANDREWQUARLESS",2013,13,NA,NA,NA,NA,NA,1,7,0
"ANDYDALTON",2013,13,190,1,1,9,0,NA,NA,NA
"ANQUANBOLDIN",2013,13,NA,NA,NA,NA,NA,9,98,0
"ANTHONYDIXON",2013,13,NA,NA,NA,13,0,NA,NA,NA
"ANTHONYFASANO",2013,13,NA,NA,NA,NA,NA,3,28,1
"ANTHONYSHERMAN",2013,13,NA,NA,NA,NA,NA,1,8,0
"ANTONESMITH",2013,13,NA,NA,NA,38,1,1,6,0
"ANTONIOBROWN",2013,13,NA,NA,NA,NA,NA,5,59,0
"ANTONIOGATES",2013,13,NA,NA,NA,NA,NA,5,41,0
"AUSTINPETTIS",2013,13,NA,NA,NA,NA,NA,1,11,0
"BEARPASCOE",2013,13,NA,NA,NA,NA,NA,2,11,0
"BENJARVUSGREENELLIS",2013,13,NA,NA,NA,92,1,NA,NA,NA
"BENNYCUNNINGHAM",2013,13,NA,NA,NA,16,0,NA,NA,NA
"BENROETHLISBERGER",2013,13,257,2,0,11,0,NA,NA,NA
"BENTATE",2013,13,NA,NA,NA,102,3,NA,NA,NA
"BERNARDPIERCE",2013,13,NA,NA,NA,35,0,NA,NA,NA
"BILALPOWELL",2013,13,NA,NA,NA,34,0,3,25,0
"BOBBYRAINEY",2013,13,NA,NA,NA,63,0,2,8,0
"BRANDONBOLDEN",2013,13,NA,NA,NA,NA,NA,1,18,0
"BRANDONLAFELL",2013,13,NA,NA,NA,NA,NA,3,36,1
"BRANDONMARSHALL",2013,13,NA,NA,NA,NA,NA,4,45,0
"BRANDONMYERS",2013,13,NA,NA,NA,NA,NA,5,61,1
"BRANDONPETTIGREW",2013,13,NA,NA,NA,NA,NA,1,6,0
"BRANDONSTOKLEY",2013,13,NA,NA,NA,NA,NA,2,27,0
"BRANDONWEEDEN",2013,13,370,3,2,5,0,NA,NA,NA
"BRENTCELEK",2013,13,NA,NA,NA,NA,NA,4,29,1
"BRIANHARTLINE",2013,13,NA,NA,NA,NA,NA,9,127,1
"BRIANLEONARD",2013,13,NA,NA,NA,NA,NA,2,10,0
"BRIANQUICK",2013,13,NA,NA,NA,NA,NA,3,41,1
"BRUCEMILLER",2013,13,NA,NA,NA,NA,NA,2,20,0
"BRYCEBROWN",2013,13,NA,NA,NA,4,0,NA,NA,NA
"CALVINJOHNSON",2013,13,NA,NA,NA,NA,NA,6,101,1
"CAMNEWTON",2013,13,263,2,2,68,1,NA,NA,NA
"CARSONPALMER",2013,13,302,3,2,NA,NA,NA,NA,NA
"CASEKEENUM",2013,13,272,0,1,6,1,NA,NA,NA
"CECILSHORTS",2013,13,NA,NA,NA,NA,NA,6,64,1
"CHADHENNE",2013,13,195,2,1,NA,NA,NA,NA,NA
"CHARLESCLAY",2013,13,NA,NA,NA,NA,NA,7,80,0
"CHRISGIVENS",2013,13,NA,NA,NA,NA,NA,2,30,0
"CHRISIVORY",2013,13,NA,NA,NA,61,0,1,12,0
"CHRISJOHNSON",2013,13,NA,NA,NA,69,0,6,32,1
"CHRISOGBONNAYA",2013,13,NA,NA,NA,20,0,2,14,0
"CHRISOWUSU",2013,13,NA,NA,NA,NA,NA,1,20,0
"CHRISTIANPONDER",2013,13,40,0,0,NA,NA,NA,NA,NA
"CJSPILLER",2013,13,NA,NA,NA,149,1,2,8,0
"CLAYHARBOR",2013,13,NA,NA,NA,NA,NA,2,23,1
"COBYFLEENER",2013,13,NA,NA,NA,NA,NA,3,50,0
"COLEBEASLEY",2013,13,NA,NA,NA,NA,NA,3,19,0
"COLINKAEPERNICK",2013,13,275,1,0,21,0,NA,NA,NA
"CORDARRELLEPATTERSON",2013,13,NA,NA,NA,27,1,NA,NA,NA
"CYRUSGRAY",2013,13,NA,NA,NA,NA,NA,1,8,0
"DALLASCLARK",2013,13,NA,NA,NA,NA,NA,1,8,0
"DANNYAMENDOLA",2013,13,NA,NA,NA,NA,NA,5,54,0
"DANNYWOODHEAD",2013,13,NA,NA,NA,22,0,2,13,0
"DARIUSJOHNSON",2013,13,NA,NA,NA,NA,NA,2,16,0
"DARRENMCFADDEN",2013,13,NA,NA,NA,13,0,NA,NA,NA
"DARRENSPROLES",2013,13,NA,NA,NA,11,0,7,32,0
"DARRIUSHEYWARDBEY",2013,13,NA,NA,NA,NA,NA,1,23,0
"DAVIDNELSON",2013,13,NA,NA,NA,NA,NA,3,37,0
"DAVONEBESS",2013,13,NA,NA,NA,NA,NA,3,28,0
"DEANDREHOPKINS",2013,13,NA,NA,NA,NA,NA,2,77,0
"DEMARCOMURRAY",2013,13,NA,NA,NA,63,3,5,39,0
"DEMARYIUSTHOMAS",2013,13,NA,NA,NA,NA,NA,3,106,0
"DENNISJOHNSON",2013,13,NA,NA,NA,13,0,1,11,0
"DERRICKCOLEMAN",2013,13,NA,NA,NA,3,0,1,8,1
"DESEANJACKSON",2013,13,NA,NA,NA,NA,NA,3,36,0
"DEXTERMCCLUSTER",2013,13,NA,NA,NA,NA,NA,5,43,0
"DEZBRYANT",2013,13,NA,NA,NA,NA,NA,7,61,1
"DIONSIMS",2013,13,NA,NA,NA,NA,NA,1,8,0
"DONALDBROWN",2013,13,NA,NA,NA,54,1,2,10,0
"DONNIEAVERY",2013,13,NA,NA,NA,NA,NA,2,17,0
"DORINDICKERSON",2013,13,NA,NA,NA,NA,NA,1,26,0
"DOUGBALDWIN",2013,13,NA,NA,NA,NA,NA,4,77,1
"DREWBREES",2013,13,147,1,0,NA,NA,NA,NA,NA
"DWAYNEBOWE",2013,13,NA,NA,NA,NA,NA,3,56,0
"EARLBENNETT",2013,13,NA,NA,NA,NA,NA,2,17,0
"EDDICKSON",2013,13,NA,NA,NA,NA,NA,1,16,0
"EDDIELACY",2013,13,NA,NA,NA,16,0,2,23,0
"EJMANUEL",2013,13,210,1,0,NA,NA,NA,NA,NA
"ELIMANNING",2013,13,235,1,1,NA,NA,NA,NA,NA
"EMMANUELSANDERS",2013,13,NA,NA,NA,NA,NA,6,43,1
"ERICDECKER",2013,13,NA,NA,NA,NA,NA,8,174,4
"FOZZYWHITTAKER",2013,13,NA,NA,NA,15,0,NA,NA,NA
"FRANKGORE",2013,13,NA,NA,NA,42,1,2,7,0
"FRANKSUMMERS",2013,13,NA,NA,NA,NA,NA,1,9,0
"FREDDAVIS",2013,13,NA,NA,NA,NA,NA,2,13,0
"FREDJACKSON",2013,13,NA,NA,NA,42,1,4,36,1
"GARRETTGRAHAM",2013,13,NA,NA,NA,NA,NA,3,36,0
"GENOSMITH",2013,13,29,0,1,NA,NA,NA,NA,NA
"GIOVANIBERNARD",2013,13,NA,NA,NA,57,0,1,9,0
"GOLDENTATE",2013,13,NA,NA,NA,NA,NA,4,45,0
"GREGJENNINGS",2013,13,NA,NA,NA,NA,NA,7,78,1
"GREGLITTLE",2013,13,NA,NA,NA,NA,NA,2,9,1
"GREGOLSEN",2013,13,NA,NA,NA,NA,NA,5,85,0
"HAKEEMNICKS",2013,13,NA,NA,NA,NA,NA,2,34,0
"HARRYDOUGLAS",2013,13,NA,NA,NA,NA,NA,6,73,0
"HEATHMILLER",2013,13,NA,NA,NA,NA,NA,8,86,0
"ISAIAHPEAD",2013,13,NA,NA,NA,NA,NA,2,17,0
"JACOBYFORD",2013,13,NA,NA,NA,3,0,3,19,0
"JACOBYJONES",2013,13,NA,NA,NA,NA,NA,4,53,0
"JACQUIZZRODGERS",2013,13,NA,NA,NA,12,0,1,11,0
"JAMAALCHARLES",2013,13,NA,NA,NA,93,1,2,27,0
"JAMESDEVELIN",2013,13,NA,NA,NA,4,1,1,12,0
"JAMESJONES",2013,13,NA,NA,NA,NA,NA,3,79,0
"JAREDCOOK",2013,13,NA,NA,NA,NA,NA,3,49,0
"JARIUSWRIGHT",2013,13,NA,NA,NA,NA,NA,3,53,0
"JARONBROWN",2013,13,NA,NA,NA,NA,NA,1,6,0
"JASONAVANT",2013,13,NA,NA,NA,NA,NA,1,20,0
"JASONWITTEN",2013,13,NA,NA,NA,NA,NA,3,53,0
"JEDCOLLINS",2013,13,NA,NA,NA,12,0,NA,NA,NA
"JEFFCUMBERLAND",2013,13,NA,NA,NA,NA,NA,1,6,0
"JEREMYROSS",2013,13,NA,NA,NA,24,0,1,5,1
"JERMAINEKEARSE",2013,13,NA,NA,NA,NA,NA,2,26,0
"JEROMEFELTON",2013,13,NA,NA,NA,NA,NA,1,5,0
"JEROMESIMPSON",2013,13,NA,NA,NA,NA,NA,3,76,0
"JERRICHOCOTCHERY",2013,13,NA,NA,NA,NA,NA,2,6,1
"JIMDRAY",2013,13,NA,NA,NA,NA,NA,3,26,1
"JIMMYGRAHAM",2013,13,NA,NA,NA,NA,NA,3,42,1
"JOEFLACCO",2013,13,251,1,0,7,0,NA,NA,NA
"JOHNCARLSON",2013,13,NA,NA,NA,NA,NA,4,61,0
"JOHNKUHN",2013,13,NA,NA,NA,NA,NA,1,8,0
"JOIQUEBELL",2013,13,NA,NA,NA,94,1,3,34,0
"JONATHANSTEWART",2013,13,NA,NA,NA,39,0,NA,NA,NA
"JORDANCAMERON",2013,13,NA,NA,NA,NA,NA,4,43,0
"JORDANTODMAN",2013,13,NA,NA,NA,31,0,1,12,0
"JORDYNELSON",2013,13,NA,NA,NA,NA,NA,2,14,0
"JOSHBOYCE",2013,13,NA,NA,NA,NA,NA,1,6,0
"JOSHGORDON",2013,13,NA,NA,NA,NA,NA,10,261,2
"JOSHMCCOWN",2013,13,355,2,0,NA,NA,NA,NA,NA
"JOSHMORGAN",2013,13,NA,NA,NA,NA,NA,1,10,0
"JULIANEDELMAN",2013,13,NA,NA,NA,NA,NA,9,101,0
"JUNIORHEMINGWAY",2013,13,NA,NA,NA,NA,NA,3,42,1
"JUSTINHUNTER",2013,13,NA,NA,NA,NA,NA,1,9,0
"KEENANALLEN",2013,13,NA,NA,NA,NA,NA,8,106,0
"KELLENCLEMENS",2013,13,218,1,1,21,0,NA,NA,NA
"KELLENWINSLOW",2013,13,NA,NA,NA,NA,NA,3,26,0
"KENBRELLTHOMPKINS",2013,13,NA,NA,NA,NA,NA,1,16,0
"KENDALLHUNTER",2013,13,NA,NA,NA,7,0,NA,NA,NA
"KENDALLWRIGHT",2013,13,NA,NA,NA,NA,NA,6,77,0
"KENJONBARNER",2013,13,NA,NA,NA,6,0,NA,NA,NA
"KESHAWNMARTIN",2013,13,NA,NA,NA,NA,NA,1,27,0
"KEVINOGLETREE",2013,13,NA,NA,NA,NA,NA,1,20,1
"KNILEDAVIS",2013,13,NA,NA,NA,20,0,2,18,0
"KNOWSHONMORENO",2013,13,NA,NA,NA,18,0,4,72,1
"KRISDURHAM",2013,13,NA,NA,NA,NA,NA,3,68,0
"LADARIUSGREEN",2013,13,NA,NA,NA,NA,NA,2,45,1
"LAMARMILLER",2013,13,NA,NA,NA,72,0,1,13,0
"LANCEDUNBAR",2013,13,NA,NA,NA,82,0,1,12,0
"LANCEMOORE",2013,13,NA,NA,NA,NA,NA,2,12,0
"LARRYFITZGERALD",2013,13,NA,NA,NA,NA,NA,5,72,1
"LAVONBRAZILL",2013,13,NA,NA,NA,NA,NA,3,42,0
"LEGARRETTEBLOUNT",2013,13,NA,NA,NA,44,1,NA,NA,NA
"LESEANMCCOY",2013,13,NA,NA,NA,79,0,5,36,0
"LEVEONBELL",2013,13,NA,NA,NA,73,1,7,63,0
"LEVINETOILOLO",2013,13,NA,NA,NA,NA,NA,1,12,0
"LOGANPAULSEN",2013,13,NA,NA,NA,NA,NA,3,41,1
