"name","player","pos","team","overallRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_eds","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_nf","projectedPts_wf","projectedPts_yahoo","passAttMedian","passCompMedian","passIncompMedian","passYdsMedian","passTdsMedian","passIntMedian","rushAttMedian","rushYdsMedian","rushTdsMedian","recMedian","recYdsMedian","recTdsMedian","returnTdsMedian","twoPtsMedian","fumblesMedian","projectedPtsMean","projectedPtsMedian"
"CRAIGSTEVENS","Craig Stevens","TE","TEN",512,5.96875,7.5,NA,NA,NA,NA,NA,8.875,18.25,NA,7.25,1.875,3.875,1.25,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,4.50508988137185,47.75,0,NA,NA,0,6.83928571428571,5.96875
"BRIANLEONARD","Brian Leonard","RB",NA,513,5.85,12.06,NA,NA,-0.36,-0.36,NA,NA,NA,-0.36,-0.36,-0.36,-0.36,-0.36,NA,NA,-0.36,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1.5,0.005,5.25,36,0.255,NA,NA,0.12,5.85,5.85
"JEFFKING","Jeff King","TE","ARI",514,5.64,11.46,NA,NA,-0.18,-0.18,NA,NA,NA,-0.18,-0.18,-0.18,-0.18,-0.18,NA,NA,-0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,36,0.22,NA,NA,0.06,5.64,5.64
"WILLTAUFOOU","Will Taufoou","RB","JAC",515,5.61513334427953,12.65,9.55,3.625,NA,NA,NA,6.5875,NA,NA,5.325,3.125,3.125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49996997662711,7.50000987238147,0,6.40927391411015,38.9210588563311,0,NA,NA,0,5.5084375,5.61513334427953
"JOHNPHILLIPS","John Phillips","TE","SD",516,5.515625,8.17,NA,NA,NA,NA,NA,9.0625,9.625,NA,4.875,2.5,1.875,4.375,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,4.65030538907465,44.125,0,NA,NA,0,5.74892857142857,5.515625
"PATRICKDIMARCO","Patrick DiMarco","RB","ATL",517,5.34937111451906,NA,8.45,6.6,NA,NA,NA,7.525,NA,NA,3.25,1.25,2.6,8.875,NA,NA,NA,NA,11.4425,NA,NA,NA,0,0,0,2.90205437697076,8.39996114519057,0,5.27673535252287,36.075,0,0,0,0,6.2490625,5.34937111451906
"KEVINDORSEY","Kevin Dorsey","WR",NA,518,5.25,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,42,0,NA,NA,0,5.25,5.25
"TARVARISJACKSON","Tarvaris Jackson","QB","SEA",519,5.16999840966979,NA,NA,NA,NA,NA,NA,3.58,17.56,NA,6.72,3.8,3.22,NA,NA,NA,NA,NA,NA,10,8.99993891963475,4,110.499960241745,0,0,3.00004850271014,7.5,0,0,0,0,NA,NA,0,5.81333333333333,5.16999840966979
"JEFFMAEHL","Jeff Maehl","WR","PHI",520,5.03125162072125,NA,NA,5,NA,NA,NA,8.0625,2,NA,9.25,NA,4,3.75,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,3.24996905940669,40.25001296577,0,NA,NA,0,4.58035714285714,5.03125162072125
"SAALIMHAKIM","Saalim Hakim","WR","NYJ",521,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,40,0,NA,NA,NA,5,5
"PATEDWARDS","Pat Edwards","WR","DET",522,4.975,NA,NA,NA,NA,NA,NA,4.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,39.8,0,NA,NA,0,4.975,4.975
"KELLENCLEMENS","Kellen Clemens","QB","SD",523,4.93549879065191,1.28,NA,NA,-0.27,-0.27,NA,NA,18.66,-0.27,7.25,1.13,2.39,-0.27,NA,NA,-0.27,NA,NA,7.28444220435806,7.50003289510684,2.91377688174322,88.9999796450138,1.065,1.065,5.33638340787529,5.80499604851356,0,0,0,0,NA,NA,0.09,3.88,4.93549879065191
"MONTELLOWENS","Montell Owens","RB","DET",524,4.90297382267841,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,0.675,1.625,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,5.7306000813185,23.1050503456036,0,0,20.7397503049444,0,NA,NA,0,2.74,4.90297382267841
"ERICPAGE","Eric Page","WR","TB",525,4.65432201566205,5.825,NA,NA,-7.71,-7.71,NA,3.975,NA,-7.71,7.94,-7.71,-7.71,-7.71,NA,NA,-7.71,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,7.09026869362286,98.9145761252964,0,NA,NA,2.57,-0.884999999999999,4.65432201566205
"MICHAELCAMPANARO","Michael Campanaro","WR","BAL",526,4.59375,NA,NA,NA,NA,NA,NA,9.1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,3,36.75,0,NA,NA,0,4.59375,4.59375
"DAVIDJOHNSON","David Johnson","TE","SD",527,4.553749042243,10.385,NA,NA,-0.09,-0.09,NA,6.2875,NA,-0.09,2.91,1.16,3.16,-0.09,NA,NA,-0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,37.149992337944,0,NA,NA,0.03,3.96875,4.553749042243
"JUWANTHOMPSON","Juwan Thompson","RB","DEN",528,4.54513434681143,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,6.625,NA,2.5,NA,NA,NA,NA,NA,0,0,0,0,0,0,8.72439873490953,45.4513434681143,0,0,0,0,NA,NA,0,2.845,4.54513434681143
"JAYPROSCH","Jay Prosch","RB","HOU",529,4.50625,NA,8.425,2.425,NA,NA,NA,5.425,NA,NA,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,22.25,0,2.90205437697076,18.25,0,NA,NA,0,4.50625,4.50625
"CORYHARKEY","Cory Harkey","TE","STL",530,4.37499294430017,NA,NA,NA,NA,NA,NA,21.1875,NA,NA,6.25,2.5,1.875,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.50007119471844,34.9999435544014,0,NA,NA,0,5.92708333333333,4.37499294430017
"ERICWEEMS","Eric Weems","WR",NA,531,4.32000520947336,-0.36,NA,18.125,-1.68,-1.68,NA,7.3125,-2.625,-1.68,-1.68,-1.68,4.32,2.32,NA,NA,-1.68,NA,NA,NA,0,NA,0,0,0,0,0,0,4.00000170395971,48.0000416757869,0,NA,NA,0.56,3.95464285714286,4.32000520947336
"GREGJONES","Greg Jones","RB",NA,532,4.295,8.89,NA,NA,-0.3,-0.3,NA,NA,NA,-0.3,-0.3,-0.3,-0.3,-0.3,NA,NA,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.5,0.005,3.95,27,0.19,NA,NA,0.1,4.295,4.295
"NILESPAUL","Niles Paul","TE","WAS",533,4.26,-0.24,NA,NA,-0.24,-0.24,NA,7.125,3.625,-0.24,3.51,-0.24,3.51,1.635,NA,NA,-0.24,NA,NA,NA,0,NA,0,0,0,0,0,0,3.00000893477522,36,0,NA,NA,0.08,2.22357142857143,4.26
"COREYFULLER","Corey Fuller","WR","DET",534,4.24116305917475,NA,NA,NA,NA,NA,NA,4.0375,NA,NA,NA,2.5,NA,6.25,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,2.78843334688642,33.929304473398,0,NA,NA,0,3.196875,4.24116305917475
"RYANTAYLOR","Ryan Taylor","TE","GB",535,4.21874004875041,NA,NA,NA,NA,NA,NA,6.1875,2,NA,NA,NA,2.25,3.125,NA,NA,NA,NA,15.975,NA,0,NA,0,0,0,0,0,0,2.81184893927369,33.7499203900032,0,0,0,0,3.6921875,4.21874004875041
"JALENPARMELE","Jalen Parmele","RB","ARI",536,4.10625,-0.24,10.95,NA,NA,NA,NA,8.2125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15.75,0,2.65,20.25,0,NA,NA,0,4.710625,4.10625
"ANDREWSZCZERBA","Andrew Szczerba","TE","ATL",537,4.0375,NA,NA,NA,NA,NA,NA,4.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,32.3,0,NA,NA,0,4.0375,4.0375
"COURTNEYROBY","Courtney Roby","WR","ATL",538,3.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2.5,31.5,0,NA,NA,0,3.9375,3.9375
"TYLERCLUTTS","Tyler Clutts","RB","DAL",539,3.78218536333767,-0.0949999999999999,13.675,1.25,NA,NA,NA,7.4625,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32155074556634,12.8218928331521,0,3.75005213204787,19.9999686401797,0,NA,NA,0,3.5025,3.78218536333767
"RUSSELLSHEPARD","Russell Shepard","WR","TB",540,3.75,NA,NA,NA,NA,NA,NA,6.75,0.225,NA,NA,2.5,NA,5.625,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,3.16077537278317,30,0,NA,NA,0,3.775,3.75
"RYANNASSIB","Ryan Nassib","QB","NYG",541,3.63653014539808,NA,NA,NA,NA,NA,NA,NA,-8.92,4.1,6.02,2.8,1.54,NA,NA,NA,NA,NA,NA,12.2074940727703,8.00002146676182,4.67653120507742,82.500003533304,0,0,4.94216673443208,3.36530004065925,0,0,0,0,NA,0,0,0.6925,3.63653014539808
"ANDYTANNER","Andy Tanner","WR","NO",542,3.5625,NA,NA,NA,NA,NA,NA,7.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.9,28.5,0,NA,NA,0,3.5625,3.5625
"JONASGRAY","Jonas Gray","RB",NA,543,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,35,0,0,0,0,NA,NA,NA,3.5,3.5
"MARQUEISGRAY","MarQueis Gray","TE",NA,544,3.43749294934905,NA,NA,NA,17.5,NA,NA,3.4375,NA,NA,NA,4.375,1.25,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.00003872511119,27.4999435947924,0,NA,NA,0,4.63541666666667,3.43749294934905
"GATORHOSKINS","Gator Hoskins","TE","MIA",545,3.40625,NA,NA,NA,NA,NA,NA,NA,1.125,NA,NA,10,NA,1.25,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,2,27.25,0,NA,NA,0,4.125,3.40625
"BRANDENOLIVER","Branden Oliver","RB","SD",546,3.35,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,7.925,3.125,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,7.5,27.25,0,1,5,0,NA,NA,0,4.05,3.35
"DARRENFELLS","Darren Fells","TE","SEA",547,3.296875,NA,NA,NA,NA,NA,NA,5.0625,NA,NA,NA,3.75,NA,6.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,26.375,0,NA,NA,0,5.14583333333333,3.296875
"EVANROYSTER","Evan Royster","RB",NA,548,3.27102603599151,NA,7.85,NA,NA,NA,NA,5.8925,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.84324099088981,32.7102603599151,0,0,0,0,NA,NA,0,2.40708333333333,3.27102603599151
"BROCKOSWEILER","Brock Osweiler","QB","DEN",549,3.23252953874351,2.57,NA,NA,NA,NA,NA,2.93,6.56,3.56,6.2,2.8,3.24,NA,NA,NA,NA,NA,NA,10.4999952104357,6.97970072593856,4.19999991146678,80.8132384685877,0,0,2.99995112395921,0,0,0,0,0,NA,0,0,3.09555555555556,3.23252953874351
"GARRETTCELEK","Garrett Celek","TE","SF",550,3.12500726205277,0.63,NA,NA,NA,NA,NA,7.3125,0.375,NA,5.5,NA,2.5,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,2.50004919157118,25.0000580964222,0,NA,NA,0,2.28535714285714,3.12500726205277
"LARONBYRD","LaRon Byrd","WR","CLE",551,3.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.25,3.125,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,2,25,0,NA,NA,0,17.125,3.125
"TERRANCECOBB","Terrance Cobb","RB","JAX",552,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,30,0,0,0,0,NA,NA,NA,3,3
"JAMESWILDER","James Wilder Jr","RB",NA,553,2.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.625,2.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,23,0,1,5,0,NA,NA,NA,2.925,2.925
"DEREKHAGAN","Derek Hagan","WR","TEN",554,2.8125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.625,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,22.5,0,NA,0,0,2.90625,2.8125
"MICKEYSHULER","Mickey Shuler","TE",NA,555,2.75,NA,NA,NA,NA,NA,NA,6.125,NA,NA,NA,NA,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,0,NA,NA,0,2.95833333333333,2.75
"BENHARTSOCK","Ben Hartsock","TE",NA,556,2.735,5.59,NA,NA,-0.12,-0.12,NA,NA,NA,-0.12,-0.12,-0.12,-0.12,-0.12,NA,NA,-0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,19,0.08,NA,NA,0.04,2.735,2.735
"MICHAELPALMER","Michael Palmer","TE","PIT",557,2.53125,NA,NA,NA,NA,NA,NA,4.4375,3.875,NA,NA,0.625,2,1.25,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,1.99995488762793,20.25,0,NA,NA,0,2.03125,2.53125
"MIKECAMPANARO","Mike Campanaro","WR","BAL",558,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,20,0,NA,NA,NA,2.5,2.5
"DANORLOVSKY","Dan Orlovsky","QB","DET",559,2.39999757790265,1.97,NA,NA,NA,NA,NA,NA,0.04,NA,2.8,2.4,3.32,NA,NA,NA,NA,NA,NA,10.0000159079218,6.00001143118427,4.00003144718793,59.9999394475661,0,0,2,0,0,0,0,0,NA,NA,0,1.50428571428571,2.39999757790265
"LERONMCCLAIN","LeRon McClain","RB",NA,560,2.39,5.14,NA,NA,-0.36,-0.36,NA,NA,NA,-0.36,-0.36,-0.36,-0.36,-0.36,NA,NA,-0.36,NA,NA,NA,NA,NA,NA,NA,NA,4.3,10,0.05,1.65,8,0.075,NA,NA,0.12,2.39,2.39
"TJYATES","T.J. Yates","QB","ATL",561,2.38503270612799,0.83,NA,NA,-0.21,-0.21,NA,NA,-4.64,-0.21,2.79,0.99,-0.21,-0.21,NA,NA,-0.21,NA,NA,7.32155074556634,5.36059027783666,2.92862029822654,64.8758176531997,0,0,0.5,0,0,0,0,0,NA,NA,0.07,-0.0480000000000007,2.38503270612799
"MATTHASSELBECK","Matt Hasselbeck","QB","IND",562,2.34797418614254,1.65,NA,NA,NA,NA,NA,2.06,2.04,1.8,9.7,1.6,2.46,NA,NA,NA,NA,NA,NA,7.49995499019623,4.77736577759606,3.00003617948814,58.6993546535635,0,0,0,0,0,0,0,0,NA,NA,0,2.645,2.34797418614254
"KEVINOZIER","Kevin Ozier","WR","ARI",563,2.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,17,0,NA,0,0,2.325,2.325
"ORLEANSDARKWA","Orleans Darkwa","RB","MIA",564,2.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,20,0,0.5,2.5,0,NA,NA,NA,2.3125,2.3125
"JOSEPHANDERSON","Joseph Anderson","WR","CHI",565,2.205,2.205,NA,NA,-0.03,-0.03,NA,NA,NA,-0.03,-0.03,-0.03,-0.03,-0.03,NA,NA,-0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,15,0.06,NA,NA,0.01,2.205,2.205
"MICHAELHILL","Michael Hill","RB","GB",566,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,14.5,0,0.5,6,0,NA,NA,NA,2.2,2.2
"RICHARDQUINN","Richard Quinn","TE","NO",567,2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,17,0,NA,NA,NA,2.125,2.125
"KASSIMOSGOOD","Kassim Osgood","WR","SF",568,2.01875,NA,NA,NA,NA,NA,NA,4.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.15,16.15,0,NA,NA,0,2.01875,2.01875
"ACLEONARD","A.C. Leonard","TE","MIN",569,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,16,0,NA,NA,NA,2,2
"COOPERHELFET","Cooper Helfet","TE","SEA",570,1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,15,0,NA,NA,NA,1.875,1.875
"KAMARAIKEN","Kamar Aiken","WR","BAL",570,1.875,NA,NA,NA,NA,NA,NA,6.85,NA,NA,NA,NA,NA,1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,15,0,NA,NA,0,2.90833333333333,1.875
"MARCELJENSEN","Marcel Jensen","TE","JAX",570,1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,0,NA,NA,NA,1.875,1.875
"MATTHAZEL","Matt Hazel","WR",NA,570,1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,15,0,NA,NA,NA,1.875,1.875
"PHILBATES","Phil Bates","WR","SEA",570,1.875,NA,NA,23.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,15,0,NA,NA,0,8.33333333333333,1.875
"MATTHEWMULLIGAN","Matthew Mulligan","TE","CHI",575,1.83062906027434,NA,NA,NA,NA,NA,NA,5.0625,1.5,NA,NA,NA,1.875,1.25,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,1,14.6450324821947,0,NA,NA,0,1.61458333333333,1.83062906027434
"TYLERTHIGPEN","Tyler Thigpen","QB","BUF",576,1.715,3.46,NA,NA,-0.03,-0.03,NA,NA,NA,-0.03,-0.03,-0.03,-0.03,-0.03,NA,NA,-0.03,NA,NA,7.1,4.1,3,39.5,0.15,0.145,0,0,0,NA,NA,NA,NA,NA,0.01,1.715,1.715
"MIKEMCNEILL","Mike McNeill","TE",NA,577,1.6875,NA,NA,NA,NA,NA,NA,4.975,NA,NA,NA,NA,3.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,13.5,0,NA,NA,0,2.0875,1.6875
"LUKEMCCOWN","Luke McCown","QB","NO",578,1.67516397850648,1.39,NA,NA,NA,NA,NA,NA,NA,NA,4.52,1.2,2.04,NA,NA,NA,NA,NA,NA,7.09407202066155,3.53084408257019,3.76730074695151,41.8790994626619,0,0,0.5,0,0,0,0,0,NA,NA,0,1.30714285714286,1.67516397850648
"JOSHCOOPER","Josh Cooper","WR","CLE",579,1.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,12.5,0,NA,NA,NA,1.5625,1.5625
"RODNEYSMITH","Rodney Smith","WR","MIN",579,1.5625,NA,NA,NA,NA,NA,NA,12.475,NA,NA,NA,NA,NA,3.125,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0.5,12.5,0,NA,NA,0,3.9,1.5625
"EMILIGWENAGU","Emil Igwenagu","TE","PHI",581,1.55,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.5,12.4,0,NA,NA,0,1.55,1.55
"TEDBOLSER","Ted Bolser","TE","WAS",582,1.5,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,12,0,NA,NA,0,1.5,1.5
"ZACHLINE","Zach Line","RB","MIN",583,1.46875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,2.75,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,11.75,0,NA,NA,NA,1.54166666666667,1.46875
"JERONMASTRUD","Jeron Mastrud","TE",NA,584,1.39066250508241,1.52,NA,NA,-0.03,-0.03,NA,NA,NA,-0.03,-0.03,-0.03,1.095,1.845,NA,NA,-0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,11.3653000406592,0,NA,NA,0.01,1.1075,1.39066250508241
"RICHARDGORDON","Richard Gordon","TE","KC",585,1.30625,32.915,NA,NA,-0.15,-0.15,NA,2.9125,NA,-0.15,-0.15,-0.15,-0.15,-0.15,NA,NA,-0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,11.65,0,NA,NA,0.05,8.881875,1.30625
"CHASEFORD","Chase Ford","TE",NA,586,1.25,NA,NA,NA,NA,NA,NA,10.625,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,NA,NA,0,3.28125,1.25
"JOSHBELLAMY","Josh Bellamy","WR",NA,586,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,10,0,NA,NA,0,1.25,1.25
"MATTSLATER","Matt Slater","WR","NEP",588,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,1,8,0,NA,NA,0,1,1
"REXBURKHEAD","Rex Burkhead","RB","CIN",589,0.9875,NA,NA,NA,NA,NA,NA,NA,0.125,NA,NA,NA,1.85,11.25,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,1,3,0,0.5,5.5,0,NA,NA,0,3.30625,0.9875
"ROBERTHUGHES","Robert Hughes","RB",NA,590,0.9525,NA,NA,NA,NA,NA,NA,3.0675,NA,NA,NA,NA,NA,8.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,6.4,0,0.5,2.5,0,NA,NA,0,2.798125,0.9525
"KEVINBROCK","Kevin Brock","TE","CIN",591,0.875,NA,NA,NA,NA,NA,NA,6.9375,NA,NA,NA,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,7,0,NA,NA,0,2.171875,0.875
"CHRISHARPER","Chris Harper","WR","GB",592,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.375,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.5,5,0,NA,NA,NA,2.65625,0.625
"DCJEFFERSON","D.C. Jefferson","TE",NA,592,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0.5,5,0,NA,NA,0,0.625,0.625
"JUSTICECUNNINGHAM","Justice Cunningham","TE","STL",592,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.25,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0.5,5,0,NA,NA,0,0.6875,0.625
"RYANHEWITT","Ryan Hewitt","TE","CIN",592,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,NA,NA,NA,0.625,0.625
"TAYLORYATES","Taylor Yates","QB","ATL",596,0.54,NA,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,0.5,11,0,0,0.5,1,0,NA,NA,NA,NA,NA,0,0.54,0.54
"LONNIEPRYOR","Lonnie Pryor","RB",NA,597,0.475,NA,NA,NA,NA,NA,NA,2.655,NA,NA,NA,NA,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,3,0,NA,NA,0,1.04333333333333,0.475
"MIKEGOODSON","Mike Goodson","RB",NA,598,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,32.5,NA,NA,NA,NA,NA,NA,0,0,0,0,4.5,0,0,0,0,NA,0,0,8.35,0.45
"CHRISGRONKOWSKI","Chris Gronkowski","RB","SD",599,0.435,0.435,NA,NA,-0.06,-0.06,NA,NA,NA,-0.06,-0.06,-0.06,-0.06,-0.06,NA,NA,-0.06,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.3,3,0.02,NA,NA,0.02,0.435,0.435
"MATTHEWTUCKER","Matthew Tucker","RB",NA,600,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,0,0,0,NA,NA,NA,2.3,0.4
"ERIKSWOOPE","Erik Swoope","TE",NA,601,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,3,0,NA,NA,NA,0.375,0.375
"JAMIZEOLAWALE","Jamize Olawale","RB","OAK",602,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,0,0,0,NA,NA,NA,0.766666666666667,0.3
"KEILANDWILLIAMS","Keiland Williams","RB",NA,603,0.2175,0.465,NA,NA,-0.03,-0.03,NA,NA,NA,-0.03,-0.03,-0.03,-0.03,-0.03,NA,NA,-0.03,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.25,1.5,0.01,NA,NA,0.01,0.2175,0.2175
