"name","pos","name_fbg2","team_fbg2","positionRank_fbg2","overallRank_fbg2","pts_fbg2","passAtt_fbg2","passComp_fbg2","passYds_fbg2","passTds_fbg2","passInt_fbg2","rushAtt_fbg2","rushYds_fbg2","rushTds_fbg2","rec_fbg2","recYds_fbg2","recTds_fbg2","returnTds_fbg2","twoPts_fbg2","fumbles_fbg2"
"DEVINSTREET","WR","Devin Street","DAL",150,391,4.5,NA,NA,NA,NA,NA,0,0,0,4,45,0,NA,NA,NA
"JOSHMORGAN","WR","Josh Morgan","CHI",150,391,4.5,NA,NA,NA,NA,NA,0,0,0,4,45,0,NA,NA,NA
"BRUCEELLINGTON","WR","Bruce Ellington","SF",150,391,4.5,NA,NA,NA,NA,NA,1,5,0,3,40,0,NA,NA,NA
"JASONCAMPBELL","QB","Jason Campbell","CIN",57,397,4,10,6,70,0,0,3,5,0,NA,NA,NA,NA,NA,NA
"LAMICHAELJAMES","RB","LaMichael James","SF",118,397,4,NA,NA,NA,NA,NA,10,40,0,0,0,0,NA,NA,NA
"MARCUSLATTIMORE","RB","Marcus Lattimore","SF",118,397,4,NA,NA,NA,NA,NA,12,40,0,0,0,0,NA,NA,NA
"RYANGRANT","WR","Ryan Grant","WAS",153,397,4,NA,NA,NA,NA,NA,0,0,0,4,40,0,NA,NA,NA
"BRANDONTATE","WR","Brandon Tate","CIN",153,397,4,NA,NA,NA,NA,NA,2,10,0,2,30,0,NA,NA,NA
"VANCEMCDONALD","TE","Vance McDonald","SF",72,397,4,NA,NA,NA,NA,NA,NA,NA,NA,4,40,0,NA,NA,NA
"DANTEROSARIO","TE","Dante Rosario","CHI",72,397,4,NA,NA,NA,NA,NA,NA,NA,NA,4,40,0,NA,NA,NA
"BROCKOSWEILER","QB","Brock Osweiler","DEN",58,404,3.5,10,6,70,0,0,3,0,0,NA,NA,NA,NA,NA,NA
"RYANNASSIB","QB","Ryan Nassib","NYG",58,404,3.5,10,6,70,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"JONASGRAY","RB","Jonas Gray","",120,404,3.5,NA,NA,NA,NA,NA,10,35,0,0,0,0,NA,NA,NA
"JAMESWILDER","RB","James Wilder Jr","",120,404,3.5,NA,NA,NA,NA,NA,10,30,0,1,5,0,NA,NA,NA
"TJGRAHAM","WR","T.J. Graham","",155,404,3.5,NA,NA,NA,NA,NA,0,0,0,3,35,0,NA,NA,NA
"MARQUEISGRAY","TE","MarQueis Gray","",74,404,3.5,NA,NA,NA,NA,NA,NA,NA,NA,3,35,0,NA,NA,NA
"DANORLOVSKY","QB","Dan Orlovsky","DET",60,410,3,10,6,60,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"TERRANCECOBB","RB","Terrance Cobb","JAX",122,410,3,NA,NA,NA,NA,NA,8,30,0,0,0,0,NA,NA,NA
"DARRENFELLS","TE","Darren Fells","SEA",75,410,3,NA,NA,NA,NA,NA,NA,NA,NA,3,30,0,NA,NA,NA
"WILLTAUFOOU","RB","Will Taufoou","JAX",123,413,2.5,NA,NA,NA,NA,NA,0,0,0,4,25,0,NA,NA,NA
"RICARDOLOCKETTE","WR","Ricardo Lockette","SEA",156,413,2.5,NA,NA,NA,NA,NA,0,0,0,2,25,0,NA,NA,NA
"KRISDURHAM","WR","Kris Durham","DET",156,413,2.5,NA,NA,NA,NA,NA,0,0,0,2,25,0,NA,NA,NA
"MATTSPAETH","TE","Matt Spaeth","PIT",76,413,2.5,NA,NA,NA,NA,NA,NA,NA,NA,3,25,0,NA,NA,NA
"MATTMOORE","QB","Matt Moore","MIA",61,417,2,5,3,40,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"MATTHASSELBECK","QB","Matt Hasselbeck","IND",61,417,2,5,3,40,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"JAMIZEOLAWALE","RB","Jamize Olawale","OAK",124,417,2,NA,NA,NA,NA,NA,5,20,0,0,0,0,NA,NA,NA
"FOZZYWHITTAKER","RB","Fozzy Whittaker","CAR",124,417,2,NA,NA,NA,NA,NA,5,15,0,1,5,0,NA,NA,NA
"DANESANZENBACHER","WR","Dane Sanzenbacher","CIN",158,417,2,NA,NA,NA,NA,NA,0,0,0,2,20,0,NA,NA,NA
"GREGLITTLE","WR","Greg Little","",158,417,2,NA,NA,NA,NA,NA,0,0,0,2,20,0,NA,NA,NA
"DARRIUSHEYWARDBEY","WR","Darrius Heyward-Bey","PIT",158,417,2,NA,NA,NA,NA,NA,0,0,0,2,20,0,NA,NA,NA
"RUSSELLSHEPARD","WR","Russell Shepard","TB",158,417,2,NA,NA,NA,NA,NA,0,0,0,2,20,0,NA,NA,NA
"COREYFULLER","WR","Corey Fuller","DET",158,417,2,NA,NA,NA,NA,NA,0,0,0,2,20,0,NA,NA,NA
"JOHNPHILLIPS","TE","John Phillips","SD",77,417,2,NA,NA,NA,NA,NA,NA,NA,NA,2,20,0,NA,NA,NA
"RHETTELLISON","TE","Rhett Ellison","MIN",77,417,2,NA,NA,NA,NA,NA,NA,NA,NA,2,20,0,NA,NA,NA
"CORYHARKEY","TE","Cory Harkey","STL",77,417,2,NA,NA,NA,NA,NA,NA,NA,NA,2,20,0,NA,NA,NA
"VIRGILGREEN","TE","Virgil Green","DEN",77,417,2,NA,NA,NA,NA,NA,NA,NA,NA,3,20,0,NA,NA,NA
"JIMDRAY","TE","Jim Dray","CLE",77,417,2,NA,NA,NA,NA,NA,NA,NA,NA,2,20,0,NA,NA,NA
"MARCELJENSEN","TE","Marcel Jensen","JAX",77,417,2,NA,NA,NA,NA,NA,NA,NA,NA,2,20,0,NA,NA,NA
"JAMESCASEY","TE","James Casey","PHI",77,417,2,NA,NA,NA,NA,NA,NA,NA,NA,2,20,0,NA,NA,NA
"DEREKANDERSON","QB","Derek Anderson","CAR",63,433,1.75,5,3,35,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"BLAINEGABBERT","QB","Blaine Gabbert","SF",63,433,1.75,5,3,35,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"KELLENCLEMENS","QB","Kellen Clemens","SD",63,433,1.75,5,3,35,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"LUKEMCCOWN","QB","Luke McCown","NO",66,436,1.5,5,3,30,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"TJYATES","QB","T.J. Yates","ATL",66,436,1.5,5,3,30,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"LEONWASHINGTON","RB","Leon Washington","TEN",126,436,1.5,NA,NA,NA,NA,NA,4,15,0,0,0,0,NA,NA,NA
"JACKIEBATTLE","RB","Jackie Battle","TEN",126,436,1.5,NA,NA,NA,NA,NA,5,15,0,0,0,0,NA,NA,NA
"JAYPROSCH","RB","Jay Prosch","HOU",126,436,1.5,NA,NA,NA,NA,NA,2,5,0,2,10,0,NA,NA,NA
"JAMESHANNA","TE","James Hanna","DAL",84,436,1.5,NA,NA,NA,NA,NA,NA,NA,NA,2,15,0,NA,NA,NA
"CRAIGSTEVENS","TE","Craig Stevens","TEN",84,436,1.5,NA,NA,NA,NA,NA,NA,NA,NA,2,15,0,NA,NA,NA
"STANLEYHAVILI","RB","Stanley Havili","IND",129,443,1,NA,NA,NA,NA,NA,2,5,0,1,5,0,NA,NA,NA
"ZACHLINE","RB","Zach Line","MIN",129,443,1,NA,NA,NA,NA,NA,0,0,0,1,10,0,NA,NA,NA
"FRANKSUMMERS","RB","Frank Summers","BUF",129,443,1,NA,NA,NA,NA,NA,2,5,0,1,5,0,NA,NA,NA
"HENRYHYNOSKI","RB","Henry Hynoski","NYG",129,443,1,NA,NA,NA,NA,NA,0,0,0,2,10,0,NA,NA,NA
"PATRICKDIMARCO","RB","Patrick DiMarco","ATL",129,443,1,NA,NA,NA,NA,NA,0,0,0,2,10,0,NA,NA,NA
"PHILLYBROWN","WR","Philly Brown","CAR",163,443,1,NA,NA,NA,NA,NA,0,0,0,1,10,0,NA,NA,NA
"MICHAELHOOMANAWANUI","TE","Michael Hoomanawanui","NE",86,443,1,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,NA,NA,NA
"BEARPASCOE","TE","Bear Pascoe","NYG",86,443,1,NA,NA,NA,NA,NA,NA,NA,NA,2,10,0,NA,NA,NA
"DAVIDJOHNSON","TE","David Johnson","SD",86,443,1,NA,NA,NA,NA,NA,NA,NA,NA,2,10,0,NA,NA,NA
"COLLINMOONEY","RB","Collin Mooney","",134,452,0.5,NA,NA,NA,NA,NA,0,0,0,1,5,0,NA,NA,NA
"JORVORSKIELANE","RB","Jorvorskie Lane","TB",134,452,0.5,NA,NA,NA,NA,NA,0,0,0,2,5,0,NA,NA,NA
"MICHAELPALMER","TE","Michael Palmer","PIT",89,452,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,NA,NA,NA
"BRADSMELLEY","TE","Brad Smelley","",89,452,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"VINCEYOUNG","QB","Vince Young","CLE",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"JORDANPALMER","QB","Jordan Palmer","",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"KEITHWENNING","QB","Keith Wenning","",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"PATDEVLIN","QB","Pat Devlin","MIA",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"MATTSIMMS","QB","Matt Simms","",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"JEFFTUEL","QB","Jeff Tuel","",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"TAJHBOYD","QB","Tajh Boyd","",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"CASEKEENUM","QB","Case Keenum","",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"RICKYSTANZI","QB","Ricky Stanzi","",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"CHRISTIANPONDER","QB","Christian Ponder","MIN",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"DENNISDIXON","QB","Dennis Dixon","BUF",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"DUSTINVAUGHAN","QB","Dustin Vaughan","DAL",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"SAMBRADFORD","QB","Sam Bradford","STL",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"THADDEUSLEWIS","QB","Thaddeus Lewis","",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NICKSTEPHENS","QB","Nick Stephens","",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"PATWHITE","QB","Pat White","",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"ZACDYSERT","QB","Zac Dysert","",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"REXGROSSMAN","QB","Rex Grossman","WAS",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"BJDANIELS","QB","B.J. Daniels","",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"RYANLINDLEY","QB","Ryan Lindley","ARI",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"JOSHFREEMAN","QB","Josh Freeman","",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"BRADYQUINN","QB","Brady Quinn","MIA",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"TRENTEDWARDS","QB","Trent Edwards","OAK",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"RUSTYSMITH","QB","Rusty Smith","TEN",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"CALEBHANIE","QB","Caleb Hanie","DAL",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"SENECAWALLACE","QB","Seneca Wallace","",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"TYLERBRAY","QB","Tyler Bray","KC",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"MATTBARKLEY","QB","Matt Barkley","PHI",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"JOSHJOHNSON","QB","Josh Johnson","SF",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"SEANRENFREE","QB","Sean Renfree","ATL",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"TYLERWILSON","QB","Tyler Wilson","",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"DAVIDFALES","QB","David Fales","CHI",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"AJMCCARRON","QB","A.J. McCarron","CIN",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"BRADSORENSEN","QB","Brad Sorensen","",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"CHANDLERHARNISH","QB","Chandler Harnish","",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"CURTISPAINTER","QB","Curtis Painter","",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"JOEWEBB","QB","Joe Webb","CAR",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"AARONMURRAY","QB","Aaron Murray","KC",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"LOGANTHOMAS","QB","Logan Thomas","ARI",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"MCLEODBETHELTHOMPSON","QB","McLeod Bethel-Thompson","",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"BJCOLEMAN","QB","B.J. Coleman","GB",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"LANDRYJONES","QB","Landry Jones","PIT",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"COLTMCCOY","QB","Colt McCoy","WAS",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"DOMINIQUEDAVIS","QB","Dominique Davis","",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"SCOTTTOLZIEN","QB","Scott Tolzien","GB",68,456,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"DIONLEWIS","RB","Dion Lewis","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"BRADIEEWING","RB","Bradie Ewing","JAX",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"DARIUSREYNAUD","RB","Darius Reynaud","CHI",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"PHILLIPTANNER","RB","Phillip Tanner","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"ANTHONYALLEN","RB","Anthony Allen","BUF",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"CIERREWOOD","RB","Cierre Wood","BAL",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"TYLERCLUTTS","RB","Tyler Clutts","DAL",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"MIKEGOODSON","RB","Mike Goodson","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"DARELSCOTT","RB","DaRel Scott","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"DAMIENBERRY","RB","Damien Berry","BAL",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"CHRISRAINEY","RB","Chris Rainey","IND",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JOEBANYARD","RB","Joe Banyard","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"FELIXJONES","RB","Felix Jones","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"ARMONDSMITH","RB","Armond Smith","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"TREYWATTS","RB","Trey Watts","STL",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"ANDREBROWN","RB","Andre Brown","HOU",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JEROMEFELTON","RB","Jerome Felton","MIN",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JOEMCKNIGHT","RB","Joe McKnight","KC",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"MONTELLOWENS","RB","Montell Owens","DET",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"LACHESEASTRUNK","RB","Lache Seastrunk","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"KAPRIBIBBS","RB","Kapri Bibbs","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"LARODSTEPHENSHOWLING","RB","LaRod Stephens-Howling","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JOHNATHANFRANKLIN","RB","Johnathan Franklin","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"KENJONBARNER","RB","Kenjon Barner","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"GREGJONES","RB","Greg Jones","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JORDANLYNCH","RB","Jordan Lynch","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"MICHAELSMITH","RB","Michael Smith","TB",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"TONYFIAMMETTA","RB","Tony Fiammetta","CHI",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"ROBERTHUGHES","RB","Robert Hughes","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"RASHARDMENDENHALL","RB","Rashard Mendenhall","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"DARYLRICHARDSON","RB","Daryl Richardson","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"RAYGRAHAM","RB","Ray Graham","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"ISAIAHPEAD","RB","Isaiah Pead","STL",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"KORYSHEETS","RB","Kory Sheets","OAK",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JOSHVAUGHAN","RB","Josh Vaughan","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"LERONMCCLAIN","RB","LeRon McClain","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JEREMYSTEWART","RB","Jeremy Stewart","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"KEILANDWILLIAMS","RB","Keiland Williams","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"BRANDONJACKSON","RB","Brandon Jackson","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"EVANRODRIGUEZ","RB","Evan Rodriguez","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JOHNGRIFFIN","RB","John Griffin","NYJ",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"HENRYJOSEY","RB","Henry Josey","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"WILLIAMPOWELL","RB","William Powell","HOU",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JASONSNELLING","RB","Jason Snelling","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"DAVIDFLUELLEN","RB","David Fluellen","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"KENDALLHUNTER","RB","Kendall Hunter","SF",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JEDCOLLINS","RB","Jed Collins","DET",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"CYRUSGRAY","RB","Cyrus Gray","KC",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"KENDIALLAWRENCE","RB","Kendial Lawrence","DAL",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"CEDRICPEERMAN","RB","Cedric Peerman","CIN",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JACOBHESTER","RB","Jacob Hester","DEN",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"ISAACREDMAN","RB","Isaac Redman","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"KERWYNNWILLIAMS","RB","Kerwynn Williams","SD",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"TYLERGAFFNEY","RB","Tyler Gaffney","CAR",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"EVANROYSTER","RB","Evan Royster","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"ZURLONTIPTON","RB","Zurlon Tipton","IND",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JEFFDEMPS","RB","Jeff Demps","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"OWENMARECIC","RB","Owen Marecic","CLE",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"CHRISPRESSLEY","RB","Chris Pressley","CLE",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"MICHAELFORD","RB","Michael Ford","CHI",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"MARCUSTHIGPEN","RB","Marcus Thigpen","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"EDWINBAKER","RB","Edwin Baker","CLE",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"JOHNCONNER","RB","John Conner","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"DENNISJOHNSON","RB","Dennis Johnson","HOU",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"BRIANLEONARD","RB","Brian Leonard","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"SENORISEPERRY","RB","Senorise Perry","CHI",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"LAWRENCEVICKERS","RB","Lawrence Vickers","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"RYANWILLIAMS","RB","Ryan Williams","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"TASHARDCHOICE","RB","Tashard Choice","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"MONTARIOHARDESTY","RB","Montario Hardesty","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"DEJIKARIM","RB","Deji Karim","IND",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"REXBURKHEAD","RB","Rex Burkhead","CIN",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"CHRISTHOMPSON","RB","Chris Thompson","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"MICHAELCOX","RB","Michael Cox","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"ALEXGREEN","RB","Alex Green","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"MIKELLESHOURE","RB","Mikel Leshoure","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"ALFONSOSMITH","RB","Alfonso Smith","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"SPENCERWARE","RB","Spencer Ware","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"MICHAELHILL","RB","Michael Hill","GB",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"WILLISMCGAHEE","RB","Willis McGahee","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"CHASEREYNOLDS","RB","Chase Reynolds","STL",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"ALVESTERALEXANDER","RB","Alvester Alexander","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"DAVIDWILSON","RB","David Wilson","NYG",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"BRENNANCLAY","RB","Brennan Clay","DEN",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"MIKEGILLISLEE","RB","Mike Gillislee","MIA",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"BRANDONJACOBS","RB","Brandon Jacobs","NYG",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"CHRISOGBONNAYA","RB","Chris Ogbonnaya","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"BERNARDSCOTT","RB","Bernard Scott","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"MICHAELBUSH","RB","Michael Bush","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"EMILIGWENAGU","RB","Emil Igwenagu","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"TREYMILLARD","RB","Trey Millard","SF",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"DANIELTHOMAS","RB","Daniel Thomas","",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"VICKBALLARD","RB","Vick Ballard","IND",136,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"DAMARISJOHNSON","WR","Damaris Johnson","HOU",164,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"KENNETHMOORE","WR","Kenneth Moore","",164,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"BRIANTYMS","WR","Brian Tyms","NE",164,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"MARCUSEASLEY","WR","Marcus Easley","BUF",164,456,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
