"name","player","pos","team","overallRank","projections","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_nfl","projectedPts_yahoo","passYdsMedian","passTdsMedian","passIntMedian","rushYdsMedian","rushTdsMedian","recMedian","recYdsMedian","recTdsMedian","twoPtsMedian","fumblesMedian","projectedPtsMean","projectedPtsMedian","weeklyVariability"
"QUINTONPATTON","Quinton Patton","WR","SF",328,31.8018333363005,64.75,NA,NA,NA,25.05,40.925,NA,30.075,9.375,18.4,1.25,47.65,NA,0,0,0,8.28549565336492,0,13.950770717866,199.784110394114,1.00004499528331,0,0,26.2236111111111,31.8018333363005,2.19167647852742
"CHRISOWUSU","Chris Owusu","WR","TB",329,31.7188990482517,NA,40.125,NA,NA,28.1875,26.45,62.875,23.375,25,23.75,6.875,38,NA,0,0,0,0,0,18.675,205.75,1.00002484137528,0,0,30.5180555555556,31.7188990482517,2.23951201522146
"MIKEGLENNON","Mike Glennon","QB","TB",330,31.7014857669245,18.04,34.08,31.94,NA,28.508,53.22,38.42,20.8,54.5,23.68,23.5,36.62,75.48,658.75,4.49996443521292,3.36176191783358,15.8999534502971,0,0,0,0,0.1,1.45102718848538,35.3323333333333,31.7014857669245,3.37545655553164
"NICKTOON","Nick Toon","WR","NO",331,31.687263411479,NA,NA,NA,NA,21.85,71.475,11,52,33.5,34,7.5,26.625,NA,0,0,0,0,0,14.15,193.5,1.24996056857984,0,0,32.24375,31.687263411479,2.17958491022562
"MARCUSLATTIMORE","Marcus Lattimore","RB","SF",332,31.6848703899376,57.85,51.675,19.55,NA,37.7275,34.875,NA,12.425,9,22.35,16.875,59.525,21.4125,0,0,0,167.5,1.67664398092294,4.649980506741,39.0000520351992,0,0,0,31.1377272727273,31.6848703899376,1.99390909912583
"ANDRECALDWELL","Andre Caldwell","WR","DEN",333,31.5848931968515,68.75,NA,NA,NA,33.55,38.4,42.5,23.25,7.25,21.45,12.875,35.625,NA,0,0,0,6.47572227218726,0,12.25,175.499973492419,1.49997071384673,0,0,28.3938888888889,31.5848931968515,2.38063227057542
"CASEKEENUM","Case Keenum","QB","HOU",334,31.5026164627677,NA,NA,NA,NA,44.79,0.56,52.58,28.96,17.6,27.78,21.5,38.34,NA,601,3.49997042325625,2.99992174341911,24.625,0,0,0,0,0,0,29.01375,31.5026164627677,3.4935555821061
"TONYMOEAKI","Tony Moeaki","TE","BUF",335,31.43787279736,NA,NA,NA,NA,28.8375,39.125,9.625,4.125,52.625,17.875,34.5,50.875,NA,0,0,0,0,0,14.6793024294607,179.5,1.50006213289333,0,0,29.6984375,31.43787279736,2.29557493089655
"JOSEPHFAURIA","Joseph Fauria","TE","DET",336,31.4251287449754,62.875,28,NA,NA,31.4375,81.375,23.875,32.625,16,50.625,16,NA,28.275,0,0,0,0,0,16.4999396111133,164.999972999957,2.10002201999679,0,0.6,36.59875,31.4251287449754,2.77935603771834
"DEREKCARR","Derek Carr","QB","OAK",337,31.1029343595512,22.54,70.16,NA,NA,34.082,26.7,12,24,46.7,53.5,39,23.98,40.47,751.95,4.00001829356855,4.00004627157434,23.25,0,0,0,0,0.05,1.8,34.0938181818182,31.1029343595512,3.77218987768296
"MARIOMANNINGHAM","Mario Manningham","WR","NYG",338,31.0936831199217,63.375,NA,NA,NA,35.875,-2,NA,30.75,15,16.125,12.875,73.75,NA,0,0,0,0,0,11.125,188.75,1.49998885332029,0,0.5,29.96875,31.0936831199217,2.37630546227344
"RISHARDMATTHEWS","Rishard Matthews","WR","MIA",339,30.3752699716999,NA,26.5,NA,NA,26.75,37.75,9.625,35.125,21.25,44.625,5,45.125,NA,0,0,0,0,0,15.6,195,1.00004499528331,0,0,27.9722222222222,30.3752699716999,2.14498746041172
"DENARDROBINSON","Denard Robinson","WR","JAX",340,29.7613597776417,63.725,34.375,23.75,NA,47.755,14,76.875,24.825,37.25,19.725,7.25,NA,17.8625,0,0,0,187.65,1.24994257228863,8.00002720423813,55.575,0,0,1.15005688536336,31.5011363636364,29.7613597776417,2.30985887761877
"JOSHHUFF","Josh Huff","WR","PHI",341,29.6880944594534,NA,40.25,NA,NA,36.9375,25.925,NA,15.625,27.25,21.025,13.5,36.375,23.75,0,0,0,7.50594459453388,0,12.5000500419544,183.5,1,0,0,26.4480555555556,29.6880944594534,1.97692295009054
"TOMSAVAGE","Tom Savage","QB","HOU",342,29.6565472016433,35.56,114.66,NA,NA,54.962,23.5,NA,NA,17.9,35.68,3,NA,19.67,701,4.23572225143934,4.60914244370569,20.75,0,0,0,0,0.1,1.25797149099899,37.144,29.6565472016433,3.78975084934412
"ROBERTHERRON","Robert Herron","WR","TB",343,29.59375,60.125,23.5,NA,NA,52.3125,21.375,NA,NA,21.25,17,NA,NA,21.6,0,0,0,0,0,16,188.75,1,0,0,30.8175,29.59375,2.051590953553
"LORENZOTALIAFERRO","Lorenzo Taliaferro","RB","BAL",344,29.5752559403652,54.825,28,22.925,NA,36.785,25.5,NA,17.25,2.625,22.525,87.5,NA,30.675,0,0,0,183.5,1.10004406196851,5.50003206217816,36.9999325484333,0,0,0,32.741,29.5752559403652,1.93444978613435
"ALDRICKROBINSON","Aldrick Robinson","WR","WAS",345,29.411190345364,NA,30.875,NA,NA,31.625,43.625,NA,27.75,NA,10.75,8.5,46.6,NA,0,0,0,0,0,9.7500465309063,187.289522762912,1,0,0,24.9763392857143,29.411190345364,2.20187675333128
"BENNYCUNNINGHAM","Benny Cunningham","RB","STL",346,29.3102499773491,34,14.175,24.35,NA,27.8025,58.375,48.4,37.225,17,25.75,16.25,55.15,10.5225,0,0,0,194.65,1,6.9999525045234,54.7619998187924,0,0,1,29.675,29.3102499773491,2.12810750144841
"PEYTONHILLIS","Peyton Hillis","RB","NYG",347,28.527903376928,48.15,10.425,29.625,NA,24.5375,70.55,8.2,NA,9.125,23.275,55.25,NA,15.945,0,0,0,142,1.42074994927676,8.99997288131198,62.8499726835851,0,0,0.684280968060233,28.66825,28.527903376928,2.3224936634594
"DONTEMONCRIEF","Donte Moncrief","WR","IND",348,28.5251006075507,64.75,29.25,NA,NA,36.9125,21.875,7.25,31.25,11.875,25.45,17.5,76.625,18.8,0,0,0,0,0,12.4999703430928,176.625,1.07449593459179,0,0,31.0630050505051,28.5251006075507,2.31199906207879
"JACOBTAMME","Jacob Tamme","TE","DEN",349,28.2841560995398,NA,NA,NA,NA,18.6125,53.625,30.25,24.25,25.375,25.625,40.125,NA,26.625,0,0,0,0,0,16.75,154.274755980825,1.49996860032278,0,0,30.5609375,28.2841560995398,2.1723471649197
"JACOBYFORD","Jacoby Ford","WR","NYJ",350,28.236919463812,NA,27.5,NA,NA,25.6375,8.275,29.625,NA,9.375,33.575,106.5,18.05,NA,0,0,0,33.9315505488999,0,15.8580069870572,174.75,1.000002401487,0,1,31.3600446428571,28.236919463812,2.2942861388708
"DEANTHONYTHOMAS","De'Anthony Thomas","RB","KC",351,27.7004504076,37.925,11.6,40.8,NA,26.4325,-0.3,17.075,25.5,32.5,23.775,1.025,NA,30.155,0,0,0,42.325,0.700025475666609,12.5,113.344738141486,0.849950880985771,0,0,22.0152272727273,27.7004504076,1.65964212971908
"JONBALDWIN","Jon Baldwin","WR","SF",352,27.3375069083715,47.5,NA,NA,NA,35.925,NA,NA,7.5,NA,2.5,1.25,42.375,NA,0,0,0,0,0,9.50004428801732,151.500055266972,1.4,0,0,19.5785714285714,27.3375069083715,2.26289961396735
"CHARLESJOHNSON","Charles Johnson","WR","CLE",353,27.325,NA,41.125,NA,NA,22.825,11.775,8,34.025,37.875,NA,NA,NA,NA,0,0,0,0,0,14.9000676871062,185,0.7,NA,0,25.4641666666667,27.325,1.67727644373899
"JOHNKUHN","John Kuhn","RB","GB",354,27.0870717042724,41.1,15.125,NA,NA,23.455,NA,9.475,7,23.5,10.65,32.75,NA,30.855,0,0,0,37.5000484088812,1.49993362670168,9.825,76.3,0.79999418386237,0,0,21.4205555555556,27.0870717042724,2.18927515891614
"JALENSAUNDERS","Jalen Saunders","WR","NYJ",355,26.9467095869397,53.75,40.75,NA,NA,38.6875,NA,13,28.375,3.125,16.375,3.125,NA,NA,NA,NA,NA,0,0,11.5,143.573676695518,1.5,NA,0,24.6484375,26.9467095869397,2.20840708435694
"DUJUANHARRIS","DuJuan Harris","RB","GB",356,26.9426560313411,32.05,43.575,NA,NA,28.6625,43.025,NA,19.8,21.625,12.85,18.625,NA,NA,0,0,0,168.540553460435,1.00008026608139,4.94754670991473,32.7049527104736,0,NA,0,24.0513888888889,26.9426560313411,1.90515565229954
"DALLASCLARK","Dallas Clark","TE","BAL",357,26.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.75,NA,0,0,0,0,0,0,167,1,0,0,26.875,26.875,1.93484085985999
"DEMETRIUSHARRIS","Demetrius Harris","TE","KC",358,26.8125,NA,NA,NA,NA,NA,NA,NA,21,32.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,142.5,1.5,NA,NA,26.8125,26.8125,1.94932292373966
"DWAYNEHARRIS","Dwayne Harris","WR","DAL",359,26.1253866634516,NA,23,NA,NA,22.125,35.525,NA,29,26.375,25.975,7.5,49.8,4.4,0,0,0,7.49995197030941,0,13.000008533781,155.000038596257,1.00006444031476,0,0,24.6625,26.1253866634516,1.93519545011091
"JEFFJANIS","Jeff Janis","WR","GB",360,26.034375,44.875,NA,NA,NA,33.9625,NA,NA,NA,NA,16.125,4.375,NA,NA,NA,NA,NA,0,0,10.125,165.075,0.9,NA,0,24.834375,26.034375,1.89587152328113
"RONNIEBROWN","Ronnie Brown","RB","SD",361,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,0,0,0,152.5,1,0,38,0,0,0,26,26,1.93903812853023
"BOBBYRAINEY","Bobby Rainey","RB","TB",362,25.6021485477409,41.675,13.3,17.05,NA,26.9225,22.375,35.1,5.425,4.125,16.35,27.875,44.2,30.0125,0,0,0,134.894186120362,1.25003832261744,6.50005837699614,40.5,0,0,0.15,23.1258333333333,25.6021485477409,2.04280572827481
"KELLENDAVIS","Kellen Davis","TE","NYG",363,24.825,NA,NA,NA,NA,24.4125,7.7,43.75,20.875,27.625,21.375,NA,NA,NA,0,0,0,2,0,11.7499588868555,125,1.5,NA,0,24.45625,24.825,1.92267805846464
"JOSEPHMORGAN","Joseph Morgan","WR","NO",364,24.8125,NA,NA,NA,NA,37.9,11.725,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.5,0,8.55,154.9,0.9,NA,0,24.8125,24.8125,1.74254181582485
"JOSHMORGAN","Josh Morgan","WR","CHI",365,24.6332136961656,57.625,24.25,NA,NA,27.4125,13.15,14.25,20.125,2.5,25.7,27.25,35.625,18.3,0,0,0,3.75297229726694,0,11.0000185501299,146.067461391865,0.999913965409304,0,0,21.950625,24.6332136961656,1.84539651512214
"JOSEPHRANDLE","Joseph Randle","RB","DAL",366,24.3795201536321,31.975,18.625,33.5,NA,26.185,28.875,21.525,3.35,9.375,19.725,22.375,NA,25.9875,0,0,0,135.05,0.999920025605344,5.50006666683555,39,0,0,0,21.8888636363636,24.3795201536321,1.31463040480747
"LOUISMURPHY","Louis Murphy","WR","TB",367,24.1805386250867,52.25,25.75,NA,NA,29.55,11.475,NA,14.25,NA,6.875,NA,NA,47.475,0,0,0,0,0,13,193.444309000694,0,0,0,20.5354761904762,24.1805386250867,1.59517370360042
"MIKELLESHOURE","Mikel Leshoure","RB","DET",368,24.0840145544573,43.05,NA,NA,NA,18.1175,66.45,11.775,3.5,8.875,20.3,4.125,45.2,23.2375,0,0,0,118.999996742147,1.49998803710453,5.03764405427232,46.4999663985302,0,0,0.876136380733622,21.2245454545455,24.0840145544573,2.12287422221087
"THADLEWIS","Thad Lewis","QB","BUF",369,23.995,21.08,42.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.96,514.25,2.075,1.225,18,0,NA,0,0,0,1,25.3866666666667,23.995,2.38021937641979
"JOHNATHANFRANKLIN","Johnathan Franklin","RB","GB",370,23.482745075108,NA,NA,30.55,NA,21.6,NA,12.65,NA,NA,23.725,NA,32.575,17.44,0,0,0,128.200051828784,0.900039584101369,5.90205437697076,44.5000191009707,0,0,0.1,12.864,23.482745075108,1.26252579074576
"ALFREDBLUE","Alfred Blue","RB","HOU",371,22.8216696882401,35.65,26.375,NA,NA,31.0125,9.5,NA,28.375,8.25,3.45,0.5,NA,26.8,0,0,0,120.5,1,5.49994885775405,38.173357505921,0,0,0,18.7991666666667,22.8216696882401,1.88214033938038
"WESTONDRESSLER","Weston Dressler","WR","KC",372,22.675,NA,39.875,NA,NA,30.2125,NA,NA,NA,13.125,19.625,1.875,NA,NA,NA,NA,NA,0,0,11,143,0.8,NA,0,20.9425,22.675,1.78269105027835
"KELLENWINSLOW","Kellen Winslow Jr","TE","NYJ",373,22.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.625,73.625,NA,NA,NA,NA,NA,NA,NA,12,133,1,NA,NA,32.0833333333333,22.625,2.19501170600729
"BRUCEELLINGTON","Bruce Ellington","WR","SF",374,22.5625063515104,NA,NA,NA,NA,25.5625,26.875,NA,NA,NA,3.625,8.5,51.375,NA,0,0,0,0,0,8.76540782728073,180.500050812083,0,0,0,15.9910714285714,22.5625063515104,1.54845674319736
"DARIUSJOHNSON","Darius Johnson","WR","ATL",375,22.4081572477106,NA,27,NA,NA,30.3125,30.875,NA,27.125,11.25,8.625,NA,NA,11.325,0,0,0,0,0,13,142.525,0.765422041285096,0,0,20.6089285714286,22.4081572477106,1.69765387305254
"ANTHONYMCCOY","Anthony McCoy","TE","SEA",376,22.2417350258115,NA,NA,NA,NA,21.8625,NA,NA,35.125,21,15.875,NA,NA,NA,NA,NA,NA,NA,NA,10.8439968388108,129.932958114244,1.00001921025517,NA,0,18.7725,22.2417350258115,2.24851418120542
"JACKIEBATTLE","Jackie Battle","RB","TEN",377,22.1883063232898,47.975,5.4,NA,NA,26.6875,21.2,NA,31.125,4.625,17.575,1.25,NA,NA,0,0,0,131.887252514757,1,2.99996768297719,23.9966485745123,0,NA,0,19.4796875,22.1883063232898,1.82044235984133
"ZACHMETTENBERGER","Zach Mettenberger","QB","TEN",378,22.1445730717403,27.94,NA,NA,NA,18.392,NA,NA,NA,17.9,NA,35.4,16.14,NA,460.000010579074,3.49997416482947,3.26843947508304,7.49994414508588,0,0,0,0,0,0.4,15.9602857142857,22.1445730717403,2.91574528440752
"COLTLYERLA","Colt Lyerla","TE","GB",379,22.0625,NA,NA,NA,NA,NA,23.5,NA,NA,24.75,16.5,NA,NA,NA,0,0,0,0,0,12,128.5,1,NA,0,21.5833333333333,22.0625,1.93980790746127
"KIRKCOUSINS","Kirk Cousins","QB","WAS",380,21.9566702275688,32.84,22.76,35.34,NA,28.24,8.9,25.46,19.56,11.2,10.78,NA,40.62,13.36,452.800356666978,2.69997883818582,2.49295587407077,12.7360823035867,0,0,0,0,0,0.25,20.255,21.9566702275688,2.87435415168475
"KEVINNORWOOD","Kevin Norwood","WR","SEA",381,21.875,44.875,NA,NA,NA,30.125,NA,NA,7.625,8.75,18.625,19.75,NA,NA,NA,NA,NA,0,0,9.99994694449583,139,0.75,NA,0,21.625,21.875,1.64976917487
"JUSTINFORSETT","Justin Forsett","RB","BAL",382,21.6101528713686,43.9,28.8,NA,NA,27.41,37.25,NA,29.925,15.5,16.625,4.625,NA,NA,0,0,0,165.509987148167,0,6.25527683971858,40.4732332524152,0,NA,0,22.6705555555556,21.6101528713686,1.12064865303324
"JAREDABBREDERIS","Jared Abbrederis","WR","GB",383,21.58125,48.375,NA,NA,NA,36.2875,NA,NA,20.125,6.875,16.125,8.125,NA,NA,NA,NA,NA,0,0,11.149997577252,172.65,0,NA,0,22.6520833333333,21.58125,1.36931545296183
"CHRISOGBONNAYA","Chris Ogbonnaya","RB","CLE",384,21.5013159427647,50.3,16.625,NA,NA,22.3625,61.35,17.425,6.875,7.625,8.125,49.5,29.525,10.0025,0,0,0,83.3239466609817,0,19.0000380437924,98.1499887618818,0.65004510439626,0,1.00003264831543,21.7595833333333,21.5013159427647,1.44376197524239
"JOSHBOYCE","Josh Boyce","WR","NE",385,21.1133715384784,NA,29.375,NA,NA,21.8625,17.475,NA,28.75,6.25,5.5,NA,31.125,11.6875,0,0,0,0,0,8.99993800004044,125.705072270962,0.900039584101369,0,0,15.2036111111111,21.1133715384784,1.67340448567528
"NATEBYHAM","Nate Byham","TE","TB",386,20.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.875,67,NA,NA,NA,NA,NA,NA,NA,13,119,1,NA,NA,29.2916666666667,20.875,1.92445266962324
"LOGANPAULSEN","Logan Paulsen","TE","WAS",387,20.5565857053235,NA,NA,NA,NA,24,44.375,24,7.375,19.125,17.5,12.125,NA,21.85,0,0,0,0,0,11.0000242804752,121.25,1.00005595088724,0,0.2,19.91875,20.5565857053235,1.96297656718051
"TRAVISBENJAMIN","Travis Benjamin","WR","CLE",388,20.216870939884,NA,33,NA,NA,34.8125,17.025,NA,15.375,3.125,20.45,9.375,33.3,3.65,0,0,0,9.91939964177461,0,9.75,129.8,0.999988495951093,0,1,17.9027777777778,20.216870939884,1.57745175865886
"SEANMCGRATH","Sean McGrath","TE","KC",389,19.8750320289691,NA,NA,NA,NA,13.75,28.5,NA,6.75,5,27,30.75,NA,NA,0,0,0,0,0,10.5,111,1.00000533816151,NA,0,18.625,19.8750320289691,2.27839511406565
"CHARLIEWHITEHURST","Charlie Whitehurst","QB","TEN",390,19.8150196219734,NA,25.54,NA,NA,28.954,22.5,86.3,18.32,NA,9.92,NA,NA,13.73,463.25539211478,2.90756479808644,2.50001850992049,22.5216533442861,0,0,0,0,0,1.69918835321022,23.483,19.8150196219734,2.98066329842687
"ANTHONYDIXON","Anthony Dixon","RB","BUF",391,19.6749961954107,28.125,23.2,NA,NA,25.6625,5.925,NA,16.3,4.125,13.6,1.125,NA,NA,0,0,0,60.5,1.99999944321964,1.50004000549588,12.9999962887424,0,NA,0,14.7578125,19.6749961954107,1.95343401680937
"DAMIANWILLIAMS","Damian Williams","WR","MIA",392,19.5847938662845,53.875,31.375,NA,NA,36.975,10.625,20,8.875,NA,4.25,14.125,NA,NA,0,0,0,0,0,11.6882981310281,156.678350930276,0,NA,0,20.0111111111111,19.5847938662845,1.32550889371475
"DENNISJOHNSON","Dennis Johnson","RB","HOU",393,19.3958022739762,24.125,14.475,27.825,NA,19.68,35,12.675,9.5,12.25,29.7,18.75,44.2,NA,0,0,0,135.95,0,6.00004779160682,46.4064181918099,0,0,0,22.5618181818182,19.3958022739762,1.263023616919
"MARIONGRICE","Marion Grice","RB","SD",394,19.3744259036583,21.7,NA,NA,NA,10.85,1,NA,NA,37.25,7.925,2.625,55.55,NA,0,0,0,74.3690258717155,1.00000348995859,4.49996039657112,47.5000190138817,0,0,0,17.1125,19.3744259036583,1.93339425641554
"JIMDRAY","Jim Dray","TE","CLE",395,19.2375029425201,NA,NA,NA,NA,20.8375,22.85,NA,NA,NA,4.875,6.25,43.875,NA,0,0,0,8,0,10.1855526143303,128.300023540161,0.4,0,0,16.48125,19.2375029425201,1.39229873690792
"VANCEMCDONALD","Vance McDonald","TE","SF",396,19.1935731136234,50.875,NA,NA,NA,24.9875,13.5,10.75,26.625,5,17.625,5.625,NA,12.075,0,0,0,0,0,8.78914137669583,105.55,0.999970518937235,0,0,18.5625,19.1935731136234,1.71703674954655
"JEDCOLLINS","Jed Collins","RB","DET",397,18.9849977867484,29.65,11.175,NA,NA,20.4125,NA,NA,NA,1.25,1.875,NA,NA,23.585,0,0,0,44.8984776641881,0.75,6.49994395653254,46.5,0.697108336721604,0,0,14.6079166666667,18.9849977867484,1.40770589477929
"THEORIDDICK","Theo Riddick","RB","DET",398,18.3621773199767,19.825,19,24.925,NA,20.635,13.1,NA,14.375,33.125,5.1,9.25,NA,17.4575,0,0,0,78,0.999945473169967,4.50000977633104,36.500035847655,0,0,0,17.61925,18.3621773199767,1.36928911327332
"BRUCEMILLER","Bruce Miller","RB","SF",399,18.1651189372624,27.35,9.825,NA,NA,18.5875,NA,NA,14.225,10.5,8.025,NA,NA,26.34,0,0,0,17.8314075441834,0.697108336721604,11.5,97.5946253001154,0,0,0,14.2815625,18.1651189372624,1.3983595542427
"SHAUNHILL","Shaun Hill","QB","STL",400,17.9500771496521,29.46,21,34.44,NA,21.658,-2.16,1.16,5.32,1.4,8.76,20.5,21.94,NA,270,3,1.99997401003118,11.4999917974559,0,0,0,0,0,0,14.3707272727273,17.9500771496521,2.49916178957574
"ANTHONYSHERMAN","Anthony Sherman","RB","KC",401,17.8277397955505,22.775,NA,NA,NA,21.3,NA,NA,14.675,11.75,11.175,NA,NA,22.91,0,0,0,20.5,0.567123299258417,11.5000640549818,99,0,0,0,17.3308333333333,17.8277397955505,1.49335888524019
"GARYBARNIDGE","Gary Barnidge","TE","CLE",402,17.671875,NA,NA,NA,NA,18.7375,16.75,9.625,12.375,20.375,6.375,11.625,NA,24.975,0,0,0,0,0,8.38122417992573,93.375,1,0,0,14.9796875,17.671875,1.94161665373553
"WILLISMCGAHEE","Willis McGahee","RB","CLE",403,16.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.875,NA,0,0,0,92.5,1,0,13.5,0,0,0,16.9375,16.9375,1.65243278334463
"KYLEWILLIAMS","Kyle Williams","WR","KC",404,16.8240285121989,47.5,NA,NA,NA,35.925,8.25,NA,13,NA,6.15,1.25,NA,NA,0,0,0,6.36530004065925,0,8.74994979813842,129.499988065064,0,NA,0,16.0559523809524,16.8240285121989,1.377213188254
"JOSHHILL","Josh Hill","TE","NO",405,16.45,NA,NA,NA,NA,15.5875,10.25,NA,35.375,19.75,NA,5.625,NA,14.7875,0,0,0,0,0,9.15,86.3,0.94375,0,0,16.8958333333333,16.45,1.66876705601112
"DIONLEWIS","Dion Lewis","RB","CLE",406,16.3929922947027,25.75,NA,NA,NA,14.0975,2.7,17.15,54.95,30.75,3.325,4.125,NA,8.5575,0,0,0,88.100053365182,0.684280968060233,3.62839722338875,27.8184091985851,0,0,0,16.0505,16.3929922947027,1.02266284230077
"DIONSIMS","Dion Sims","TE","MIA",407,16.25625,NA,NA,NA,NA,20.5,15,NA,7.125,17.25,17.5,4.375,NA,23.525,0,0,0,0,0,9.8,91.65,0.8,0,0,14.925,16.25625,1.60709148284614
"JEREMYROSS","Jeremy Ross","WR","DET",408,16.0312543360861,NA,59.25,NA,NA,33.6875,NA,NA,4.775,NA,5.375,3.75,NA,NA,0,0,0,0,0,8.25000833413459,128.250034688689,0,0,0,15.2720238095238,16.0312543360861,1.2897228897696
"LAVELLEHAWKINS","Lavelle Hawkins","WR","TB",409,16,NA,NA,NA,NA,17.125,NA,14.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.15,128,0,NA,0,16,16,1.3666876777418
"JURONCRINER","Juron Criner","WR","OAK",410,15.8125,51,NA,NA,NA,28.9375,20.375,NA,10.5,6.875,3.625,1.25,34.75,NA,0,0,0,0,0,10,126.5,0,0,0,19.6640625,15.8125,1.34238241635256
"MYLESWHITE","Myles White","WR","GB",411,15.7091991288073,NA,NA,NA,NA,20.8375,1.125,36.125,NA,NA,NA,NA,NA,NA,0,0,0,0,0,9.84324099088981,137.673593030458,0,NA,0.5,10.7175,15.7091991288073,1.21244827296486
"LARODSTEPHENSHOWLING","LaRod Stephens-Howling","RB","PIT",412,15.6125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.225,NA,0,0,0,105.5,0.5,0,16.5,0,0,0,15.6125,15.6125,1.01594623345063
"CHRISTIANPONDER","Christian Ponder","QB","MIN",413,15.2802747757555,NA,NA,NA,NA,2.2,9.4,NA,NA,NA,16.78,NA,32.06,NA,278.570743733175,1,1,31.3744502642851,0,0,0,0,0,0,9.57333333333333,15.2802747757555,2.11096763283985
"ERIKLORIG","Erik Lorig","RB","NO",414,15.1976560647544,19.075,15.7,NA,NA,17.3875,NA,NA,NA,NA,1.375,3.75,NA,20.5275,0,0,0,20.9765606475436,0,7.75,64,0.85,0,0,12.9191666666667,15.1976560647544,1.47570861329066
"DARYLRICHARDSON","Daryl Richardson","RB","NYJ",415,15.0000065711975,25,16.125,NA,NA,13.0775,12.925,6.7,27.4,8.375,12.2,1.25,46.275,NA,0,0,0,90.0000071982834,0,6.36610932832745,60.0000468109536,0,0,0.5,14.5752272727273,15.0000065711975,1.1421563918896
"CHANDLERJONES","Chandler Jones","WR","CLE",416,15,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,12,120,0,NA,0,15,15,1.38672687449619
"ANTONESMITH","Antone Smith","RB","ATL",417,14.9283133962558,4.525,15.1,NA,NA,9.8125,15.175,NA,11.95,9.625,21.325,5.75,NA,10.435,0,0,0,57,0.999982295945578,3.50001525656326,25.8273569646585,0,0,0,11.4686111111111,14.9283133962558,1.23931614445405
"TOMMYBOHANON","Tommy Bohanon","RB","NYJ",418,14.8991804473398,21.975,7.45,NA,NA,14.7125,NA,NA,6.55,11.5,7.35,NA,NA,18.2425,0,0,0,29.25,0.732155074556634,8.5,60.65,0,0,0,12.4757142857143,14.8991804473398,1.21519647470851
"MICHAELFORD","Michael Ford","RB","CHI",419,14.8249228770091,20.8,10,NA,NA,15.4,1.6,NA,23.75,11.75,15.65,0.4,NA,8.3275,0,0,0,79.5,0.749987501646415,2.49996181283766,18.9999829370445,0,0,0,11.9108333333333,14.8249228770091,1.20296536102995
"TAYLORTHOMPSON","Taylor Thompson","TE","TEN",420,14.6875,NA,NA,NA,NA,8.4875,3.125,NA,6.75,23.5,22.625,27.625,NA,NA,0,0,0,0,0,9,93.5,0.5,NA,0,15.3520833333333,14.6875,1.1610812723611
"MICHAELHOOMANAWANUI","Michael Hoomanawanui","TE","NE",421,14.48125,NA,NA,NA,NA,27.8125,28,NA,8.625,12.875,13.75,5.625,NA,11.05,0,0,0,0,0,9.49993974035949,67.85,1,0,0,15.3910714285714,14.48125,1.82232010465347
"ARMONBINNS","Armon Binns","WR","MIA",422,14.4375,NA,NA,NA,NA,14.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9,115.5,0,NA,0,14.4375,14.4375,1.30974336948097
"TAVARRESKING","Tavarres King","WR","CAR",423,14.3749996575989,NA,NA,NA,NA,23.875,NA,NA,22.375,11.875,20.375,3.125,NA,NA,0,0,0,0,0,9.00001355327256,114.999997260791,0,NA,0,13.6041666666667,14.3749996575989,1.16355265446057
"JOELDREESSEN","Joel Dreessen","TE","DEN",424,13.9750018258689,NA,NA,NA,NA,18.5625,17.725,NA,NA,2.5,13.875,12.875,NA,NA,0,0,0,1,0,8.75006948676188,63.000014606951,1,NA,0,11.00625,13.9750018258689,1.77222744852346
"RHETTELLISON","Rhett Ellison","TE","MIN",425,13.2076500203296,NA,NA,NA,NA,21.75,9.875,NA,6.5,5,14.25,5.625,NA,16.5,0,0,0,0,0,8.5000156602379,77,0.697108336721604,0,0.2,10.6714285714286,13.2076500203296,1.36419532156078
"DEREKMOYE","Derek Moye","WR","PIT",426,13.15,NA,NA,NA,NA,24.675,NA,NA,9.25,17.25,4.25,NA,NA,NA,NA,NA,NA,0,0,7.075,86,0.4,NA,0,13.85625,13.15,1.41737809810244
"STORMJOHNSON","Storm Johnson","RB","JAC",427,13.1482810912471,35.9,11.075,NA,NA,17.765,1.15,NA,NA,4.625,5.425,NA,NA,32.3625,0,0,0,95.3109627772985,0,3.1499923776694,28.9374785081377,0,0,0,13.4253125,13.1482810912471,0.943772092617249
