"name","player","pos","team","overallRank","projections","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_nfl","projectedPts_yahoo","passYdsMedian","passTdsMedian","passIntMedian","rushYdsMedian","rushTdsMedian","recMedian","recYdsMedian","recTdsMedian","twoPtsMedian","fumblesMedian","projectedPtsMean","projectedPtsMedian","weeklyVariability"
"TYRODTAYLOR","Tyrod Taylor","QB","BAL",533,4.84000262094415,NA,NA,NA,NA,5.68,9.06,NA,3.36,5.2,8.2,NA,NA,NA,68.49998254776,0,0,21.0000331903375,0,0,0,0,NA,0,5.25,4.84000262094415,0.503550065492763
"DANIELFELLS","Daniel Fells","TE","NYG",534,4.7375,NA,NA,NA,NA,3.2875,NA,NA,NA,NA,2.375,10,NA,NA,NA,NA,NA,NA,NA,3.65,37.9,0,NA,0,5.22083333333333,4.7375,0.470491151329734
"JAMESDEVELIN","James Develin","RB","NE",535,4.70000210613158,14.575,1.875,NA,NA,8.225,NA,NA,NA,2.875,1.475,NA,NA,12.085,0,0,0,16.0000511128532,0,2.50000060431582,24.79997595877,0,0,0,5.80857142857143,4.70000210613158,0.460507599765381
"TARVARISJACKSON","Tarvaris Jackson","QB","SEA",536,4.6899169343386,NA,NA,NA,NA,3.58,17.48,NA,10.56,1.2,2.48,NA,NA,NA,103.000051852051,0,0,5.69914860256542,0,0,0,0,NA,0,5.88333333333333,4.6899169343386,0.541413916083269
"ROBERTHUGHES","Robert Hughes","RB",NA,537,4.68875,4.075,NA,NA,NA,3.0675,NA,NA,NA,NA,NA,8.125,NA,NA,NA,NA,NA,30.45,0,2.15,13.15,0,NA,0,5.08916666666667,4.68875,0.465669051310581
"ERICWEEMS","Eric Weems","WR","CHI",538,4.68854587549919,NA,NA,NA,NA,7.3125,1,NA,NA,NA,NA,NA,NA,7.175,0,0,0,0,0,1,37.5083670039935,0,0,0,3.871875,4.68854587549919,0.574347246920915
"JAMESWRIGHT","James Wright","WR","CIN",539,4.6875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.375,NA,NA,NA,NA,NA,0,0,2.5,37.5,0,NA,NA,4.6875,4.6875,0.665974858963514
"SEYIAJIROTUTU","Seyi Ajirotutu","WR","SD",540,4.68749604683464,NA,NA,NA,NA,15.3,0.25,NA,6.875,NA,2.625,2.5,NA,NA,0,0,0,0,0,3.20912593368939,37.4999683746771,0,NA,0,4.59166666666667,4.68749604683464,0.723334874880769
"MARQUEISGRAY","MarQueis Gray","TE","CLE",541,4.625,NA,NA,NA,NA,5.1625,NA,NA,6.125,6.875,1.25,3.125,NA,NA,NA,NA,NA,NA,NA,3.50001063885961,37,0,NA,0,4.5075,4.625,0.608468259588117
"NICKKASA","Nick Kasa","TE","OAK",541,4.625,NA,NA,NA,NA,16.35,0.125,22.125,5,2.5,3.5,1,NA,NA,0,0,0,0,0,5.05001729511729,37,0,NA,0,7.22857142857143,4.625,0.584599340890513
"TJYATES","T.J. Yates","QB","ATL",543,4.61717406424161,NA,NA,NA,NA,NA,-4.64,1.08,NA,1.2,NA,NA,NA,NA,115.42935160604,0,0,0,0,0,0,0,NA,0,-0.59,4.61717406424161,0.655640389815074
"JAMARNEWSOME","Jamar Newsome","WR","KC",544,4.5625,NA,NA,NA,NA,NA,NA,NA,7.375,NA,4.5,1.875,NA,NA,NA,NA,NA,0,0,3.25,36.5,0,NA,NA,4.58333333333333,4.5625,0.531207628174695
"DANTEROSARIO","Dante Rosario","TE","CHI",545,4.53126146861708,NA,NA,NA,NA,8.3125,1.625,NA,3.75,NA,14.25,4.375,NA,NA,0,0,0,0,0,3.99992609469155,36.2500917489367,0,NA,0,5.38541666666667,4.53126146861708,0.586672410414337
"EVANROYSTER","Evan Royster","RB","WAS",546,4.47972469796649,7.85,NA,NA,NA,5.8925,8.2,NA,NA,NA,0.7,1.5,NA,NA,0,0,0,26.6499547501628,0,2.16864819817796,14.5178337836017,0,NA,0,4.02375,4.47972469796649,0.432522929955658
"LAMICHAELJAMES","LaMichael James","RB","SF",547,4.4393844245099,10.875,NA,NA,NA,5.4375,2.325,NA,1.6,4.5,3.05,2.625,NA,NA,0,0,0,27.8313699856509,0,2.41558422018718,13.2499794075585,0,NA,0,3.8015625,4.4393844245099,0.470269401111684
"TONYFIAMMETTA","Tony Fiammetta","RB","CHI",548,4.43078753961146,14.675,5.5,NA,NA,10.0875,2.625,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,4.1405000688895,35.4463003168917,0,NA,0,5.48125,4.43078753961146,0.611957473648752
"DREWSTANTON","Drew Stanton","QB","ARI",549,4.34795809183195,NA,NA,NA,NA,0.84,-0.540000000000001,1.68,3.52,5,3.14,NA,NA,14.51,94.9489522957988,0,0,5.5,0,0,0,0,0,0,3.33125,4.34795809183195,0.456710219958622
"BROCKOSWEILER","Brock Osweiler","QB","DEN",550,4.27999625534051,NA,NA,NA,NA,2.93,6.52,3.56,6.16,2.8,3.24,NA,NA,NA,106.999906383513,0,0,0,0,0,0,0,NA,0,3.60142857142857,4.27999625534051,0.576079577808845
"JORDANNORWOOD","Jordan Norwood","WR","CLE",551,4.25,NA,NA,NA,NA,NA,NA,NA,8.875,NA,4.25,NA,NA,NA,0,0,0,0,0,3,34,0,NA,0,4.375,4.25,0.57447761530859
"JOHNCONNER","John Conner","RB","NYG",552,4.16293918665746,NA,NA,NA,NA,NA,NA,NA,4.7,NA,3.725,4.25,NA,NA,NA,NA,NA,11.7016834485345,0,3,23.9421667344321,0,NA,NA,3.16875,4.16293918665746,0.427150353089327
"TERRENCETOLIVER","Terrence Toliver","WR","CHI",553,4.08125,NA,NA,NA,NA,8.1625,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2.65,32.65,0,NA,0,4.08125,4.08125,0.645567706510153
"TEVINREESE","Tevin Reese","WR","SD",554,4.046875,NA,NA,NA,NA,6.1875,NA,NA,NA,3.75,2.5,NA,NA,NA,NA,NA,NA,0,0,2,32.375,0,NA,0,4.14583333333333,4.046875,0.590440612023639
"ANDREWSZCZERBA","Andrew Szczerba","TE","ATL",555,4.0375,NA,NA,NA,NA,4.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,32.3,0,NA,0,4.0375,4.0375,0.667637312980022
"KASSIMOSGOOD","Kassim Osgood","WR","SF",555,4.0375,NA,NA,NA,NA,4.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2.3,32.3,0,NA,0,4.0375,4.0375,0.543482908801939
"SPENCERWARE","Spencer Ware","RB","SEA",557,4.01461090804779,NA,1,NA,NA,0.75,NA,NA,NA,3.825,2.35,1,NA,12.235,0,0,0,8.74997134160482,0,0,25.1169101910985,0,0,0,3.42666666666667,4.01461090804779,0.428525882206691
"MATTHAZEL","Matt Hazel","WR","MIA",558,3.9375,NA,NA,NA,NA,NA,NA,NA,NA,4.375,3.5,NA,NA,NA,NA,NA,NA,0,0,2.5,31.5,0,NA,NA,3.9375,3.9375,0.550273536691685
"BRADSMITH","Brad Smith","WR","PHI",559,3.88301147823942,NA,NA,NA,NA,5.0625,0.2,NA,NA,3.5,2.725,NA,NA,NA,0,0,0,6,0,2,26.2640918259154,0,NA,0,2.2975,3.88301147823942,0.430618223978487
"NILESPAUL","Niles Paul","TE","WAS",560,3.875,NA,NA,NA,NA,7.125,5.875,NA,3.875,3.125,3.75,1,NA,NA,0,0,0,0,0,3.00003315494192,31,0,NA,0,4.125,3.875,0.569011597759966
"WESLYESAUNDERS","Weslye Saunders","TE","IND",561,3.74423942861939,NA,NA,NA,NA,8.5375,NA,NA,NA,NA,0.625,1.875,NA,NA,NA,NA,NA,NA,NA,2.97108336721604,29.9539154289551,0,NA,0,2.759375,3.74423942861939,0.449972957548073
"DANHERRON","Dan Herron","RB","IND",562,3.7,NA,3.7,NA,NA,2.78,3.7,NA,NA,NA,NA,NA,NA,NA,0,0,0,37,0,0,0,0,NA,0,3.39333333333333,3.7,0.441538993149387
"MATTHASSELBECK","Matt Hasselbeck","QB","IND",563,3.5999968367815,NA,NA,NA,NA,2.06,3.92,1.8,9.7,1.6,2.42,NA,NA,NA,89.9999209195375,0,0,0,0,0,0,0,NA,0,3.07142857142857,3.5999968367815,0.498179082217134
"COLLINMOONEY","Collin Mooney","RB","TEN",564,3.57500935789361,11.7,1.7,NA,NA,6.7,NA,NA,3.5,1.25,1.625,NA,NA,NA,NA,NA,NA,12,0,3,19.0000748631489,0,NA,0,4.4125,3.57500935789361,0.358270887571948
"ANDYTANNER","Andy Tanner","WR","NO",565,3.5625,NA,NA,NA,NA,7.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.9,28.5,0,NA,0,3.5625,3.5625,0.401409071715354
"JEFFDEMPS","Jeff Demps","RB","TB",566,3.5125,NA,NA,NA,NA,NA,NA,NA,NA,5.125,1.9,NA,NA,NA,NA,NA,NA,12,0,2.5,18.5,0,NA,NA,3.5125,3.5125,0.364777276352313
"DAVIDJOHNSON","David Johnson","TE","SD",567,3.47569437819206,NA,NA,NA,NA,6.2875,NA,NA,4,1.25,2,NA,NA,NA,NA,NA,NA,NA,NA,3.48838972200176,27.8055550255364,0,NA,0,2.7075,3.47569437819206,0.595164222266483
"MARVINMCNUTT","Marvin McNutt","WR","CAR",568,3.40915525619266,NA,NA,NA,NA,7.6875,NA,NA,NA,NA,0.625,1.875,NA,NA,NA,NA,NA,0,0,0.5,27.2732420495413,0,NA,0,2.546875,3.40915525619266,0.4312786389029
"JEFFKING","Jeff King","TE","ARI",569,3.375,NA,NA,NA,NA,NA,6.75,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3.5,27,0,NA,0,3.375,3.375,0.423574499493817
"RUSSELLSHEPARD","Russell Shepard","WR","TB",569,3.375,NA,NA,NA,NA,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2.25,27,0,NA,0,3.375,3.375,0.481010826469082
"GARRETTCELEK","Garrett Celek","TE","SF",571,3.3749976888521,NA,NA,NA,NA,7.3125,0.375,NA,5.5,NA,2.625,1.25,NA,NA,0,0,0,0,0,2.50003997360399,26.9999815108168,0,NA,0,2.84375,3.3749976888521,0.441835334881561
"JEREMYGALLON","Jeremy Gallon","WR","NE",572,3.25,NA,NA,NA,NA,NA,NA,NA,NA,5,1.5,NA,NA,NA,NA,NA,NA,0,0,2,26,0,NA,NA,3.25,3.25,0.370469771813101
"SKYEDAWSON","Skye Dawson","WR","TB",573,3.23125,NA,NA,NA,NA,NA,NA,NA,NA,1.75,4.825,3.125,NA,NA,NA,NA,NA,2,0,2,24.25,0,NA,NA,3.23333333333333,3.23125,0.410717067017251
"BRANDONTATE","Brandon Tate","WR","CIN",574,3.12499140573599,NA,NA,NA,NA,5.1625,3.25,NA,6,NA,3.25,1.25,NA,NA,0,0,0,0,0,2.99997242738001,36.999931245888,0,NA,0.5,2.15208333333333,3.12499140573599,0.638207319469612
"KEVINBROCK","Kevin Brock","TE","CIN",575,3.03776983529065,NA,NA,NA,NA,6.9375,NA,NA,NA,NA,0.5,1.25,NA,NA,NA,NA,NA,NA,NA,0.5,24.3021586823252,0,NA,0,2.171875,3.03776983529065,0.394658268967029
"KEVINCONE","Kevin Cone","WR","MIA",576,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6.875,NA,NA,NA,NA,NA,0,0,2,24,0,NA,NA,3.29166666666667,3,0.388520878812671
"TYLERCLUTTS","Tyler Clutts","RB","DAL",577,2.909934583799,13.675,1.25,NA,NA,7.4625,NA,NA,NA,0.625,0.725,1.025,NA,NA,NA,NA,NA,9.41195521595762,0,2.74990447794365,15.7499124976259,0,NA,0,4.12708333333333,2.909934583799,0.272762091280468
"MICHAELPALMER","Michael Palmer","TE","PIT",578,2.85363733427417,NA,NA,NA,NA,6.6625,NA,NA,NA,NA,0.375,1.25,NA,NA,NA,NA,NA,NA,NA,0.5,22.8290986741934,0,NA,0,2.071875,2.85363733427417,0.448162305893945
"JAMESWILDER","James Wilder Jr","RB","CIN",579,2.85,NA,NA,NA,NA,NA,NA,NA,NA,4.625,1.075,NA,NA,NA,NA,NA,NA,23.5,0,0.5,4,0,NA,NA,2.85,2.85,0.281109003863894
"DARRENFELLS","Darren Fells","TE","ARI",580,2.84375,NA,NA,NA,NA,5.0625,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,2.4,22.75,0,NA,0,2.84375,2.84375,0.393983088872852
"TJJONES","T.J. Jones","WR","DET",581,2.81933589342113,NA,37.375,NA,NA,NA,NA,NA,NA,2.5,3,8.5,NA,NA,0,0,0,0,0,2,22.554687147369,0,NA,0,10.275,2.81933589342113,0.355769403721096
"KELLENCLEMENS","Kellen Clemens","QB","SD",582,2.78605441719908,NA,NA,NA,NA,NA,22.08,NA,7.56,1.2,2.62,NA,NA,NA,125.261239921731,0,0,7.75604820329839,0,0,0,0,NA,1,4.292,2.78605441719908,0.656416273963417
"DANORLOVSKY","Dan Orlovsky","QB","DET",583,2.78365651101665,NA,NA,NA,NA,NA,0.04,NA,6.8,2.4,3.32,NA,NA,NA,69.5914127754164,0,0,0,0,0,0,0,NA,0,2.09333333333333,2.78365651101665,0.342194246777837
"RYANNASSIB","Ryan Nassib","QB","NYG",584,2.77206973648469,NA,NA,NA,NA,NA,-3.32,NA,5.98,2.8,1.46,NA,NA,NA,69.3017434121172,0,0,0,0,0,0,0,NA,0,1.15333333333333,2.77206973648469,0.348031557278995
"KONRADREULAND","Konrad Reuland","TE","NYJ",585,2.77036045139644,NA,NA,NA,NA,5.875,NA,NA,NA,2.5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,2.57686669377283,22.1628836111715,0,NA,0,2.28125,2.77036045139644,0.38266995266801
"MATTHEWMULLIGAN","Matthew Mulligan","TE","CHI",586,2.67722815168263,NA,NA,NA,NA,5.0625,NA,NA,NA,1.875,1.125,NA,NA,NA,0,0,0,0,0,2.63610747744915,21.4178252134611,0,NA,0,2.015625,2.67722815168263,0.388481278713149
"MIGUELMAYSONET","Miguel Maysonet","RB","PIT",587,2.61576952699364,NA,4.3,NA,NA,3.225,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,24.2826952699364,0,0.4,1.5,0,NA,0,2.00625,2.61576952699364,0.266303251714235
"BRANDONBARDEN","Brandon Barden","TE","JAC",588,2.6125,NA,NA,NA,NA,3.85,NA,NA,NA,2.5,1.375,NA,NA,NA,NA,NA,NA,NA,NA,1.75962132881567,20.9,0,NA,0,1.93125,2.6125,0.341252650068801
"BRYANWALTERS","Bryan Walters","WR","SEA",589,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,0,0,1,20,0,NA,NA,2.5,2.5,0.316369008925661
"LUKEMCCOWN","Luke McCown","QB","NO",590,2.42995602114281,NA,NA,NA,NA,NA,NA,NA,4.52,1.2,2.04,NA,NA,NA,60.7489005285702,0,0,0,0,0,0,0,NA,0,1.29333333333333,2.42995602114281,0.319741356776452
"DEREKANDERSON","Derek Anderson","QB","CAR",591,2.32999395473216,19.86,NA,NA,NA,7.582,0.58,1.24,2.82,1.4,1.5,NA,NA,NA,51.875,0,0,2.54993954732158,0,0,0,0,NA,0,4.37275,2.32999395473216,0.279372025072999
"BRADSMELLEY","Brad Smelley","TE","HOU",592,2.28184445026704,NA,NA,NA,NA,1.125,NA,NA,4.375,0.625,3.125,NA,NA,NA,NA,NA,NA,NA,NA,2.6504815147915,18.2547556021363,0,NA,0,1.85,2.28184445026704,0.337613562853333
"DEXTERCARTER","Dexter Carter","RB",NA,593,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,NA,NA,NA,NA,NA,10,0,2,10,0,NA,NA,2.25,2.25,0.223850156306813
"RICARDOLOCKETTE","Ricardo Lockette","WR","SEA",593,2.25,NA,NA,NA,NA,10.7875,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.5,18,0,NA,0,3.821875,2.25,0.298138094888536
"ERICPAGE","Eric Page","WR","TB",595,2.0625,NA,NA,NA,NA,3.975,-1.75,NA,18.525,1.75,9.525,2.5,NA,NA,0,0,0,4.5,0,3.49994274349999,46.5,0,NA,1.4,2.95416666666667,2.0625,0.743275424802361
"LONNIEPRYOR","Lonnie Pryor","RB","TB",596,2.05375,NA,3.525,NA,NA,2.655,NA,NA,NA,NA,0.35,1.325,NA,NA,NA,NA,NA,6.85,0,2.75297229726694,10.95,0,NA,0,1.96375,2.05375,0.209491438921272
"COREYFULLER","Corey Fuller","WR","DET",597,2.01875,NA,NA,NA,NA,4.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.15,16.15,0,NA,0,2.01875,2.01875,0.294898486935081
"ROBBLANCHFLOWER","Rob Blanchflower","TE","PIT",598,2,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1.5,16,0,NA,NA,2,2,0.23407239433825
"RYANMALLETT","Ryan Mallett","QB","NE",599,1.97137549261643,NA,NA,NA,NA,0.47,0.28,0.68,3.72,1.2,5.88,NA,NA,NA,44.9999309529373,0,0,1.71378254498939,0,0,0,0,NA,0,1.74714285714286,1.97137549261643,0.224141857709106
"DANNYNOBLE","Danny Noble","TE","JAX",600,1.875,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1.25,NA,NA,NA,NA,NA,NA,NA,NA,1.5,15,0,NA,NA,1.875,1.875,0.245699598616817
"RYANWHALEN","Ryan Whalen","WR","CIN",600,1.875,NA,NA,NA,NA,16.8125,NA,NA,NA,NA,NA,1.875,NA,NA,NA,NA,NA,0,0,1,15,0,NA,0,6.22916666666667,1.875,0.213252766873283
"DANIELHERRON","Daniel Herron","RB","IND",602,1.65,NA,NA,NA,NA,NA,NA,NA,NA,2,1.65,0.625,NA,NA,NA,NA,NA,14,0,0,2,0,NA,NA,1.425,1.65,0.198095039978205
"ALFONSOSMITH","Alfonso Smith","RB","ARI",603,1.625,NA,NA,NA,NA,NA,NA,NA,NA,1.625,8.45,NA,NA,NA,NA,NA,NA,10,0,1,5,0,NA,NA,3.35833333333333,1.625,0.166095393901178
"PHILLIPTANNER","Phillip Tanner","RB","DAL",603,1.625,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,0,0.5,9,0,NA,0,1.625,1.625,0.171845513172705
"LOGANTHOMAS","Logan Thomas","QB","ARI",605,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.24,14.5,NA,NA,35.5,0,0,2,0,NA,NA,NA,NA,0,4.435,1.62,0.243590620620974
"EMILIGWENAGU","Emil Igwenagu","TE","PHI",606,1.55,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.5,12.4,0,NA,0,1.55,1.55,0.204445848334546
"TEDBOLSER","Ted Bolser","TE","WAS",607,1.5,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,12,0,NA,0,1.5,1.5,0.187154617745782
"RICHARDGORDON","Richard Gordon","TE","KC",608,1.45625,NA,NA,NA,NA,2.9125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,11.65,0,NA,0,1.45625,1.45625,0.197458248480996
"DOMINIQUEDAVIS","Dominique Davis","QB","ATL",609,1.44,NA,NA,NA,NA,NA,NA,NA,2.88,NA,7.22,NA,NA,NA,33.5,0,0,1,0,NA,NA,NA,NA,NA,2.525,1.44,0.185691567354959
"MIKEMCNEILL","Mike McNeill","TE","CAR",610,1.421875,NA,NA,NA,NA,4.0625,NA,NA,NA,NA,0.375,0.625,NA,NA,NA,NA,NA,NA,NA,1,11.375,0,NA,0,1.6875,1.421875,0.200744372679214
"CIERREWOOD","Cierre Wood","RB","BAL",611,1.27328804329905,NA,NA,NA,NA,NA,0.4,NA,1.1,NA,1.4,2.5,NA,NA,0,0,0,12.7328804329905,0,0,0,0,NA,0,0.771428571428571,1.27328804329905,0.163107351543289
"DCJEFFERSON","D.C. Jefferson","TE",NA,612,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,1,10,0,NA,NA,1.25,1.25,0.181115045554234
"JUSTICECUNNINGHAM","Justice Cunningham","TE","STL",612,1.25,NA,NA,NA,NA,NA,NA,NA,NA,1.25,1.5,1.25,NA,NA,NA,NA,NA,NA,NA,1,10,0,NA,NA,1.33333333333333,1.25,0.164086639450919
"ZACHPOTTER","Zach Potter","TE","HOU",612,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,1,10,0,NA,NA,1.25,1.25,0.175127305254874
"JULIANTALLEY","Julian Talley","WR","NYG",615,1.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.125,3.75,NA,NA,NA,NA,NA,0,0,1,9,0,NA,NA,1.625,1.125,0.165039118123713
"DOMANIQUEDAVIS","Domanique Davis","QB","ATL",616,1.08,NA,NA,NA,NA,1.08,NA,NA,NA,NA,NA,NA,NA,NA,27,0,0,0,0,NA,NA,NA,NA,0,1.08,1.08,0.122580287845881
"TAYLORYATES","Taylor Yates","QB","ATL",616,1.08,NA,NA,NA,NA,1.08,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,2,0,NA,NA,NA,NA,0,1.08,1.08,0.135900162054155
"AARONMELLETTE","Aaron Mellette","WR","BAL",618,0.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.875,NA,NA,NA,NA,NA,0,0,1,7.5,0,NA,NA,0.9375,0.9375,0.136676421912747
"MICHAELHILL","Michael Hill","RB","GB",619,0.75,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,0,0,0,2.5,0,0.5,4,0,NA,0,0.75,0.75,0.0927397051225431
"JACKDOYLE","Jack Doyle","TE","IND",620,0.625,NA,NA,NA,NA,6.1875,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,NA,0,2.27083333333333,0.625,0.0880802804831183
"MARCUSEASLEY","Marcus Easley","WR","BUF",620,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,1.25,NA,NA,NA,NA,NA,0,0,0,5,0,NA,NA,0.625,0.625,0.0879702813743991
"QUINNJOHNSON","Quinn Johnson","RB","TEN",620,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA,0,0,1,5,0,NA,NA,0.625,0.625,0.0844510095979935
"ZACHLINE","Zach Line","RB","MIN",623,0.5625,NA,NA,NA,NA,NA,NA,NA,NA,1.25,1.125,NA,NA,NA,0,0,0,0,0,0.5,4.5,0,NA,0,0.59375,0.5625,0.0763118228273066
"MICHAELSMITH","Michael Smith","RB","TB",624,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,1.425,NA,NA,NA,NA,NA,3,0,0,2,0,NA,NA,0.658333333333333,0.55,0.0678743170295607
"CHASEREYNOLDS","Chase Reynolds","RB","STL",625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,5,0,0,0,0,NA,NA,0.5,0.5,0.0737942567727834
"HENRYJOSEY","Henry Josey","RB","PHI",625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,5,0,0,0,0,NA,0,0.5,0.5,0.0676179535050383
"JERONMASTRUD","Jeron Mastrud","TE","OAK",625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.875,NA,NA,NA,NA,NA,NA,NA,0,4,0,NA,NA,0.458333333333333,0.5,0.0763448944696208
"REXBURKHEAD","Rex Burkhead","RB","CIN",628,0.4625,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925,2.75,NA,NA,0,0,0,1.5,0,0.5,2.5,0,NA,0,0.91875,0.4625,0.0582209543233993
"MIKEGOODSON","Mike Goodson","RB","NYJ",629,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,32.5,NA,0,0,0,4.5,0,0,0,0,0,0,8.35,0.45,0.0723400855796392
"JONVAUGHN","Jon Vaughn","RB",NA,630,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,4,0,0,0,0,NA,NA,0.4,0.4,0.0676195683622732
"MATTHEWTUCKER","Matthew Tucker","RB","PHI",630,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1.5,NA,NA,0,0,0,4,0,0,0,0,NA,0,0.633333333333333,0.4,0.0577752480002466
"MICHAELWILLIAMS","Michael Williams","TE","DET",632,0.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,0.5,2.5,0,NA,NA,0.3125,0.3125,0.046622846677497
"NATHANOVERBAY","Nathan Overbay","TE","DET",632,0.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,0.5,2.5,0,NA,NA,0.3125,0.3125,0.046551540323629
"DEJIKARIM","Deji Karim","RB","HOU",634,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,1,NA,NA,NA,NA,NA,3,0,0,0,0,NA,NA,0.433333333333333,0.3,0.0473426789511655
"KIEROSMALL","Kiero Small","RB","SEA",634,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.5,NA,NA,NA,NA,NA,3,0,0,0,0,NA,NA,0.3,0.3,0.0565813137344258
"MARCMARIANI","Marc Mariani","WR","TEN",636,0.295129743121666,NA,NA,NA,NA,3.475,-2.125,NA,NA,NA,0.875,1.875,NA,NA,0,0,0,0,0,1.99995406943453,14.3610379449733,0,NA,0.5,-0.0800000000000001,0.295129743121666,0.264720038829327
"JOEBANYARD","Joe Banyard","RB","MIN",637,0.2375,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475,1.125,NA,NA,0,0,0,0.5,0,0,1.5,0,NA,0,0.4,0.2375,0.0369410685642406
"JONASGRAY","Jonas Gray","RB","NEP",638,0.225,NA,NA,NA,NA,NA,0.225,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,NA,0,0.225,0.225,0.0386961992104306
"RONNIEWINGO","Ronnie Wingo","RB","BUF",639,0.1,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,NA,0,0.1,0.1,0.025
"JOSHVAUGHAN","Josh Vaughan","RB","ATL",640,0.05,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.5,0,0,0,0,NA,0,0.05,0.05,0.025
"AARONMURRAY","Aaron Murray","QB","KC",641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA
"AJMCCARRON","A.J. McCarron","QB","CIN",641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.78,NA,0,0,0,0,0,0,0,0,0,0,3.556,0,NA
"ALEXGREEN","Alex Green","RB","NYJ",641,0,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0.266666666666667,0,NA
"ANTHONYALLEN","Anthony Allen","RB","BUF",641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,NA
