"name","pos","name_fp","team_fp","positionRank_fp","overallRank_fp","pts_fp","passAtt_fp","passComp_fp","passYds_fp","passTds_fp","passInt_fp","rushAtt_fp","rushYds_fp","rushTds_fp","rec_fp","recYds_fp","recTds_fp","returnTds_fp","twoPts_fp","fumbles_fp"
"SHAUNDRAUGHN","RB","Shaun Draughn","CHI",98,369,29.3,NA,NA,NA,NA,NA,42.2,177.7,0.8,9.1,67.4,0,NA,NA,0
"AUSTINPETTIS","WR","Austin Pettis","STL",143,370,29.2,NA,NA,NA,NA,NA,0,0,0,19.7,219.5,1.2,NA,NA,0
"JOSEPHFAURIA","TE","Joseph Fauria","DET",53,370,29.2,NA,NA,NA,NA,NA,NA,NA,NA,14.3,169.9,2.2,NA,NA,0.5
"DONTEMONCRIEF","WR","Donte Moncrief","IND",144,372,28.8,NA,NA,NA,NA,NA,0,0,0,14.9,242.5,0.8,NA,NA,0
"LACHESEASTRUNK","RB","Lache Seastrunk","WAS",99,373,28.2,NA,NA,NA,NA,NA,40.4,186.3,1.1,3,29.4,0,NA,NA,0
"QUINTONPATTON","WR","Quinton Patton","SF",145,373,28.2,NA,NA,NA,NA,NA,0,0,0,18,232,1,NA,NA,0.5
"ROBERTHOUSLER","TE","Robert Housler","ARI",54,373,28.2,NA,NA,NA,NA,NA,NA,NA,NA,18.5,210.2,1.2,NA,NA,0
"TJGRAHAM","WR","T.J. Graham","BUF",145,373,28.2,NA,NA,NA,NA,NA,1,11,0,15,211.2,1,NA,NA,0
"CHRISOWUSU","WR","Chris Owusu","TB",147,377,28.1,NA,NA,NA,NA,NA,0,0,0,20.2,221.2,1,NA,NA,0
"JEFFJANIS","WR","Jeff Janis","GB",148,378,27.8,NA,NA,NA,NA,NA,0,0,0,13.5,233.3,0.8,NA,NA,0
"CHARLESSIMS","RB","Charles Sims","TB",100,379,27.5,NA,NA,NA,NA,NA,25.9,112,0.4,11.6,100.6,1,NA,NA,1
"DUJUANHARRIS","RB","DuJuan Harris","GB",101,380,27.3,NA,NA,NA,NA,NA,44.3,187.5,0.8,6,40.9,0,NA,NA,0
"KYLEWILLIAMS","WR","Kyle Williams","KC",149,381,26.6,NA,NA,NA,NA,NA,0,0,0,15,236,0.5,NA,NA,0
"THEORIDDICK","RB","Theo Riddick","DET",102,381,26.6,NA,NA,NA,NA,NA,35,142.9,1,9.6,63.1,0,NA,NA,0
"ALDRICKROBINSON","WR","Aldrick Robinson","WAS",150,383,26.5,NA,NA,NA,NA,NA,0,0,0,13.5,205,1,NA,NA,0
"JUSTINFORSETT","RB","Justin Forsett","BAL",103,383,26.5,NA,NA,NA,NA,NA,49.1,212.6,0.4,4.9,30,0,NA,NA,0
"JACKIEBATTLE","RB","Jackie Battle","TEN",104,385,26.2,NA,NA,NA,NA,NA,45.5,182.5,1,2.5,19.5,0,NA,NA,0
"CHRISHOGAN","WR","Chris Hogan","BUF",151,386,26.1,NA,NA,NA,NA,NA,0,0,0,15,200.5,1,NA,NA,0
"GRIFFWHALEN","WR","Griff Whalen","IND",152,387,26,NA,NA,NA,NA,NA,0,0,0,17,200,1,NA,NA,0
"LEONARDHANKERSON","WR","Leonard Hankerson","WAS",152,387,26,NA,NA,NA,NA,NA,0,0,0,15.9,214.8,0.8,NA,NA,0
"DARICKROGERS","WR","Da'Rick Rogers","IND",154,389,25.8,NA,NA,NA,NA,NA,0,0,0,13.7,178,1.3,NA,NA,0
"TROYNIKLAS","TE","Troy Niklas","ARI",55,390,25.6,NA,NA,NA,NA,NA,NA,NA,NA,14.3,177.9,1.3,NA,NA,0
"CLAYHARBOR","TE","Clay Harbor","JAC",56,391,25.5,NA,NA,NA,NA,NA,NA,NA,NA,17.2,189.1,1.1,NA,NA,0
"JOSEPHRANDLE","RB","Joseph Randle","DAL",105,392,24.9,NA,NA,NA,NA,NA,41.5,167.6,0.5,8,51.4,0,NA,NA,0
"JURONCRINER","WR","Juron Criner","OAK",155,393,24.4,NA,NA,NA,NA,NA,0,0,0,14,183.5,1,NA,NA,0
"BRANDONMCMANUS","K","Brandon McManus","NYG",34,394,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRENTONBERSIN","WR","Brenton Bersin","CAR",156,395,22.8,NA,NA,NA,NA,NA,0,0,0,10,197.5,0.5,NA,NA,0
"DAVIDAUSBERRY","TE","David Ausberry","OAK",57,396,22.7,NA,NA,NA,NA,NA,NA,NA,NA,13.9,166.8,1,NA,NA,0
"JARONBROWN","WR","Jaron Brown","ARI",157,396,22.7,NA,NA,NA,NA,NA,0,0,0,13,196.5,0.5,NA,NA,0
"RISHARDMATTHEWS","WR","Rishard Matthews","MIA",158,398,22.1,NA,NA,NA,NA,NA,0,0,0,14.4,175.6,0.8,NA,NA,0
"TRAVISBENJAMIN","WR","Travis Benjamin","CLE",159,399,22,NA,NA,NA,NA,NA,0,0,0,11.6,172.9,1.1,NA,NA,1
"TAVARRESKING","WR","Tavarres King","CAR",160,400,21.9,NA,NA,NA,NA,NA,0,0,0,11.3,174,0.8,NA,NA,0
"ZACHSUDFELD","TE","Zach Sudfeld","NYJ",58,401,21.8,NA,NA,NA,NA,NA,NA,NA,NA,14.7,187.7,0.5,NA,NA,0
"JOHNKUHN","RB","John Kuhn","GB",106,402,21.6,NA,NA,NA,NA,NA,15.4,53.8,1.1,10.3,72.6,0.4,NA,NA,0
"BRICEBUTLER","WR","Brice Butler","OAK",161,403,21.1,NA,NA,NA,NA,NA,0,0,0,10.5,165.8,0.8,NA,NA,0
"BRUCEELLINGTON","WR","Bruce Ellington","SF",161,403,21.1,NA,NA,NA,NA,NA,0,0,0,12,180.5,0.5,NA,NA,0
"DARIUSJOHNSON","WR","Darius Johnson","ATL",161,403,21.1,NA,NA,NA,NA,NA,0,0,0,12.8,165.8,0.8,NA,NA,0
"JACOBTAMME","TE","Jacob Tamme","DEN",59,406,20.7,NA,NA,NA,NA,NA,NA,NA,NA,13.9,146.5,1,NA,NA,0
"VANCEMCDONALD","TE","Vance McDonald","SF",59,406,20.7,NA,NA,NA,NA,NA,NA,NA,NA,12.4,171.1,0.6,NA,NA,0
"JOSHMORGAN","WR","Josh Morgan","CHI",164,408,20.6,NA,NA,NA,NA,NA,0,0,0,14.6,183.4,0.4,NA,NA,0
"MARCUSHARRIS","WR","Marcus Harris","NYG",164,408,20.6,NA,NA,NA,NA,NA,0,0,0,8.3,115.5,1.5,NA,NA,0
"STORMJOHNSON","RB","Storm Johnson","JAC",107,408,20.6,NA,NA,NA,NA,NA,31.4,135.4,0.4,6.5,47.6,0,NA,NA,0
"CHRISOGBONNAYA","RB","Chris Ogbonnaya","CLE",108,411,20.5,NA,NA,NA,NA,NA,22.5,91.5,0,16.5,115.3,0.3,NA,NA,1
"DEREKMOYE","WR","Derek Moye","PIT",166,412,20.4,NA,NA,NA,NA,NA,0,0,0,11.3,159,0.8,NA,NA,0
"RICARDOLOCKETTE","WR","Ricardo Lockette","SEA",167,413,20.3,NA,NA,NA,NA,NA,0,0,0,13,173,0.5,NA,NA,0
"LOGANPAULSEN","TE","Logan Paulsen","WAS",61,414,20.2,NA,NA,NA,NA,NA,NA,NA,NA,13.8,153.6,0.8,NA,NA,0
"VIRGILGREEN","TE","Virgil Green","DEN",62,415,19.6,NA,NA,NA,NA,NA,NA,NA,NA,12,165.5,0.5,NA,NA,0
"TEVINREESE","WR","Tevin Reese","SD",168,416,19.2,NA,NA,NA,NA,NA,0,0,0,11.3,147,0.8,NA,NA,0
"JEDCOLLINS","RB","Jed Collins","DET",109,417,19,NA,NA,NA,NA,NA,7,43.5,1,10,56.5,0.5,NA,NA,0
"TERRELLEPRYOR","QB","Terrelle Pryor","SEA",45,417,19,12,7,87,1,0,11,55,1,NA,NA,NA,NA,NA,0
"MIKETHOMAS","WR","Mike Thomas","HOU",169,419,18.8,NA,NA,NA,NA,NA,0,0,0,12.8,143.3,0.8,NA,NA,0
"ANTHONYSHERMAN","RB","Anthony Sherman","KC",110,420,18.7,NA,NA,NA,NA,NA,6.5,20.5,0.5,13,106,0.5,NA,NA,0
"CHARLESJOHNSON","WR","Charles Johnson","CLE",170,421,18.6,NA,NA,NA,NA,NA,0,0,0,11.8,163.4,0.4,NA,NA,0
"JAKEBALLARD","TE","Jake Ballard","ARI",63,421,18.6,NA,NA,NA,NA,NA,NA,NA,NA,11.3,141,0.8,NA,NA,0
"TONYMOEAKI","TE","Tony Moeaki","BUF",64,423,18.3,NA,NA,NA,NA,NA,NA,NA,NA,10.3,128.5,0.9,NA,NA,0
"CORYHARKEY","TE","Cory Harkey","STL",65,424,18.2,NA,NA,NA,NA,NA,NA,NA,NA,12.5,121.5,1,NA,NA,0
"NICKTOON","WR","Nick Toon","NO",171,425,18.1,NA,NA,NA,NA,NA,0,0,0,9.3,150.8,0.5,NA,NA,0
"RHETTELLISON","TE","Rhett Ellison","MIN",66,426,18,NA,NA,NA,NA,NA,NA,NA,NA,13,150,0.5,NA,NA,0
"ZACHMETTENBERGER","QB","Zach Mettenberger","TEN",46,426,18,47.3,28.2,333,2.8,2.7,2.7,2.2,0,NA,NA,NA,NA,NA,0.8
"DERRICKCOLEMAN","RB","Derrick Coleman","SEA",111,428,17.7,NA,NA,NA,NA,NA,5.5,20.5,0.5,9.5,66,1,NA,NA,0
"FRANKSUMMERS","RB","Frank Summers","BUF",111,428,17.7,NA,NA,NA,NA,NA,12,44.5,0.5,9,72.5,0.5,NA,NA,0
"BRUCEMILLER","RB","Bruce Miller","SF",113,430,17.6,NA,NA,NA,NA,NA,6,21.5,0.5,15.5,124,0,NA,NA,0
"MIKELLESHOURE","RB","Mikel Leshoure","DET",113,430,17.6,NA,NA,NA,NA,NA,22.8,100.3,0.8,6.1,45.5,0,NA,NA,0.8
"DANHERRON","RB","Dan Herron","IND",115,432,17.5,NA,NA,NA,NA,NA,38.5,147.5,0.5,1.5,12.5,0,NA,NA,0.8
"MYLESWHITE","WR","Myles White","GB",172,432,17.5,NA,NA,NA,NA,NA,0,0,0,10.6,137.9,0.6,NA,NA,0
"JIMDRAY","TE","Jim Dray","CLE",67,434,17.3,NA,NA,NA,NA,NA,NA,NA,NA,12.8,128.3,0.8,NA,NA,0
"BRUCEGRADKOWSKI","QB","Bruce Gradkowski","PIT",47,435,17.2,48.5,28,297,2,2,3.5,13.5,0,NA,NA,NA,NA,NA,0
"DIONSIMS","TE","Dion Sims","MIA",68,436,17.1,NA,NA,NA,NA,NA,NA,NA,NA,9.8,125.6,0.8,NA,NA,0
"MICHAELHOOMANAWANUI","TE","Michael Hoomanawanui","NE",69,437,17,NA,NA,NA,NA,NA,NA,NA,NA,11.9,139.6,0.5,NA,NA,0
"SEANMCGRATH","TE","Sean McGrath","KC",70,438,16.9,NA,NA,NA,NA,NA,NA,NA,NA,11.3,123.8,0.8,NA,NA,0
"DENNISJOHNSON","RB","Dennis Johnson","HOU",116,439,16.7,NA,NA,NA,NA,NA,26.3,108.8,0,8.3,57.8,0,NA,NA,0
"JAMESHANNA","TE","James Hanna","DAL",71,439,16.7,NA,NA,NA,NA,NA,NA,NA,NA,13,137,0.5,NA,NA,0
"JIMMYCLAUSEN","QB","Jimmy Clausen","CHI",48,441,16.5,61,33.8,404.5,1.2,2.3,2,3.5,0,NA,NA,NA,NA,NA,0
"JORDANPALMER","QB","Jordan Palmer","CHI",49,442,16.4,57.8,35,382,0.8,0.5,1,2.5,0,NA,NA,NA,NA,NA,0.8
"DANESANZENBACHER","WR","Dane Sanzenbacher","CIN",173,443,16,NA,NA,NA,NA,NA,0,0,0,11,129.5,0.5,NA,NA,0
"DEVINHESTER","WR","Devin Hester","ATL",173,443,16,NA,NA,NA,NA,NA,0,0,0,7,129.5,0.5,NA,NA,0
"JOSHFREEMAN","QB","Josh Freeman",NA,50,443,16,27.8,16.5,207.8,1.5,0,3,16.5,0,NA,NA,NA,NA,NA,0
"ALANBONNER","WR","Alan Bonner","HOU",175,446,15.8,NA,NA,NA,NA,NA,0,0,0,10.5,158.3,0,NA,NA,0
"GREGSALAS","WR","Greg Salas","NYJ",175,446,15.8,NA,NA,NA,NA,NA,0,0,0,11.3,158.3,0,NA,NA,0
"ERIKLORIG","RB","Erik Lorig","NO",117,448,15.5,NA,NA,NA,NA,NA,5,19.5,0,10.5,75.5,1,NA,NA,0
"MARIONGRICE","RB","Marion Grice","SD",117,448,15.5,NA,NA,NA,NA,NA,16.5,76.5,0.8,4.5,33,0,NA,NA,0
"MICHAELFORD","RB","Michael Ford","CHI",119,450,15.1,NA,NA,NA,NA,NA,18.8,84.8,0.8,2.3,21,0,NA,NA,0
"ANTHONYMCCOY","TE","Anthony McCoy","SEA",72,451,14.4,NA,NA,NA,NA,NA,NA,NA,NA,10,113.5,0.5,NA,NA,0
"JACOBYFORD","WR","Jacoby Ford","NYJ",177,451,14.4,NA,NA,NA,NA,NA,0,0,0,10.5,159,0,NA,NA,0.8
"ARTHURLYNCH","TE","Arthur Lynch","MIA",73,453,14.1,NA,NA,NA,NA,NA,NA,NA,NA,9.5,111,0.5,NA,NA,0
"RYANWHALEN","WR","Ryan Whalen","CIN",178,453,14.1,NA,NA,NA,NA,NA,0,0,0,9,110.5,0.5,NA,NA,0
"GARYBARNIDGE","TE","Gary Barnidge","CLE",74,455,14,NA,NA,NA,NA,NA,NA,NA,NA,11,104.2,0.6,NA,NA,0
"KELLENDAVIS","TE","Kellen Davis","NYG",75,456,13.9,NA,NA,NA,NA,NA,NA,NA,NA,9.1,97.3,0.7,NA,NA,0
"LAVELLEHAWKINS","WR","Lavelle Hawkins","TB",179,457,13.7,NA,NA,NA,NA,NA,0,0,0,11.3,137,0,NA,NA,0
"MATTFLYNN","QB","Matt Flynn","GB",51,458,13.6,29.8,18.3,217.1,1.3,1,3.1,18.8,0,NA,NA,NA,NA,NA,0
"DIONLEWIS","RB","Dion Lewis","CLE",120,459,13.5,NA,NA,NA,NA,NA,20.6,94.1,0.4,2.3,18.3,0,NA,NA,0
"CYRUSGRAY","RB","Cyrus Gray","KC",121,460,13.3,NA,NA,NA,NA,NA,12,55,0.5,7,48,0,NA,NA,0
"DEMETRIUSHARRIS","TE","Demetrius Harris","KC",76,460,13.3,NA,NA,NA,NA,NA,NA,NA,NA,9.2,113.2,0.3,NA,NA,0
"MATTSPAETH","TE","Matt Spaeth","PIT",76,460,13.3,NA,NA,NA,NA,NA,NA,NA,NA,6.5,73,1,NA,NA,0
"BRANDONWEEDEN","QB","Brandon Weeden","DAL",52,463,13.2,42.1,25,293.8,1.2,1.3,1,2,0,NA,NA,NA,NA,NA,0.5
"DANTEROSARIO","TE","Dante Rosario","CHI",78,463,13.2,NA,NA,NA,NA,NA,NA,NA,NA,6.8,87.4,0.8,NA,NA,0
"JOSHHILL","TE","Josh Hill",NA,79,465,13.1,NA,NA,NA,NA,NA,NA,NA,NA,8.3,86.3,0.8,NA,NA,0
"KEALOHAPILARES","WR","Kealoha Pilares","CAR",180,466,13,NA,NA,NA,NA,NA,0,0,0,8.3,129.8,0,NA,NA,0
"TOMMYBOHANON","RB","Tommy Bohanon","NYJ",122,466,13,NA,NA,NA,NA,NA,8,29,0.5,10.5,70.5,0,NA,NA,0
"SEYIAJIROTUTU","WR","Seyi Ajirotutu","SD",181,468,12.9,NA,NA,NA,NA,NA,0,0,0,6,84,0.8,NA,NA,0
"KYLEJUSZCZYK","RB","Kyle Juszczyk","BAL",123,469,12.8,NA,NA,NA,NA,NA,11.8,42.8,0.4,6.4,40.3,0.4,NA,NA,0
"CEDRICPEERMAN","RB","Cedric Peerman","CIN",124,470,12.7,NA,NA,NA,NA,NA,15,70,0,7,56.5,0,NA,NA,0
"NICKKASA","TE","Nick Kasa","OAK",80,471,12.3,NA,NA,NA,NA,NA,NA,NA,NA,8.5,93,0.5,NA,NA,0
"KENJONBARNER","RB","Kenjon Barner","CAR",125,472,12.1,NA,NA,NA,NA,NA,23.3,105.1,0,4.5,26.3,0,NA,NA,0.5
"DARYLRICHARDSON","RB","Daryl Richardson","NYJ",126,473,12,NA,NA,NA,NA,NA,15.8,67.4,0,7.5,62.7,0,NA,NA,0.5
"BEARPASCOE","TE","Bear Pascoe","ATL",81,474,11.9,NA,NA,NA,NA,NA,NA,NA,NA,9.8,96,0.4,NA,NA,0
"JOSHBOYCE","WR","Josh Boyce","NE",182,474,11.9,NA,NA,NA,NA,NA,0,0,0,7.5,88.5,0.5,NA,NA,0
"JOELDREESSEN","TE","Joel Dreessen","DEN",82,476,11.8,NA,NA,NA,NA,NA,NA,NA,NA,8.3,72.8,0.8,NA,NA,0
"MARKSANCHEZ","QB","Mark Sanchez","PHI",53,476,11.8,27.6,16.8,183.8,1.3,0.6,3.5,4.6,0,NA,NA,NA,NA,NA,0
"ARMONBINNS","WR","Armon Binns","MIA",183,478,11.6,NA,NA,NA,NA,NA,0,0,0,9,115.5,0,NA,NA,0
"DAMARISJOHNSON","WR","Damaris Johnson","PHI",184,479,11.4,NA,NA,NA,NA,NA,0,0,0,9.4,111.3,0.4,NA,NA,1
"MIKEGILLISLEE","RB","Mike Gillislee","MIA",127,480,11.1,NA,NA,NA,NA,NA,23,95.2,0,2.2,16.1,0,NA,NA,0
"ANTHONYARMSTRONG","WR","Anthony Armstrong","CLE",185,481,11,NA,NA,NA,NA,NA,0,0,0,4.5,64.5,0.8,NA,NA,0
"CHRISRAINEY","RB","Chris Rainey","IND",128,481,11,NA,NA,NA,NA,NA,11.3,50.3,0,6.8,59.3,0,NA,NA,0
"DAVIDPAULSON","TE","David Paulson","PIT",83,481,11,NA,NA,NA,NA,NA,NA,NA,NA,10.4,110.1,0,NA,NA,0
"RYANWILLIAMS","RB","Ryan Williams","DAL",129,484,10.9,NA,NA,NA,NA,NA,23.5,97.8,0,3.5,26.6,0,NA,NA,0.8
"TANDONDOSS","WR","Tandon Doss","JAC",186,484,10.9,NA,NA,NA,NA,NA,0,0,0,8.3,108.8,0,NA,NA,0
"TJJONES","WR","TJ Jones","DET",186,484,10.9,NA,NA,NA,NA,NA,0,0,0,8,109,0,NA,NA,0
"WILLJOHNSON","RB","Will Johnson","PIT",130,487,10.8,NA,NA,NA,NA,NA,2,7.5,0,11,70,0.5,NA,NA,0
"CROCKETTGILLMORE","TE","Crockett Gillmore","BAL",84,488,10.7,NA,NA,NA,NA,NA,NA,NA,NA,6,77,0.5,NA,NA,0
"DWAYNEHARRIS","WR","Dwayne Harris","DAL",188,488,10.7,NA,NA,NA,NA,NA,0,0,0,7.9,84.8,0.4,NA,NA,0
"HENRYHYNOSKI","RB","Henry Hynoski","NYG",131,490,10.6,NA,NA,NA,NA,NA,4,14.5,0.5,8.5,61.5,0,NA,NA,0
"JAMESCASEY","TE","James Casey","PHI",85,491,10.4,NA,NA,NA,NA,NA,NA,NA,NA,7.4,86.4,0.3,NA,NA,0
"LARRYDONNELL","TE","Larry Donnell","NYG",86,492,10.3,NA,NA,NA,NA,NA,NA,NA,NA,7.1,80.6,0.4,NA,NA,0
"EDWINBAKER","RB","Edwin Baker","CLE",132,493,10.2,NA,NA,NA,NA,NA,14.9,64.1,0.3,3.4,23.1,0,NA,NA,0
"DEREKANDERSON","QB","Derek Anderson","CAR",54,494,10.1,19.8,12.5,136.5,1.4,0.6,1.4,4.1,0,NA,NA,NA,NA,NA,0
"RODNEYSMITH","WR","Rodney Smith","MIN",189,495,10,NA,NA,NA,NA,NA,0,0,0,6.8,99.8,0,NA,NA,0
"STANLEYHAVILI","RB","Stanley Havili","IND",133,496,9.8,NA,NA,NA,NA,NA,6,21.5,0,11,76.5,0,NA,NA,0
"JORVORSKIELANE","RB","Jorvorskie Lane","TB",134,497,9.7,NA,NA,NA,NA,NA,8.5,28.5,0.5,5.5,38.5,0,NA,NA,0
"ORSONCHARLES","RB","Orson Charles","CIN",135,498,9.6,NA,NA,NA,NA,NA,2.3,10.5,0.8,3,40.5,0,NA,NA,0
"JOEMCKNIGHT","RB","Joe McKnight","KC",136,499,9.5,NA,NA,NA,NA,NA,16.5,69,0,4.5,41.3,0,NA,NA,0.8
"JEROMEFELTON","RB","Jerome Felton","MIN",137,500,9.4,NA,NA,NA,NA,NA,5,16.5,0.5,6,47.5,0,NA,NA,0
"LESTARJEAN","WR","Lestar Jean","MIN",190,501,9.2,NA,NA,NA,NA,NA,0,0,0,6,92.3,0,NA,NA,0
"MICHAELEGNEW","TE","Michael Egnew","MIA",87,501,9.2,NA,NA,NA,NA,NA,NA,NA,NA,8.3,91.5,0,NA,NA,0
"TONYFIAMMETTA","RB","Tony Fiammetta","CHI",138,503,9.1,NA,NA,NA,NA,NA,5.5,21.5,0.5,5,39.5,0,NA,NA,0
"JEREMYSTEWART","RB","Jeremy Stewart","OAK",139,504,8.9,NA,NA,NA,NA,NA,11.3,50.3,0,5.3,38.3,0,NA,NA,0
"THADDEUSLEWIS","QB","Thaddeus Lewis","BUF",55,504,8.9,24,14,165,1,1,1,3,0,NA,NA,NA,NA,NA,0
"BRITTANGOLDEN","WR","Brittan Golden","ARI",191,506,8.6,NA,NA,NA,NA,NA,0,0,0,6,85.5,0,NA,NA,0
"DEONTETHOMPSON","WR","Deonte Thompson","BAL",191,506,8.6,NA,NA,NA,NA,NA,0,0,0,9,86.3,0,NA,NA,0
"CHASEFORD","TE","Chase Ford","MIN",88,508,8.5,NA,NA,NA,NA,NA,NA,NA,NA,6.5,85,0,NA,NA,0
"CHRISGRAGG","TE","Chris Gragg","BUF",89,509,8.4,NA,NA,NA,NA,NA,NA,NA,NA,5.6,61.9,0.4,NA,NA,0
"CLYDEGATES","WR","Clyde Gates","NYJ",193,509,8.4,NA,NA,NA,NA,NA,0,0,0,8.3,84,0,NA,NA,0
"KEVINDORSEY","WR","Kevin Dorsey","GB",193,509,8.4,NA,NA,NA,NA,NA,0,0,0,6,84,0,NA,NA,0
"ADAMTHIELEN","WR","Adam Thielen","MIN",195,512,8.3,NA,NA,NA,NA,NA,0,0,0,6.8,82.5,0,NA,NA,0
"NAAMANROOSEVELT","WR","Naaman Roosevelt","BUF",195,512,8.3,NA,NA,NA,NA,NA,0,0,0,6,83.3,0,NA,NA,0
"CHRISTHOMPSON","RB","Chris Thompson","WAS",140,514,8.2,NA,NA,NA,NA,NA,9,43.5,0,4,38.5,0,NA,NA,0
"JAMESDEVELIN","RB","James Develin","NE",141,515,8.1,NA,NA,NA,NA,NA,4.5,16,0.5,5.5,35,0,NA,NA,0
"LEONWASHINGTON","RB","Leon Washington","TEN",141,515,8.1,NA,NA,NA,NA,NA,6,29.5,0,5.5,51.5,0,NA,NA,0
"DJWILLIAMS","TE","D.J. Williams","NE",90,517,8,NA,NA,NA,NA,NA,NA,NA,NA,5.2,59.7,0.3,NA,NA,0
"MICHAELCAMPANARO","WR","Michael Campanaro","BAL",197,518,7.4,NA,NA,NA,NA,NA,0,0,0,6,73.5,0,NA,NA,0
"BLAINEGABBERT","QB","Blaine Gabbert","SF",56,519,7.3,13.6,8.6,99,0.8,0,1.9,3.4,0,NA,NA,NA,NA,NA,0
"GERELLROBINSON","TE","Gerell Robinson","DEN",91,519,7.3,NA,NA,NA,NA,NA,NA,NA,NA,6,72.8,0,NA,NA,0
"JOHNPHILLIPS","TE","John Phillips","SD",91,519,7.3,NA,NA,NA,NA,NA,NA,NA,NA,8,72.5,0,NA,NA,0
"NICKWILLIAMS","WR","Nick Williams","PIT",198,519,7.3,NA,NA,NA,NA,NA,0,0,0,6,72.8,0,NA,NA,0
"ANTONESMITH","RB","Antone Smith","ATL",143,523,7.2,NA,NA,NA,NA,NA,10.1,43.1,0.4,0.8,6.4,0,NA,NA,0
"JALENPARMELE","RB","Jalen Parmele","ARI",143,523,7.2,NA,NA,NA,NA,NA,6,31.5,0,5.3,40.5,0,NA,NA,0
"CRAIGSTEVENS","TE","Craig Stevens","TEN",93,525,7.1,NA,NA,NA,NA,NA,NA,NA,NA,6.5,71,0,NA,NA,0
"MATTMOORE","QB","Matt Moore","MIA",57,525,7.1,34.6,20.1,220.6,0.8,1,2,3.1,0,NA,NA,NA,NA,NA,1.5
"CHASEDANIEL","QB","Chase Daniel","KC",58,527,6.8,21,12.5,138.5,0.5,0.5,2.5,3,0,NA,NA,NA,NA,NA,0
"DUSTINHOPKINS","K","Dustin Hopkins","BUF",35,527,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAYLORTHOMPSON","TE","Taylor Thompson","TEN",94,527,6.8,NA,NA,NA,NA,NA,NA,NA,NA,6,67.9,0,NA,NA,0
"TYLERCLUTTS","RB","Tyler Clutts","DAL",145,527,6.8,NA,NA,NA,NA,NA,3,11.5,0.5,4.5,26.5,0,NA,NA,0
"WESLYESAUNDERS","TE","Weslye Saunders","IND",94,527,6.8,NA,NA,NA,NA,NA,NA,NA,NA,6,68.3,0,NA,NA,0
"JASONCAMPBELL","QB","Jason Campbell","CIN",59,532,6.7,24.6,13.9,170.5,0.3,0.6,0.6,1.8,0,NA,NA,NA,NA,NA,0
"ALVESTERALEXANDER","RB","Alvester Alexander","PIT",146,533,6.5,NA,NA,NA,NA,NA,11.3,48.8,0,3,16.5,0,NA,NA,0
"JEFFMAEHL","WR","Jeff Maehl","PHI",199,533,6.5,NA,NA,NA,NA,NA,0,0,0,5.5,64.5,0,NA,NA,0
"LEESMITH","TE","Lee Smith","BUF",96,533,6.5,NA,NA,NA,NA,NA,NA,NA,NA,6.5,64.5,0,NA,NA,0
"RYANGRANT","WR","Ryan Grant","WAS",199,533,6.5,NA,NA,NA,NA,NA,0,0,0,5.3,65.3,0,NA,NA,0
"TERRENCETOLIVER","WR","Terrence Toliver","CHI",199,533,6.5,NA,NA,NA,NA,NA,0,0,0,5.3,65.3,0,NA,NA,0
"PATRICKDIMARCO","RB","Patrick DiMarco","ATL",147,538,6.3,NA,NA,NA,NA,NA,3,11.5,0,8,51,0,NA,NA,0
"COLLINMOONEY","RB","Collin Mooney","TEN",148,539,6.2,NA,NA,NA,NA,NA,3.5,12,0.5,3.5,20,0,NA,NA,0
"LAMICHAELJAMES","RB","LaMichael James","SF",148,539,6.2,NA,NA,NA,NA,NA,8.6,36,0,3.4,26.3,0,NA,NA,0
"MARVINMCNUTT","WR","Marvin McNutt","CAR",202,539,6.2,NA,NA,NA,NA,NA,0,0,0,3.8,61.5,0,NA,NA,0
"MICHAELPRESTON","WR","Michael Preston","TEN",203,542,6.1,NA,NA,NA,NA,NA,0,0,0,5.5,60.5,0,NA,NA,0
"ERICWEEMS","WR","Eric Weems","CHI",204,543,5.9,NA,NA,NA,NA,NA,0,0,0,6,58.5,0,NA,NA,0
"GARRETTCELEK","TE","Garrett Celek","SF",97,543,5.9,NA,NA,NA,NA,NA,NA,NA,NA,5.3,58.5,0,NA,NA,0
"ANDYTANNER","WR","Andy Tanner","NO",205,545,5.7,NA,NA,NA,NA,NA,0,0,0,3.8,57,0,NA,NA,0
"NILESPAUL","TE","Niles Paul","WAS",98,545,5.7,NA,NA,NA,NA,NA,NA,NA,NA,6,57,0,NA,NA,0
"TOMMYSTREETER","WR","Tommy Streeter","TB",205,545,5.7,NA,NA,NA,NA,NA,0,0,0,3.8,57,0,NA,NA,0
"TYRODTAYLOR","QB","Tyrod Taylor","BAL",60,545,5.7,9.5,6,57,0,0,5.5,34,0,NA,NA,NA,NA,NA,0
"ALLENREISNER","TE","Allen Reisner","MIN",99,549,5.6,NA,NA,NA,NA,NA,NA,NA,NA,4.5,56.3,0,NA,NA,0
"FENDIONOBUN","TE","Fendi Onobun","JAC",99,549,5.6,NA,NA,NA,NA,NA,NA,NA,NA,4.5,56.3,0,NA,NA,0
"KEVINBROCK","TE","Kevin Brock","CIN",99,549,5.6,NA,NA,NA,NA,NA,NA,NA,NA,5,55.5,0,NA,NA,0
