"name","pos","team","projections","vor","simulation","sdPick","sdPts","risk","avgCost","inflatedCost","bidUpTo","bidUpToSim"
"Justin Brown","WR","PIT",25.3125,-125.774166666667,0,NA,7.02687363804132,3.9550572717497,1,2,1,1
"Armon Binns","WR",NA,25.2875,-125.799166666667,NA,NA,NA,NA,1,2,1,1
"Derek Hagan","WR","TB",25.0125,-126.074166666667,0,NA,15.2823453083943,6.59995775200519,1,2,1,1
"Devin Hester","WR","CHI",24.3,-126.786666666667,0,NA,21.4430131394821,8.57372181489393,1,2,1,1
"Ted Ginn Jr.","WR",NA,23.6625,-127.424166666667,NA,NA,NA,NA,1,2,1,1
"Kyle Williams","WR","SF",23.6125,-127.474166666667,0.693147180559945,NA,35.1874011987956,12.9771696166041,1,2,1,1
"Ricardo Lockette","WR",NA,23.5625,-127.524166666667,NA,NA,NA,NA,1,2,1,1
"Cole Beasley","WR",NA,23.4125,-127.674166666667,NA,NA,NA,NA,1,2,1,1
"Courtney Roby","WR","NO",22.9375,-128.149166666667,0,NA,16.2192617934664,6.90012847032113,1,2,1,1
"DeVier Posey","WR","HOU",22.825,-128.261666666667,0,NA,4.54316106912357,3.15932168828953,1,2,1,1
"Marcus Easley","WR",NA,22.675,-128.411666666667,NA,NA,NA,NA,1,2,1,1
"Tavarres King","WR","DEN",21.5125,-129.574166666667,0,NA,7.85772410593551,4.22124639931288,1,2,1,1
"Clyde Gates","WR",NA,21.4125,-129.674166666667,NA,NA,NA,NA,1,2,1,1
"Ryan Swope","WR","ARI",21.2625,-129.824166666667,0,NA,9.80226775419852,4.84424222977992,1,2,1,1
"Josh Cribbs","WR","OAK",21.0625,-130.024166666667,0,NA,11.2164813165716,5.29733010648321,1,2,1,1
"Corey Fuller","WR","DET",21.025,-130.061666666667,0,50,15.6270598642227,9.35228427233491,1,2,1,1
"Marquess Wilson","WR","CHI",20.825,-130.261666666667,0,NA,6.75286976033153,3.86727149563843,1,2,1,1
"Damaris Johnson","WR",NA,20.5625,-130.524166666667,NA,NA,NA,NA,1,2,1,1
"Aldrick Robinson","WR","WAS",20.3125,-130.774166666667,0,NA,15.2469899693349,6.58863055508761,1,2,1,1
"Anthony Armstrong","WR",NA,20.3125,-130.774166666667,NA,NA,NA,NA,1,2,1,1
"Andre Caldwell","WR","DEN",20.2875,-130.799166666667,0,NA,8.01682313170248,4.27221878544201,1,2,1,1
"Brad Smith","WR",NA,18.975,-132.111666666667,NA,NA,NA,NA,1,2,1,1
"Drew Davis","WR",NA,18.975,-132.111666666667,NA,NA,NA,NA,1,2,1,1
"Chad Henne","QB","JAC",93.072,-132.338,0,NA,23.9874659214627,9.38891743953839,1,2,1,1
"Da'Rick Rogers","WR","BUF",18.6,-132.486666666667,NA,3.5,NA,2.05476745759156,1,2,1,1
"Deonte Thompson","WR",NA,18.3,-132.786666666667,NA,NA,NA,NA,1,2,1,1
"David Gettis","WR",NA,18.2,-132.886666666667,NA,NA,NA,NA,1,2,1,1
"Dane Sanzenbacher","WR",NA,17.4625,-133.624166666667,NA,NA,NA,NA,1,2,1,1
"Jerrel Jernigan","WR",NA,17.125,-133.961666666667,NA,NA,NA,NA,1,2,1,1
"Chris Harper","WR","SEA",16.7875,-134.299166666667,0,NA,7.04455130757098,3.96072087020849,1,2,1,1
"Brice Butler","WR","OAK",16.5625,-134.524166666667,0,NA,4.5519999038884,3.16215348751893,1,2,1,1
"David Reed","WR","BAL",15.9125,-135.174166666667,0,NA,12.7014055570634,5.77307237702168,1,2,1,1
"Kris Durham","WR","DET",15.175,-135.911666666667,0,NA,4.91439212924651,3.27825725592415,1,2,1,1
"Patrick Edwards","WR",NA,15,-136.086666666667,NA,NA,NA,NA,1,2,1,1
"Brian Robiskie","WR",NA,14.7,-136.386666666667,NA,NA,NA,NA,1,2,1,1
"Dezmon Briscoe","WR",NA,14.675,-136.411666666667,NA,NA,NA,NA,1,2,1,1
"Lavelle Hawkins","WR","NE",14.0625,-137.024166666667,0,NA,6.49654355215141,3.78514931798596,1,2,1,1
"Kevin Dorsey","WR","GB",13.8125,-137.274166666667,0,NA,9.76691241513919,4.83291503286234,1,2,1,1
"Brandon Tate","WR","CIN",13.6375,-137.449166666667,0,NA,9.80226775419852,4.84424222977992,1,2,1,1
"Jeff Fuller","WR",NA,13.5125,-137.574166666667,NA,NA,NA,NA,1,2,1,1
"Trindon Holliday","WR",NA,12.8625,-138.224166666667,NA,NA,NA,NA,1,2,1,1
"Devin Aromashodu","WR","CHI",12.75,-138.336666666667,0,NA,9.01561146012848,4.59221209836371,1,2,1,1
"Tobais Palmer","WR",NA,12.675,-138.411666666667,NA,NA,NA,NA,1,2,1,1
"Devon Wylie","WR",NA,12.525,-138.561666666667,NA,NA,NA,NA,1,2,1,1
"Jarrett Boykin","WR",NA,12.3,-138.786666666667,NA,NA,NA,NA,1,2,1,1
"Devery Henderson","WR",NA,11.8,-139.286666666667,NA,NA,NA,NA,1,2,1,1
"Deon Butler","WR","SD",11.6875,-139.399166666667,0,NA,8.26431050511777,4.35150916386508,1,2,1,1
"Alan Bonner","WR",NA,11.6,-139.486666666667,NA,NA,NA,NA,1,2,1,1
"Eric Weems","WR","CHI",11.425,-139.661666666667,0,NA,17.2887608000111,7.242776177078,1,2,1,1
"Chastin West","WR",NA,11.0375,-140.049166666667,NA,NA,NA,NA,1,2,1,1
"Kevin Cone","WR",NA,10.8625,-140.224166666667,NA,NA,NA,NA,1,2,1,1
"Matt Slater","WR",NA,9.5875,-141.499166666667,NA,NA,NA,NA,1,2,1,1
"Preston Parker","WR",NA,9.3875,-141.699166666667,NA,NA,NA,NA,1,2,1,1
"Chris Owusu","WR",NA,9.05,-142.036666666667,NA,NA,NA,NA,1,2,1,1
"Kealoha Pilares","WR",NA,8.425,-142.661666666667,NA,NA,NA,NA,1,2,1,1
"Toney Clemons","WR",NA,8.375,-142.711666666667,NA,NA,NA,NA,1,2,1,1
"Stephen Burton","WR",NA,7.8875,-143.199166666667,NA,NA,NA,NA,1,2,1,1
"Laron Byrd","WR",NA,7.6625,-143.424166666667,NA,NA,NA,NA,1,2,1,1
"Jordan Norwood","WR",NA,7.5,-143.586666666667,NA,NA,NA,NA,1,2,1,1
"Greg Salas","WR",NA,7.3375,-143.749166666667,NA,NA,NA,NA,1,2,1,1
"Aaron Mellette","WR",NA,7.1625,-143.924166666667,NA,NA,NA,NA,1,2,1,1
"Terrance Copper","WR",NA,6.5,-144.586666666667,NA,NA,NA,NA,1,2,1,1
"Nathan Palmer","WR",NA,6.4875,-144.599166666667,NA,NA,NA,NA,1,2,1,1
"Chad Hall","WR",NA,6.4,-144.686666666667,NA,NA,NA,NA,1,2,1,1
"Kevin Elliott","WR",NA,6,-145.086666666667,NA,NA,NA,NA,1,2,1,1
"Armanti Edwards","WR",NA,5.9875,-145.099166666667,NA,NA,NA,NA,1,2,1,1
"Josh Cooper","WR",NA,5.8875,-145.199166666667,NA,NA,NA,NA,1,2,1,1
"Taylor Price","WR",NA,5.55,-145.536666666667,NA,NA,NA,NA,1,2,1,1
"Marlon Moore","WR",NA,5.175,-145.911666666667,NA,NA,NA,NA,1,2,1,1
"Michael Preston","WR",NA,4.925,-146.161666666667,NA,NA,NA,NA,1,2,1,1
"Jordan White","WR",NA,4.5,-146.586666666667,NA,NA,NA,NA,1,2,1,1
"Griff Whalen","WR",NA,4.275,-146.811666666667,NA,NA,NA,NA,1,2,1,1
"LaQuan Williams","WR",NA,3.875,-147.211666666667,NA,NA,NA,NA,1,2,1,1
"Cobi Hamilton","WR",NA,3.8375,-147.249166666667,NA,NA,NA,NA,1,2,1,1
"Terrence Austin","WR",NA,3.3875,-147.699166666667,NA,NA,NA,NA,1,2,1,1
"Joe Adams","WR",NA,3.375,-147.711666666667,NA,NA,NA,NA,1,2,1,1
"Danny Coale","WR",NA,3.225,-147.861666666667,NA,NA,NA,NA,1,2,1,1
"Jeff Maehl","WR",NA,2.725,-148.361666666667,NA,NA,NA,NA,1,2,1,1
"Ryan Whalen","WR",NA,2.225,-148.861666666667,NA,NA,NA,NA,1,2,1,1
"Jamar Newsome","WR",NA,2,-149.086666666667,NA,NA,NA,NA,1,2,1,1
"Kassim Osgood","WR",NA,1.8875,-149.199166666667,NA,NA,NA,NA,1,2,1,1
"Kris Adams","WR",NA,1.45,-149.636666666667,NA,NA,NA,NA,1,2,1,1
"Mardy Gilyard","WR",NA,1.45,-149.636666666667,NA,NA,NA,NA,1,2,1,1
"Roberto Wallace","WR",NA,1.1625,-149.924166666667,NA,NA,NA,NA,1,2,1,1
"Demarco Sampson","WR",NA,1,-150.086666666667,NA,NA,NA,NA,1,2,1,1
"Nick Miller","WR",NA,0.8875,-150.199166666667,NA,NA,NA,NA,1,2,1,1
"Kevin Kolb","QB","BUF",75.174,-150.236,0,59.5,15.8248577876706,10.3992850481212,1,2,1,1
"Carlton Mitchell","WR",NA,0.55,-150.536666666667,NA,NA,NA,NA,1,2,1,1
"Mark Sanchez","QB","NYJ",60.114,-165.296,0,NA,23.3157398267065,9.17370881893333,1,2,1,1
"Matt Cassel","QB","MIN",40.564,-184.846,0,NA,16.215704034464,6.8989886301194,1,2,1,1
"Ryan Fitzpatrick","QB","TEN",36.338,-189.072,0,NA,8.78792307658641,4.51926495021448,1,2,1,1
"Kirk Cousins","QB","WAS",33.502,-191.908,0,NA,3.57381607435712,2.84876147506777,1,2,1,1
"Nick Foles","QB","PHI",32.166,-193.244,0,NA,26.6666436583234,10.2472764486742,1,2,1,1
"Tyler Wilson","QB",NA,31.804,-193.606,NA,NA,NA,NA,1,2,1,1
"Jason Campbell","QB","CLE",30.966,-194.444,0,NA,5.53316292910303,3.47649997918197,1,2,1,1
"Terrelle Pryor","QB","OAK",28.686,-196.724,0,NA,9.17504797444315,4.64329260958338,1,2,1,1
"Matt Barkley","QB","PHI",28.014,-197.396,0,NA,8.2788061941321,4.35615331460129,1,2,1,1
"Bruce Gradkowski","QB","PIT",17.914,-207.496,0,NA,7.16610196224791,3.99966345250635,1,2,1,1
"David Garrard","QB","NYJ",14.88,-210.53,0,NA,5.15480843484993,3.35528219496371,1,2,1,1
"Chase Daniel","QB","KC",13.792,-211.618,NA,NA,NA,NA,1,2,1,1
"Colt McCoy","QB",NA,10.958,-214.452,NA,NA,NA,NA,1,2,1,1
"Matt Moore","QB",NA,10.804,-214.606,NA,NA,NA,NA,1,2,1,1
"Drew Stanton","QB","ARI",8.462,-216.948,0,NA,1.38027243687614,2.14599065204261,1,2,1,1
"Domanique Davis","QB",NA,8.198,-217.212,NA,NA,NA,NA,1,2,1,1
"Tyrod Taylor","QB","BAL",7.88,-217.53,0,NA,0.521844804515673,1.87096631088371,1,2,1,1
"Josh McCown","QB","CHI",7.14,-218.27,0,NA,2.44517524934308,2.48716582320019,1,2,1,1
"Dennis Dixon","QB","PHI",6.482,-218.928,0,NA,1.14551298552221,2.07077806450986,1,2,1,1
"Graham Harrell","QB","GB",5.678,-219.732,0,NA,0.0296984848098349,1.71329172979096,1,2,1,1
"Kyle Orton","QB","DAL",5.568,-219.842,0,NA,2.30375389310577,2.44185703552986,1,2,1,1
"Charlie Whitehurst","QB","SD",5.216,-220.194,0,NA,0.124450793488832,1.74364861753008,1,2,1,1
"Brock Osweiler","QB","DEN",4.426,-220.984,0,NA,0.497803173955329,1.86326381697975,1,2,1,1
"Shaun Hill","QB","DET",4.38,-221.03,0,NA,1.48351002692938,2.17906606704195,1,2,1,1
"Josh Johnson","QB","CIN",4.158,-221.252,NA,NA,NA,NA,1,2,1,1
"Brian Hoyer","QB","CLE",4.134,-221.276,0,NA,0.729734198184517,1.93757022875909,1,2,1,1
"Seneca Wallace","QB",NA,4.12,-221.29,NA,NA,NA,NA,1,2,1,1
"Ryan Mallett","QB","NE",2.682,-222.728,0,NA,0.405879292401078,1.83381310499404,1,2,1,1
"Curtis Painter","QB","NYG",2.432,-222.978,0,NA,0.425678282274301,1.84015633526788,1,2,1,1
"Tarvaris Jackson","QB",NA,2.194,-223.216,NA,NA,NA,NA,1,2,1,1
"Taylor Yates","QB",NA,2.044,-223.366,NA,NA,NA,NA,1,2,1,1
"Matt Hasselbeck","QB","IND",1.984,-223.426,NA,NA,NA,NA,1,2,1,1
"Luke McCown","QB",NA,1.572,-223.838,NA,NA,NA,NA,1,2,1,1
"Austin Davis","QB",NA,1.524,-223.886,NA,NA,NA,NA,1,2,1,1
"Brady Quinn","QB",NA,1.052,-224.358,NA,NA,NA,NA,1,2,1,1
"Dan Orlovsky","QB","TB",0.974,-224.436,0,NA,0.449719912834644,1.84785882917184,1,2,1,1
"Derek Anderson","QB","CAR",0.898,-224.512,NA,NA,NA,NA,1,2,1,1
"Ryan Nassib","QB",NA,0.882,-224.528,NA,NA,NA,NA,1,2,1,1
"Mike Glennon","QB",NA,0.85,-224.56,NA,NA,NA,NA,1,2,1,1
"David Carr","QB","NYG",0.588,-224.822,0,NA,0.197989898732233,1.76720918711865,1,2,1,1
"Adam Weber","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Alex Silvestro","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Alfonso Smith","RB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Andre Holmes","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Andre Smith","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"B.J. Coleman","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"B.J. Cunningham","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"B.J. Daniels","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Beanie Wells","RB","FA",NA,NA,NA,33.7,NA,8.51003574978133,1,2,1,1
"Benny Cunningham","RB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Bobby Rainey","RB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Brad Sorensen","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Brandon Barden","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Brandon Bostick","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Brandon Collins","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Brandon Jackson","RB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Brandon Jacobs","RB","FA",NA,NA,NA,NA,NA,NA,1,2,1,1
"Brandon Kaufman","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Brandon Lloyd","WR","FA",NA,NA,NA,27.3,NA,7.14203187329078,1.1,2,1,1
"Brandon Williams","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Brett Swain","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Bryan Walters","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Byron Leftwich","QB","PIT",NA,NA,NA,NA,NA,NA,1,2,1,1
"C.J. Anderson","RB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Caleb Hanie","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Case Keenum","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Chandler Harnish","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Charly Martin","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Chris Hogan","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Colby Cameron","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Colin Cloherty","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Conner Vernon","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Cory Harkey","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Curtis McNeal","RB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"D.J. Harper","RB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Dale Moss","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Danny Noble","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Dante Rosario","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"David Douglas","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"David Gilreath","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Davin Meggett","RB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Deangelo Peterson","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Deji Karim","RB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Demetrius Harris","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Derek Carrier","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Devin Thomas","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Diondre Borel","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Dominique Jones","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Dominique Whaley","RB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Donte Stallworth","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Emory Blake","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Eric Page","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Gabe Miller","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Greg Childs","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Greg McElroy","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Greg Orton","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Isaiah Williams","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Jackie Battle","RB","FA",NA,NA,NA,NA,NA,NA,1,2,1,1
"Jahvid Best","RB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Jake Stoneburner","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Jamie McCoy","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Jarett Dillard","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Jaron Brown","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Jarred Fayson","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Jasper Collins","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Javon Ringer","RB","FA",NA,NA,NA,NA,NA,NA,1,2,1,1
"Jawan Jamison","RB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Jeff Demps","RB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Jeff Tuel","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Jeremiah Johnson","RB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Jeremy Ebert","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Jeremy Horne","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Jeremy Ross","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Jermaine Kearse","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Jeron Mastrud","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Jerrell Jackson","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Jewel Hampton","RB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Jimmy Clausen","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Joe Anderson","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Joe Hastings","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Joe Webb","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"John Parker Wilson","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"John Skelton","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Jordan Roberts","RB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Jordan Rodgers","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Jordan Todman","RB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Jorvorskie Lane","RB","MIA",NA,NA,NA,NA,NA,NA,1,2,1,1
"Joseph Fauria","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Josh Bellamy","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Junior Hemingway","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Justice Cunningham","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Kamar Aiken","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Kashif Moore","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Kellen Clemens","QB","STL",NA,NA,NA,NA,NA,NA,1,2,1,1
"Kellen Moore","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Kenbrell Thompkins","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Kerry Taylor","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Kyle Miller","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Lance Lewis","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Landry Jones","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Marc Mariani","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Marcus Davis","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Marcus Lattimore","RB","SF",NA,NA,NA,NA,NA,NA,1,2,1,1
"Mark Harrison","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"MarQueis Gray","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Marvin McNutt","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Matt Leinart","QB","OAK",NA,NA,NA,NA,NA,NA,1,2,1,1
"Matt Scott","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Matt Willis","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Matthew Slater","WR","NE",NA,NA,NA,NA,NA,NA,1,2,1,1
"Matthew Tucker","RB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"McLeod Bethel-Thompson","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Michael Ford","RB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Michael Higgins","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Michael Hill","RB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Micheal Spurlock","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Miguel Maysonet","RB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Mike Brown","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Mike Kafka","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Mike Willie","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Nathan Enderle","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Nick Williams","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Pat Devlin","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Pat White","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Peyton Hillis","RB","FA",NA,NA,NA,40,NA,9.85666456570172,1,2,1,1
"Philip Lutzenkirchen","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Ray Graham","RB","HOU",NA,NA,NA,NA,NA,NA,1,2,1,1
"Raymond Radway","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Rex Grossman","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Richard Goodman","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Richard Quinn","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Ricky Stanzi","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Robert Gill","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Rodney Smith","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Ronnie Wingo","RB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Roy Roundtree","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Russell Shepard","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Rusty Smith","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Ryan Katz","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Ryan Lindley","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Ryan Otten","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Ryan Spadola","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Saalim Hakim","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Sam McGuffie","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Scott Tolzien","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Sean Renfree","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Seth Doege","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Stephen McGee","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Stephen Williams","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Steven Miller","RB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"T.J. Moe","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"T.J. Yates","QB","HOU",NA,NA,NA,NA,NA,NA,1,2,1,1
"Tauren Poole","RB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Ted Ginn","WR","CAR",NA,NA,NA,NA,NA,NA,1,2,1,1
"Terrence Toliver","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Thaddeus Lewis","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Tim Benford","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Tim Tebow","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Tim Toone","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Tori Gurley","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Tyler Bray","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Tyler Thigpen","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Tyrone Goard","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Zac Dysert","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Zac Robinson","QB",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Zach Potter","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Zach Rogers","WR",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
"Zach Sudfeld","TE",NA,NA,NA,NA,NA,NA,NA,1,2,1,1
