"name","pos","team","overallRank","pick","positionRank","projections","projectedPts_espn","projectedPts_cbs","projectedPts_nfl","projectedPts_fp","projectedPtsAvg","projectedPtsLatent","vor","sdPick","sdPts","risk"
"Luke Stocker","TE","TB",188,NA,36,55.8375,56.75,43.5375,56.25,55.8375,53.09375,57.2969691972207,-57.7166666666667,NA,6.38174887863821,3.14138848339727
"Nate Burleson","WR","DET",189,184.1,62,86.355,87.9,97.6,90.125,86.355,90.8475,91.3959291746634,-58.07,14.5,4.98302284428504,3.69197187528681
"Aaron Dobson","WR","NE",190,132.55,63,86.2,80.75,98,70.375,86.2,83.7479166666667,87.1910226128981,-58.225,18.3,11.5025970799352,4.8755226709827
"Zac Stacy","RB","STL",191,120.4,64,54.4325,72.275,123.605,61.7,54.4325,77.8114583333333,80.7276286092351,-58.9791666666667,20,31.271438870997,7.38630615556019
"Travis Kelce","TE","KC",192,NA,37,53.6625,59.125,31.7625,NA,53.6625,48.1833333333333,38.8497913537374,-59.8916666666667,NA,14.4807648998019,5.04577980406868
"Stephen Hill","WR","NYJ",193,179.1,64,84.45,88.75,88.8375,127.5,84.45,97.2760416666667,101.443215451251,-59.975,16.4,20.1812654846642,5.68734315564464
"Dexter McCluster","WR","KC",194,221,65,83.5625,73.1,71.675,36.825,83.5625,67.5697916666667,72.4200257807521,-60.8625,44,20.3461692109965,8.73582353464437
"James Casey","TE","PHI",195,NA,38,52.6625,NA,93.7375,46.975,52.6625,64.525,46.8519305553255,-60.8916666666667,NA,25.5154681435268,7.64046451991831
"Ed Dickson","TE","BAL",196,NA,39,52.0125,52.625,56.7125,88.625,52.0125,62.49375,64.1593822377988,-61.5416666666667,NA,17.5453118738311,5.76637310131378
"Anthony Fasano","TE","KC",197,NA,40,51.1375,NA,63.5,45.125,51.1375,53.2541666666667,39.9597954971387,-62.4166666666667,NA,9.36858391558369,3.84370870424541
"Mohamed Sanu","WR","CIN",198,153.2,66,81.87,76.975,110.375,52.5,81.87,80.7441666666667,86.6553992339065,-62.555,14.5,23.7402509815433,5.89724609447004
"Brian Quick","WR","STL",199,169.2,67,81.6625,83.375,84.8375,NA,81.6625,83.0083333333333,72.8091349208094,-62.7625,22.4,1.58913957327017,4.15997831665099
"Joe Morgan","WR","NO",200,175.2,68,81.3925,68.975,94.7125,NA,81.3925,82.4483333333333,71.1069202313903,-63.0325,22.2,12.8713869525911,5.46447431824917
"Denard Robinson","RB","JAC",201,167.4,65,49.125,22.125,61.2375,55.875,49.125,46.840625,49.2677564579992,-64.2866666666667,20.85,17.3658710280395,5.84472552774498
"A.J. Jenkins","WR","SF",202,157.55,69,79.5,85.625,73.3375,NA,79.5,79.4541666666667,68.9565680992052,-64.925,15.95,6.14375953712383,3.98757599784216
"Garrett Graham","TE","HOU",203,NA,41,48.2875,NA,53.3375,NA,48.2875,50.8125,25.2674209922067,-65.2666666666667,NA,3.57088924499206,2.48044687321236
"Justin Hunter","WR","TEN",204,184,70,77.3375,71.25,82.1875,56.125,77.3375,71.5,75.4626679358499,-67.0875,13.1,11.3218032647925,4.28356823182661
"Darrius Heyward-Bey","WR","IND",205,142.75,71,77.1375,86.05,112.6625,123.25,77.1375,99.9166666666667,103.450604835586,-67.2875,14.7,21.74086254422,5.68412933906437
"Kendall Hunter","RB","SF",206,185.7,66,44.5875,28.175,77.2075,62.7,44.5875,53.1425,53.8804725083044,-68.8241666666667,25.4,21.3465970160742,6.81209801047716
"Jeremy Kerley","WR","NYJ",207,179.8,72,75.35,85.25,102.8625,44.625,75.35,77.0885416666667,82.8129075369894,-69.075,21.8,24.4116954019141,6.7773604321578
"Zach Ertz","TE","PHI",208,232.5,42,44.2,63.625,30.4625,NA,44.2,46.0958333333333,35.9561778597383,-69.3541666666667,35.5,16.6623374585721,7.36984523568482
"LaMichael James","RB","SF",209,149.45,67,43.8875,53.325,82.7125,48.025,43.8875,56.8208333333333,58.7919506119349,-69.5241666666667,16.6,17.579589846372,5.40341591442938
"Evan Royster","RB","WAS",210,189.4,68,43.4375,32.5,49.3925,34.3,43.4375,39.9075,44.6978391700571,-69.9741666666667,9,7.93181857037422,3.43503617264131
"Davone Bess","WR","CLE",211,185.3,73,74.2875,77.625,76.3375,48.625,74.2875,69.0520833333333,73.3593395028317,-70.1375,29.5,13.7977825060164,6.37456308268924
"Rashad Jennings","RB","OAK",212,182.5,69,42.3825,59.45,69.5125,50,42.3825,55.08625,58.0243912672022,-71.0291666666667,12.8,11.7496695875529,4.30094725539747
"Golden Tate","WR","SEA",213,154.2,74,72.8925,81,105.0875,65.5,72.8925,81.3808333333333,84.8475004841691,-71.5325,14.8,17.1865413672055,5.15965595106755
"Ronnie Brown","RB","SD",214,NA,70,41.7925,47.625,43.6075,53.525,41.7925,46.4958333333333,51.2800473286815,-71.6191666666667,NA,5.19832464998741,2.86311976237911
"Josh Morgan","WR","WAS",215,NA,75,71.625,69,83.05,91.375,71.625,79.0541666666667,81.1165094671861,-72.8,NA,10.3876228432367,4.08332409507531
"Donnie Avery","WR","KC",216,185.3,76,70.6575,66.7,101.5375,61,70.6575,74.99625,78.7359359058052,-73.7675,23.1,18.1473915136584,6.18354525574977
"Brandon Gibson","WR","MIA",217,201.8,77,70.645,69.775,87.1625,83.5,70.645,77.9264583333333,80.0724971272952,-73.78,33.2,8.86449104926504,6.20063347947605
"Ryan Broyles","WR","DET",218,149.65,78,70.4875,75.625,91.4875,64.625,70.4875,75.4729166666667,78.5555529411982,-73.9375,18.5,11.5324745284783,4.90098528931084
"LaRod Stephens-Howling","RB","PIT",219,NA,71,38.9625,26.575,71.9925,NA,38.9625,45.7933333333333,33.5089734862652,-74.4491666666667,NA,23.4775792424035,7.16127816868124
"Joique Bell","RB","DET",220,161.7,72,38.955,30.75,49.3325,61.425,38.955,44.890625,47.5244359452304,-74.4566666666667,38,13.2677834080339,7.24512422990328
"Mike James","RB","TB",221,NA,73,38.875,NA,26.5925,NA,38.875,21.6058333333333,18.4341077620846,-74.5366666666667,NA,8.68503903992377,3.68298091643827
"Hayden Smith","TE",NA,222,NA,43,38.8875,NA,NA,NA,38.8875,38.8875,11.9632042501999,-74.6666666666667,NA,NA,NA
"William Powell","RB",NA,223,NA,74,38.575,NA,NA,NA,38.575,38.575,11.9258976221764,-74.8366666666667,NA,NA,NA
"Vincent Brown","WR","SD",224,138.3,79,69.2875,52.625,96.925,44,69.2875,65.709375,70.0237429452853,-75.1375,17.2,23.3074813074222,6.14268995799806
"Markus Wheaton","WR","PIT",225,196.9,80,69.1375,44.125,88.2625,44.5,69.1375,61.4979166666667,65.6071704034958,-75.2875,32.9,21.3342704058517,7.63377181294168
"Leonard Hankerson","WR","WAS",226,194.1,81,69.1175,65.1,86.4125,30.125,69.1175,62.7579166666667,67.4917389776414,-75.3075,28.2,23.5963067819945,7.38389408312643
"Tom Crabtree","TE","TB",227,NA,44,38.1125,46.75,43.6625,19,38.1125,36.88125,40.6563365477429,-75.4416666666667,NA,12.4449809997177,4.5670884198373
"Bilal Powell","RB","NYJ",228,151.6,75,36.925,26.775,58.87,37.6,36.925,40.0425,42.8314785782404,-76.4866666666667,35.6,13.4930343140452,7.00820745099773
"Justin Forsett","RB","JAC",229,177,76,36.9075,53.025,53.9625,27.325,36.9075,42.7216666666667,45.9305815273559,-76.5041666666667,4,12.9531091827406,3.47663711602817
"David Paulson","TE","PIT",230,NA,45,36.7375,44.125,NA,NA,36.7375,40.43125,21.0128926665205,-76.8166666666667,NA,5.22375134601562,2.86909856018651
"Luke Willson","TE",NA,231,NA,46,34.25,NA,NA,NA,34.25,34.25,11.4800083679363,-79.3041666666667,NA,NA,NA
"Lance Kendricks","TE","STL",232,NA,47,34.2125,NA,36.7,61.25,34.2125,44.0541666666667,30.8306641671019,-79.3416666666667,NA,14.9438759056455,5.15467507946158
"Andrew Hawkins","WR","CIN",233,NA,82,64.645,83.95,77.7,NA,64.645,76.1433333333333,62.2578851342329,-79.78,NA,9.85036843642579,3.95699484388607
"John Kuhn","RB","GB",234,NA,77,33.3625,NA,46.6825,5.95,33.3625,28.665,21.6546446247963,-80.0491666666667,NA,20.7685824925535,6.52428845478756
"E.J. Manuel","QB","BUF",235,176.1,29,128.502,84.62,179.312,113.64,128.502,125.210166666667,149.066790487651,-80.376,9.8,39.6334369735118,7.24997311017684
"Jon Baldwin","WR","KC",236,187.7,83,63.5875,42.25,64.5375,72.125,63.5875,60.5416666666667,63.8553673493724,-80.8375,11.9,12.8319222709096,4.32941218393516
"Tony Moeaki","TE","KC",237,NA,48,32.6625,NA,54.9875,55.25,32.6625,47.6333333333333,33.1694172876145,-80.8916666666667,NA,12.9657863079465,4.68954985294954
"Mychal Rivera","TE",NA,238,NA,49,32.625,NA,NA,NA,32.625,32.625,11.3464313050239,-80.9291666666667,NA,NA,NA
"Knile Davis","RB","KC",239,195.5,78,31.8675,15.575,58.1925,52.075,31.8675,39.2608333333333,39.4899877417014,-81.5441666666667,43.5,19.478020411907,8.57888101742543
"Shaun Draughn","RB","KC",240,NA,79,31.5825,58.45,39.645,26.95,31.5825,38.881875,41.8969450931231,-81.8291666666667,NA,13.8905470517123,4.90699680323624
"Jason Snelling","RB","ATL",241,NA,80,31.575,35.975,41.55,34.05,31.575,35.6791666666667,41.743286314617,-81.8366666666667,NA,4.24286165223426,2.63845352695137
"Domenik Hixon","WR","CAR",242,224,84,62.1625,62,68.2,53.75,62.1625,61.528125,65.1228923156211,-82.2625,35,5.93403297899779,6.0536510976939
"Montario Hardesty","RB","CLE",243,200.5,81,31.1075,30.55,46.9925,33.1,31.1075,35.3541666666667,40.1693665240339,-82.3041666666667,8.5,7.78071306715094,3.36239593520702
"Benjamin Watson","TE","NO",244,NA,50,31.1125,NA,38.6375,85.625,31.1125,51.7916666666667,31.5714898778599,-82.4416666666667,NA,29.5411110079383,8.58704856310019
"Craig Stevens","TE","TEN",245,NA,51,30.75,NA,NA,66,30.75,48.375,18.2377247891807,-82.8041666666667,NA,24.9255140368258,7.50174353486777
"Henry Hynoski","RB",NA,246,NA,82,30.1,NA,NA,NA,30.1,30.1,11.1756711442766,-83.3116666666667,NA,NA,NA
"Jerome Simpson","WR","MIN",247,NA,85,61.0375,55.625,NA,54.375,61.0375,56.8458333333333,44.8977191514504,-83.3875,NA,3.54134067127126,2.47349886283862
"Harry Douglas","WR","ATL",248,NA,86,60.93,56.9,67.25,46.375,60.93,57.9079166666667,61.7123379369825,-83.495,NA,8.76401294594358,3.70155073044909
"Cordarrelle Patterson","WR","MIN",249,138.65,87,60.8675,69,93.8375,125.2,60.8675,87.8370833333333,89.2876862036626,-83.5575,21.3,28.9407106930128,7.25495872969557
"Spencer Ware","RB",NA,250,NA,83,29.8,NA,NA,NA,29.8,29.8,11.1583589594028,-83.6116666666667,NA,NA,NA
"Dwayne Harris","WR","DAL",251,NA,88,60.2375,51.25,NA,56.375,60.2375,55.9541666666667,43.8829724472427,-84.1875,NA,4.50850469483323,2.70091646113995
"Jason Avant","WR","PHI",252,NA,89,60.2125,69.875,NA,23,60.2125,50.8625,40.7288340038622,-84.2125,NA,24.750083122756,7.46049295464186
"Felix Jones","RB","PHI",253,184.4,84,28.3,36.825,NA,59.025,28.3,41.3833333333333,28.9343682991018,-85.1116666666667,19.4,15.8615953905442,5.50873177126331
"Christine Michael","RB","SEA",254,208,85,28.1625,29.95,45.1175,58.85,28.1625,40.52,42.0461424784512,-85.2491666666667,19.6,14.3939641574747,5.35813333918478
"Christian Ponder","QB","MIN",255,201.3,30,123.35,162.56,202.398,143.7,123.35,156.585333333333,178.192879483596,-85.528,29.2,33.6505992418164,8.67571996732365
"DuJuan Harris","RB","GB",256,156.2,86,27.7825,32.375,48.6075,NA,27.7825,36.0383333333333,28.0184567538712,-85.6291666666667,27.6,10.9412502142123,5.83019807325677
"Charles Clay","TE","MIA",257,NA,52,27.625,NA,28.875,NA,27.625,28.25,16.6361703933633,-85.9291666666667,NA,0.883883476483184,1.84862808797095
"Tiquan Underwood","WR","TB",258,NA,90,58.3625,44,NA,60.875,58.3625,54.4125,42.1435247901205,-86.0625,NA,9.10457474295203,3.78162995595999
"Logan Paulsen","TE",NA,259,NA,53,27.4625,NA,NA,NA,27.4625,27.4625,11.0451182579101,-86.0916666666667,NA,NA,NA
"Jacoby Ford","WR","OAK",260,232,91,58.295,70.65,65.2625,60.875,58.295,64.568125,67.0043253800208,-86.13,41,5.41352025603489,6.6509532069226
"Keenan Allen","WR","SD",261,167.9,92,57.775,59.675,69.1125,NA,57.775,62.5375,49.8718362560422,-86.65,21.5,6.07200286149471,4.58825066030989
"Vonta Leach","RB","BAL",262,NA,87,26.7125,NA,23.6875,22.225,26.7125,24.2083333333333,22.0666074726056,-86.6991666666667,NA,2.28863815037094,2.17894014089612
"Darrel Young","RB",NA,263,NA,88,26.6,NA,NA,NA,26.6,26.6,11.0130264999039,-86.8116666666667,NA,NA,NA
"John Carlson","TE","MIN",264,NA,54,26.6125,NA,NA,NA,26.6125,13.30625,11.0134542862177,-86.9416666666667,NA,NA,NA
"Gavin Escobar","TE",NA,265,NA,55,26.5,NA,NA,NA,26.5,26.5,11.0096437158232,-87.0541666666667,NA,NA,NA
"Brian Leonard","RB","TB",266,NA,89,25.6875,NA,41.4375,14.6,25.6875,27.2416666666667,21.7062545672267,-87.7241666666667,NA,13.4860827182445,4.81189162451275
"Virgil Green","TE","DEN",267,NA,56,25.25,44,NA,NA,25.25,34.625,17.59926897567,-88.3041666666667,NA,13.2582521472478,4.75831986210902
"Jonathan Dwyer","RB","PIT",268,157.9,90,24.6075,39.8,46.9925,63.3,24.6075,43.5666666666667,44.1797686284143,-88.8041666666667,20.9,16.0699679786032,5.69785459767808
"Matt Spaeth","TE",NA,268,NA,57,24.75,NA,NA,NA,24.75,24.75,10.9618140670318,-88.8041666666667,NA,NA,NA
"Delone Carter","RB","IND",270,NA,91,24.1825,23.6,40.7175,NA,24.1825,29.2833333333333,24.0618850710377,-89.2291666666667,NA,9.71900490019426,3.92610620536526
"Cameron Morrah","TE",NA,271,NA,58,24.25,NA,NA,NA,24.25,24.25,10.9520990960868,-89.3041666666667,NA,NA,NA
"Earl Bennett","WR","CHI",272,NA,93,54.6375,48.5,74.825,55.875,54.6375,58.3760416666667,61.5949564665832,-89.7875,NA,11.3770024565275,4.31596543613164
"LeGarrette Blount","RB","NE",273,188.3,92,23.08,10.6,35.6575,33.275,23.08,25.4614583333333,29.1597235319476,-90.3316666666667,16.4,11.4221720378613,4.65754265312355
"Brandon Bolden","RB","NE",274,214,93,22.855,18.1,26.3925,NA,22.855,22.2825,21.2494011086634,-90.5566666666667,42,4.1611193906608,6.6134590491709
"Lance Ball","RB",NA,275,NA,94,22.375,NA,NA,NA,22.375,22.375,10.9313059169003,-91.0366666666667,NA,NA,NA
"Nick Kasa","TE",NA,276,NA,59,22.425,NA,NA,NA,22.425,22.425,10.9315399606357,-91.1291666666667,NA,NA,NA
"Dion Lewis","RB","CLE",277,NA,95,22.1375,33.3,NA,31.275,22.1375,28.9041666666667,23.7347228545407,-91.2741666666667,NA,5.94693110632142,3.03914603943742
"Knowshon Moreno","RB","DEN",278,129.3,96,22.025,37.05,43.7425,45.375,22.025,36.9647916666667,40.0354423553429,-91.3866666666667,23.8,10.6433984576904,5.37813084654731
"Jarius Wright","WR","MIN",279,182.2,94,52.875,71.2,87.325,NA,52.875,71.4833333333333,55.4277592270495,-91.55,26.4,17.2367038128911,6.43865047315512
"Jordan Reed","TE","WAS",280,NA,60,21.6625,NA,NA,75.625,21.6625,48.64375,14.2266903179136,-91.8916666666667,NA,38.1572496797791,10.6130353819283
"Chris Gragg","TE",NA,281,NA,61,21.625,NA,NA,NA,21.625,21.625,10.9299022704678,-91.9291666666667,NA,NA,NA
"Bruce Miller","RB",NA,282,NA,97,21.325,NA,NA,NA,21.325,21.325,10.9304469919335,-92.0866666666667,NA,NA,NA
"Vance McDonald","TE","SF",283,NA,62,21.45,NA,NA,55.625,21.45,38.5375,14.6253648368176,-92.1041666666667,NA,24.1653742470503,7.323005325885
"Bernard Scott","RB","CIN",284,202.6,98,20.9,20.9,NA,13.075,20.9,17.9583333333333,19.0769136031524,-92.5116666666667,24.1,4.51776585640882,4.69086941876366
"Andrew Quarless","TE",NA,285,NA,63,20.8625,NA,NA,NA,20.8625,20.8625,10.9325251876988,-92.6916666666667,NA,NA,NA
"Latavius Murray","RB","OAK",286,135.8,99,20.675,18.2,NA,NA,20.675,18.9375,14.7357571026092,-92.7366666666667,15.8,1.7500892834367,3.45455279231595
"Taylor Thompson","TE","TEN",287,NA,64,20.7625,40.75,NA,NA,20.7625,30.75625,16.0405567459227,-92.7916666666667,NA,14.1332967889661,4.96407663756592
"Adrien Robinson","TE",NA,288,NA,65,20.625,NA,NA,NA,20.625,20.625,10.9341761865507,-92.9291666666667,NA,NA,NA
"Leon Washington","RB","NE",289,NA,100,20.4125,15.1,32.675,NA,20.4125,22.6791666666667,20.356141402291,-92.9991666666667,NA,9.01362105833906,3.76024323353502
"Chris Ogbonnaya","RB","CLE",290,NA,101,20.375,NA,29.7375,NA,20.375,25.05625,15.196484190338,-93.0366666666667,NA,6.62028723885905,3.19747806041067
"T.J. Graham","WR","BUF",291,NA,95,51.3875,46.7,77.0375,38.125,51.3875,53.6125,56.1553214331997,-93.0375,NA,16.7428249557833,5.57767744770732
"Jorvorski Lane","RB",NA,292,NA,102,19.8,NA,NA,NA,19.8,19.8,10.9429894445281,-93.6116666666667,NA,NA,NA
"Konrad Reuland","TE",NA,293,NA,66,19.875,NA,NA,NA,19.875,19.875,10.9419907071076,-93.6791666666667,NA,NA,NA
"Damian Williams","WR","TEN",294,NA,96,50.5,NA,NA,25.125,50.5,37.8125,19.9723009343304,-93.925,NA,17.9428345726086,5.859846033747
"Jeff King","TE","ARI",295,NA,67,19.5625,NA,32.75,21.75,19.5625,24.6875,21.2035760891385,-93.9916666666667,NA,7.06747612305836,3.30262943034801
"Juron Criner","WR","OAK",296,NA,97,50.375,NA,71.7625,NA,50.375,40.5458333333333,29.1363695659302,-94.05,NA,15.1232462826273,5.19685197949697
"Mario Manningham","WR","SF",297,192.1,98,50.3625,48,NA,69.125,50.3625,55.8291666666667,41.55900836993,-94.0625,4,11.5749617529966,3.31460928468717
"Lex Hilliard","RB",NA,298,NA,103,19.3,NA,NA,NA,19.3,19.3,10.9506573027631,-94.1116666666667,NA,NA,NA
"Kellen Davis","TE","CLE",299,NA,68,19.425,NA,NA,NA,19.425,9.7125,10.9485757280795,-94.1291666666667,NA,NA,NA
"Michael Williams","TE",NA,300,NA,69,19.25,NA,NA,NA,19.25,19.25,10.9515206598599,-94.3041666666667,NA,NA,NA
"Richard Gordon","TE",NA,301,NA,70,19.125,NA,NA,NA,19.125,19.125,10.95375587066,-94.4291666666667,NA,NA,NA
"John Phillips","TE",NA,302,NA,71,18.8375,NA,NA,NA,18.8375,18.8375,10.9593133191159,-94.7166666666667,NA,NA,NA
"Travaris Cadet","RB",NA,303,NA,104,18.675,NA,NA,NA,18.675,18.675,10.9627112774292,-94.7366666666667,NA,NA,NA
"Roy Helu","RB","WAS",304,181.6,105,18.5875,25.55,52.4075,53.575,18.5875,37.4466666666667,36.9170030300108,-94.8241666666667,16.3,18.0842540856219,5.42982401543546
"Cierre Wood","RB","HOU",305,NA,106,18.4,NA,NA,NA,18.4,9.2,10.9688841677412,-95.0116666666667,NA,NA,NA
"Lance Dunbar","RB","DAL",306,NA,107,17.5375,23.125,NA,29.275,17.5375,23.1458333333333,20.7224377868052,-95.8741666666667,NA,5.87099597598227,3.0212907588979
"Chase Coffman","TE",NA,307,NA,72,17.625,NA,NA,NA,17.625,17.625,10.9891381267511,-95.9291666666667,NA,NA,NA
"Lawrence Vickers","RB",NA,308,NA,108,17.25,NA,NA,NA,17.25,17.25,11.000452842646,-96.1616666666667,NA,NA,NA
"Le'Ron McClain","RB","SD",309,NA,109,17.1875,15.825,NA,11.25,17.1875,14.7541666666667,17.6035411582197,-96.2241666666667,NA,3.11022339765704,2.37212654897765
"Stepfan Taylor","RB","ARI",310,193,110,17.1375,12.9,52.945,16.95,17.1375,24.8997916666667,24.7993900941075,-96.2741666666667,40.2,18.7434725721383,8.13034660592603
"Quinton Patton","WR","SF",311,190.7,99,47.575,56.125,NA,56.45,47.575,53.3833333333333,40.3236357592029,-96.85,44.3,5.03278832590179,6.96836495436186
"Jake Ballard","TE",NA,312,NA,73,16.675,NA,NA,NA,16.675,16.675,11.0197203303393,-96.8791666666667,NA,NA,NA
"Andre Ellington","RB","ARI",313,183.3,111,16.25,26,45.625,NA,16.25,29.2916666666667,22.084535170181,-97.1616666666667,41.5,14.9615827482701,7.82838711829419
"Jordan Shipley","WR","JAC",314,NA,100,47.25,61.625,65.1625,28.5,47.25,50.634375,53.5306292045963,-97.175,NA,16.6657813566951,5.55956152337363
"Armando Allen","RB","CHI",315,NA,112,15.95,15.45,30.23,NA,15.95,20.5433333333333,19.1276076342153,-97.4616666666667,NA,8.39262374548826,3.61422279232796
"Jed Collins","RB","NO",316,NA,113,15.875,NA,18.5925,NA,15.875,17.23375,14.0377385056794,-97.5366666666667,NA,1.92156267787444,2.0926265267451
"Matt Asiata","RB",NA,316,NA,113,15.875,NA,NA,NA,15.875,15.875,11.0503901206677,-97.5366666666667,NA,NA,NA
"Steve Maneri","TE",NA,318,NA,74,15.75,NA,NA,NA,15.75,15.75,11.0555883137145,-97.8041666666667,NA,NA,NA
"Da'Rel Scott","RB","NYG",319,NA,115,15.57,7.25,NA,NA,15.57,11.41,12.9662370556551,-97.8416666666667,NA,5.88312841947208,3.02414356472273
"Ladarius Green","TE",NA,320,NA,75,14.9125,NA,NA,NA,14.9125,14.9125,11.0932469525735,-98.6416666666667,NA,NA,NA
"Julian Edelman","WR","NE",321,NA,101,45.6325,63.625,NA,48.75,45.6325,52.6691666666667,39.7119205072689,-98.7925,NA,9.61521786457974,3.90170186670164
"Michael Robinson","RB","SEA",322,NA,116,14.45,NA,NA,11.85,14.45,13.15,13.4247628184929,-98.9616666666667,NA,1.83847763108502,2.07309002483303
"Will Johnson","RB",NA,323,NA,117,13.875,NA,NA,NA,13.875,13.875,11.1467300193995,-99.5366666666667,NA,NA,NA
"Tashard Choice","RB","BUF",324,NA,118,13.2575,9.825,NA,10.7,13.2575,10.9275,16.2554556609182,-100.154166666667,NA,1.78365203538508,2.06019841079883
"Allen Reisner","TE",NA,325,NA,76,13.125,NA,NA,NA,13.125,13.125,11.1901003269155,-100.429166666667,NA,NA,NA
"Jacob Hester","RB",NA,326,NA,119,12.7,NA,NA,NA,12.7,12.7,11.2164304810377,-100.711666666667,NA,NA,NA
"James Hanna","TE",NA,327,NA,77,12.7375,NA,NA,NA,12.7375,12.7375,11.2140562030058,-100.816666666667,NA,NA,NA
"Marcus Thigpen","RB",NA,328,NA,120,12.45,NA,NA,NA,12.45,12.45,11.2325114034411,-100.961666666667,NA,NA,NA
"Erik Lorig","RB",NA,329,NA,121,12.375,NA,NA,NA,12.375,12.375,11.2374212774271,-101.036666666667,NA,NA,NA
"Travis Benjamin","WR","CLE",330,NA,102,43.35,NA,NA,55.25,43.35,49.3,22.2267020226587,-101.075,NA,8.41457069611991,3.61938336766069
"Mohamed Massaquoi","WR","JAC",331,NA,103,43.3375,44.375,NA,NA,43.3375,43.85625,22.9924653950928,-101.0875,NA,0.733623285481044,1.81329611642784
"Michael Cox","RB",NA,332,NA,122,12.1,NA,NA,NA,12.1,12.1,11.2557621481652,-101.311666666667,NA,NA,NA
"Matthew Mulligan","TE",NA,333,NA,78,12.1875,NA,NA,NA,12.1875,12.1875,11.249868803023,-101.366666666667,NA,NA,NA
"Terrance Williams","WR","DAL",334,195,104,42.9625,57.25,74.45,80.825,42.9625,64.9302083333333,64.8827148197975,-101.4625,46,17.1304443140227,8.57725247872619
"Anthony Dixon","RB",NA,335,NA,123,11.7,NA,NA,NA,11.7,11.7,11.2833879326486,-101.711666666667,NA,NA,NA
"Cedric Peerman","RB",NA,336,NA,124,11.5,NA,NA,NA,11.5,11.5,11.2976222268098,-101.911666666667,NA,NA,NA
"Anthony Allen","RB","BAL",337,NA,125,11.3625,7.15,NA,NA,11.3625,9.25625,12.9700189746977,-102.049166666667,NA,2.97868731574833,2.34119733830718
"Michael Hoomanawanui","TE",NA,338,NA,79,11.3875,NA,NA,NA,11.3875,11.3875,11.3057524748691,-102.166666666667,NA,NA,NA
"Joe McKnight","RB","NYJ",339,NA,126,11.1125,12.4,NA,35.7,11.1125,19.7375,16.1507290928329,-102.299166666667,NA,13.8389114004679,4.89485526828803
"Evan Rodriguez","TE","CHI",340,NA,80,11.0625,NA,NA,8,11.0625,9.53125,12.9936270063149,-102.491666666667,NA,2.1655145173838,2.14998902172096
"Rex Burkhead","RB","CIN",341,NA,127,10.825,16.25,NA,NA,10.825,13.5375,13.33565173462,-102.586666666667,NA,3.83605428793702,2.5427974112296
"Nate Washington","WR","TEN",342,185.2,105,40.85,61.95,72.0625,109,40.85,71.090625,69.6239883064208,-103.575,12.9,28.49590134088,6.28076500721593
"Levine Toilolo","TE",NA,343,NA,81,9.8125,NA,NA,NA,9.8125,9.8125,11.4289093417761,-103.741666666667,NA,NA,NA
"Kyle Adams","TE",NA,344,NA,82,9.75,NA,NA,NA,9.75,9.75,11.4341559178068,-103.804166666667,NA,NA,NA
"Lee Smith","TE",NA,345,NA,83,9.6875,NA,NA,NA,9.6875,9.6875,11.4394299288583,-103.866666666667,NA,NA,NA
"D.J. Williams","TE",NA,346,NA,84,9.5,NA,NA,NA,9.5,9.5,11.4554165721377,-104.054166666667,NA,NA,NA
"Alex Green","RB","GB",347,NA,128,9.245,14.65,24.1425,NA,9.245,15.9625,16.8366755410761,-104.166666666667,NA,7.54162988020494,3.41412128286616
"Michael Egnew","TE",NA,348,NA,85,9.375,NA,NA,NA,9.375,9.375,11.4662115094279,-104.179166666667,NA,NA,NA
"Niles Paul","TE",NA,349,NA,86,9.25,NA,NA,NA,9.25,9.25,11.4771161868014,-104.304166666667,NA,NA,NA
"Kenjon Barner","RB","CAR",350,NA,129,9,NA,NA,NA,9,4.5,11.4992547617979,-104.411666666667,NA,NA,NA
"Louis Murphy","WR","NYG",351,NA,106,39.875,42.1,NA,44.25,39.875,42.075,32.540197829414,-104.55,NA,2.18760714023336,2.15518385021564
"Chris Polk","RB","PHI",352,NA,130,8.6375,12.375,NA,NA,8.6375,10.50625,13.0493234316648,-104.774166666667,NA,2.64281159468472,2.262219990152
"Ben Hartsock","TE",NA,353,NA,87,8.75,NA,NA,NA,8.75,8.75,11.5218322971273,-104.804166666667,NA,NA,NA
"Mike McNeill","TE",NA,354,NA,88,8.625,NA,NA,NA,8.625,8.625,11.5332856749168,-104.929166666667,NA,NA,NA
"Rhett Ellison","TE",NA,354,NA,88,8.625,NA,NA,NA,8.625,8.625,11.5332856749168,-104.929166666667,NA,NA,NA
"Brett Brackett","TE",NA,356,NA,90,8.5,NA,NA,NA,8.5,8.5,11.5448487927895,-105.054166666667,NA,NA,NA
"Tommy Gallarda","TE",NA,357,NA,91,8.375,NA,NA,NA,8.375,8.375,11.5565216507454,-105.179166666667,NA,NA,NA
"Orson Charles","TE",NA,358,NA,92,8,NA,NA,NA,8,8,11.5921986651124,-105.554166666667,NA,NA,NA
"Tommy Streeter","WR","BAL",359,NA,107,38.7125,48.125,NA,NA,38.7125,43.41875,22.1809715249561,-105.7125,NA,6.65564257791838,3.20579146547963
"Bear Pascoe","TE",NA,360,NA,93,7.75,NA,NA,NA,7.75,7.75,11.6165320417731,-105.804166666667,NA,NA,NA
"Garrett Celek","TE",NA,360,NA,93,7.75,NA,NA,NA,7.75,7.75,11.6165320417731,-105.804166666667,NA,NA,NA
