"name","pos","team","overallRank","projections","projectedPts_espn","projectedPts_cbs","projectedPts_nfl","projectedPts_fp","projectedPtsAvg","projectedPtsLatent","actualPts","pick","sdPts","sdPick","risk"
"Tyler Eifert","TE","CIN",193,74.55,78.125,86.9875,61.375,74.55,75.2177083333333,74.2672004820049,NA,145.5,10.6307698794192,21.8,5.21779198802512
"Marcel Reece","RB","OAK",194,74.405,87.05,84.3625,62.95,74.405,77.0835416666667,76.1897278174525,97.82,165,10.9422448517584,24.7,5.57232007638262
"Brent Celek","TE","PHI",195,73.75,79.75,79.5375,83.75,73.75,79.096875,75.6162148275023,88.5,190.5,4.11587848814402,27.4,4.68537992998015
"Leonard Hankerson","WR","WAS",196,73.63,65.1,86.4125,30.125,73.63,63.844375,67.2651784464762,86.38,193.1,24.1084255132758,37.3,9.13288509959217
"Mike Tolbert","RB","CAR",197,73.395,72.35,91.78,17.4,73.395,63.6229166666667,69.6651396497533,94.32,171,32.150624767128,21.6,8.87727470006354
"James Casey","TE","PHI",198,72.5125,NA,93.7375,46.975,72.5125,71.1416666666667,59.9919008322786,63.85,190.3,23.4143685853367,21.5,7.37283877772326
"Andrew Hawkins","WR","CIN",199,72.045,83.95,77.7,NA,72.045,78.585,65.4996026377623,98.63,185.9,5.95497760980957,19.6,4.18960987227727
"Scott Chandler","TE","BUF",200,71.225,NA,77.0125,83.25,71.225,77.1625,63.4366631278692,108.38,202.2,6.0139031626723,39,6.2150166557244
"Ryan Williams","RB","ARI",201,70.3175,113.425,64.8075,82.65,70.3175,82.6,84.5295001085863,15.9,162.7,21.7367276554376,23.1,7.25214653643246
"Chad Henne","QB","JAC",202,70.17,60.54,72.81,NA,70.17,67.5066666666667,55.5862414779205,100.01,NA,6.45832021504044,NA,3.66196797234702
"Nate Washington","WR","TEN",203,69.6,61.95,72.0625,84,69.6,71.9989583333333,70.0830070384029,119.25,183.8,9.14200683999416,20,4.77619898157019
"Robert Turbin","RB","SEA",204,69.2675,81.725,70.4875,63.525,69.2675,71.2345833333333,69.0837530231987,60.03,175.8,7.61386796685276,25.5,5.08621768425376
"Jarius Wright","WR","MIN",205,69.1675,71.2,86.4875,NA,69.1675,76.5983333333333,62.7617258583188,51.85,189.3,9.46767405878198,33.8,6.26547850038958
"Jake Ballard","TE","NE",206,68.8375,80.75,50.05,69.25,68.8375,67.1052083333333,66.377975069408,NA,187.6,12.7096681334526,24.5,5.85380276966391
"Jacob Tamme","TE","DEN",207,67.7125,75.375,78.375,50,67.7125,67.865625,67.1532135451926,85.38,213.6,12.7284678272433,21.1,5.50381575511812
"Tony Scheffler","TE","DET",208,65.9625,53.5,65.95,82.125,65.9625,66.8760416666667,65.5986365434037,70.14,249,11.7351474168769,38,7.08956326272347
"Jon Baldwin","WR","KC",209,65.8625,42.25,64.5375,72.125,65.8625,61.09375,60.4058989832726,47.63,185.8,13.0554686019563,14.7,4.89488744585631
"Joel Dreessen","TE","DEN",210,65.2375,65,71.875,48.375,65.2375,62.521875,61.2565284182867,75.5,271.5,10.0181625425607,23.5,5.2896268081524
"LaMichael James","RB","SF",211,65.0125,53.325,82.7125,48.025,65.0125,62.1270833333333,62.058501252837,24.47,149.2,15.3660898978888,20.15,5.85620494161449
"Kevin Kolb","QB","BUF",212,64.342,97.08,56.83,95.72,64.342,78.0263333333333,78.7753302264736,80.06,233.5,20.9107824498909,54.5,10.3728210254951
"Domenik Hixon","WR","CAR",213,63.8,62,68.2,53.75,63.8,61.9375,59.7176493707553,83.6,225.5,6.04777851776998,44.5,6.79216622095372
"T.J. Graham","WR","BUF",214,63.725,46.7,77.0375,38.125,63.725,56.7177083333333,56.5105691776661,49.75,258,17.39375,17,5.87573778831018
"Daniel Thomas","RB","MIA",215,63.6825,65.8,53.6925,63.1,63.6825,61.3520833333333,59.1893868062412,70,140.9,5.37746706947921,19.35,4.06487505711825
"Earl Bennett","WR","CHI",216,63.5,48.5,74.825,55.875,63.5,60.6666666666667,59.4750145901431,62.4,NA,11.2468328875288,NA,5.29980135105458
"Kendall Hunter","RB","SF",217,63.03,28.175,77.2075,62.7,63.03,57.7364583333333,58.1939149889927,56.9,165.5,20.8618684620809,20.9,6.87398828908607
"Jacoby Ford","WR","OAK",218,62.8175,70.65,65.2625,60.875,62.8175,65.6370833333333,62.0725609382038,NA,216.8,4.23207322124748,43.8,6.40893181788901
"Mark Sanchez","QB","NYJ",219,61.756,33.2,50.592,90.06,61.756,58.402,59.0454439765196,95.62,256.5,23.8650035547172,3.5,5.58001161612335
"Harry Douglas","WR","ATL",220,61.4875,56.9,67.25,46.375,61.4875,58.0822916666667,56.3667350573411,57.9,NA,8.83319010300544,NA,4.47425384034605
"Kellen Winslow","TE","NYJ",221,61.35,65.375,NA,NA,61.35,63.0125,31.4704664471698,NA,195.3,2.84610479427585,40.8,5.86025887171894
"Toby Gerhart","RB","MIN",222,61.255,58.825,61.605,56.575,61.255,59.3483333333333,56.8005035567489,37.28,185.9,2.34559160980764,23.4,3.96709906111288
"Justin Hunter","WR","TEN",223,60.8425,71.25,74.2625,56.125,60.8425,65.3266666666667,63.4834551842925,NA,198.9,8.55120337535406,28.6,5.56855508980567
"Luke Stocker","TE","TB",224,60.725,56.75,43.5375,56.25,60.725,54.3072916666667,52.534898108837,28.63,257,7.45913432616905,24,4.90393116639894
"Juron Criner","WR","OAK",225,60.2075,NA,71.7625,NA,60.2075,44.0183333333333,33.9274944377751,27.88,NA,8.17061885661056,NA,4.24763205246771
"Terrance Williams","WR","DAL",226,58.125,57.25,74.45,80.825,58.125,68.7208333333333,65.6888087934299,NA,205.2,11.8139130548124,49.5,8.29768761459369
"Ed Dickson","TE","BAL",227,57.8375,52.625,61.6125,69.625,57.8375,60.425,58.104991274422,29.13,172.2,7.15507541306636,21.9,4.63377772148177
"Mario Manningham","WR","SF",228,57.3125,48,NA,69.125,57.3125,58.0791666666667,42.2618468261095,66.53,211,10.587126124843,43.2,7.4334236139871
"Keenan Allen","WR","SD",229,56.6625,59.675,69.1125,NA,56.6625,62.1083333333333,46.8248155040176,NA,178.5,6.4954350957679,18.3,4.14698939277469
"Jason Avant","WR","PHI",230,56.3,69.875,62.3875,23,56.3,52.7572916666667,52.2936957104237,84,200.7,20.6860091985501,39.8,8.80730141394156
"Knile Davis","RB","KC",231,55.7125,15.575,72.9175,52.075,55.7125,48.9033333333333,48.4851614944409,NA,181.6,24.1092728529917,31.6,8.54089710973171
"LaRod Stephens-Howling","RB","PIT",232,55.36,26.575,72.4625,NA,55.36,51.3658333333333,38.3889991547688,81.05,169.5,23.1902795279258,38.8,9.13169104810978
"Anthony Fasano","TE","KC",233,55.2125,NA,63.5,45.125,55.2125,54.6125,40.144551154129,76.5,NA,9.20218214609991,NA,4.60046160588665
"Mike Gillislee","RB","MIA",234,55.0825,51.85,62.9425,46.85,55.0825,53.9729166666667,52.1161259311592,NA,190.8,6.75163452432076,29.9,5.3958462215258
"Knowshon Moreno","RB","DEN",235,55.0725,37.05,62.4375,45.375,55.0725,49.7754166666667,48.4452551282927,94.68,137.7,11.0982540856659,23.25,5.44836999613868
"Denard Robinson","RB","JAC",236,54.6575,22.125,60.275,55.875,54.6575,47.9747916666667,46.9637287028086,NA,190.7,17.5718694906328,37.6,8.0461883096405
"Michael Jenkins","WR","NE",237,54.2,NA,NA,42.75,54.2,48.475,21.6615945046906,68.13,NA,8.09637264458597,NA,4.22223733544104
"Julian Edelman","WR","NE",238,53.8925,63.625,NA,91.75,53.8925,69.6225,50.4668731151987,75.78,169.9,19.6592958821859,26,7.19813115063067
"Dwayne Harris","WR","DAL",239,53.5,51.25,NA,56.375,53.5,53.6916666666667,38.1040901122159,56.53,164.5,2.56884377363306,28.7,4.55585867196136
"Tiquan Underwood","WR","TB",240,53.405,44,NA,60.875,53.405,52.7433333333333,37.2948879973944,67.17,NA,8.45596978471423,NA,4.34523172624084
"Jordan Shipley","WR","JAC",241,52.3625,61.625,65.1625,28.5,52.3625,51.9125,50.4313614133319,37.54,NA,16.5150720303203,NA,7.10171741669457
"Travis Benjamin","WR","CLE",242,52.2025,NA,NA,55.25,52.2025,53.72625,23.5385012173351,65.35,NA,2.154907915666,NA,2.19005533718772
"Rashad Jennings","RB","OAK",243,52.135,59.45,66.8425,50,52.135,56.906875,54.770056450225,61.37,179.6,7.64852583154645,21.9,4.71816609229754
"Travis Kelce","TE","KC",244,51.9875,59.125,62.5375,NA,51.9875,57.75,42.4165932672373,NA,268,5.3834865174284,33,5.4839069539175
"Jeff Cumberland","TE","NYJ",245,50.7625,NA,66.8625,31.875,50.7625,49.8333333333333,35.5893948118153,63.88,217,17.5122472025532,33.6,7.62046003041059
"Isaac Redman","RB","PIT",246,50.68,57.975,39.3925,47.1,50.68,48.6702083333333,46.7561045665467,74.5,145.4,7.7266938205052,35.5,6.14434246213427
"Garrett Graham","TE","HOU",247,50.15,NA,53.3375,NA,50.15,51.74375,23.4928358558336,54.88,NA,2.25390286503211,NA,2.22391495988994
"Joique Bell","RB","DET",248,49.8,30.75,55.2925,61.425,49.8,49.1085416666667,47.2589608585131,120.11,145.8,13.2574135510099,28,6.31106688075787
"Braylon Edwards","WR",NA,249,49.625,NA,NA,49.625,49.625,49.625,21.1327598360317,31.88,204.2,NA,36.7,8.4422093721964
"Justin Forsett","RB","JAC",250,48.955,53.025,53.9625,27.325,48.955,45.716875,43.933219441416,54.25,189.4,12.518060848064,17.7,5.11463052128293
"Jerome Simpson","WR","MIN",251,48.425,55.625,NA,54.375,48.425,52.6916666666667,36.3743279120692,31.25,265.5,3.84718511815241,25.5,4.44205118428282
"David Ausberry","TE","OAK",252,48.3875,NA,52.0375,NA,48.3875,50.2125,22.3447790226225,16,216.3,2.5809397513309,44,6.14733665006288
"Jerricho Cotchery","WR","PIT",253,48.2375,NA,67.0375,40.875,48.2375,52.0666666666667,36.6834013745176,25.63,NA,13.491496164251,NA,6.06755215177748
"Tony Moeaki","TE","KC",254,47.5875,NA,54.9875,55.25,47.5875,52.6083333333333,36.7631419273226,65.63,219,4.35014966217638,39,5.93048665617887
"Kevin Ogletree","WR","TB",255,46.4,19.425,59.0875,40.625,46.4,41.5302083333333,39.1828414305945,79.9,NA,16.5463785533018,NA,7.11242530697647
"Willis McGahee","RB","FA",256,46.2075,57.8,NA,106.675,46.2075,70.0108333333333,48.065955048194,115.73,186.3,32.0922374765301,23.4,9.05427882206708
"Michael Crabtree","WR","SF",257,45.755,NA,65.5125,NA,45.755,55.64875,24.3463595224661,192.93,185.8,13.9706622292932,30.4,6.68236358850988
"Quinton Patton","WR","SF",258,45.5425,56.125,NA,56.45,45.5425,52.6891666666667,35.6478688778129,NA,185.3,6.20575656816583,57.2,8.13849679338571
"Louis Murphy","WR","NYG",259,44.955,42.1,NA,44.25,44.955,43.7683333333333,29.3634948231162,54.3,NA,1.48719814864507,NA,1.96167600136618
"Bilal Powell","RB","NYJ",260,44.7225,26.775,56.4,37.6,44.7225,41.374375,39.2077176180486,90.2,133.2,12.4414228110172,20.55,5.39759056986526
"Mohamed Massaquoi","WR","JAC",261,44.3075,44.375,NA,NA,44.3075,44.19125,18.1938315884384,31.75,NA,0.0477297077300887,NA,1.46932908252602
"Zach Ertz","TE","PHI",262,44.0875,63.625,30.4625,54.375,44.0875,48.1375,45.3367194873297,NA,192.1,14.2311534728098,38.4,7.55797571700278
"Tandon Doss","WR","BAL",263,43.8925,NA,NA,34.25,43.8925,39.07125,15.6468225204131,22.44,NA,6.81827713759128,NA,3.78508542091049
"Ronnie Brown","RB","SD",264,43.8225,47.625,43.6075,53.525,43.8225,47.0366666666667,44.9598187622308,68.38,209.5,4.63636756164421,31.5,5.20031252393142
"Evan Royster","RB","WAS",265,43.8175,32.5,47.5925,34.3,43.8175,39.5525,37.7434409145826,35.21,217,7.30658008236412,36.5,6.17637886931173
"Stedman Bailey","WR","STL",266,43.5675,41.625,NA,67.325,43.5675,50.6391666666667,33.5419429550541,NA,NA,14.3101485695758,NA,6.34755897784346
"Montario Hardesty","RB","CLE",267,43.38,30.55,48.8625,33.1,43.38,38.9564583333333,37.0674621317194,35.1,212.7,8.61515945272247,30.4,5.76648199779975
"Doug Baldwin","WR","SEA",268,41.575,42.625,NA,NA,41.575,42.1,16.7497369977719,65.81,210.4,0.742462120245873,32.9,4.67982495868618
"Donald Jones","WR","NE",269,41.38,NA,NA,NA,41.38,41.38,6.70079328464527,81.38,NA,NA,NA,NA
"Jonathan Dwyer","RB","PIT",270,41.1,39.8,46.9925,63.3,41.1,47.6147916666667,45.0000419550982,83.55,119.95,10.7980251618448,22.65,5.33469599137397
"Marvin Jones","WR","CIN",271,40.1875,37.775,NA,66.625,40.1875,48.1958333333333,30.8366954164057,37.83,213,16.0056451629834,26.1,6.58368335380332
"Lestar Jean","WR","HOU",272,40.1125,38.625,NA,NA,40.1125,39.36875,15.418251927064,24.88,NA,1.05182133701499,NA,1.81276239850576
"DuJuan Harris","RB","GB",273,40.015,32.375,50.4075,NA,40.015,40.8158333333333,27.2646182101432,29.83,156.9,9.05119432726974,31.5,5.95532260038962
"Donald Brown","RB","IND",274,40.0075,30.5,46.745,48.325,40.0075,41.3527083333333,39.1295419970241,61.33,205.2,8.10912201756968,25.1,5.12936132078474
"Tommy Streeter","WR","BAL",275,39.625,48.125,NA,NA,39.625,43.875,17.0168629282219,NA,NA,6.01040764008565,NA,3.50876671421553
"Arrelious Benn","WR","PHI",276,39.425,NA,NA,NA,39.425,39.425,6.15553043306232,18.97,NA,NA,NA,NA
"Roy Helu","RB","WAS",277,39.4175,25.55,52.4075,53.575,39.4175,42.5875,39.8362475859821,6.83,155,13.13256591455,28.4,6.33126900839737
"David Nelson","WR","CLE",278,39.2625,NA,NA,23.5,39.2625,31.38125,11.920521935561,NA,NA,11.145770638453,NA,5.26523464189357
"Benjamin Watson","TE","NO",279,38.9,NA,38.6375,62.125,38.9,46.5541666666667,30.1113998900584,80.63,NA,13.4853759526138,NA,6.06545883228772
"Christine Michael","RB","SEA",280,38.49,29.95,46.9175,42.85,38.49,39.5435416666667,37.4173524727689,NA,145.7,7.26759112286641,19.75,4.42967143734718
"Eddie Royal","WR","SD",281,38.405,NA,NA,52.125,38.405,45.265,16.7575003884532,39.73,NA,9.70150503787943,NA,4.77124693211286
"Latavius Murray","RB","OAK",282,38.045,18.2,31.2375,NA,38.045,29.0941666666667,18.8612000392056,NA,198.3,10.084166528937,21,5.04120719465131
"Kevin Walter","WR","TEN",283,37.605,NA,NA,45,37.605,41.3025,15.2771017760598,77.75,NA,5.22905464687452,NA,3.24151754931581
"Austin Pettis","WR","STL",284,37.6,NA,NA,41.125,37.6,39.3625,14.6374241466776,59.43,214.5,2.49255140368258,46.5,6.39192815903967
"Lance Kendricks","TE","STL",285,37.375,NA,36.7,61.25,37.375,45.1083333333333,28.7531046253433,93.88,NA,13.9831669636507,NA,6.23572020346068
"LaVon Brazill","WR","IND",286,37.275,NA,NA,38.875,37.275,38.075,14.1441003339913,31.49,NA,1.13137084989848,NA,1.83997102389147
"Tom Crabtree","TE","TB",287,37.225,46.75,43.6625,19,37.225,36.659375,33.9306220523206,43.88,NA,12.4236056184386,NA,5.70229744737072
"Keshawn Martin","WR","HOU",288,37.01,20,NA,36.375,37.01,31.095,19.5450797058328,44.09,NA,9.6426478901458,NA,4.75111579584429
"John Kuhn","RB","GB",289,36.995,NA,46.6825,5.95,36.995,29.8758333333333,18.0607574263727,32.8,NA,21.2790046661805,NA,8.73114359107945
"Marquise Goodwin","WR","BUF",290,36.55,21.15,NA,44.125,36.55,33.7083333333333,21.0450924313617,NA,211.8,11.7074851412818,31.4,6.39920497794903
"Nick Foles","QB","PHI",291,36.538,63.66,10.638,NA,36.538,36.6953333333333,21.8691721761379,79.16,NA,26.5133468527331,NA,10.5214657506025
"Jason Snelling","RB","ATL",292,36.375,35.975,41.55,34.05,36.375,36.8458333333333,35.5223846374214,42,NA,3.206536293261,NA,2.54974782974744
"Mike James","RB","TB",293,36.2125,NA,26.5925,NA,36.2125,20.8183333333333,12.0483097093916,NA,208.3,6.80236723501459,24.3,4.82277777064933
"Ryan Fitzpatrick","QB","TEN",294,35.946,NA,23.91,NA,35.946,29.928,11.4057623428149,193.7,237.5,8.51073721836128,44.5,7.21337383238836
"Deion Branch","WR",NA,295,35.75,NA,NA,35.75,35.75,35.75,13.0986792246916,19.13,NA,NA,NA,NA
"Brandon Bolden","RB","NE",296,35.11,18.1,25.7325,NA,35.11,26.2975,16.7808559210426,45.78,202.8,8.51990475787924,31.8,5.89562798396028
"Matt Cassel","QB","MIN",297,35.098,27.3,8.302,NA,35.098,17.5583333333333,14.2701010058113,60.34,NA,13.7825881942882,NA,6.16711547669251
"David Thomas","TE",NA,298,33.875,NA,NA,33.875,33.875,33.875,12.182104241871,34.75,NA,NA,NA,NA
"Stepfan Taylor","RB","ARI",299,33.865,12.9,44.475,16.95,33.865,27.0391666666667,23.8500276869243,NA,176.4,14.7457036115609,29.2,6.69024922094995
"Vance McDonald","TE","SF",300,33.45,NA,NA,55.625,33.45,44.5375,15.1590354590427,NA,NA,15.6800928728117,NA,6.81612628887952
"Mike Thomas","WR","DET",301,33.4425,NA,NA,36.5,33.4425,34.97125,12.4480735696656,27.24,NA,2.16197898347787,NA,2.19247388166645
"Felix Jones","RB","PHI",302,32.885,36.825,NA,59.025,32.885,42.8616666666667,25.9489399017407,102.67,197,14.0929249388952,26,6.24618753549015
"Charles Johnson","WR","CAR",303,32.6875,NA,NA,33.875,32.6875,33.28125,11.804616517413,NA,NA,0.839689302659025,NA,1.74020606414384
"Andre Ellington","RB","ARI",304,32.54,26,36.555,NA,32.54,31.665,20.1267291958072,NA,201.3,5.32759873989524,32.6,5.43279601241467
"Gavin Escobar","TE","DAL",305,32.3,NA,NA,NA,32.3,32.3,4.46169519865123,NA,NA,NA,NA,NA
"Brian Leonard","RB","TB",306,31.5825,NA,41.4375,14.6,31.5825,29.2066666666667,17.632479354781,22.48,NA,13.5755769521348,NA,6.09631062655301
"Armon Binns","WR","MIA",307,31.4875,NA,NA,NA,31.4875,31.4875,4.2977841711737,38.63,NA,NA,NA,NA
"Robert Meachem","WR","SD",308,31.1175,31.225,NA,41.875,31.1175,34.7391666666667,21.2017169849756,39.28,NA,6.18004668941371,NA,3.56678900972244
"Plaxico Burress","WR","PIT",309,31.05,NA,NA,57.875,31.05,44.4625,14.3915690734863,11.25,NA,18.9681394053291,NA,7.94074947148921
"Shaun Draughn","RB","KC",310,30.5325,58.45,30.9325,26.95,30.5325,36.46625,32.7702893630841,76.79,206,14.5993841907801,39,7.68327917916764
"Kirk Cousins","QB","WAS",311,30.05,31.74,26.622,NA,30.05,22.0946666666667,18.5021855946557,30.84,NA,2.60771956569976,NA,2.3449322447824
"Laurent Robinson","WR",NA,312,30,NA,NA,60,30,45,14.171529812987,29.5,NA,21.2132034355964,NA,8.70863734348615
"Chris Ogbonnaya","RB","CLE",313,29.895,NA,29.7375,NA,29.895,29.81625,10.7752741202051,28.38,NA,0.11136931803688,NA,1.4910959828346
"LeGarrette Blount","RB","NE",314,29.6625,10.6,31.1175,33.275,29.6625,26.0054166666667,23.4507824159032,27.35,197.3,10.481429311724,33.6,6.41807120857727
"Kenny Stills","WR","NO",315,29.6125,11.875,NA,47.75,29.6125,29.7125,16.3927568807542,NA,182.9,17.9378716570092,33.9,7.72441390318893
"Riley Cooper","WR","PHI",316,29.525,NA,NA,NA,29.525,29.525,3.92657198527263,53.28,186.7,NA,26.8,6.38532666940303
"Aldrick Robinson","WR","WAS",317,29.425,NA,NA,41.875,29.425,35.65,11.7945975112464,50.03,NA,8.80347942577252,NA,4.46409178331409
"Josh Boyce","WR","NE",318,29.325,35.25,NA,39,29.325,34.525,20.9112772952335,NA,220.5,4.87807595266822,31.5,5.24164874853904
"Nick Toon","WR","NO",319,29.2375,18.375,NA,NA,29.2375,23.80625,8.41110322770169,NA,239.7,7.68094741063887,30.5,5.61710422807324
"Damian Williams","WR","TEN",320,28.925,NA,NA,25.125,28.925,27.025,9.39305508248771,40.62,NA,2.68700576850888,NA,2.37205080921219
"Charles Clay","TE","MIA",321,28.775,NA,28.875,NA,28.775,28.825,10.3088528823216,39.5,NA,0.0707106781186558,NA,1.4771893520819
"Jason Campbell","QB","CLE",322,28.55,24.58,35.6,NA,28.55,22.1241666666667,18.3063226125723,15.4,NA,5.58127524257076,NA,3.36198891229537
"Anthony McCoy","TE","SEA",323,28.5375,NA,35.2125,NA,28.5375,31.875,11.2239342164198,55.38,NA,4.71993776442021,NA,3.06738234684721
"Chaz Schilens","WR",NA,324,28.375,NA,NA,28.375,28.375,28.375,9.72576666156624,50.13,NA,NA,NA,NA
"Ted Ginn Jr.","WR","CAR",325,28.3575,NA,NA,NA,28.3575,28.3575,3.72230743983823,10.41,NA,NA,NA,NA
"Justin Brown","WR","PIT",326,28.225,NA,NA,35.25,28.225,31.7375,10.5810627784064,NA,NA,4.9674251378355,NA,3.15203140360278
"Rishard Matthews","WR","MIA",327,27.525,NA,NA,39.875,27.525,33.7,10.8899547491137,20.88,NA,8.73276874765386,NA,4.43990633852678
"Jorvorski Lane","RB","MIA",328,27.12,NA,NA,NA,27.12,27.12,3.51929204850381,NA,NA,NA,NA,NA
"Mychal Rivera","TE","OAK",329,26.9375,NA,NA,NA,26.9375,26.9375,3.49052758649412,NA,NA,NA,NA,NA
"Ramses Barden","WR","NYG",330,26.9,NA,NA,49.375,26.9,38.1375,11.6632735694815,28.5,NA,15.8922249071677,NA,6.88868262324143
"Kyle Williams","WR","SF",331,26.875,NA,NA,73.375,26.875,50.125,14.1099717208548,44.7,NA,32.8804653251745,NA,12.6992357333915
"Ace Sanders","WR","JAC",332,26.6625,24.5,NA,70.775,26.6625,40.3958333333333,21.4089177969247,NA,161,26.1150170320322,8.5,6.48421681525009
"Ryan Swope","WR","ARI",333,26.605,NA,NA,35.125,26.605,30.865,10.0510462267821,NA,NA,6.02454977570939,NA,3.51360380317299
"David Paulson","TE","PIT",334,26.5875,44.125,NA,NA,26.5875,35.35625,11.3318409071874,10.2,NA,12.4008851750591,NA,5.69452628686824
"Delone Carter","RB","IND",335,26.3575,11.6,41.0175,NA,26.3575,26.2916666666667,14.9786470136959,32.33,NA,14.7087769290992,NA,6.48390336650464
"Devin Hester","WR","CHI",336,26.32,NA,NA,54.625,26.32,40.4725,11.9425179103179,57.89,NA,20.0146574414852,NA,8.29869405434133
"Craig Stevens","TE","TEN",337,26.275,NA,NA,53.75,26.275,40.0125,11.8375492408201,45.24,NA,19.4277588131004,NA,8.09795486260669
"Randy Moss","WR",NA,338,26.1875,NA,NA,52.375,26.1875,39.28125,11.6663153743839,72.25,NA,18.5173588323227,NA,7.78656726097014
"Jeff King","TE","ARI",339,25.95,NA,32.75,21.75,25.95,26.8166666666667,16.247871810572,17.13,NA,5.55097589017763,NA,3.35162550843767
"Virgil Green","TE","DEN",340,25.7,44,NA,NA,25.7,34.85,10.9833580714654,10.88,NA,12.9400540957138,NA,5.87894030337144
"Dion Lewis","RB","CLE",341,25.5875,33.3,NA,31.275,25.5875,30.0541666666667,17.8894068964598,16.56,199.8,3.99856093905461,56.3,7.66753432641521
"Patrick Edwards","WR","DET",342,25.4875,NA,NA,NA,25.4875,25.4875,3.27272235544797,NA,NA,NA,NA,NA
"Logan Paulsen","TE","WAS",343,25.1,NA,NA,NA,25.1,25.1,3.21774467181092,44.5,NA,NA,NA,NA
"Derek Hagan","WR","TB",344,25.0125,NA,NA,46.625,25.0125,35.81875,10.6449611780015,32.38,NA,15.2823453083943,NA,6.68008316195093
"Vonta Leach","RB","BAL",345,24.805,NA,23.6875,22.225,24.805,23.5725,14.4863520534286,27.08,NA,1.29383876507083,NA,1.89554054884379
"Leon Washington","RB","NE",346,24.5475,15.1,32.675,NA,24.5475,24.0075,14.2613980918142,43.98,NA,8.79575785535277,NA,4.46145074493026
"Matt Spaeth","TE","PIT",347,24.4625,NA,NA,NA,24.4625,24.4625,3.13026069333233,10.5,NA,NA,NA,NA
"Ben Obomanu","WR","NYJ",348,24.25,NA,NA,30.75,24.25,27.5,8.85876327294659,10.85,NA,4.59619407771256,NA,3.02505781846943
"Matt Barkley","QB","PHI",349,24.216,NA,39.722,NA,24.216,21.3126666666667,10.3689083991516,NA,NA,10.9643977490786,NA,5.20319897601413
"Kellen Davis","TE","CLE",350,24.2125,NA,NA,NA,24.2125,24.2125,3.09695939938831,39.63,NA,NA,NA,NA
"Josh Cribbs","WR","OAK",351,23.6,NA,NA,36.925,23.6,30.2625,9.2567387325671,NA,NA,9.42219785931075,NA,4.67571442520301
"Ricardo Lockette","WR","SF",352,23.5625,NA,NA,NA,23.5625,23.5625,3.01302886636336,NA,NA,NA,NA,NA
"Clyde Gates","WR","NYJ",353,23.55,NA,NA,NA,23.55,23.55,3.01145237108489,33.08,NA,NA,NA,NA
"John Carlson","TE","MIN",354,23.525,NA,NA,NA,23.525,23.525,3.00830363186003,5.38,NA,NA,NA,NA
"Damaris Johnson","WR","PHI",355,23.25,NA,NA,NA,23.25,23.25,2.97404161761119,41.02,NA,NA,NA,NA
"Michael Hoomanawanui","TE","NE",356,23.125,NA,NA,NA,23.125,23.125,2.95869471248267,15.13,NA,NA,NA,NA
"Armando Allen","RB","CHI",357,23.0325,15.45,30.23,NA,23.0325,22.9041666666667,13.5794010233626,24.6,NA,7.39083568233886,NA,3.98091981876842
"Courtney Roby","WR","NO",358,22.9375,NA,NA,45.875,22.9375,34.40625,9.76735471595799,16.13,NA,16.2192617934664,NA,7.00054030538272
"Marcus Easley","WR","BUF",359,22.675,NA,NA,NA,22.675,22.675,2.90461922167935,9,NA,NA,NA,NA
"Richard Gordon","TE","OAK",360,22.6625,NA,NA,NA,22.6625,22.6625,2.9031433412606,19.13,NA,NA,NA,NA
"William Powell","RB","ARI",361,21.8825,NA,NA,NA,21.8825,21.8825,2.8138515614587,50.24,NA,NA,NA,NA
"DeVier Posey","WR","HOU",362,21.73,NA,NA,29.25,21.73,25.49,7.99249749153381,20.58,NA,5.31744299452284,NA,3.27174935529994
"Cole Beasley","WR","DAL",363,21.7,NA,NA,NA,21.7,21.7,2.79375613244213,17,NA,NA,NA,NA
"Joe McKnight","RB","NYJ",364,21.6825,12.4,NA,35.7,21.6825,23.1441666666667,12.5304310138486,46.59,281.5,11.7299127056996,1.5,3.29693982379471
"Luke Willson","TE","SEA",365,21.6375,NA,NA,NA,21.6375,21.6375,2.7869435746278,NA,NA,NA,NA,NA
"Tavarres King","WR","DEN",365,21.6375,NA,NA,32.625,21.6375,27.13125,8.25689514528727,NA,NA,7.76933575828719,NA,4.11037965329975
"Jordan Reed","TE","WAS",367,21.6125,NA,NA,20.125,21.6125,20.86875,6.99982204675405,NA,NA,1.05182133701499,NA,1.81276239850576
"Brad Smith","WR","BUF",368,21.1625,NA,NA,NA,21.1625,21.1625,2.73632591468061,72.02,NA,NA,NA,NA
"John Phillips","TE","SD",369,21.05,NA,NA,NA,21.05,21.05,2.72463724044815,18.78,NA,NA,NA,NA
"Corey Fuller","WR","DET",370,21.025,43.125,NA,NA,21.025,32.075,9.12842524686317,NA,NA,15.6270598642227,NA,6.79798720528904
"D.J. Williams","TE","GB",371,20.9625,NA,NA,NA,20.9625,20.9625,2.71562540757765,9.11,NA,NA,NA,NA
"Marquess Wilson","WR","CHI",372,20.825,NA,NA,30.375,20.825,25.6,7.82910035703111,NA,NA,6.75286976033153,NA,3.76271388448224
"Lance Dunbar","RB","DAL",373,20.79,23.125,NA,29.275,20.79,24.1633333333333,14.1990530017224,24.85,175.5,4.38311057735638,28.6,4.85574069658787
"Will Johnson","RB","PIT",374,20.62,NA,NA,NA,20.62,20.62,2.68101837484352,23.99,NA,NA,NA,NA
