"tableColumnID","dataColID","siteTableID","columnPeriod","columnOrder","removeColumn"
4582,141,147,"season",3,0
4583,68,147,"season",4,0
4584,224,147,"season",5,0
4585,106,147,"season",6,0
4586,109,147,"season",7,0
4587,143,148,"season",1,0
4588,142,148,"season",2,1
4589,141,148,"season",3,1
4590,68,148,"season",4,0
4591,36,148,"season",5,0
4592,50,148,"season",6,0
4593,8,148,"season",7,0
4594,46,148,"season",8,0
4595,42,148,"season",9,0
4596,40,148,"season",10,0
4597,60,148,"season",11,1
4598,63,148,"season",12,1
4599,143,149,"season",1,0
4600,142,149,"season",2,1
4601,141,149,"season",3,1
4602,68,149,"season",4,0
4603,36,149,"season",5,0
4604,50,149,"season",6,0
4605,60,149,"season",7,0
4606,63,149,"season",8,0
4607,62,149,"season",9,0
4608,41,149,"season",10,1
4609,59,149,"season",11,1
4610,143,150,"season",1,0
4611,142,150,"season",2,1
4612,141,150,"season",3,1
4613,68,150,"season",4,0
4614,36,150,"season",5,0
4615,50,150,"season",6,0
4616,60,150,"season",7,0
4617,63,150,"season",8,0
4618,62,150,"season",9,0
4619,41,150,"season",10,1
4620,59,150,"season",11,1
4621,143,151,"season",1,0
4622,142,151,"season",2,1
4623,141,151,"season",3,1
4624,68,151,"season",4,0
4625,36,151,"season",5,0
4626,50,151,"season",6,0
4627,41,151,"season",7,1
4628,59,151,"season",8,1
4629,143,152,"season",1,0
4630,142,152,"season",2,1
4631,99,152,"season",3,0
4632,22,152,"season",4,0
4633,23,152,"season",5,0
4634,17,152,"season",6,0
4635,18,152,"season",7,0
4636,19,152,"season",8,0
4637,20,152,"season",9,0
4638,21,152,"season",10,0
4639,34,152,"season",11,1
4640,27,152,"season",12,1
4641,49,153,"season",1,0
4642,141,153,"season",2,1
4643,68,153,"season",3,0
4644,50,153,"season",4,0
4645,52,153,"season",5,0
4646,101,153,"season",6,0
4647,13,153,"season",7,0
4648,10,153,"season",8,0
4649,30,153,"season",9,1
4650,15,153,"season",10,1
4651,49,137,"season",1,0
4652,68,137,"season",2,1
4653,38,137,"season",3,0
4654,37,137,"season",4,0
4655,39,137,"season",5,0
4656,46,137,"season",6,0
4657,45,137,"season",7,1
4658,42,137,"season",8,0
4659,40,137,"season",9,0
4660,197,137,"season",10,0
4661,60,137,"season",11,0
4662,63,137,"season",12,0
4663,61,137,"season",13,0
4664,62,137,"season",14,0
4665,225,137,"season",15,0
4666,29,137,"season",16,0
4667,153,137,"season",17,0
4668,154,137,"season",18,0
4669,155,137,"season",19,0
4670,49,138,"season",1,0
4671,68,138,"season",2,1
4672,60,138,"season",3,0
4673,63,138,"season",4,0
4674,61,138,"season",5,0
4675,62,138,"season",6,0
4676,41,138,"season",7,0
4677,59,138,"season",8,0
4678,56,138,"season",9,0
4679,57,138,"season",10,0
4680,190,138,"season",11,0
4681,226,138,"season",12,0
4682,191,138,"season",13,0
4683,227,138,"season",14,0
4684,225,138,"season",15,0
4685,29,138,"season",16,0
4686,192,138,"season",17,0
4687,193,138,"season",18,0
4688,194,138,"season",19,0
4689,49,139,"season",1,0
4690,68,139,"season",2,1
4691,41,139,"season",3,0
4692,59,139,"season",4,0
4693,56,139,"season",5,0
4694,57,139,"season",6,0
4695,199,139,"season",7,0
4696,60,139,"season",8,0
4697,63,139,"season",9,0
4698,61,139,"season",10,0
4699,62,139,"season",11,0
4700,190,139,"season",12,0
4701,226,139,"season",13,0
4702,191,139,"season",14,0
4703,227,139,"season",15,0
4704,225,139,"season",16,0
4705,29,139,"season",17,0
4706,192,139,"season",18,0
4707,193,139,"season",19,0
4708,194,139,"season",20,0
4709,49,140,"season",1,0
4710,68,140,"season",2,1
4711,41,140,"season",3,0
4712,59,140,"season",4,0
4713,56,140,"season",5,0
4714,57,140,"season",6,0
4715,199,140,"season",7,0
4716,60,140,"season",8,0
4717,63,140,"season",9,0
4718,61,140,"season",10,0
4719,62,140,"season",11,0
4720,190,140,"season",12,0
4721,226,140,"season",13,0
4722,191,140,"season",14,0
4723,227,140,"season",15,0
4724,225,140,"season",16,0
4725,29,140,"season",17,0
4726,192,140,"season",18,0
4727,193,140,"season",19,0
4728,194,140,"season",20,0
4729,49,141,"season",1,0
4730,68,141,"season",2,1
4731,99,141,"season",3,0
4732,98,141,"season",4,0
4733,228,141,"season",5,0
4734,23,141,"season",6,0
4735,22,141,"season",7,0
4736,25,141,"season",8,0
4737,18,141,"season",9,0
4738,19,141,"season",10,0
4739,20,141,"season",11,0
4740,21,141,"season",12,0
4741,49,142,"season",1,0
4742,68,142,"season",2,1
4743,141,142,"season",3,0
4744,224,142,"season",4,0
4745,104,142,"season",5,0
4746,105,142,"season",6,0
4747,106,142,"season",7,0
4748,109,142,"season",8,0
4749,111,142,"season",9,0
4750,108,142,"season",10,0
4751,107,142,"season",11,0
4752,49,143,"season",1,0
4753,68,143,"season",2,1
4754,141,143,"season",3,0
4755,224,143,"season",4,0
4756,104,143,"season",5,0
4757,105,143,"season",6,0
4758,106,143,"season",7,0
4759,109,143,"season",8,0
4760,111,143,"season",9,0
4761,108,143,"season",10,0
4762,107,143,"season",11,0
4763,49,144,"season",1,0
4764,68,144,"season",2,1
4765,141,144,"season",3,0
4766,224,144,"season",4,0
4767,104,144,"season",5,0
4768,105,144,"season",6,0
4769,106,144,"season",7,0
4770,109,144,"season",8,0
4771,111,144,"season",9,0
4772,108,144,"season",10,0
4773,107,144,"season",11,0
4774,94,154,"season",1,0
4775,49,154,"season",2,0
4776,95,154,"season",3,0
4777,96,154,"season",4,0
4778,7,154,"season",6,0
4779,27,154,"season",7,0
4780,48,154,"season",8,0
4781,51,154,"season",9,0
4782,1,154,"season",10,0
4783,229,154,"season",11,0
4784,230,154,"season",12,0
4785,104,154,"season",13,0
4786,105,154,"season",14,0
4787,231,154,"season",15,0
4788,106,154,"season",16,0
4789,234,154,"season",17,0
4790,110,154,"season",18,0
4791,232,154,"season",19,0
4792,109,154,"season",20,0
4793,108,154,"season",21,0
4794,107,154,"season",22,0
4795,233,154,"season",23,0
4796,94,155,"season",1,0
4797,49,155,"season",2,0
4798,95,155,"season",3,0
4799,96,155,"season",4,0
4800,7,155,"season",6,0
4801,27,155,"season",7,0
4802,48,155,"season",8,0
4803,51,155,"season",9,0
4804,1,155,"season",10,0
4805,229,155,"season",11,0
4806,230,155,"season",12,0
4807,104,155,"season",13,0
4808,105,155,"season",14,0
4809,231,155,"season",15,0
4810,106,155,"season",16,0
4811,234,155,"season",17,0
4812,110,155,"season",18,0
4813,232,155,"season",19,0
4814,109,155,"season",20,0
4815,108,155,"season",21,0
4816,107,155,"season",22,0
4817,233,155,"season",23,0
4818,94,156,"season",1,0
4819,49,156,"season",2,0
4820,95,156,"season",3,0
4821,96,156,"season",4,0
4822,7,156,"season",6,0
4823,27,156,"season",7,0
4824,48,156,"season",8,0
4825,51,156,"season",9,0
4826,1,156,"season",10,0
4827,229,156,"season",11,0
4828,230,156,"season",12,0
4829,104,156,"season",13,0
4830,105,156,"season",14,0
4831,231,156,"season",15,0
4832,106,156,"season",16,0
4833,234,156,"season",17,0
4834,110,156,"season",18,0
4835,232,156,"season",19,0
4836,109,156,"season",20,0
4837,108,156,"season",21,0
4838,107,156,"season",22,0
4839,233,156,"season",23,0
4840,1,7,"season",10,0
4841,37,7,"season",11,0
4842,1,7,"week",10,0
4843,37,7,"week",11,0
4844,166,7,"season",31,1
4845,166,7,"week",31,1
4846,1,8,"season",10,0
4847,37,8,"season",11,0
4848,1,8,"week",10,0
4849,37,8,"week",11,0
4850,166,8,"season",31,1
4851,166,8,"week",31,1
4852,1,9,"season",10,0
4853,37,9,"season",11,0
4854,1,9,"week",10,0
4855,37,9,"week",11,0
4856,166,9,"season",31,1
4857,166,9,"week",31,1
4858,166,10,"season",31,1
4859,166,10,"week",31,1
4860,1,10,"season",10,0
4861,37,10,"season",11,0
4862,1,10,"week",10,0
4863,37,10,"week",11,0
4864,38,7,"season",12,0
4865,38,7,"week",12,0
4866,38,8,"season",12,0
4867,38,8,"week",12,0
4868,38,9,"season",12,0
4869,38,9,"week",12,0
4870,38,10,"season",12,0
4871,38,10,"week",12,0
4872,40,7,"season",16,0
4873,40,7,"week",16,0
4874,40,8,"season",16,0
4875,40,8,"week",16,0
4876,40,9,"week",16,0
4877,40,9,"season",16,0
4878,40,10,"season",16,0
4879,40,10,"week",16,0
4880,59,7,"season",27,0
4881,59,7,"week",27,0
4882,59,8,"season",27,0
4883,59,8,"week",27,0
4884,59,9,"season",27,0
4885,59,9,"week",27,0
4886,59,10,"season",27,0
4887,59,10,"week",27,0
4888,21,11,"season",15,0
4889,237,11,"season",16,0
4890,238,11,"season",17,0
4891,239,11,"season",18,0
4892,240,11,"season",19,0
4893,99,11,"season",21,0
4894,21,11,"week",15,0
4895,237,11,"week",16,0
4896,238,11,"week",17,0
4897,239,11,"week",18,0
4898,240,11,"week",19,0
4899,99,11,"week",21,0
4900,14,12,"season",13,0
4901,14,12,"week",13,0
4902,4,12,"season",18,0
4903,4,12,"week",18,0
4904,243,12,"season",19,0
4905,243,12,"week",19,0
4906,101,12,"season",20,0
4907,101,12,"week",20,0
4908,244,12,"season",21,0
4909,244,12,"week",21,0
4910,111,154,"season",24,1
4911,111,155,"season",24,1
4912,111,156,"season",24,1
4913,248,7,"season",5,1
4914,248,7,"week",5,1
4915,197,7,"season",17,0
4916,197,7,"week",17,0
4917,62,7,"season",21,0
4918,62,7,"week",21,0
4919,41,7,"season",26,0
