"pos","name","points","name_info","games","team","overall_rank","age","games_start","pass_comp","pass_att","pass_yds","pass_td","pass_int","rush_att","rush_yds","rush_yds_att","rush_td","receptions","rec_yds","yds_rec","rec_td","fant_points","vbd","pos_rank","ovrank","passYdsPts","passTdsPts","passIntPts","rushYdsPts","rushTdsPts","recYdsPts","recTdsPts","fg30","fg40","fg50","fgMissed","pat","patMissed","fg30Pts","fg40Pts","fg50Pts","fgMissedPts","patPts","patMissedPts","sack","fumlRec","int","defTD","ptsA","passYdsAPG","rushYdsAPG","safety","kickTD","pts","ptsPG","passYdsA","rushYdsA","ptsAPG","td","fumlRecoveryPts","intCaughtPts","sackPts","safetyPts","tdPts","paPts","year","overallRank","positionRank","vor"
"RB","TRENTRICHARDSON",203.7,"Trent Richardson","15","CLE",15,21,15,0,0,0,0,0,267,950,3.56,11,51,367,7.2,1,204,87,9,15,0,0,0,95,66,36.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,35,9,114.3
"RB","STEVANRIDLEY",203.4,"Stevan Ridley","16","NWE",17,23,12,0,0,0,0,0,290,1263,4.36,12,6,51,8.5,0,199,83,10,17,0,0,0,126.3,72,5.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,36,10,114
"QB","DREWBREES",347.58,"Drew Brees*","16","NOR",10,33,16,422,670,5177,43,19,15,5,0.33,1,0,0,NA,0,346,95,1,10,207.08,172,-38,0.5,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,2,2,112.66
"RB","FRANKGORE",198.8,"Frank Gore*","16","SFO",18,29,16,0,0,0,0,0,258,1214,4.71,8,28,234,8.36,1,197,80,11,18,0,0,0,121.4,48,23.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,39,11,109.4
"WR","BRANDONMARSHALL",216.6,"Brandon Marshall*+","16","CHI",8,28,16,0,0,0,0,0,1,-2,-2,0,118,1508,12.78,11,217,98,2,8,0,0,0,-0.2,0,150.8,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,31,2,107.5
"QB","TOMBRADY",340.28,"Tom Brady*","16","NWE",12,35,16,401,637,4827,34,8,23,32,1.39,4,0,0,NA,0,340,90,3,12,193.08,136,-16,3.2,24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,3,3,105.36
"WR","DEZBRYANT",209.7,"Dez Bryant","16","DAL",13,24,14,0,0,0,0,0,2,-5,-2.5,0,92,1382,15.02,12,208,89,3,13,0,0,0,-0.5,0,138.2,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,33,3,100.6
"WR","AJGREEN",204.8,"A.J. Green*","16","CIN",16,24,16,0,0,0,0,0,4,38,9.5,0,97,1350,13.92,11,203,84,4,16,0,0,0,3.8,0,135,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,34,4,95.7
"QB","CAMNEWTON",329.46,"Cam Newton","16","CAR",20,23,16,280,485,3869,19,12,127,741,5.83,8,0,6,NA,0,323,73,4,20,154.76,76,-24,74.1,48,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,4,4,94.54
"WR","DEMARYIUSTHOMAS",203.4,"Demaryius Thomas*","16","DEN",19,25,16,0,0,0,0,0,0,0,NA,0,94,1434,15.26,10,197,79,5,19,0,0,0,0,0,143.4,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,36,5,94.3
"RB","CHRISJOHNSON",183.5,"Chris Johnson","16","TEN",28,27,15,0,0,0,0,0,276,1243,4.5,6,36,232,6.44,0,176,59,13,28,0,0,0,124.3,36,23.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,47,12,94.1
"RB","MATTFORTE",179.4,"Matt Forte","15","CHI",26,27,15,0,0,0,0,0,248,1094,4.41,5,44,340,7.73,1,177,61,12,26,0,0,0,109.4,30,34,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,49,13,90
"QB","ROBERTGRIFFIN",321.5,"Robert Griffin*","15","WAS",23,22,15,258,393,3200,20,5,120,815,6.79,7,0,0,NA,0,318,67,5,23,128,80,-10,81.5,42,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,5,5,86.58
"RB","REGGIEBUSH",175.8,"Reggie Bush","16","MIA",31,27,16,0,0,0,0,0,227,986,4.34,6,35,292,8.34,2,172,55,14,31,0,0,0,98.6,36,29.2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,53,14,86.4
"RB","SHONNGREENE",169.4,"Shonn Greene","16","NYJ",36,27,14,0,0,0,0,0,276,1063,3.85,8,19,151,7.95,0,167,51,15,36,0,0,0,106.3,48,15.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,57,15,80
"QB","PEYTONMANNING",312.96,"Peyton Manning*+","16","DEN",27,36,16,400,583,4659,37,11,23,6,0.26,0,0,0,NA,0,311,60,6,27,186.36,148,-22,0.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,6,6,78.04
"WR","VINCENTJACKSON",186.4,"Vincent Jackson*","16","TAM",21,29,16,0,0,0,0,0,0,0,NA,0,72,1384,19.22,8,188,70,6,21,0,0,0,0,0,138.4,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,44,6,77.3
"WR","ERICDECKER",184.4,"Eric Decker","16","DEN",24,25,15,0,0,0,0,0,0,0,NA,0,85,1064,12.52,13,184,66,8,24,0,0,0,0,0,106.4,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,45,7,75.3
"WR","ANDREJOHNSON",183.8,"Andre Johnson*","16","HOU",22,31,16,0,0,0,0,0,0,0,NA,0,112,1598,14.27,4,186,67,7,22,0,0,0,0,0,159.8,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,46,8,74.7
"QB","MATTRYAN",308.86,"Matt Ryan*","16","ATL",32,27,16,422,615,4719,32,14,34,141,4.15,1,0,0,NA,0,305,54,7,32,188.76,128,-28,14.1,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,8,7,73.94
"WR","JULIOJONES",182.8,"Julio Jones*","16","ATL",25,23,15,0,0,0,0,0,6,30,5,0,79,1198,15.16,10,183,64,9,25,0,0,0,3,0,119.8,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,48,9,73.7
"RB","AHMADBRADSHAW",162,"Ahmad Bradshaw","14","NYG",44,26,12,0,0,0,0,0,221,1015,4.59,6,23,245,10.65,0,156,39,18,44,0,0,0,101.5,36,24.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,65,16,72.6
"RB","STEVENJACKSON",160.3,"Steven Jackson","16","STL",39,29,16,0,0,0,0,0,257,1042,4.05,4,38,321,8.45,0,162,46,16,39,0,0,0,104.2,24,32.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,67,17,70.9
"RB","MICHAELTURNER",158.8,"Michael Turner","16","ATL",43,30,16,0,0,0,0,0,222,800,3.6,10,19,128,6.74,1,157,40,17,43,0,0,0,80,60,12.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,69,18,69.4
"WR","RODDYWHITE",177.1,"Roddy White","16","ATL",29,31,15,0,0,0,0,0,0,0,NA,0,92,1351,14.68,7,177,59,10,29,0,0,0,0,0,135.1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,51,10,68
"RB","BENJARVUSGREENELLIS",155.8,"BenJarvus Green-Ellis","15","CIN",47,27,15,0,0,0,0,0,278,1094,3.94,6,22,104,4.73,0,152,35,19,47,0,0,0,109.4,36,10.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,72,19,66.4
"WR","MARQUESCOLSTON",175.4,"Marques Colston","16","NOR",34,29,13,0,0,0,0,0,0,0,NA,0,83,1154,13.9,10,171,53,12,34,0,0,0,0,0,115.4,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,54,11,66.3
"RB","MIKELLESHOURE",155.2,"Mikel Leshoure","14","DET",49,22,14,0,0,0,0,0,215,798,3.71,9,34,214,6.29,0,149,33,20,49,0,0,0,79.8,54,21.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,73,20,65.8
"WR","WESWELKER",173.4,"Wes Welker*","16","NWE",33,31,12,0,0,0,0,0,2,20,10,0,118,1354,11.47,6,171,53,11,33,0,0,0,2,0,135.4,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,55,12,64.3
"RB","LESEANMCCOY",151.3,"LeSean McCoy","12","PHI",50,24,12,0,0,0,0,0,200,840,4.2,2,54,373,6.91,3,145,29,21,50,0,0,0,84,12,37.3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,77,21,61.9
"WR","VICTORCRUZ",169.2,"Victor Cruz*","16","NYG",35,26,16,0,0,0,0,0,0,0,NA,0,86,1092,12.7,10,169,51,13,35,0,0,0,0,0,109.2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,58,13,60.1
"WR","MICHAELCRABTREE",165.3,"Michael Crabtree","16","SFO",37,25,16,0,0,0,0,0,1,8,8,0,85,1105,13,9,165,47,14,37,0,0,0,0.8,0,110.5,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,61,14,56.2
"WR","REGGIEWAYNE",165,"Reggie Wayne*","16","IND",40,34,15,0,0,0,0,0,1,-5,-5,0,106,1355,12.78,5,163,45,15,40,0,0,0,-0.5,0,135.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,62,15,55.9
"WR","JAMESJONES",162.4,"James Jones","16","GNB",42,28,16,0,0,0,0,0,0,0,NA,0,64,784,12.25,14,162,44,16,42,0,0,0,0,0,78.4,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,64,16,53.3
"QB","ANDREWLUCK",286.46,"Andrew Luck*","16","IND",53,23,16,339,627,4374,23,18,62,255,4.11,5,0,0,NA,0,276,26,10,53,174.96,92,-36,25.5,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,9,8,51.54
"RB","DARRENSPROLES",139.1,"Darren Sproles","13","NOR",56,29,6,0,0,0,0,0,48,244,5.08,1,75,667,8.89,7,141,24,22,56,0,0,0,24.4,6,66.7,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,97,22,49.7
"WR","RANDALLCOBB",156.6,"Randall Cobb","15","GNB",46,22,8,0,0,0,0,0,10,132,13.2,0,80,954,11.93,8,155,36,18,46,0,0,0,13.2,0,95.4,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,70,17,47.5
"QB","RUSSELLWILSON",281.62,"Russell Wilson*","16","SEA",52,24,16,252,393,3118,26,10,94,489,5.2,4,0,0,NA,0,278,27,9,52,124.72,104,-20,48.9,24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,10,9,46.7
"QB","MATTHEWSTAFFORD",281.58,"Matthew Stafford","16","DET",55,24,16,435,727,4967,20,17,35,126,3.6,4,1,3,3,0,276,25,11,55,198.68,80,-34,12.6,24,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,11,10,46.66
"QB","TONYROMO",280.92,"Tony Romo","16","DAL",51,32,16,425,648,4903,28,19,30,49,1.63,1,1,-1,-1,0,279,28,8,51,196.12,112,-38,4.9,6,-0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,12,11,46
"WR","MIKEWILLIAMS",154.72,"Mike Williams","16","TAM",45,25,16,1,1,28,0,0,0,0,NA,0,63,996,15.81,9,155,36,17,45,1.12,0,0,0,0,99.6,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,74,18,45.62
"RB","DEANGELOWILLIAMS",134.4,"DeAngelo Williams","16","CAR",63,29,10,0,0,0,0,0,173,737,4.26,5,13,187,14.38,2,130,14,23,63,0,0,0,73.7,30,18.7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,101,23,45
"TE","JIMMYGRAHAM",152.2,"Jimmy Graham","15","NOR",30,26,9,0,0,0,0,0,0,0,NA,0,85,982,11.55,9,152,55,1,30,0,0,0,0,0,98.2,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,76,1,44.6
"Def","CHICAGOBEARS",231.09728," 1. Chicago Bears","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,20,24,9,277,"213.4","101.9",2,0,143,"8.9",213.4,101.9,17.3125,9,40,48,41,4,54,44.09728,2012,21,1,40.38688
"TE","ROBGRONKOWSKI",145,"Rob Gronkowski*","11","NWE",38,23,11,0,0,0,0,0,0,0,NA,0,55,790,14.36,11,143,46,2,38,0,0,0,0,0,79,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,86,2,37.4
"WR","STEVESMITH",144.1,"Steve Smith","16","CAR",57,33,16,0,0,0,0,0,3,27,9,0,73,1174,16.08,4,142,24,19,57,0,0,0,2.7,0,117.4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,87,19,35
"TE","TONYGONZALEZ",141,"Tony Gonzalez*+","16","ATL",41,36,16,0,0,0,0,0,0,0,NA,0,93,930,10,8,141,44,3,41,0,0,0,0,0,93,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,92,3,33.4
"WR","STEVEJOHNSON",140.6,"Steve Johnson","16","BUF",59,26,16,0,0,0,0,0,0,0,NA,0,79,1046,13.24,6,139,20,21,59,0,0,0,0,0,104.6,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,93,20,31.5
"WR","LANCEMOORE",140.1,"Lance Moore","15","NOR",58,29,7,0,0,0,0,0,0,0,NA,0,65,1041,16.02,6,140,22,20,58,0,0,0,0,0,104.1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,95,21,31
"WR","CECILSHORTS",139.5,"Cecil Shorts","14","JAX",60,25,9,0,0,0,0,0,1,-4,-4,0,55,979,17.8,7,138,19,22,60,0,0,0,-0.4,0,97.9,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,96,22,30.4
"RB","WILLISMCGAHEE",119.2,"Willis McGahee","10","DEN",103,31,9,0,0,0,0,0,167,731,4.38,4,26,221,8.5,0,113,NA,26,NA,0,0,0,73.1,24,22.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,122,24,29.8
"RB","DANNYWOODHEAD",116.7,"Danny Woodhead","16","NWE",77,27,2,0,0,0,0,0,76,301,3.96,4,40,446,11.15,3,117,NA,24,77,0,0,0,30.1,24,44.6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,128,25,27.3
"RB","DEMARCOMURRAY",115,"DeMarco Murray","10","DAL",105,24,10,0,0,0,0,0,161,663,4.12,4,34,247,7.26,0,111,NA,27,NA,0,0,0,66.3,24,24.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,134,26,25.6
"WR","TORREYSMITH",134.4,"Torrey Smith","16","BAL",62,23,16,0,0,0,0,0,3,9,3,0,49,855,17.45,8,134,16,23,62,0,0,0,0.9,0,85.5,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,101,23,25.3
