"pos","name","points","name_info","games","team","overall_rank","age","games_start","pass_comp","pass_att","pass_yds","pass_td","pass_int","rush_att","rush_yds","rush_yds_att","rush_td","receptions","rec_yds","yds_rec","rec_td","fant_points","vbd","pos_rank","ovrank","passYdsPts","passTdsPts","passIntPts","rushYdsPts","rushTdsPts","recYdsPts","recTdsPts","fg30","fg40","fg50","fgMissed","pat","patMissed","fg30Pts","fg40Pts","fg50Pts","fgMissedPts","patPts","patMissedPts","sack","fumlRec","int","defTD","ptsA","passYdsAPG","rushYdsAPG","safety","kickTD","pts","ptsPG","passYdsA","rushYdsA","ptsAPG","td","fumlRecoveryPts","intCaughtPts","sackPts","safetyPts","tdPts","paPts","year","overallRank","positionRank","vor"
"QB","MICHAELVICK",105,"Michael Vick","7","PHI",125,33,6,77,141,1215,5,3,36,306,8.5,2,0,-2,NA,0,101,NA,36,NA,48.6,20,-6,30.6,12,-0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,170,36,-148.52
"QB","JAKELOCKER",101.74,"Jake Locker","7","TEN",127,25,7,111,183,1256,8,4,24,155,6.46,2,0,0,NA,0,100,NA,37,NA,50.24,32,-8,15.5,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,178,37,-151.78
"K","JOHNPOTTER",16,NA,NA,"WAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,7,0,6,4,NA,-1,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,399,33,-160
"QB","BRANDONWEEDEN",91.64,"Brandon Weeden","8","CLE",140,30,5,141,267,1731,9,9,12,44,3.67,0,0,0,NA,0,90,NA,38,NA,69.24,36,-18,4.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,200,38,-161.88
"K","SHAYNEGRAHAM",14,NA,NA,"2TM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,7,0,3,4,NA,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,406,34,-162
"QB","KELLENCLEMENS",91.32,"Kellen Clemens","10","STL",151,30,9,142,242,1673,8,7,23,64,2.78,0,0,0,NA,0,85,NA,39,NA,66.92,32,-14,6.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,201,39,-162.2
"QB","MATTFLYNN",84.18,"Matt Flynn","9","3TM",171,28,5,124,200,1392,8,5,20,65,3.25,0,0,0,NA,0,72,NA,41,NA,55.68,32,-10,6.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,216,40,-169.34
"QB","MATTMCGLOIN",80.58,"Matt McGloin","7","OAK",163,24,6,118,211,1547,8,8,11,27,2.45,0,0,0,NA,0,79,NA,40,NA,61.88,32,-16,2.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,223,41,-172.94
"K","SPENCERLANNING",1,NA,NA,"CLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,0,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,558,35,-175
"QB","THADDEUSLEWIS",64.88,"Thaddeus Lewis","6","BUF",195,28,5,93,157,1092,4,3,24,52,2.17,1,0,0,NA,0,59,NA,42,NA,43.68,16,-6,5.2,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,248,42,-188.64
"QB","BRIANHOYER",40.2,"Brian Hoyer","3","CLE",252,28,3,57,96,615,5,3,6,16,2.67,0,0,0,NA,0,40,NA,43,NA,24.6,20,-6,1.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,318,43,-213.32
"QB","KIRKCOUSINS",37.56,"Kirk Cousins","5","WAS",272,25,3,81,155,854,4,7,4,14,3.5,0,0,0,NA,0,34,NA,45,NA,34.16,16,-14,1.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,328,44,-215.96
"QB","SCOTTTOLZIEN",34.18,"Scott Tolzien","3","GNB",278,26,2,55,90,717,1,5,5,55,11,1,0,0,NA,0,34,NA,44,NA,28.68,4,-10,5.5,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,339,45,-219.34
"QB","JOSHFREEMAN",32.44,"Josh Freeman","4","2TM",285,25,4,63,147,761,2,4,5,20,4,0,0,0,NA,0,30,NA,46,NA,30.44,8,-8,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,347,46,-221.08
"QB","KYLEORTON",20.72,"Kyle Orton","3","DAL",311,31,1,33,51,398,2,2,1,8,8,0,0,0,NA,0,21,NA,47,NA,15.92,8,-4,0.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,379,47,-232.8
"QB","CHASEDANIEL",17.12,"Chase Daniel","5","KAN",329,27,1,25,38,248,1,1,14,52,3.71,0,0,0,NA,0,17,NA,48,NA,9.92,4,-2,5.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,396,48,-236.4
"QB","TARVARISJACKSON",16.14,"Tarvaris Jackson","4","SEA",332,30,0,10,13,151,1,0,4,1,0.25,1,0,0,NA,0,16,NA,49,NA,6.04,4,0,0.1,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,398,49,-237.38
"QB","BLAINEGABBERT",12.44,"Blaine Gabbert","3","JAX",357,24,3,42,86,481,1,7,9,32,3.56,0,0,0,NA,0,12,NA,50,NA,19.24,4,-14,3.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,417,50,-241.08
"QB","JEFFTUEL",12.06,"Jeff Tuel","2","BUF",359,22,1,26,59,309,1,3,3,17,5.67,0,0,0,NA,0,12,NA,51,NA,12.36,4,-6,1.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,423,51,-241.46
"QB","MATTSIMMS",11.94,"Matt Simms","3","NYJ",373,25,0,16,31,156,1,1,5,37,7.4,0,0,0,NA,0,10,NA,52,NA,6.24,4,-2,3.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,424,52,-241.58
"QB","TYRODTAYLOR",5.08,"Tyrod Taylor","3","BAL",430,24,0,1,5,2,0,1,8,64,8,0,1,6,6,0,5,NA,53,NA,0.08,0,-2,6.4,0,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,492,53,-248.44
"QB","BROCKOSWEILER",4,"Brock Osweiler","4","DEN",442,23,0,11,16,95,0,0,3,2,0.67,0,0,0,NA,0,4,NA,54,NA,3.8,0,0,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,502,54,-249.52
"QB","MATTBARKLEY",3.8,"Matt Barkley","3","PHI",470,23,0,30,49,300,0,4,2,-2,-1,0,0,0,NA,0,2,NA,58,NA,12,0,-8,-0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,507,55,-249.72
"QB","SENECAWALLACE",3.56,"Seneca Wallace","3","GNB",441,33,1,16,24,139,0,1,0,0,NA,0,0,0,NA,0,4,NA,55,NA,5.56,0,-2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,511,56,-249.96
"QB","MATTHASSELBECK",3,"Matt Hasselbeck","3","IND",462,38,0,7,12,130,0,1,2,-2,-1,0,0,0,NA,0,3,NA,56,NA,5.2,0,-2,-0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,523,57,-250.52
"QB","JOSHJOHNSON",2,"Josh Johnson","2","CIN",469,27,0,0,0,0,0,0,7,20,2.86,0,0,0,NA,0,2,NA,57,NA,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,536,58,-251.52
"QB","TJYATES",0.52,"T.J. Yates","3","HOU",483,26,0,15,22,113,0,2,1,0,0,0,0,0,NA,0,1,NA,59,NA,4.52,0,-4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,573,59,-253
"QB","DANORLOVSKY",0,"Dan Orlovsky","2","TAM",531,30,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,60,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,60,-253.52
"QB","DEREKANDERSON",0,"Derek Anderson","4","CAR",529,30,0,0,0,0,0,0,5,0,0,0,0,0,NA,0,NA,NA,61,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,60,-253.52
"QB","LANDRYJONES",0,"Landry Jones","1","PIT",532,24,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,63,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,60,-253.52
"QB","RYANQUIGLEY",0,"Ryan Quigley","14","NYJ",530,23,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,62,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,587,60,-253.52
"QB","COLTMCCOY",-0.0800000000000001,"Colt McCoy","4","SFO",533,27,0,1,1,13,0,0,6,-6,-1,0,0,0,NA,0,NA,NA,64,NA,0.52,0,0,-0.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,658,64,-253.6
"QB","SHAUNHILL",-0.2,"Shaun Hill","2","DET",534,33,0,0,0,0,0,0,2,-2,-1,0,0,0,NA,0,NA,NA,65,NA,0,0,0,-0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,659,65,-253.72
"QB","LUKEMCCOWN",-0.4,"Luke McCown","16","NOR",547,32,0,0,1,0,0,0,3,-4,-1.33,0,0,0,NA,0,NA,NA,66,NA,0,0,0,-0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,661,66,-253.92
"QB","CHARLIEWHITEHURST",-0.5,"Charlie Whitehurst","2","SDG",589,31,0,0,0,0,0,0,6,-5,-0.83,0,0,0,NA,0,-1,NA,67,NA,0,0,0,-0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,663,67,-254.02
"QB","MATTMOORE",-1.88,"Matt Moore","1","MIA",594,29,0,2,6,53,0,2,0,0,NA,0,0,0,NA,0,-2,NA,68,NA,2.12,0,-4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,664,68,-255.4
"QB","CURTISPAINTER",-1.92,"Curtis Painter","3","NYG",597,28,0,8,16,57,0,2,3,-2,-0.67,0,0,0,NA,0,-2,NA,69,NA,2.28,0,-4,-0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,665,69,-255.44
