"team","pos","name","points","overall_rank","name_info","age","games","games_start","pass_comp","pass_att","pass_yds","pass_td","pass_int","rush_att","rush_yds","rush_yds_att","rush_td","receptions","rec_yds","yds_rec","rec_td","fant_points","vbd","pos_rank","ovrank","passYdsPts","passTdsPts","passIntPts","rushYdsPts","rushTdsPts","recYdsPts","recTdsPts","fg30","fg40","fg50","fgMissed","pat","patMissed","fg30Pts","fg40Pts","fg50Pts","fgMissedPts","patPts","patMissedPts","year","overallRank","positionRank","vor"
"PHI","WR","CALVINWILLIAMS",132.5,40,"Calvin Williams",26,16,14,0,0,0,0,0,0,0,NA,0,60,725,12.08,10,133,28,10,40,0,0,0,0,0,72.5,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,51,10,42.6
"BUF","QB","JIMKELLY",181.48,59,"Jim Kelly",33,16,16,288,470,3382,18,18,36,102,2.83,0,0,0,NA,0,181,12,9,59,135.28,72,-36,10.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,17,9,42.2
"PIT","QB","NEILODONNELL",181.42,60,"Neil O'Donnell",27,16,15,270,486,3208,14,7,26,111,4.27,0,0,0,NA,0,181,12,10,60,128.32,56,-14,11.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,18,10,42.14
"MIA","WR","IRVINGFRYAR",130.6,44,"Irving Fryar*",31,16,16,0,0,0,0,0,3,-4,-1.33,0,64,1010,15.78,5,131,26,11,44,0,0,0,-0.4,0,101,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,54,11,40.7
"SEA","QB","RICKMIRER",179.62,62,"Rick Mirer",23,16,16,274,486,2833,12,17,68,343,5.04,3,0,0,NA,0,180,11,11,62,113.32,48,-34,34.3,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,19,11,40.34
"DET","WR","HERMANMOORE",129.5,46,"Herman Moore",24,15,15,0,0,0,0,0,0,0,NA,0,61,935,15.33,6,130,25,12,46,0,0,0,0,0,93.5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,56,12,39.6
"PIT","TE","ERICGREEN",124.2,13,"Eric Green*",26,16,16,0,0,0,0,0,0,0,NA,0,63,942,14.95,5,124,66,2,13,0,0,0,0,0,94.2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,62,2,39.3
"CLE","RB","ERICMETCALF",133,49,"Eric Metcalf*+",25,16,9,0,0,0,0,0,129,611,4.74,1,63,539,8.56,2,133,19,20,49,0,0,0,61.1,6,53.9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,49,20,38.5
"SFO","WR","JOHNTAYLOR",127.34,47,"John Taylor",31,16,16,1,1,41,0,0,2,17,8.5,0,56,940,16.79,5,127,23,13,47,1.64,0,0,1.7,0,94,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,58,13,37.44
"CLE","WR","MICHAELJACKSON",124.7,48,"Michael Jackson",24,15,11,1,1,25,0,0,1,1,1,0,41,756,18.44,8,125,20,14,48,1,0,0,0.1,0,75.6,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,61,14,34.8
"MIA","RB","KEITHBYARS",128.64,57,"Keith Byars*",30,16,16,1,2,11,1,0,64,269,4.2,3,61,613,10.05,3,129,15,21,57,0.44,4,0,26.9,18,61.3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,57,21,34.14
"BUF","WR","ANDREREED",123.5,50,"Andre Reed*",29,15,15,0,0,0,0,0,9,21,2.33,0,52,854,16.42,6,124,19,15,50,0,0,0,2.1,0,85.4,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,64,15,33.6
"TAM","WR","COURTNEYHAWKINS",123.3,51,"Courtney Hawkins",24,16,12,0,0,0,0,0,0,0,NA,0,62,933,15.05,5,123,19,16,51,0,0,0,0,0,93.3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,65,16,33.4
"IND","WR","REGGIELANGHORNE",121.8,53,"Reggie Langhorne",30,16,16,0,0,0,0,0,0,0,NA,0,85,1038,12.21,3,122,17,17,53,0,0,0,0,0,103.8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,68,17,31.9
"HOU","WR","WEBSTERSLAUGHTER",120.4,55,"Webster Slaughter*",29,14,14,0,0,0,0,0,0,0,NA,0,77,904,11.74,5,120,16,18,55,0,0,0,0,0,90.4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,70,18,30.5
"PHO","QB","STEVEBEUERLEIN",169.06,75,"Steve Beuerlein",28,16,14,258,418,3164,18,17,22,45,2.05,0,0,0,NA,0,169,NA,12,75,126.56,72,-34,4.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,24,12,29.78
"HOU","TE","ERNESTGIVINS",114.6,18,"Ernest Givins",29,16,16,0,0,0,0,0,6,19,3.17,0,68,887,13.04,4,115,56,3,18,0,0,0,1.9,0,88.7,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,77,3,29.7
"NWE","TE","BENCOATES",113.9,20,"Ben Coates",24,16,10,0,0,0,0,0,0,0,NA,0,53,659,12.43,8,114,56,4,20,0,0,0,0,0,65.9,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,78,4,29
"SEA","WR","BRIANBLADES",117.7,58,"Brian Blades",28,16,14,0,0,0,0,0,5,52,10.4,0,80,945,11.81,3,118,13,19,58,0,0,0,5.2,0,94.5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,74,19,27.8
"NYG","QB","PHILSIMMS",166.02,79,"Phil Simms*",38,16,16,247,400,3038,15,9,28,31,1.11,0,1,-6,-6,0,166,NA,13,NA,121.52,60,-18,3.1,0,-0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,26,13,26.74
"ATL","WR","MIKEPRITCHARD",116,61,"Mike Pritchard",24,15,14,0,0,0,0,0,2,4,2,0,74,736,9.95,7,116,12,20,61,0,0,0,0.4,0,73.6,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,76,20,26.1
"PIT","RB","LEROYTHOMPSON",120.2,65,"Leroy Thompson",24,15,6,0,0,0,0,0,205,763,3.72,3,38,259,6.82,0,120,7,22,65,0,0,0,76.3,18,25.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,71,22,25.7
"SDG","RB","NATRONEMEANS",118.4,69,"Natrone Means",21,16,0,0,1,0,0,0,160,645,4.03,8,10,59,5.9,0,118,5,23,69,0,0,0,64.5,48,5.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,73,23,23.9
"NOR","WR","ERICMARTIN",113,63,"Eric Martin",32,16,13,0,0,0,0,0,0,0,NA,0,66,950,14.39,3,113,9,21,63,0,0,0,0,0,95,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,80,21,23.1
"TAM","QB","CRAIGERICKSON",161.76,80,"Craig Erickson",24,16,15,233,457,3054,18,21,26,96,3.69,0,0,0,NA,0,162,NA,14,NA,122.16,72,-42,9.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,28,14,22.48
"HOU","WR","HAYWOODJEFFIRES",111.3,64,"Haywood Jeffires*",29,16,16,0,0,0,0,0,0,0,NA,0,66,753,11.41,6,111,7,22,64,0,0,0,0,0,75.3,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,84,22,21.4
"SEA","WR","KELVINMARTIN",109.8,66,"Kelvin Martin",28,16,14,0,0,0,0,0,1,0,0,0,57,798,14,5,110,5,23,66,0,0,0,0,0,79.8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,86,23,19.9
"DAL","WR","ALVINHARPER",109.54,67,"Alvin Harper",25,16,15,1,1,46,0,0,0,0,NA,0,36,777,21.58,5,110,5,24,67,1.84,0,0,0,0,77.7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,87,24,19.64
"MIN","WR","ANTHONYCARTER",109.4,68,"Anthony Carter",33,15,14,0,0,0,0,0,7,19,2.71,0,60,775,12.92,5,109,5,25,68,0,0,0,1.9,0,77.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,88,25,19.5
"NYJ","RB","BRADBAXTER",113.7,76,"Brad Baxter",26,16,13,0,0,0,0,0,174,559,3.21,7,20,158,7.9,0,114,NA,24,76,0,0,0,55.9,42,15.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,79,24,19.2
"RAM","WR","HENRYELLARD",108.3,70,"Henry Ellard",32,16,16,0,0,0,0,0,2,18,9,0,61,945,15.49,2,108,4,26,70,0,0,0,1.8,0,94.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,93,26,18.4
"DEN","RB","ROBERTDELPINO",112,90,"Robert Delpino",28,16,4,0,0,0,0,0,131,445,3.4,8,26,195,7.5,0,112,NA,25,NA,0,0,0,44.5,48,19.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,81,25,17.5
"MIA","WR","MARKINGRAM",106.7,71,"Mark Ingram",28,16,16,0,0,0,0,0,0,0,NA,0,44,707,16.07,6,107,2,27,71,0,0,0,0,0,70.7,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,94,27,16.8
"NOR","WR","QUINNEARLY",106.2,73,"Quinn Early",28,16,15,0,0,0,0,0,2,32,16,0,45,670,14.89,6,106,2,28,73,0,0,0,3.2,0,67,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,95,28,16.3
"PHO","WR","GARYCLARK",105.8,74,"Gary Clark",31,14,10,0,0,0,0,0,0,0,NA,0,63,818,12.98,4,106,1,29,74,0,0,0,0,0,81.8,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,97,29,15.9
"SDG","RB","MARIONBUTTS",109.1,92,"Marion Butts",27,16,16,0,0,0,0,0,185,746,4.03,4,15,105,7,0,109,NA,26,NA,0,0,0,74.6,24,10.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,89,26,14.6
"BUF","WR","BILLBROOKS",104.4,78,"Bill Brooks",29,16,13,0,0,0,0,0,3,30,10,0,60,714,11.9,5,104,NA,30,78,0,0,0,3,0,71.4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,103,30,14.5
"NYJ","TE","JOHNNYMITCHELL",99,30,"Johnny Mitchell",22,14,14,0,0,0,0,0,0,0,NA,0,39,630,16.15,6,99,41,5,30,0,0,0,0,0,63,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,112,5,14.1
"MIA","TE","KEITHJACKSON",97.3,31,"Keith Jackson",28,15,15,0,0,0,0,0,0,0,NA,0,39,613,15.72,6,97,39,6,31,0,0,0,0,0,61.3,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,114,6,12.4
"ATL","WR","MICHAELHAYNES",101.8,99,"Michael Haynes",28,16,16,0,0,0,0,0,0,0,NA,0,72,778,10.81,4,102,NA,31,NA,0,0,0,0,0,77.8,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,107,31,11.9
"SEA","RB","JOHNWILLIAMS",106.1,94,"John Williams",29,16,9,0,1,0,0,0,82,371,4.52,3,58,450,7.76,1,106,NA,27,NA,0,0,0,37.1,18,45,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,96,27,11.6
"CLE","WR","MARKCARRIER",101.2,101,"Mark Carrier",28,16,16,0,0,0,0,0,4,26,6.5,1,43,746,17.35,3,101,NA,32,NA,0,0,0,2.6,6,74.6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,108,32,11.3
"NOR","RB","DEREKBROWN",105.5,95,"Derek Brown",22,13,12,0,0,0,0,0,180,705,3.92,2,21,170,8.1,1,106,NA,28,NA,0,0,0,70.5,12,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,98,28,11
"SFO","RB","MARCLOGAN",104.8,96,"Marc Logan",28,14,12,0,0,0,0,0,58,280,4.83,7,37,348,9.41,0,105,NA,29,NA,0,0,0,28,42,34.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,101,29,10.3
"CHI","RB","NEALANDERSON",104.6,97,"Neal Anderson",29,15,11,0,1,0,0,0,202,646,3.2,4,31,160,5.16,0,105,NA,30,NA,0,0,0,64.6,24,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,102,30,10.1
"CLE","RB","TOMMYVARDELL",103.5,98,"Tommy Vardell",24,16,12,0,0,0,0,0,171,644,3.77,3,19,151,7.95,1,104,NA,31,NA,0,0,0,64.4,18,15.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,104,31,9
"NYG","WR","MARKJACKSON",97.3,102,"Mark Jackson",30,16,14,0,0,0,0,0,3,25,8.33,0,58,708,12.21,4,97,NA,33,NA,0,0,0,2.5,0,70.8,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,115,33,7.39999999999999
"SFO","TE","BRENTJONES",91.5,33,"Brent Jones*",30,16,16,0,0,0,0,0,0,0,NA,0,68,735,10.81,3,92,33,7,33,0,0,0,0,0,73.5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,125,7,6.59999999999999
"SDG","RB","RONNIEHARMON",100.7,100,"Ronnie Harmon",29,16,1,0,0,0,0,0,46,216,4.7,0,73,671,9.19,2,101,NA,32,NA,0,0,0,21.6,0,67.1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,109,32,6.20000000000002
"RAI","WR","JAMESJETT",95.1,107,"James Jett",23,16,1,0,0,0,0,0,1,0,0,0,33,771,23.36,3,95,NA,34,NA,0,0,0,0,0,77.1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,119,34,5.2
"CIN","WR","CARLPICKENS",92.5,110,"Carl Pickens",23,13,12,0,1,0,0,0,0,0,NA,0,43,565,13.14,6,93,NA,35,NA,0,0,0,0,0,56.5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,123,35,2.59999999999999
"CIN","RB","DERRICKFENNER",96.9,103,"Derrick Fenner",26,15,14,0,0,0,0,0,121,482,3.98,1,48,427,8.9,0,97,NA,33,NA,0,0,0,48.2,6,42.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,116,33,2.40000000000001
"GNB","RB","DARRELLTHOMPSON",96.3,105,"Darrell Thompson",26,16,11,0,0,0,0,0,169,654,3.87,3,18,129,7.17,0,96,NA,34,NA,0,0,0,65.4,18,12.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,117,34,1.80000000000001
"TAM","RB","REGGIECOBB",95.9,104,"Reggie Cobb",25,12,10,0,0,0,0,0,221,658,2.98,3,9,61,6.78,1,96,NA,35,NA,0,0,0,65.8,18,6.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,118,35,1.39999999999999
"CIN","WR","JEFFQUERY",90.7,111,"Jeff Query",26,16,16,0,0,0,0,0,2,13,6.5,0,56,654,11.68,4,91,NA,37,NA,0,0,0,1.3,0,65.4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,126,36,0.799999999999997
"TAM","WR","HORACECOPELAND",90.7,112,"Horace Copeland",22,14,8,0,0,0,0,0,3,34,11.33,0,30,633,21.1,4,91,NA,36,NA,0,0,0,3.4,0,63.3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,126,36,0.799999999999997
"NOR","QB","WADEWILSON",139.28,81,"Wade Wilson",34,14,14,221,388,2457,12,15,31,230,7.42,0,0,0,NA,0,139,NA,15,NA,98.28,48,-30,23,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,43,15,0
