"name","name_fbg2","pos","team_fbg2","overallRank_fbg2","passAtt_fbg2","passComp_fbg2","passYds_fbg2","passTds_fbg2","passInt_fbg2","rushYds_fbg2","rushTds_fbg2","rec_fbg2","recYds_fbg2","recTds_fbg2","twoPts_fbg2","fumbles_fbg2","pts_fbg2"
"PEYTONMANNING","Peyton Manning","QB","DEN",1,610,416,4930,43,11,10,0,NA,NA,NA,NA,NA,408.5
"AARONRODGERS","Aaron Rodgers","QB","GB",2,535,355,4420,35,11,230,2,NA,NA,NA,NA,NA,385
"DREWBREES","Drew Brees","QB","NO",3,630,421,4890,35,15,35,1,NA,NA,NA,NA,NA,379
"ANDREWLUCK","Andrew Luck","QB","IND",4,605,373,4320,27,10,320,3,NA,NA,NA,NA,NA,364
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",5,630,374,4620,31,18,80,2,NA,NA,NA,NA,NA,357
"ROBERTGRIFFIN","Robert Griffin III","QB","WAS",6,520,315,3830,24,12,565,3,NA,NA,NA,NA,NA,350
"TOMBRADY","Tom Brady","QB","NE",7,630,388,4480,30,10,50,1,NA,NA,NA,NA,NA,345
"NICKFOLES","Nick Foles","QB","PHI",8,510,326,4120,27,9,260,2,NA,NA,NA,NA,NA,343
"RUSSELLWILSON","Russell Wilson","QB","SEA",9,445,285,3615,28,11,430,2,NA,NA,NA,NA,NA,336.75
"MATTRYAN","Matt Ryan","QB","ATL",10,620,410,4600,28,16,40,1,NA,NA,NA,NA,NA,336
"CAMNEWTON","Cam Newton","QB","CAR",11,480,298,3360,22,13,600,5,NA,NA,NA,NA,NA,333
"COLINKAEPERNICK","Colin Kaepernick","QB","SF",12,455,276,3540,24,9,485,3,NA,NA,NA,NA,NA,330.5
"JAYCUTLER","Jay Cutler","QB","CHI",13,550,343,4100,27,16,180,1,NA,NA,NA,NA,NA,321
"TONYROMO","Tony Romo","QB","DAL",14,555,347,4000,30,13,40,1,NA,NA,NA,NA,NA,317
"ANDYDALTON","Andy Dalton","QB","CIN",15,528,327,3820,29,18,150,2,NA,NA,NA,NA,NA,316
"PHILIPRIVERS","Philip Rivers","QB","SD",15,535,354,4300,28,15,40,0,NA,NA,NA,NA,NA,316
"BENROETHLISBERGER","Ben Roethlisberger","QB","PIT",17,540,346,3980,26,12,100,1,NA,NA,NA,NA,NA,307
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",18,560,340,3860,25,15,220,1,NA,NA,NA,NA,NA,306
"ALEXSMITH","Alex Smith","QB","KC",19,540,330,3670,22,8,270,1,NA,NA,NA,NA,NA,296.5
"JOEFLACCO","Joe Flacco","QB","BAL",20,580,350,3990,23,15,70,1,NA,NA,NA,NA,NA,289.5
"CARSONPALMER","Carson Palmer","QB","ARI",21,555,347,4100,24,18,10,0,NA,NA,NA,NA,NA,284
"SAMBRADFORD","Sam Bradford","QB","STL",22,520,315,3510,26,10,70,1,NA,NA,NA,NA,NA,282.5
"ELIMANNING","Eli Manning","QB","NYG",23,570,338,4020,23,17,30,0,NA,NA,NA,NA,NA,279
"JAMAALCHARLES","Jamaal Charles","RB","KC",24,NA,NA,NA,NA,NA,1330,10,65,590,3,NA,NA,270
"EJMANUEL","EJ Manuel","QB","BUF",25,440,270,3000,18,13,290,2,NA,NA,NA,NA,NA,250
"RYANFITZPATRICK","Ryan Fitzpatrick","QB","HOU",26,485,294,3350,16,14,200,2,NA,NA,NA,NA,NA,249.5
"LESEANMCCOY","LeSean McCoy","RB","PHI",27,NA,NA,NA,NA,NA,1420,9,40,340,2,NA,NA,242
"ADRIANPETERSON","Adrian Peterson","RB","MIN",28,NA,NA,NA,NA,NA,1380,12,38,255,1,NA,NA,241.5
"GENOSMITH","Geno Smith","QB","NYJ",29,415,243,2840,16,15,300,3,NA,NA,NA,NA,NA,239
"MATTFORTE","Matt Forte","RB","CHI",30,NA,NA,NA,NA,NA,1225,8,70,545,2,NA,NA,237
"MONTEEBALL","Montee Ball","RB","DEN",31,NA,NA,NA,NA,NA,1140,12,48,360,1,NA,NA,228
"JAKELOCKER","Jake Locker","QB","TEN",32,390,234,2740,15,9,270,2,NA,NA,NA,NA,NA,227
"CALVINJOHNSON","Calvin Johnson","WR","DET",33,NA,NA,NA,NA,NA,0,0,90,1540,12,NA,NA,226
"TEDDYBRIDGEWATER","Teddy Bridgewater","QB","MIN",34,400,237,2705,15,11,260,2,NA,NA,NA,NA,NA,222.25
"EDDIELACY","Eddie Lacy","RB","GB",35,NA,NA,NA,NA,NA,1250,10,38,280,1,NA,NA,219
"JOSHMCCOWN","Josh McCown","QB","TB",36,390,236,2890,16,12,150,1,NA,NA,NA,NA,NA,217.5
"MARSHAWNLYNCH","Marshawn Lynch","RB","SEA",37,NA,NA,NA,NA,NA,1230,10,28,220,2,NA,NA,217
"MATTSCHAUB","Matt Schaub","QB","OAK",38,410,255,3010,18,13,10,0,NA,NA,NA,NA,NA,210.5
"DEMARYIUSTHOMAS","Demaryius Thomas","WR","DEN",39,NA,NA,NA,NA,NA,0,0,90,1380,12,NA,NA,210
"DEZBRYANT","Dez Bryant","WR","DAL",40,NA,NA,NA,NA,NA,5,0,93,1290,12,NA,NA,201.5
"DEMARCOMURRAY","DeMarco Murray","RB","DAL",41,NA,NA,NA,NA,NA,1090,8,56,380,1,NA,NA,201
"AJGREEN","A.J. Green","WR","CIN",42,NA,NA,NA,NA,NA,0,0,94,1390,10,NA,NA,199
"JOHNNYMANZIEL","Johnny Manziel","QB","CLE",43,365,212,2420,11,13,280,3,NA,NA,NA,NA,NA,198
"ARIANFOSTER","Arian Foster","RB","HOU",43,NA,NA,NA,NA,NA,1000,7,55,440,2,NA,NA,198
"LEVEONBELL","LeVeon Bell","RB","PIT",45,NA,NA,NA,NA,NA,1010,9,47,365,1,NA,NA,197.5
"GIOVANIBERNARD","Giovani Bernard","RB","CIN",46,NA,NA,NA,NA,NA,900,5,62,530,4,NA,NA,197
"JIMMYGRAHAM","Jimmy Graham","TE","NO",47,NA,NA,NA,NA,NA,NA,NA,90,1170,13,NA,NA,195
"BRANDONMARSHALL","Brandon Marshall","WR","CHI",48,NA,NA,NA,NA,NA,0,0,100,1290,10,NA,NA,189
"REGGIEBUSH","Reggie Bush","RB","DET",49,NA,NA,NA,NA,NA,900,5,58,500,3,NA,NA,188
"JULIOJONES","Julio Jones","WR","ATL",50,NA,NA,NA,NA,NA,10,0,90,1300,9,NA,NA,185
"JORDYNELSON","Jordy Nelson","WR","GB",51,NA,NA,NA,NA,NA,0,0,84,1290,9,NA,NA,183
"ALSHONJEFFERY","Alshon Jeffery","WR","CHI",52,NA,NA,NA,NA,NA,70,0,90,1325,7,NA,NA,181.5
"CJSPILLER","C.J. Spiller","RB","BUF",53,NA,NA,NA,NA,NA,1080,5,41,310,2,NA,NA,181
"DOUGMARTIN","Doug Martin","RB","TB",54,NA,NA,NA,NA,NA,1100,7,31,225,1,NA,NA,180.5
"ANTONIOBROWN","Antonio Brown","WR","PIT",55,NA,NA,NA,NA,NA,30,0,90,1220,9,NA,NA,179
"ZACSTACY","Zac Stacy","RB","STL",56,NA,NA,NA,NA,NA,1040,8,30,180,1,NA,NA,176
"RYANMATHEWS","Ryan Mathews","RB","SD",57,NA,NA,NA,NA,NA,1100,6,30,225,1,NA,NA,174.5
"TOBYGERHART","Toby Gerhart","RB","JAX",58,NA,NA,NA,NA,NA,960,7,36,280,1,NA,NA,172
"ALFREDMORRIS","Alfred Morris","RB","WAS",58,NA,NA,NA,NA,NA,1180,8,8,60,0,NA,NA,172
"ANDREELLINGTON","Andre Ellington","RB","ARI",60,NA,NA,NA,NA,NA,940,5,45,410,1,NA,NA,171
"JOIQUEBELL","Joique Bell","RB","DET",61,NA,NA,NA,NA,NA,680,8,50,450,1,NA,NA,167
"RASHADJENNINGS","Rashad Jennings","RB","NYG",62,NA,NA,NA,NA,NA,870,8,40,300,0,NA,NA,165
"RANDALLCOBB","Randall Cobb","WR","GB",63,NA,NA,NA,NA,NA,35,0,80,1060,9,NA,NA,163.5
"VINCENTJACKSON","Vincent Jackson","WR","TB",64,NA,NA,NA,NA,NA,5,0,70,1175,7,NA,NA,160
"PIERREGARCON","Pierre Garcon","WR","WAS",65,NA,NA,NA,NA,NA,15,0,97,1200,6,NA,NA,157.5
"JULIUSTHOMAS","Julius Thomas","TE","DEN",66,NA,NA,NA,NA,NA,NA,NA,74,890,11,NA,NA,155
"BLAKEBORTLES","Blake Bortles","QB","JAX",67,310,177,2100,8,11,150,2,NA,NA,NA,NA,NA,153
"DESEANJACKSON","DeSean Jackson","WR","WAS",68,NA,NA,NA,NA,NA,15,0,65,1090,7,NA,NA,152.5
"STEVANRIDLEY","Stevan Ridley","RB","NE",69,NA,NA,NA,NA,NA,890,10,5,30,0,NA,NA,152
"ANDREJOHNSON","Andre Johnson","WR","HOU",70,NA,NA,NA,NA,NA,0,0,95,1210,5,NA,NA,151
"MICHAELFLOYD","Michael Floyd","WR","ARI",71,NA,NA,NA,NA,NA,0,0,70,1080,7,NA,NA,150
"RODDYWHITE","Roddy White","WR","ATL",72,NA,NA,NA,NA,NA,0,0,86,1065,7,NA,NA,148.5
"KEENANALLEN","Keenan Allen","WR","SD",73,NA,NA,NA,NA,NA,0,0,74,1060,7,NA,NA,148
"ROBGRONKOWSKI","Rob Gronkowski","TE","NE",73,NA,NA,NA,NA,NA,NA,NA,60,880,10,NA,NA,148
"FRANKGORE","Frank Gore","RB","SF",75,NA,NA,NA,NA,NA,930,7,14,125,0,NA,NA,147.5
"BENTATE","Ben Tate","RB","CLE",76,NA,NA,NA,NA,NA,900,6,28,190,0,NA,NA,145
"FREDJACKSON","Fred Jackson","RB","BUF",77,NA,NA,NA,NA,NA,650,7,40,315,1,NA,NA,144.5
"SHANEVEREEN","Shane Vereen","RB","NE",78,NA,NA,NA,NA,NA,430,3,70,650,3,NA,NA,144
"LAMARMILLER","Lamar Miller","RB","MIA",79,NA,NA,NA,NA,NA,820,6,26,190,1,NA,NA,143
"TRENTRICHARDSON","Trent Richardson","RB","IND",79,NA,NA,NA,NA,NA,690,7,40,260,1,NA,NA,143
"CORDARRELLEPATTERSON","Cordarrelle Patterson","WR","MIN",81,NA,NA,NA,NA,NA,140,2,60,800,6,NA,NA,142
"CHRISJOHNSON","Chris Johnson","RB","NYJ",82,NA,NA,NA,NA,NA,810,4,32,240,2,NA,NA,141
"BISHOPSANKEY","Bishop Sankey","RB","TEN",83,NA,NA,NA,NA,NA,840,5,24,200,1,NA,NA,140
"LARRYFITZGERALD","Larry Fitzgerald","WR","ARI",83,NA,NA,NA,NA,NA,10,0,80,910,8,NA,NA,140
"MIKEWALLACE","Mike Wallace","WR","MIA",85,NA,NA,NA,NA,NA,20,0,72,950,7,NA,NA,139
"EMMANUELSANDERS","Emmanuel Sanders","WR","DEN",86,NA,NA,NA,NA,NA,0,0,65,890,8,NA,NA,137
"VICTORCRUZ","Victor Cruz","WR","NYG",87,NA,NA,NA,NA,NA,0,0,80,1050,5,NA,NA,135
"PIERRETHOMAS","Pierre Thomas","RB","NO",88,NA,NA,NA,NA,NA,580,2,68,520,2,NA,NA,134
"PERCYHARVIN","Percy Harvin","WR","SEA",89,NA,NA,NA,NA,NA,70,1,68,830,6,NA,NA,132
"KENDALLWRIGHT","Kendall Wright","WR","TEN",90,NA,NA,NA,NA,NA,0,0,87,1000,5,NA,NA,130
"MICHAELCRABTREE","Michael Crabtree","WR","SF",90,NA,NA,NA,NA,NA,0,0,71,940,6,NA,NA,130
"JORDANCAMERON","Jordan Cameron","TE","CLE",90,NA,NA,NA,NA,NA,NA,NA,75,880,7,NA,NA,130
"JEREMYHILL","Jeremy Hill","RB","CIN",93,NA,NA,NA,NA,NA,740,8,10,70,0,NA,NA,129
"MAURICEJONESDREW","Maurice Jones-Drew","RB","OAK",93,NA,NA,NA,NA,NA,670,5,34,260,1,NA,NA,129
"RUEBENRANDLE","Rueben Randle","WR","NYG",93,NA,NA,NA,NA,NA,0,0,60,870,7,NA,NA,129
"TYHILTON","T.Y. Hilton","WR","IND",96,NA,NA,NA,NA,NA,10,0,63,900,6,NA,NA,127
"JASONWITTEN","Jason Witten","TE","DAL",96,NA,NA,NA,NA,NA,NA,NA,76,850,7,NA,NA,127
"RAYRICE","Ray Rice","RB","BAL",98,NA,NA,NA,NA,NA,650,4,46,315,1,NA,NA,126.5
"GREGOLSEN","Greg Olsen","TE","CAR",98,NA,NA,NA,NA,NA,NA,NA,76,845,7,NA,NA,126.5
"MARQUESCOLSTON","Marques Colston","WR","NO",100,NA,NA,NA,NA,NA,0,0,70,900,6,NA,NA,126
"GOLDENTATE","Golden Tate","WR","DET",101,NA,NA,NA,NA,NA,20,0,62,870,6,NA,NA,125
"STEVENJACKSON","Steven Jackson","RB","ATL",102,NA,NA,NA,NA,NA,580,6,35,225,1,NA,NA,122.5
"TORREYSMITH","Torrey Smith","WR","BAL",102,NA,NA,NA,NA,NA,10,0,52,915,5,NA,NA,122.5
"BERNARDPIERCE","Bernard Pierce","RB","BAL",104,NA,NA,NA,NA,NA,750,5,25,170,0,NA,NA,122
"WESWELKER","Wes Welker","WR","DEN",104,NA,NA,NA,NA,NA,0,0,77,800,7,NA,NA,122
"VERNONDAVIS","Vernon Davis","TE","SF",104,NA,NA,NA,NA,NA,NA,NA,52,740,8,NA,NA,122
"REGGIEWAYNE","Reggie Wayne","WR","IND",107,NA,NA,NA,NA,NA,0,0,77,970,4,NA,NA,121
"CECILSHORTS","Cecil Shorts","WR","JAX",107,NA,NA,NA,NA,NA,0,0,72,910,5,NA,NA,121
"CHADHENNE","Chad Henne","QB","JAX",109,270,160,1800,9,10,45,0,NA,NA,NA,NA,NA,120.5
"DEANDREHOPKINS","DeAndre Hopkins","WR","HOU",110,NA,NA,NA,NA,NA,0,0,62,900,5,NA,NA,120
"ERICDECKER","Eric Decker","WR","NYJ",111,NA,NA,NA,NA,NA,5,0,65,885,5,NA,NA,119
"MIKEEVANS","Mike Evans","WR","TB",111,NA,NA,NA,NA,NA,0,0,57,890,5,NA,NA,119
"JEREMYMACLIN","Jeremy Maclin","WR","PHI",113,NA,NA,NA,NA,NA,5,0,60,820,6,NA,NA,118.5
"ANQUANBOLDIN","Anquan Boldin","WR","SF",114,NA,NA,NA,NA,NA,0,0,60,820,6,NA,NA,118
"KNOWSHONMORENO","Knowshon Moreno","RB","MIA",115,NA,NA,NA,NA,NA,595,4,26,205,2,NA,NA,116
"RILEYCOOPER","Riley Cooper","WR","PHI",116,NA,NA,NA,NA,NA,0,0,47,790,6,NA,NA,115
"GREGJENNINGS","Greg Jennings","WR","MIN",116,NA,NA,NA,NA,NA,0,0,76,910,4,NA,NA,115
"DEANGELOWILLIAMS","DeAngelo Williams","RB","CAR",118,NA,NA,NA,NA,NA,700,4,18,145,1,NA,NA,114.5
"MARVINJONES","Marvin Jones","WR","CIN",118,NA,NA,NA,NA,NA,40,0,54,745,6,NA,NA,114.5
"SAMMYWATKINS","Sammy Watkins","WR","BUF",120,NA,NA,NA,NA,NA,0,0,65,840,5,NA,NA,114
"JULIANEDELMAN","Julian Edelman","WR","NE",121,NA,NA,NA,NA,NA,10,0,75,760,6,NA,NA,113
"BRIANHARTLINE","Brian Hartline","WR","MIA",122,NA,NA,NA,NA,NA,0,0,68,940,3,NA,NA,112
"CHRISIVORY","Chris Ivory","RB","NYJ",123,NA,NA,NA,NA,NA,770,5,6,45,0,NA,NA,111.5
"KELVINBENJAMIN","Kelvin Benjamin","WR","CAR",123,NA,NA,NA,NA,NA,0,0,46,695,7,NA,NA,111.5
"DWAYNEBOWE","Dwayne Bowe","WR","KC",125,NA,NA,NA,NA,NA,0,0,64,810,5,NA,NA,111
"DOUGBALDWIN","Doug Baldwin","WR","SEA",126,NA,NA,NA,NA,NA,5,0,52,795,5,NA,NA,110
"DANNYWOODHEAD","Danny Woodhead","RB","SD",127,NA,NA,NA,NA,NA,270,2,55,465,4,NA,NA,109.5
"TERRANCEWILLIAMS","Terrance Williams","WR","DAL",127,NA,NA,NA,NA,NA,5,0,50,790,5,NA,NA,109.5
"JAMESJONES","James Jones","WR","OAK",129,NA,NA,NA,NA,NA,0,0,58,790,5,NA,NA,109
"MARKUSWHEATON","Markus Wheaton","WR","PIT",130,NA,NA,NA,NA,NA,20,0,58,760,5,NA,NA,108
"DARRENSPROLES","Darren Sproles","RB","PHI",131,NA,NA,NA,NA,NA,310,2,51,460,3,NA,NA,107
"TAVONAUSTIN","Tavon Austin","WR","STL",132,NA,NA,NA,NA,NA,120,1,55,580,5,NA,NA,106
"ANDREWHAWKINS","Andrew Hawkins","WR","CLE",133,NA,NA,NA,NA,NA,15,0,70,860,3,NA,NA,105.5
"DENNISPITTA","Dennis Pitta","TE","BAL",134,NA,NA,NA,NA,NA,NA,NA,71,750,5,NA,NA,105
"DEVONTAFREEMAN","Devonta Freeman","RB","ATL",135,NA,NA,NA,NA,NA,560,4,24,180,1,NA,NA,104
"KYLERUDOLPH","Kyle Rudolph","TE","MIN",136,NA,NA,NA,NA,NA,NA,NA,65,670,6,NA,NA,103
"ZACHERTZ","Zach Ertz","TE","PHI",136,NA,NA,NA,NA,NA,NA,NA,52,670,6,NA,NA,103
"JORDANREED","Jordan Reed","TE","WAS",138,NA,NA,NA,NA,NA,NA,NA,64,720,5,NA,NA,102
"BRANDINCOOKS","Brandin Cooks","WR","NO",139,NA,NA,NA,NA,NA,20,0,60,750,4,NA,NA,101
"ANTONIOGATES","Antonio Gates","TE","SD",139,NA,NA,NA,NA,NA,NA,NA,63,710,5,NA,NA,101
"KENNYSTILLS","Kenny Stills","WR","NO",141,NA,NA,NA,NA,NA,5,0,42,630,6,NA,NA,99.5
"SHONNGREENE","Shonn Greene","RB","TEN",142,NA,NA,NA,NA,NA,610,5,10,70,0,NA,NA,98
"AARONDOBSON","Aaron Dobson","WR","NE",142,NA,NA,NA,NA,NA,0,0,48,680,5,NA,NA,98
"ODELLBECKHAM","Odell Beckham Jr","WR","NYG",144,NA,NA,NA,NA,NA,10,0,54,725,4,NA,NA,97.5
"STEVESMITH","Steve Smith","WR","BAL",145,NA,NA,NA,NA,NA,0,0,50,725,4,NA,NA,96.5
"HEATHMILLER","Heath Miller","TE","PIT",146,NA,NA,NA,NA,NA,NA,NA,64,660,5,NA,NA,96
"CHARLESCLAY","Charles Clay","TE","MIA",146,NA,NA,NA,NA,NA,NA,NA,54,600,6,NA,NA,96
"MARQISELEE","Marqise Lee","WR","JAX",148,NA,NA,NA,NA,NA,30,0,55,740,3,NA,NA,95
"MARTELLUSBENNETT","Martellus Bennett","TE","CHI",149,NA,NA,NA,NA,NA,NA,NA,58,645,5,NA,NA,94.5
"JAREDCOOK","Jared Cook","TE","STL",150,NA,NA,NA,NA,NA,NA,NA,50,640,5,NA,NA,94
"TRAVISKELCE","Travis Kelce","TE","KC",150,NA,NA,NA,NA,NA,NA,NA,52,640,5,NA,NA,94
"DARRENMCFADDEN","Darren McFadden","RB","OAK",152,NA,NA,NA,NA,NA,420,4,26,200,1,NA,NA,92
"RODSTREATER","Rod Streater","WR","OAK",153,NA,NA,NA,NA,NA,5,0,52,730,3,NA,NA,91.5
"ROBERTWOODS","Robert Woods","WR","BUF",154,NA,NA,NA,NA,NA,5,0,58,720,3,NA,NA,90.5
"MARKINGRAM","Mark Ingram","RB","NO",155,NA,NA,NA,NA,NA,535,5,10,65,0,NA,NA,90
"JARRETTBOYKIN","Jarrett Boykin","WR","GB",155,NA,NA,NA,NA,NA,0,0,45,600,5,NA,NA,90
"ERICEBRON","Eric Ebron","TE","DET",155,NA,NA,NA,NA,NA,NA,NA,48,600,5,NA,NA,90
"KNILEDAVIS","Knile Davis","RB","KC",158,NA,NA,NA,NA,NA,480,5,16,110,0,NA,NA,89
"JUSTINHUNTER","Justin Hunter","WR","TEN",158,NA,NA,NA,NA,NA,0,0,40,650,4,NA,NA,89
"CJANDERSON","C.J. Anderson","RB","DEN",160,NA,NA,NA,NA,NA,500,3,16,140,1,NA,NA,88
"AHMADBRADSHAW","Ahmad Bradshaw","RB","IND",160,NA,NA,NA,NA,NA,520,4,15,120,0,NA,NA,88
"DELANIEWALKER","Delanie Walker","TE","TEN",160,NA,NA,NA,NA,NA,NA,NA,55,580,5,NA,NA,88
"JACEAMARO","Jace Amaro","TE","NYJ",160,NA,NA,NA,NA,NA,NA,NA,48,580,5,NA,NA,88
"ANDREHOLMES","Andre Holmes","WR","OAK",164,NA,NA,NA,NA,NA,0,0,41,635,4,NA,NA,87.5
"HARRYDOUGLAS","Harry Douglas","WR","ATL",165,NA,NA,NA,NA,NA,0,0,59,750,2,NA,NA,87
"DANNYAMENDOLA","Danny Amendola","WR","NE",166,NA,NA,NA,NA,NA,5,0,60,680,3,NA,NA,86.5
"STEDMANBAILEY","Stedman Bailey","WR","STL",167,NA,NA,NA,NA,NA,15,0,42,545,5,NA,NA,86
"LADARIUSGREEN","Ladarius Green","TE","SD",167,NA,NA,NA,NA,NA,NA,NA,36,560,5,NA,NA,86
"MALCOMFLOYD","Malcom Floyd","WR","SD",169,NA,NA,NA,NA,NA,0,0,35,610,4,NA,NA,85
"DWAYNEALLEN","Dwayne Allen","TE","IND",170,NA,NA,NA,NA,NA,NA,NA,48,540,5,NA,NA,84
"JEREMYKERLEY","Jeremy Kerley","WR","NYJ",171,NA,NA,NA,NA,NA,10,0,53,705,2,NA,NA,83.5
"HAKEEMNICKS","Hakeem Nicks","WR","IND",172,NA,NA,NA,NA,NA,0,0,45,590,4,NA,NA,83
"MIKEWILLIAMS","Mike Williams","WR","BUF",172,NA,NA,NA,NA,NA,0,0,35,470,6,NA,NA,83
"DAVIDWILSON","David Wilson","RB","NYG",174,NA,NA,NA,NA,NA,460,4,15,120,0,NA,NA,82
"JORDANMATTHEWS","Jordan Matthews","WR","PHI",174,NA,NA,NA,NA,NA,0,0,42,580,4,NA,NA,82
"CARLOSHYDE","Carlos Hyde","RB","SF",176,NA,NA,NA,NA,NA,410,6,5,40,0,NA,NA,81
"TYLEREIFERT","Tyler Eifert","TE","CIN",177,NA,NA,NA,NA,NA,NA,NA,50,550,4,NA,NA,79
"CHARLESSIMS","Charles Sims","RB","TB",178,NA,NA,NA,NA,NA,330,3,25,210,1,NA,NA,78
"KENNYBRITT","Kenny Britt","WR","STL",178,NA,NA,NA,NA,NA,0,0,41,540,4,NA,NA,78
"BRIANHOYER","Brian Hoyer","QB","CLE",180,170,98,1090,7,6,5,0,NA,NA,NA,NA,NA,77
"ANDREBROWN","Andre Brown","RB","HOU",181,NA,NA,NA,NA,NA,500,3,12,80,0,NA,NA,76
"MARLONBROWN","Marlon Brown","WR","BAL",181,NA,NA,NA,NA,NA,0,0,38,460,5,NA,NA,76
"NATEWASHINGTON","Nate Washington","WR","TEN",181,NA,NA,NA,NA,NA,0,0,41,640,2,NA,NA,76
"LANCEDUNBAR","Lance Dunbar","RB","DAL",184,NA,NA,NA,NA,NA,320,2,28,250,1,NA,NA,75
"STEPFANTAYLOR","Stepfan Taylor","RB","ARI",184,NA,NA,NA,NA,NA,345,5,15,105,0,NA,NA,75
"STEVEJOHNSON","Steve Johnson","WR","SF",184,NA,NA,NA,NA,NA,0,0,41,510,4,NA,NA,75
"COBYFLEENER","Coby Fleener","TE","IND",184,NA,NA,NA,NA,NA,NA,NA,45,510,4,NA,NA,75
"LEVINETOILOLO","Levine Toilolo","TE","ATL",188,NA,NA,NA,NA,NA,NA,NA,41,440,5,NA,NA,74
"KHIRYROBINSON","Khiry Robinson","RB","NO",189,NA,NA,NA,NA,NA,425,4,8,65,0,NA,NA,73
"JOHNBROWN","John Brown","WR","ARI",190,NA,NA,NA,NA,NA,10,0,32,530,3,NA,NA,72
"MARQUESSWILSON","Marquess Wilson","WR","CHI",191,NA,NA,NA,NA,NA,0,0,35,475,4,NA,NA,71.5
"AUSTINSEFERIANJENKINS","Austin Seferian-Jenkins","TE","TB",192,NA,NA,NA,NA,NA,NA,NA,38,410,5,NA,NA,71
"MIKEGLENNON","Mike Glennon","QB","TB",193,130,75,950,6,3,15,0,NA,NA,NA,NA,NA,70
"JONATHANSTEWART","Jonathan Stewart","RB","CAR",193,NA,NA,NA,NA,NA,480,2,13,100,0,NA,NA,70
"MIKETOLBERT","Mike Tolbert","RB","CAR",193,NA,NA,NA,NA,NA,190,4,25,210,1,NA,NA,70
"ANDREROBERTS","Andre Roberts","WR","WAS",196,NA,NA,NA,NA,NA,5,0,40,450,4,NA,NA,69.5
"ZACHMILLER","Zach Miller","TE","SEA",197,NA,NA,NA,NA,NA,NA,NA,34,390,5,NA,NA,69
"JERRICHOCOTCHERY","Jerricho Cotchery","WR","CAR",198,NA,NA,NA,NA,NA,0,0,44,505,3,NA,NA,68.5
"TERRANCEWEST","Terrance West","RB","CLE",199,NA,NA,NA,NA,NA,410,3,11,90,0,NA,NA,68
"OWENDANIELS","Owen Daniels","TE","BAL",199,NA,NA,NA,NA,NA,NA,NA,48,500,3,NA,NA,68
"ADRIENROBINSON","Adrien Robinson","TE","NYG",199,NA,NA,NA,NA,NA,NA,NA,40,440,4,NA,NA,68
"DONNIEAVERY","Donnie Avery","WR","KC",202,NA,NA,NA,NA,NA,0,0,41,550,2,NA,NA,67
"CHRISPOLK","Chris Polk","RB","PHI",203,NA,NA,NA,NA,NA,400,3,10,85,0,NA,NA,66.5
"DEREKCARR","Derek Carr","QB","OAK",204,145,83,1030,4,4,15,0,NA,NA,NA,NA,NA,65
"ROYHELU","Roy Helu","RB","WAS",205,NA,NA,NA,NA,NA,255,3,28,205,0,NA,NA,64
"JACQUIZZRODGERS","Jacquizz Rodgers","RB","ATL",205,NA,NA,NA,NA,NA,220,1,42,300,1,NA,NA,64
"LATAVIUSMURRAY","Latavius Murray","RB","OAK",205,NA,NA,NA,NA,NA,400,3,8,60,0,NA,NA,64
"DENARIUSMOORE","Denarius Moore","WR","OAK",208,NA,NA,NA,NA,NA,0,0,30,455,3,NA,NA,63.5
"LEGARRETTEBLOUNT","LeGarrette Blount","RB","PIT",209,NA,NA,NA,NA,NA,410,3,5,40,0,NA,NA,63
"ALLENROBINSON","Allen Robinson","WR","JAX",209,NA,NA,NA,NA,NA,0,0,35,510,2,NA,NA,63
"RYANGRIFFIN","Ryan Griffin","TE","HOU",209,NA,NA,NA,NA,NA,NA,NA,40,450,3,NA,NA,63
"MATTCASSEL","Matt Cassel","QB","MIN",212,125,73,855,5,3,30,0,NA,NA,NA,NA,NA,62.75
"BRANDONBOLDEN","Brandon Bolden","RB","NE",213,NA,NA,NA,NA,NA,340,4,6,45,0,NA,NA,62.5
"JARIUSWRIGHT","Jarius Wright","WR","MIN",213,NA,NA,NA,NA,NA,0,0,36,505,2,NA,NA,62.5
"MARCEDESLEWIS","Marcedes Lewis","TE","JAX",213,NA,NA,NA,NA,NA,NA,NA,37,445,3,NA,NA,62.5
"LANCEMOORE","Lance Moore","WR","PIT",216,NA,NA,NA,NA,NA,0,0,43,500,2,NA,NA,62
"JAMESSTARKS","James Starks","RB","GB",217,NA,NA,NA,NA,NA,360,3,10,75,0,NA,NA,61.5
"JERMICHAELFINLEY","Jermichael Finley","TE","",218,NA,NA,NA,NA,NA,NA,NA,35,430,3,NA,NA,61
"NATEBURLESON","Nate Burleson","WR","CLE",219,NA,NA,NA,NA,NA,5,0,42,475,2,NA,NA,60
"TREMASON","Tre Mason","RB","STL",220,NA,NA,NA,NA,NA,405,2,10,65,0,NA,NA,59
"BRENTCELEK","Brent Celek","TE","PHI",220,NA,NA,NA,NA,NA,NA,NA,30,410,3,NA,NA,59
"MARCELREECE","Marcel Reece","RB","OAK",222,NA,NA,NA,NA,NA,100,1,33,300,2,NA,NA,58
