"name","pos","name_fbg4","team_fbg4","positionRank_fbg4","overallRank_fbg4","pts_fbg4","passAtt_fbg4","passComp_fbg4","passYds_fbg4","passTds_fbg4","passInt_fbg4","rushAtt_fbg4","rushYds_fbg4","rushTds_fbg4","rec_fbg4","recYds_fbg4","recTds_fbg4","returnTds_fbg4","twoPts_fbg4","fumbles_fbg4"
"BRANDONMARSHALL","WR","Brandon Marshall","CHI",6,46,193,NA,NA,NA,NA,NA,0,0,0,105,1390,9,NA,NA,NA
"JULIOJONES","WR","Julio Jones","ATL",7,47,192.5,NA,NA,NA,NA,NA,0,0,0,92,1325,10,NA,NA,NA
"ARIANFOSTER","RB","Arian Foster","HOU",12,48,190,NA,NA,NA,NA,NA,225,1000,8,40,300,2,NA,NA,NA
"ANTONIOBROWN","WR","Antonio Brown","PIT",8,49,187,NA,NA,NA,NA,NA,2,15,0,100,1375,8,NA,NA,NA
"ALSHONJEFFERY","WR","Alshon Jeffery","CHI",9,50,186,NA,NA,NA,NA,NA,5,50,0,84,1330,8,NA,NA,NA
"ANDREELLINGTON","RB","Andre Ellington","ARI",13,51,185,NA,NA,NA,NA,NA,195,950,6,60,480,1,NA,NA,NA
"RYANMATHEWS","RB","Ryan Mathews","SD",14,52,184.5,NA,NA,NA,NA,NA,260,1100,7,29,205,2,NA,NA,NA
"LEVEONBELL","RB","LeVeon Bell","PIT",15,53,183,NA,NA,NA,NA,NA,260,1000,7,42,350,1,NA,NA,NA
"TOBYGERHART","RB","Toby Gerhart","JAX",16,54,181.5,NA,NA,NA,NA,NA,260,1010,7,43,325,1,NA,NA,NA
"REGGIEBUSH","RB","Reggie Bush","DET",17,55,180,NA,NA,NA,NA,NA,200,880,5,50,500,2,NA,NA,NA
"RYANMALLETT","QB","Ryan Mallett","HOU",29,56,177,320,196,2450,15,8,10,25,0,NA,NA,NA,NA,NA,NA
"VICTORCRUZ","WR","Victor Cruz","NYG",10,57,173.5,NA,NA,NA,NA,NA,0,0,0,93,1255,8,NA,NA,NA
"VINCENTJACKSON","WR","Vincent Jackson","TB",11,58,172,NA,NA,NA,NA,NA,0,0,0,80,1300,7,NA,NA,NA
"ZACSTACY","RB","Zac Stacy","STL",18,59,171.5,NA,NA,NA,NA,NA,250,1000,8,30,175,1,NA,NA,NA
"RANDALLCOBB","WR","Randall Cobb","GB",12,59,171.5,NA,NA,NA,NA,NA,10,75,1,85,1100,8,NA,NA,NA
"KEENANALLEN","WR","Keenan Allen","SD",13,61,169,NA,NA,NA,NA,NA,0,0,0,87,1210,8,NA,NA,NA
"PERCYHARVIN","WR","Percy Harvin","SEA",14,62,168,NA,NA,NA,NA,NA,10,120,1,75,1080,7,NA,NA,NA
"ANDREJOHNSON","WR","Andre Johnson","HOU",15,63,166,NA,NA,NA,NA,NA,0,0,0,96,1300,6,NA,NA,NA
"FRANKGORE","RB","Frank Gore","SF",19,64,164,NA,NA,NA,NA,NA,250,1000,8,23,160,0,NA,NA,NA
"BLAKEBORTLES","QB","Blake Bortles","JAX",30,65,162,320,183,2150,13,10,20,65,1,NA,NA,NA,NA,NA,NA
"CHRISJOHNSON","RB","Chris Johnson","NYJ",20,66,161.5,NA,NA,NA,NA,NA,200,850,6,40,345,1,NA,NA,NA
"CJSPILLER","RB","C.J. Spiller","BUF",20,66,161.5,NA,NA,NA,NA,NA,205,925,5,38,270,2,NA,NA,NA
"SHANEVEREEN","RB","Shane Vereen","NE",22,68,158.5,NA,NA,NA,NA,NA,130,550,3,65,615,4,NA,NA,NA
"JULIUSTHOMAS","TE","Julius Thomas","DEN",2,69,156,NA,NA,NA,NA,NA,NA,NA,NA,70,900,11,NA,NA,NA
"RASHADJENNINGS","RB","Rashad Jennings","NYG",23,70,155,NA,NA,NA,NA,NA,200,840,6,42,290,1,NA,NA,NA
"ROBGRONKOWSKI","TE","Rob Gronkowski","NE",3,70,155,NA,NA,NA,NA,NA,NA,NA,NA,75,950,10,NA,NA,NA
"RODDYWHITE","WR","Roddy White","ATL",16,72,154,NA,NA,NA,NA,NA,0,0,0,88,1120,7,NA,NA,NA
"BENTATE","RB","Ben Tate","CLE",24,73,152,NA,NA,NA,NA,NA,210,910,7,31,190,0,NA,NA,NA
"MICHAELCRABTREE","WR","Michael Crabtree","SF",17,73,152,NA,NA,NA,NA,NA,0,0,0,75,1100,7,NA,NA,NA
"DESEANJACKSON","WR","DeSean Jackson","WAS",18,75,149,NA,NA,NA,NA,NA,2,10,0,70,1060,7,NA,NA,NA
"CORDARRELLEPATTERSON","WR","Cordarrelle Patterson","MIN",19,76,148.5,NA,NA,NA,NA,NA,10,100,1,68,905,7,NA,NA,NA
"PIERREGARCON","WR","Pierre Garcon","WAS",19,76,148.5,NA,NA,NA,NA,NA,0,0,0,88,1125,6,NA,NA,NA
"LARRYFITZGERALD","WR","Larry Fitzgerald","ARI",21,78,148,NA,NA,NA,NA,NA,0,0,0,85,1000,8,NA,NA,NA
"BISHOPSANKEY","RB","Bishop Sankey","TEN",25,79,147,NA,NA,NA,NA,NA,210,900,5,28,210,1,NA,NA,NA
"TORREYSMITH","WR","Torrey Smith","BAL",22,79,147,NA,NA,NA,NA,NA,0,0,0,68,1050,7,NA,NA,NA
"MATTSCHAUB","QB","Matt Schaub","OAK",31,81,146.75,310,185,1975,14,12,15,40,0,NA,NA,NA,NA,NA,NA
"FREDJACKSON","RB","Fred Jackson","BUF",26,82,146.5,NA,NA,NA,NA,NA,180,750,6,40,295,1,NA,NA,NA
"JOIQUEBELL","RB","Joique Bell","DET",27,83,144,NA,NA,NA,NA,NA,160,670,6,38,350,1,NA,NA,NA
"MICHAELFLOYD","WR","Michael Floyd","ARI",23,83,144,NA,NA,NA,NA,NA,0,0,0,74,1080,6,NA,NA,NA
"EMMANUELSANDERS","WR","Emmanuel Sanders","DEN",24,85,143,NA,NA,NA,NA,NA,0,0,0,75,1010,7,NA,NA,NA
"JORDANCAMERON","TE","Jordan Cameron","CLE",4,86,142.5,NA,NA,NA,NA,NA,NA,NA,NA,83,1005,7,NA,NA,NA
"KNOWSHONMORENO","RB","Knowshon Moreno","MIA",28,87,142,NA,NA,NA,NA,NA,195,780,6,35,220,1,NA,NA,NA
"MIKEWALLACE","WR","Mike Wallace","MIA",25,87,142,NA,NA,NA,NA,NA,0,0,0,73,1000,7,NA,NA,NA
"MATTCASSEL","QB","Matt Cassel","MIN",32,89,141,285,175,1950,10,6,10,35,1,NA,NA,NA,NA,NA,NA
"RAYRICE","RB","Ray Rice","BAL",29,89,141,NA,NA,NA,NA,NA,200,760,5,50,350,0,NA,NA,NA
"TYHILTON","WR","T.Y. Hilton","IND",26,89,141,NA,NA,NA,NA,NA,0,0,0,70,990,7,NA,NA,NA
"MARQUESCOLSTON","WR","Marques Colston","NO",27,92,140.5,NA,NA,NA,NA,NA,0,0,0,78,985,7,NA,NA,NA
"DEANGELOWILLIAMS","RB","DeAngelo Williams","CAR",30,93,137,NA,NA,NA,NA,NA,200,840,5,23,170,1,NA,NA,NA
"ERICDECKER","WR","Eric Decker","NYJ",28,94,136,NA,NA,NA,NA,NA,0,0,0,68,940,7,NA,NA,NA
"REGGIEWAYNE","WR","Reggie Wayne","IND",28,94,136,NA,NA,NA,NA,NA,0,0,0,78,1000,6,NA,NA,NA
"MAURICEJONESDREW","RB","Maurice Jones-Drew","OAK",31,96,135.5,NA,NA,NA,NA,NA,200,795,5,25,200,1,NA,NA,NA
"STEVANRIDLEY","RB","Stevan Ridley","NE",32,97,133.5,NA,NA,NA,NA,NA,200,850,7,8,65,0,NA,NA,NA
"PIERRETHOMAS","RB","Pierre Thomas","NO",33,98,132,NA,NA,NA,NA,NA,140,570,3,66,450,2,NA,NA,NA
"MARKINGRAM","RB","Mark Ingram","NO",34,99,130,NA,NA,NA,NA,NA,175,660,7,20,160,1,NA,NA,NA
"KENDALLWRIGHT","WR","Kendall Wright","TEN",30,99,130,NA,NA,NA,NA,NA,0,0,0,80,1000,5,NA,NA,NA
"TERRANCEWILLIAMS","WR","Terrance Williams","DAL",31,101,129.5,NA,NA,NA,NA,NA,0,0,0,62,875,7,NA,NA,NA
"TRENTRICHARDSON","RB","Trent Richardson","IND",35,102,127,NA,NA,NA,NA,NA,200,700,6,35,210,0,NA,NA,NA
"DEREKCARR","QB","Derek Carr","OAK",33,103,126.5,250,140,1850,8,6,10,20,1,NA,NA,NA,NA,NA,NA
"STEVENJACKSON","RB","Steven Jackson","ATL",36,104,125,NA,NA,NA,NA,NA,200,700,5,27,190,1,NA,NA,NA
"JULIANEDELMAN","WR","Julian Edelman","NE",32,104,125,NA,NA,NA,NA,NA,0,0,0,90,950,5,NA,NA,NA
"TEDDYBRIDGEWATER","QB","Teddy Bridgewater","MIN",34,106,123.5,225,137,1540,13,10,20,45,0,NA,NA,NA,NA,NA,NA
"JEREMYMACLIN","WR","Jeremy Maclin","PHI",33,107,122.5,NA,NA,NA,NA,NA,0,0,0,69,865,6,NA,NA,NA
"DEVONTAFREEMAN","RB","Devonta Freeman","ATL",37,108,122,NA,NA,NA,NA,NA,150,725,5,28,195,0,NA,NA,NA
"GREGOLSEN","TE","Greg Olsen","CAR",5,108,122,NA,NA,NA,NA,NA,NA,NA,NA,74,800,7,NA,NA,NA
"JEREMYHILL","RB","Jeremy Hill","CIN",38,110,121.5,NA,NA,NA,NA,NA,185,740,6,18,115,0,NA,NA,NA
"GREGJENNINGS","WR","Greg Jennings","MIN",34,111,116.5,NA,NA,NA,NA,NA,0,0,0,70,865,5,NA,NA,NA
"RILEYCOOPER","WR","Riley Cooper","PHI",35,112,116,NA,NA,NA,NA,NA,0,0,0,52,800,6,NA,NA,NA
"DEANDREHOPKINS","WR","DeAndre Hopkins","HOU",36,113,115,NA,NA,NA,NA,NA,0,0,0,60,850,5,NA,NA,NA
"GOLDENTATE","WR","Golden Tate","DET",36,113,115,NA,NA,NA,NA,NA,0,0,0,62,850,5,NA,NA,NA
"SAMMYWATKINS","WR","Sammy Watkins","BUF",36,113,115,NA,NA,NA,NA,NA,0,0,0,60,850,5,NA,NA,NA
"JASONWITTEN","TE","Jason Witten","DAL",6,113,115,NA,NA,NA,NA,NA,NA,NA,NA,75,850,5,NA,NA,NA
"SHONNGREENE","RB","Shonn Greene","TEN",39,117,114,NA,NA,NA,NA,NA,180,720,6,10,60,0,NA,NA,NA
"ANQUANBOLDIN","WR","Anquan Boldin","SF",39,118,112.5,NA,NA,NA,NA,NA,0,0,0,60,825,5,NA,NA,NA
"JUSTINHUNTER","WR","Justin Hunter","TEN",40,119,110.5,NA,NA,NA,NA,NA,0,0,0,58,745,6,NA,NA,NA
"KELVINBENJAMIN","WR","Kelvin Benjamin","CAR",40,119,110.5,NA,NA,NA,NA,NA,0,0,0,58,685,7,NA,NA,NA
"VERNONDAVIS","TE","Vernon Davis","SF",7,121,109.5,NA,NA,NA,NA,NA,NA,NA,NA,50,675,7,NA,NA,NA
"MARKUSWHEATON","WR","Markus Wheaton","PIT",42,122,109,NA,NA,NA,NA,NA,0,0,0,57,790,5,NA,NA,NA
"RODSTREATER","WR","Rod Streater","OAK",42,122,109,NA,NA,NA,NA,NA,0,0,0,56,790,5,NA,NA,NA
"ZACHERTZ","TE","Zach Ertz","PHI",8,122,109,NA,NA,NA,NA,NA,NA,NA,NA,54,670,7,NA,NA,NA
"CHRISIVORY","RB","Chris Ivory","NYJ",40,125,108.5,NA,NA,NA,NA,NA,160,700,5,12,85,0,NA,NA,NA
"LAMARMILLER","RB","Lamar Miller","MIA",40,125,108.5,NA,NA,NA,NA,NA,160,660,4,21,125,1,NA,NA,NA
"TAVONAUSTIN","WR","Tavon Austin","STL",44,125,108.5,NA,NA,NA,NA,NA,10,100,1,55,625,5,NA,NA,NA
"BRANDINCOOKS","WR","Brandin Cooks","NO",45,128,108,NA,NA,NA,NA,NA,0,0,0,61,780,5,NA,NA,NA
"CARLOSHYDE","RB","Carlos Hyde","SF",42,129,107,NA,NA,NA,NA,NA,130,650,5,18,120,0,NA,NA,NA
"KENNYSTILLS","WR","Kenny Stills","NO",46,129,107,NA,NA,NA,NA,NA,0,0,0,54,770,5,NA,NA,NA
"RUEBENRANDLE","WR","Rueben Randle","NYG",47,131,106,NA,NA,NA,NA,NA,0,0,0,54,700,6,NA,NA,NA
"JARRETTBOYKIN","WR","Jarrett Boykin","GB",47,131,106,NA,NA,NA,NA,NA,0,0,0,55,700,6,NA,NA,NA
"STEVESMITH","WR","Steve Smith","BAL",49,133,105.5,NA,NA,NA,NA,NA,0,0,0,56,755,5,NA,NA,NA
"JAMESJONES","WR","James Jones","OAK",50,134,105,NA,NA,NA,NA,NA,0,0,0,60,810,4,NA,NA,NA
"MIKEEVANS","WR","Mike Evans","TB",50,134,105,NA,NA,NA,NA,NA,0,0,0,58,750,5,NA,NA,NA
"CECILSHORTS","WR","Cecil Shorts","JAX",50,134,105,NA,NA,NA,NA,NA,0,0,0,65,750,5,NA,NA,NA
"MILESAUSTIN","WR","Miles Austin","CLE",50,134,105,NA,NA,NA,NA,NA,0,0,0,57,750,5,NA,NA,NA
"BRIANHARTLINE","WR","Brian Hartline","MIA",54,138,104,NA,NA,NA,NA,NA,0,0,0,65,800,4,NA,NA,NA
"JORDANREED","TE","Jordan Reed","WAS",9,139,103.5,NA,NA,NA,NA,NA,NA,NA,NA,59,675,6,NA,NA,NA
"RYANFITZPATRICK","QB","Ryan Fitzpatrick","HOU",35,140,103,225,128,1450,8,13,15,55,1,NA,NA,NA,NA,NA,NA
"KYLERUDOLPH","TE","Kyle Rudolph","MIN",10,140,103,NA,NA,NA,NA,NA,NA,NA,NA,66,670,6,NA,NA,NA
"DWAYNEBOWE","WR","Dwayne Bowe","KC",55,142,102.5,NA,NA,NA,NA,NA,0,0,0,62,725,5,NA,NA,NA
"HAKEEMNICKS","WR","Hakeem Nicks","IND",55,142,102.5,NA,NA,NA,NA,NA,0,0,0,50,725,5,NA,NA,NA
"BERNARDPIERCE","RB","Bernard Pierce","BAL",43,144,102,NA,NA,NA,NA,NA,135,575,4,24,145,1,NA,NA,NA
"ANDREWILLIAMS","RB","Andre Williams","NYG",44,145,100,NA,NA,NA,NA,NA,140,620,6,4,20,0,NA,NA,NA
"JONATHANSTEWART","RB","Jonathan Stewart","CAR",44,145,100,NA,NA,NA,NA,NA,135,600,5,20,100,0,NA,NA,NA
"DOUGBALDWIN","WR","Doug Baldwin","SEA",57,145,100,NA,NA,NA,NA,NA,0,0,0,60,760,4,NA,NA,NA
"DENNISPITTA","TE","Dennis Pitta","BAL",11,148,99,NA,NA,NA,NA,NA,NA,NA,NA,64,690,5,NA,NA,NA
"KENNYBRITT","WR","Kenny Britt","STL",58,149,98.5,NA,NA,NA,NA,NA,0,0,0,50,685,5,NA,NA,NA
"WESWELKER","WR","Wes Welker","DEN",58,149,98.5,NA,NA,NA,NA,NA,0,0,0,68,685,5,NA,NA,NA
"TYLEREIFERT","TE","Tyler Eifert","CIN",12,149,98.5,NA,NA,NA,NA,NA,NA,NA,NA,58,685,5,NA,NA,NA
"AHMADBRADSHAW","RB","Ahmad Bradshaw","IND",46,152,98,NA,NA,NA,NA,NA,120,500,4,25,180,1,NA,NA,NA
"DANNYWOODHEAD","RB","Danny Woodhead","SD",47,153,97,NA,NA,NA,NA,NA,60,230,0,60,500,4,NA,NA,NA
"MARTELLUSBENNETT","TE","Martellus Bennett","CHI",13,154,96,NA,NA,NA,NA,NA,NA,NA,NA,58,660,5,NA,NA,NA
"HARRYDOUGLAS","WR","Harry Douglas","ATL",60,155,95.5,NA,NA,NA,NA,NA,0,0,0,64,775,3,NA,NA,NA
"JERRICHOCOTCHERY","WR","Jerricho Cotchery","CAR",61,156,95,NA,NA,NA,NA,NA,0,0,0,50,650,5,NA,NA,NA
"ANTONIOGATES","TE","Antonio Gates","SD",14,157,94.5,NA,NA,NA,NA,NA,NA,NA,NA,58,645,5,NA,NA,NA
"DARRENMCFADDEN","RB","Darren McFadden","OAK",48,158,94,NA,NA,NA,NA,NA,150,550,3,25,150,1,NA,NA,NA
"MALCOMFLOYD","WR","Malcom Floyd","SD",62,159,92.5,NA,NA,NA,NA,NA,0,0,0,49,685,4,NA,NA,NA
"DELANIEWALKER","TE","Delanie Walker","TEN",15,160,90,NA,NA,NA,NA,NA,NA,NA,NA,53,600,5,NA,NA,NA
"TRAVISKELCE","TE","Travis Kelce","KC",15,160,90,NA,NA,NA,NA,NA,NA,NA,NA,50,600,5,NA,NA,NA
"CHARLESCLAY","TE","Charles Clay","MIA",15,160,90,NA,NA,NA,NA,NA,NA,NA,NA,57,600,5,NA,NA,NA
"LEGARRETTEBLOUNT","RB","LeGarrette Blount","PIT",49,163,88,NA,NA,NA,NA,NA,125,500,5,12,80,0,NA,NA,NA
"DWAYNEALLEN","TE","Dwayne Allen","IND",18,163,88,NA,NA,NA,NA,NA,NA,NA,NA,46,580,5,NA,NA,NA
"GARRETTGRAHAM","TE","Garrett Graham","HOU",19,165,87,NA,NA,NA,NA,NA,NA,NA,NA,53,630,4,NA,NA,NA
"ANDREWHAWKINS","WR","Andrew Hawkins","CLE",63,166,86.5,NA,NA,NA,NA,NA,0,0,0,53,625,4,NA,NA,NA
"MARQISELEE","WR","Marqise Lee","JAX",64,167,86,NA,NA,NA,NA,NA,0,0,0,48,620,4,NA,NA,NA
"CHADHENNE","QB","Chad Henne","JAX",36,168,84.5,220,133,1300,6,8,10,35,0,NA,NA,NA,NA,NA,NA
"JORDANMATTHEWS","WR","Jordan Matthews","PHI",65,169,84,NA,NA,NA,NA,NA,0,0,0,41,600,4,NA,NA,NA
"JERMAINEKEARSE","WR","Jermaine Kearse","SEA",65,169,84,NA,NA,NA,NA,NA,0,0,0,38,600,4,NA,NA,NA
"ROBERTWOODS","WR","Robert Woods","BUF",67,171,83,NA,NA,NA,NA,NA,0,0,0,50,650,3,NA,NA,NA
"DARRENSPROLES","RB","Darren Sproles","PHI",50,172,81.5,NA,NA,NA,NA,NA,60,275,1,40,360,2,NA,NA,NA
"DANNYAMENDOLA","WR","Danny Amendola","NE",68,173,80,NA,NA,NA,NA,NA,0,0,0,52,560,4,NA,NA,NA
"MOHAMEDSANU","WR","Mohamed Sanu","CIN",69,174,79.5,NA,NA,NA,NA,NA,0,0,0,42,495,5,NA,NA,NA
"COBYFLEENER","TE","Coby Fleener","IND",20,174,79.5,NA,NA,NA,NA,NA,NA,NA,NA,48,555,4,NA,NA,NA
"HEATHMILLER","TE","Heath Miller","PIT",21,176,79,NA,NA,NA,NA,NA,NA,NA,NA,53,550,4,NA,NA,NA
"NATEWASHINGTON","WR","Nate Washington","TEN",70,177,78,NA,NA,NA,NA,NA,0,0,0,40,600,3,NA,NA,NA
"JOHNBROWN","WR","John Brown","ARI",70,177,78,NA,NA,NA,NA,NA,0,0,0,43,540,4,NA,NA,NA
"DONNIEAVERY","WR","Donnie Avery","KC",72,179,77,NA,NA,NA,NA,NA,0,0,0,50,650,2,NA,NA,NA
"MARVINJONES","WR","Marvin Jones","CIN",72,179,77,NA,NA,NA,NA,NA,0,0,0,40,530,4,NA,NA,NA
"JAREDCOOK","TE","Jared Cook","STL",22,181,76.5,NA,NA,NA,NA,NA,NA,NA,NA,44,525,4,NA,NA,NA
"TIMWRIGHT","TE","Timothy Wright","NE",23,182,76,NA,NA,NA,NA,NA,NA,NA,NA,44,520,4,NA,NA,NA
"DENARIUSMOORE","WR","Denarius Moore","OAK",74,183,75.5,NA,NA,NA,NA,NA,0,0,0,40,575,3,NA,NA,NA
"ODELLBECKHAM","WR","Odell Beckham Jr","NYG",75,184,74.5,NA,NA,NA,NA,NA,0,0,0,40,505,4,NA,NA,NA
"LADARIUSGREEN","TE","Ladarius Green","SD",24,184,74.5,NA,NA,NA,NA,NA,NA,NA,NA,40,505,4,NA,NA,NA
"ISAIAHCROWELL","RB","Isaiah Crowell","CLE",51,186,74,NA,NA,NA,NA,NA,80,400,3,12,100,1,NA,NA,NA
"ROYHELU","RB","Roy Helu","WAS",52,187,73,NA,NA,NA,NA,NA,70,270,3,35,220,1,NA,NA,NA
"ANDREHOLMES","WR","Andre Holmes","OAK",76,187,73,NA,NA,NA,NA,NA,0,0,0,36,490,4,NA,NA,NA
"JONATHANGRIMES","RB","Jonathan Grimes","HOU",53,189,72.5,NA,NA,NA,NA,NA,110,455,3,14,90,0,NA,NA,NA
"DONALDBROWN","RB","Donald Brown","SD",54,190,71.5,NA,NA,NA,NA,NA,105,430,4,10,45,0,NA,NA,NA
"BRIANHOYER","QB","Brian Hoyer","CLE",37,191,70.5,183,105,1100,5,8,10,35,0,NA,NA,NA,NA,NA,NA
"STEVEJOHNSON","WR","Steve Johnson","SF",77,192,69,NA,NA,NA,NA,NA,0,0,0,34,510,3,NA,NA,NA
"MIKEWILLIAMS","WR","Mike Williams","BUF",78,193,68,NA,NA,NA,NA,NA,0,0,0,40,500,3,NA,NA,NA
"LANCEMOORE","WR","Lance Moore","PIT",78,193,68,NA,NA,NA,NA,NA,0,0,0,40,500,3,NA,NA,NA
"JARVISLANDRY","WR","Jarvis Landry","MIA",78,193,68,NA,NA,NA,NA,NA,0,0,0,40,500,3,NA,NA,NA
