"name","pos","name_fftoday","team_fftoday","positionRank_fftoday","overallRank_fftoday","pts_fftoday","passAtt_fftoday","passComp_fftoday","passYds_fftoday","passTds_fftoday","passInt_fftoday","rushAtt_fftoday","rushYds_fftoday","rushTds_fftoday","rec_fftoday","recYds_fftoday","recTds_fftoday","returnTds_fftoday","twoPts_fftoday","fumbles_fftoday"
"FRANKGORE","RB","Frank Gore","SF",5,30,224,NA,NA,NA,NA,NA,272,1195,9,46,385,2,NA,NA,NA
"BENROETHLISBERGER","QB","Ben Roethlisberger","PIT",26,31,222.8,374,236,2846,17,10,22,65,1,NA,NA,NA,NA,NA,NA
"RYANMATHEWS","RB","Ryan Mathews","SD",6,32,220.8,NA,NA,NA,NA,NA,286,1289,11,30,199,1,NA,NA,NA
"RASHARDMENDENHALL","RB","Rashard Mendenhall","PIT",7,33,220.1,NA,NA,NA,NA,NA,306,1225,11,39,256,1,NA,NA,NA
"STEVENJACKSON","RB","Steven Jackson","STL",8,34,215,NA,NA,NA,NA,NA,301,1265,7,41,345,2,NA,NA,NA
"MATTMOORE","QB","Matt Moore","CAR",27,35,214,409,241,2861,15,15,16,49,1,NA,NA,NA,NA,NA,NA
"MICHAELTURNER","RB","Michael Turner","ATL",9,36,211.2,NA,NA,NA,NA,NA,285,1255,13,11,77,0,NA,NA,NA
"ANDREJOHNSON","WR","Andre Johnson","HOU",1,37,210.5,NA,NA,NA,NA,NA,0,0,0,104,1505,10,NA,NA,NA
"DEANGELOWILLIAMS","RB","DeAngelo Williams","CAR",10,38,210.2,NA,NA,NA,NA,NA,246,1156,10,36,286,1,NA,NA,NA
"MATTHASSELBECK","QB","Matt Hasselbeck","SEA",28,39,209.6,375,229,2585,16,12,28,103,1,NA,NA,NA,NA,NA,NA
"SHONNGREENE","RB","Shonn Greene","NYJ",11,40,203,NA,NA,NA,NA,NA,256,1256,11,16,114,0,NA,NA,NA
"DEREKANDERSON","QB","Derek Anderson","ARI",29,41,202.9,408,245,2855,14,12,16,41,0,NA,NA,NA,NA,NA,NA
"RYANGRANT","RB","Ryan Grant","GB",12,42,202,NA,NA,NA,NA,NA,285,1195,9,35,225,1,NA,NA,NA
"JAMAALCHARLES","RB","Jamaal Charles","KC",13,43,193.5,NA,NA,NA,NA,NA,251,1079,8,38,316,1,NA,NA,NA
"RANDYMOSS","WR","Randy Moss","NE",2,44,189.8,NA,NA,NA,NA,NA,0,0,0,79,1178,12,NA,NA,NA
"CEDRICBENSON","RB","Cedric Benson","CIN",14,45,185,NA,NA,NA,NA,NA,293,1170,8,23,140,1,NA,NA,NA
"MILESAUSTIN","WR","Miles Austin","DAL",3,46,184.5,NA,NA,NA,NA,NA,0,0,0,88,1245,10,NA,NA,NA
"PIERRETHOMAS","RB","Pierre Thomas","NO",15,47,182.4,NA,NA,NA,NA,NA,262,995,8,43,289,1,NA,NA,NA
"REGGIEWAYNE","WR","Reggie Wayne","IND",4,48,178.5,NA,NA,NA,NA,NA,0,0,0,91,1245,9,NA,NA,NA
"SAMBRADFORD","QB","Sam Bradford","STL",30,49,177.9,367,227,2456,13,13,15,31,0,NA,NA,NA,NA,NA,NA
"RODDYWHITE","WR","Roddy White","ATL",5,50,176.3,NA,NA,NA,NA,NA,0,0,0,88,1223,9,NA,NA,NA
"AHMADBRADSHAW","RB","Ahmad Bradshaw","NYG",16,51,175,NA,NA,NA,NA,NA,182,945,7,36,265,2,NA,NA,NA
"CLINTONPORTIS","RB","Clinton Portis","WAS",16,51,175,NA,NA,NA,NA,NA,254,1065,7,24,205,1,NA,NA,NA
"LARRYFITZGERALD","WR","Larry Fitzgerald","ARI",6,53,172.4,NA,NA,NA,NA,NA,0,0,0,86,1124,10,NA,NA,NA
"MATTFORTE","RB","Matt Forte","CHI",18,54,171.8,NA,NA,NA,NA,NA,186,876,6,57,362,2,NA,NA,NA
"JAHVIDBEST","RB","Jahvid Best","DET",19,55,170.3,NA,NA,NA,NA,NA,231,970,6,41,313,1,NA,NA,NA
"BEANIEWELLS","RB","Beanie Wells","ARI",20,56,170.1,NA,NA,NA,NA,NA,222,956,10,22,145,0,NA,NA,NA
"DESEANJACKSON","WR","DeSean Jackson","PHI",7,57,169.3,NA,NA,NA,NA,NA,0,0,0,91,1213,8,NA,NA,NA
"CALVINJOHNSON","WR","Calvin Johnson","DET",8,58,168.5,NA,NA,NA,NA,NA,0,0,0,77,1145,9,NA,NA,NA
"GREGJENNINGS","WR","Greg Jennings","GB",9,59,167.5,NA,NA,NA,NA,NA,0,0,0,78,1195,8,NA,NA,NA
"CADILLACWILLIAMS","RB","Cadillac Williams","TB",21,60,166.8,NA,NA,NA,NA,NA,222,910,6,43,278,2,NA,NA,NA
"LESEANMCCOY","RB","LeSean McCoy","PHI",21,60,166.8,NA,NA,NA,NA,NA,190,856,6,44,392,1,NA,NA,NA
"KNOWSHONMORENO","RB","Knowshon Moreno","DEN",23,62,166.2,NA,NA,NA,NA,NA,200,920,7,35,262,1,NA,NA,NA
"JOSEPHADDAI","RB","Joseph Addai","IND",24,63,165.8,NA,NA,NA,NA,NA,164,736,8,39,322,2,NA,NA,NA
"BRANDONMARSHALL","WR","Brandon Marshall","MIA",10,64,161.7,NA,NA,NA,NA,NA,0,0,0,85,1137,8,NA,NA,NA
"JUSTINFORSETT","RB","Justin Forsett","SEA",25,65,159.8,NA,NA,NA,NA,NA,217,846,6,45,332,1,NA,NA,NA
"MARQUESCOLSTON","WR","Marques Colston","NO",11,66,159.5,NA,NA,NA,NA,NA,0,0,0,83,1115,8,NA,NA,NA
"RICKYWILLIAMS","RB","Ricky Williams","MIA",26,67,157.7,NA,NA,NA,NA,NA,218,915,7,24,182,1,NA,NA,NA
"STEVESMITH","WR","Steve Smith","CAR",12,68,156.7,NA,NA,NA,NA,NA,0,0,0,79,1087,8,NA,NA,NA
"JAKEDELHOMME","QB","Jake Delhomme","CLE",31,69,155.8,287,175,2124,12,9,8,16,0,NA,NA,NA,NA,NA,NA
"FELIXJONES","RB","Felix Jones","DAL",27,70,153.6,NA,NA,NA,NA,NA,197,829,6,42,287,1,NA,NA,NA
"TRENTEDWARDS","QB","Trent Edwards","BUF",32,71,152.8,275,168,1845,11,9,27,105,1,NA,NA,NA,NA,NA,NA
"CHADJOHNSON","WR","Chad Johnson","CIN",13,72,151.6,NA,NA,NA,NA,NA,0,0,0,73,1036,8,NA,NA,NA
"JONATHANSTEWART","RB","Jonathan Stewart","CAR",28,73,151.4,NA,NA,NA,NA,NA,211,865,8,24,169,0,NA,NA,NA
"CJSPILLER","RB","C.J. Spiller","BUF",29,74,151.1,NA,NA,NA,NA,NA,180,756,5,54,395,1,NA,NA,NA
"SANTANAMOSS","WR","Santana Moss","WAS",14,75,148.7,NA,NA,NA,NA,NA,0,0,0,76,1067,7,NA,NA,NA
"ARIANFOSTER","RB","Arian Foster","HOU",30,76,148.6,NA,NA,NA,NA,NA,207,931,6,27,195,0,NA,NA,NA
"MIKESIMSWALKER","WR","Mike Sims-Walker","JAC",15,77,147.6,NA,NA,NA,NA,NA,0,0,0,74,1056,7,NA,NA,NA
"TIMHIGHTOWER","RB","Tim Hightower","ARI",31,78,147,NA,NA,NA,NA,NA,144,605,7,55,385,1,NA,NA,NA
"BRANDONJACOBS","RB","Brandon Jacobs","NYG",32,79,146.8,NA,NA,NA,NA,NA,159,765,8,22,163,1,NA,NA,NA
"HINESWARD","WR","Hines Ward","PIT",16,80,145.5,NA,NA,NA,NA,NA,0,0,0,91,1035,7,NA,NA,NA
"STEVESMITH","WR","Steve Smith","NYG",17,81,144.9,NA,NA,NA,NA,NA,0,0,0,83,1089,6,NA,NA,NA
"ANTONIOGATES","TE","Antonio Gates","SD",1,82,142.5,NA,NA,NA,NA,NA,NA,NA,NA,77,945,8,NA,NA,NA
"MARIONBARBER","RB","Marion Barber","DAL",33,83,139.1,NA,NA,NA,NA,NA,162,746,7,23,165,1,NA,NA,NA
"ANQUANBOLDIN","WR","Anquan Boldin","BAL",18,84,138.5,NA,NA,NA,NA,NA,0,0,0,69,965,7,NA,NA,NA
"JERMICHAELFINLEY","TE","Jermichael Finley","GB",2,85,138.2,NA,NA,NA,NA,NA,NA,NA,NA,81,962,7,NA,NA,NA
"HAKEEMNICKS","WR","Hakeem Nicks","NYG",19,86,137.6,NA,NA,NA,NA,NA,0,0,0,75,956,7,NA,NA,NA
"VERNONDAVIS","TE","Vernon Davis","SF",3,87,135.4,NA,NA,NA,NA,NA,NA,NA,NA,76,874,8,NA,NA,NA
"REGGIEBUSH","RB","Reggie Bush","NO",34,88,134.6,NA,NA,NA,NA,NA,128,511,4,51,415,3,NA,NA,NA
"DALLASCLARK","TE","Dallas Clark","IND",4,89,133.5,NA,NA,NA,NA,NA,NA,NA,NA,77,855,8,NA,NA,NA
"LADAINIANTOMLINSON","RB","LaDainian Tomlinson","NYJ",35,90,133.1,NA,NA,NA,NA,NA,134,656,6,31,255,1,NA,NA,NA
"JEROMEHARRISON","RB","Jerome Harrison","CLE",36,91,132.7,NA,NA,NA,NA,NA,196,842,4,41,245,0,NA,NA,NA
"RONNIEBROWN","RB","Ronnie Brown","MIA",37,92,131,NA,NA,NA,NA,NA,163,715,5,29,235,1,NA,NA,NA
"JASONWITTEN","TE","Jason Witten","DAL",5,93,130.5,NA,NA,NA,NA,NA,NA,NA,NA,81,945,6,NA,NA,NA
"TONYGONZALEZ","TE","Tony Gonzalez","ATL",6,94,130.2,NA,NA,NA,NA,NA,NA,NA,NA,82,882,7,NA,NA,NA
"DARRENMCFADDEN","RB","Darren McFadden","OAK",38,95,129.7,NA,NA,NA,NA,NA,148,664,4,46,333,1,NA,NA,NA
"MICHAELCRABTREE","WR","Michael Crabtree","SF",20,96,128.5,NA,NA,NA,NA,NA,0,0,0,76,985,5,NA,NA,NA
"DWAYNEBOWE","WR","Dwayne Bowe","KC",21,97,127.6,NA,NA,NA,NA,NA,0,0,0,62,856,7,NA,NA,NA
"MALCOMFLOYD","WR","Malcom Floyd","SD",22,98,126.5,NA,NA,NA,NA,NA,0,0,0,69,965,5,NA,NA,NA
"DONALDBROWN","RB","Donald Brown","IND",39,99,122.9,NA,NA,NA,NA,NA,143,614,6,28,195,1,NA,NA,NA
"FREDJACKSON","RB","Fred Jackson","BUF",40,100,122.4,NA,NA,NA,NA,NA,143,645,4,38,279,1,NA,NA,NA
"BRENTCELEK","TE","Brent Celek","PHI",7,101,120.8,NA,NA,NA,NA,NA,NA,NA,NA,81,848,6,NA,NA,NA
"LEEEVANS","WR","Lee Evans","BUF",23,102,120.6,NA,NA,NA,NA,NA,0,0,0,58,846,6,NA,NA,NA
"TERRELLOWENS","WR","Terrell Owens","CIN",23,102,120.6,NA,NA,NA,NA,NA,0,0,0,60,846,6,NA,NA,NA
"MICHAELBUSH","RB","Michael Bush","OAK",41,104,120.5,NA,NA,NA,NA,NA,203,772,5,20,133,0,NA,NA,NA
"PERCYHARVIN","WR","Percy Harvin","MIN",25,105,117.2,NA,NA,NA,NA,NA,0,0,0,66,812,6,NA,NA,NA
"STEVESLATON","RB","Steve Slaton","HOU",42,106,116.5,NA,NA,NA,NA,NA,134,588,4,36,277,1,NA,NA,NA
"LAURENCEMARONEY","RB","Laurence Maroney","NE",43,107,115,NA,NA,NA,NA,NA,145,665,6,16,125,0,NA,NA,NA
"JABARGAFFNEY","WR","Jabar Gaffney","DEN",26,108,114.6,NA,NA,NA,NA,NA,0,0,0,65,846,5,NA,NA,NA
"KELLENWINSLOW","TE","Kellen Winslow","TB",8,109,114.5,NA,NA,NA,NA,NA,NA,NA,NA,71,785,6,NA,NA,NA
"CORRELLBUCKHALTER","RB","Correll Buckhalter","DEN",44,110,114.4,NA,NA,NA,NA,NA,170,715,4,27,189,0,NA,NA,NA
"MIKEWALLACE","WR","Mike Wallace","PIT",27,111,114.2,NA,NA,NA,NA,NA,0,0,0,74,842,5,NA,NA,NA
"MIKEWILLIAMS","WR","Mike Williams","TB",28,112,113.2,NA,NA,NA,NA,NA,0,0,0,61,832,5,NA,NA,NA
"DONALDDRIVER","WR","Donald Driver","GB",29,113,112.7,NA,NA,NA,NA,NA,0,0,0,65,827,5,NA,NA,NA
"WILLISMCGAHEE","RB","Willis McGahee","BAL",45,114,112.6,NA,NA,NA,NA,NA,146,614,7,15,92,0,NA,NA,NA
"JOHNNYKNOX","WR","Johnny Knox","CHI",30,115,111.5,NA,NA,NA,NA,NA,0,0,0,62,815,5,NA,NA,NA
"DERRICKMASON","WR","Derrick Mason","BAL",31,116,110.4,NA,NA,NA,NA,NA,0,0,0,66,744,6,NA,NA,NA
"WESWELKER","WR","Wes Welker","NE",32,117,109.8,NA,NA,NA,NA,NA,0,0,0,70,798,5,NA,NA,NA
"ROBERTMEACHEM","WR","Robert Meachem","NO",33,118,108.7,NA,NA,NA,NA,NA,0,0,0,61,787,5,NA,NA,NA
"DARRENSPROLES","RB","Darren Sproles","SD",46,119,107.8,NA,NA,NA,NA,NA,72,316,3,38,402,3,NA,NA,NA
"ZACHMILLER","TE","Zach Miller","OAK",9,120,107.5,NA,NA,NA,NA,NA,NA,NA,NA,67,775,5,NA,NA,NA
"PIERREGARCON","WR","Pierre Garcon","IND",34,121,105.9,NA,NA,NA,NA,NA,0,0,0,52,759,5,NA,NA,NA
"DEVINHESTER","WR","Devin Hester","CHI",35,122,105.6,NA,NA,NA,NA,NA,0,0,0,52,756,5,NA,NA,NA
"BRIANBROHM","QB","Brian Brohm","BUF",33,123,105.3,224,132,1456,7,7,11,45,0,NA,NA,NA,NA,NA,NA
"MIKEWILLIAMS","WR","Mike Williams","SEA",36,124,104.1,NA,NA,NA,NA,NA,0,0,0,61,741,5,NA,NA,NA
"JOHNCARLSON","TE","John Carlson","SEA",10,125,103.9,NA,NA,NA,NA,NA,NA,NA,NA,67,679,6,NA,NA,NA
"JEREMYMACLIN","WR","Jeremy Maclin","PHI",37,126,102.5,NA,NA,NA,NA,NA,0,0,0,51,785,4,NA,NA,NA
"HEATHMILLER","TE","Heath Miller","PIT",11,127,101.6,NA,NA,NA,NA,NA,NA,NA,NA,57,656,6,NA,NA,NA
"BERNARDBERRIAN","WR","Bernard Berrian","MIN",38,128,101.5,NA,NA,NA,NA,NA,0,0,0,48,715,5,NA,NA,NA
"MOHAMEDMASSAQUOI","WR","Mohamed Massaquoi","CLE",39,129,100.5,NA,NA,NA,NA,NA,0,0,0,52,765,4,NA,NA,NA
"NATEWASHINGTON","WR","Nate Washington","TEN",40,130,99.6,NA,NA,NA,NA,NA,0,0,0,56,756,4,NA,NA,NA
"DEZBRYANT","WR","Dez Bryant","DAL",41,131,98.7,NA,NA,NA,NA,NA,0,0,0,49,687,5,NA,NA,NA
"LAURENTROBINSON","WR","Laurent Robinson","STL",42,132,98.5,NA,NA,NA,NA,NA,0,0,0,49,745,4,NA,NA,NA
"DENNISDIXON","QB","Dennis Dixon","PIT",34,133,98.2,161,92,1076,7,5,27,104,1,NA,NA,NA,NA,NA,NA
"VISANTHESHIANCOE","TE","Visanthe Shiancoe","MIN",12,134,97.5,NA,NA,NA,NA,NA,NA,NA,NA,63,675,5,NA,NA,NA
"THOMASJONES","RB","Thomas Jones","KC",47,135,97.3,NA,NA,NA,NA,NA,142,568,4,24,165,0,NA,NA,NA
"BRAYLONEDWARDS","WR","Braylon Edwards","NYJ",43,136,96.8,NA,NA,NA,NA,NA,0,0,0,48,668,5,NA,NA,NA
"KENNYBRITT","WR","Kenny Britt","TEN",44,137,96.5,NA,NA,NA,NA,NA,0,0,0,53,725,4,NA,NA,NA
"LOUISMURPHY","WR","Louis Murphy","OAK",45,138,93.5,NA,NA,NA,NA,NA,0,0,0,53,695,4,NA,NA,NA
"KEVINFAULK","RB","Kevin Faulk","NE",48,139,93.2,NA,NA,NA,NA,NA,66,316,2,46,376,2,NA,NA,NA
"EDDIEROYAL","WR","Eddie Royal","DEN",46,140,92.5,NA,NA,NA,NA,NA,0,0,0,50,685,4,NA,NA,NA
"CHRISCOOLEY","TE","Chris Cooley","WAS",13,141,91.5,NA,NA,NA,NA,NA,NA,NA,NA,53,615,5,NA,NA,NA
"STEVEBREASTON","WR","Steve Breaston","ARI",47,142,89.6,NA,NA,NA,NA,NA,0,0,0,49,656,4,NA,NA,NA
"JERRICHOCOTCHERY","WR","Jerricho Cotchery","NYJ",48,143,89.5,NA,NA,NA,NA,NA,0,0,0,47,655,4,NA,NA,NA
"MIKETHOMAS","WR","Mike Thomas","JAC",49,144,88.2,NA,NA,NA,NA,NA,0,0,0,49,642,4,NA,NA,NA
"OWENDANIELS","TE","Owen Daniels","HOU",14,144,88.2,NA,NA,NA,NA,NA,NA,NA,NA,55,642,4,NA,NA,NA
"TOBYGERHART","RB","Toby Gerhart","MIN",49,146,87.1,NA,NA,NA,NA,NA,85,415,4,19,156,1,NA,NA,NA
"JACOBYJONES","WR","Jacoby Jones","HOU",50,147,86,NA,NA,NA,NA,NA,0,0,0,42,620,4,NA,NA,NA
"VINCENTJACKSON","WR","Vincent Jackson","SD",51,148,84.5,NA,NA,NA,NA,NA,0,0,0,40,605,4,NA,NA,NA
"GREGOLSEN","TE","Greg Olsen","CHI",15,149,84.3,NA,NA,NA,NA,NA,NA,NA,NA,49,543,5,NA,NA,NA
"DEIONBRANCH","WR","Deion Branch","SEA",52,150,83.4,NA,NA,NA,NA,NA,0,0,0,45,594,4,NA,NA,NA
"CHRISCHAMBERS","WR","Chris Chambers","KC",53,151,79.6,NA,NA,NA,NA,NA,0,0,0,39,556,4,NA,NA,NA
"JEREMYSHOCKEY","TE","Jeremy Shockey","NO",16,152,79.5,NA,NA,NA,NA,NA,NA,NA,NA,50,555,4,NA,NA,NA
"DUSTINKELLER","TE","Dustin Keller","NYJ",16,152,79.5,NA,NA,NA,NA,NA,NA,NA,NA,53,615,3,NA,NA,NA
"JOSHMORGAN","WR","Josh Morgan","SF",54,154,79.1,NA,NA,NA,NA,NA,0,0,0,47,611,3,NA,NA,NA
"CHESTERTAYLOR","RB","Chester Taylor","CHI",50,155,78,NA,NA,NA,NA,NA,91,445,2,26,215,0,NA,NA,NA
"DEVINAROMASHODU","WR","Devin Aromashodu","CHI",55,156,77.6,NA,NA,NA,NA,NA,0,0,0,34,536,4,NA,NA,NA
"TODDHEAP","TE","Todd Heap","BAL",18,157,76.9,NA,NA,NA,NA,NA,NA,NA,NA,49,529,4,NA,NA,NA
"LANCEMOORE","WR","Lance Moore","NO",56,158,76.6,NA,NA,NA,NA,NA,0,0,0,42,586,3,NA,NA,NA
"NATEBURLESON","WR","Nate Burleson","DET",57,159,74.6,NA,NA,NA,NA,NA,0,0,0,40,566,3,NA,NA,NA
"JULIANEDELMAN","WR","Julian Edelman","NE",58,160,74.5,NA,NA,NA,NA,NA,0,0,0,42,565,3,NA,NA,NA
"DARRIUSHEYWARDBEY","WR","Darrius Heyward-Bey","OAK",58,160,74.5,NA,NA,NA,NA,NA,0,0,0,40,565,3,NA,NA,NA
"SANTONIOHOLMES","WR","Santonio Holmes","NYJ",60,162,73.6,NA,NA,NA,NA,NA,0,0,0,37,556,3,NA,NA,NA
"EARLYDOUCET","WR","Early Doucet","ARI",60,162,73.6,NA,NA,NA,NA,NA,0,0,0,43,556,3,NA,NA,NA
"MARCEDESLEWIS","TE","Marcedes Lewis","JAC",19,164,73.3,NA,NA,NA,NA,NA,NA,NA,NA,50,553,3,NA,NA,NA
"PEYTONHILLIS","RB","Peyton Hillis","CLE",51,165,72.5,NA,NA,NA,NA,NA,114,456,3,12,89,0,NA,NA,NA
"CHARLIEWHITEHURST","QB","Charlie Whitehurst","SEA",35,166,72,135,81,889,6,6,8,35,0,NA,NA,NA,NA,NA,NA
"DEXTERMCCLUSTER","WR","Dexter McCluster","KC",62,167,71.3,NA,NA,NA,NA,NA,0,0,0,38,533,3,NA,NA,NA
"KEVINSMITH","RB","Kevin Smith","DET",52,168,70.7,NA,NA,NA,NA,NA,78,335,2,27,192,1,NA,NA,NA
"KAREEMHUGGINS","RB","Kareem Huggins","TB",53,169,70.6,NA,NA,NA,NA,NA,98,411,3,16,115,0,NA,NA,NA
"JAMESJONES","WR","James Jones","GB",63,170,69.3,NA,NA,NA,NA,NA,0,0,0,37,513,3,NA,NA,NA
"MARIOMANNINGHAM","WR","Mario Manningham","NYG",64,171,69.1,NA,NA,NA,NA,NA,0,0,0,34,511,3,NA,NA,NA
"LEONWASHINGTON","RB","Leon Washington","SEA",54,172,69,NA,NA,NA,NA,NA,64,315,2,27,195,1,NA,NA,NA
"JASONSNELLING","RB","Jason Snelling","ATL",55,173,68.1,NA,NA,NA,NA,NA,57,266,4,21,175,0,NA,NA,NA
"FREDTAYLOR","RB","Fred Taylor","NE",56,174,67.6,NA,NA,NA,NA,NA,86,415,4,3,21,0,NA,NA,NA
"STEVEJOHNSON","WR","Steve Johnson","BUF",65,174,67.6,NA,NA,NA,NA,NA,0,0,0,34,496,3,NA,NA,NA
"KEVINBOSS","TE","Kevin Boss","NYG",20,174,67.6,NA,NA,NA,NA,NA,NA,NA,NA,48,496,3,NA,NA,NA
"SENECAWALLACE","QB","Seneca Wallace","CLE",36,177,67.5,134,78,886,4,5,25,72,0,NA,NA,NA,NA,NA,NA
"DANNYAMENDOLA","WR","Danny Amendola","STL",66,178,65.7,NA,NA,NA,NA,NA,0,0,0,32,477,3,NA,NA,NA
"BOSCAIFE","TE","Bo Scaife","TEN",21,179,65.2,NA,NA,NA,NA,NA,NA,NA,NA,44,472,3,NA,NA,NA
"JAVONRINGER","RB","Javon Ringer","TEN",57,180,65,NA,NA,NA,NA,NA,76,355,3,15,115,0,NA,NA,NA
"ANTHONYGONZALEZ","WR","Anthony Gonzalez","IND",67,181,64.7,NA,NA,NA,NA,NA,0,0,0,32,467,3,NA,NA,NA
"LEXHILLIARD","RB","Lex Hilliard","MIA",58,182,63.2,NA,NA,NA,NA,NA,85,356,4,5,36,0,NA,NA,NA
"FREDDAVIS","TE","Fred Davis","WAS",22,183,62.6,NA,NA,NA,NA,NA,NA,NA,NA,42,446,3,NA,NA,NA
"BERNARDSCOTT","RB","Bernard Scott","CIN",59,184,62.5,NA,NA,NA,NA,NA,118,413,2,18,92,0,NA,NA,NA
"DWAYNEJARRETT","WR","Dwayne Jarrett","CAR",68,185,62.4,NA,NA,NA,NA,NA,0,0,0,41,504,2,NA,NA,NA
"LEGEDUNAANEE","WR","Legedu Naanee","SD",69,186,62.2,NA,NA,NA,NA,NA,0,0,0,32,442,3,NA,NA,NA
"LERONMCCLAIN","RB","Le'Ron McClain","BAL",60,187,62.1,NA,NA,NA,NA,NA,47,226,3,23,155,1,NA,NA,NA
"KEVINWALTER","WR","Kevin Walter","HOU",70,188,60.5,NA,NA,NA,NA,NA,0,0,0,33,425,3,NA,NA,NA
"LARRYJOHNSON","RB","Larry Johnson","WAS",61,189,60.3,NA,NA,NA,NA,NA,114,456,2,4,27,0,NA,NA,NA
"JOSHCRIBBS","WR","Josh Cribbs","CLE",71,190,59.7,NA,NA,NA,NA,NA,0,0,0,28,417,3,NA,NA,NA
"DEVERYHENDERSON","WR","Devery Henderson","NO",72,191,59.6,NA,NA,NA,NA,NA,0,0,0,25,416,3,NA,NA,NA
"ROYWILLIAMS","WR","Roy Williams","DAL",73,192,59.5,NA,NA,NA,NA,NA,0,0,0,30,415,3,NA,NA,NA
"BRANDONTATE","WR","Brandon Tate","NE",73,192,59.5,NA,NA,NA,NA,NA,0,0,0,32,415,3,NA,NA,NA
