"name","name_fbg1","pos","team_fbg1","overallRank_fbg1","passAtt_fbg1","passComp_fbg1","passYds_fbg1","passTds_fbg1","passInt_fbg1","rushAtt_fbg1","rushYds_fbg1","rushTds_fbg1","rec_fbg1","recYds_fbg1","recTds_fbg1","twoPts_fbg1","fumbles_fbg1","pts_fbg1"
"PEYTONMANNING","Peyton Manning","QB","DEN",1,620,417,4935,42,12,24,7,0,NA,NA,NA,NA,NA,403.45
"DREWBREES","Drew Brees","QB","NO",2,600,404,4788,38,16,22,44,1,NA,NA,NA,NA,NA,385.8
"AARONRODGERS","Aaron Rodgers","QB","GB",3,557,359,4411,34,13,52,224,3,NA,NA,NA,NA,NA,383.95
"ANDREWLUCK","Andrew Luck","QB","IND",4,610,365,4429,28,13,62,338,2,NA,NA,NA,NA,NA,366.25
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",5,635,376,4642,32,19,34,102,1,NA,NA,NA,NA,NA,357.3
"NICKFOLES","Nick Foles","QB","PHI",6,535,361,4291,29,14,63,249,2,NA,NA,NA,NA,NA,353.45
"CAMNEWTON","Cam Newton","QB","CAR",7,487,297,3433,24,13,107,583,6,NA,NA,NA,NA,NA,348.95
"MATTRYAN","Matt Ryan","QB","ATL",8,613,388,4383,31,16,32,80,1,NA,NA,NA,NA,NA,341.15
"ROBERTGRIFFIN","Robert Griffin III","QB","WAS",9,520,325,3843,23,14,85,468,4,NA,NA,NA,NA,NA,340.95
"COLINKAEPERNICK","Colin Kaepernick","QB","SF",10,470,296,3572,23,9,85,480,5,NA,NA,NA,NA,NA,339.6
"TOMBRADY","Tom Brady","QB","NE",11,610,389,4465,30,13,33,33,1,NA,NA,NA,NA,NA,339.55
"RUSSELLWILSON","Russell Wilson","QB","SEA",12,430,287,3436,25,10,90,482,3,NA,NA,NA,NA,NA,328
"TONYROMO","Tony Romo","QB","DAL",13,555,355,4140,30,14,24,38,1,NA,NA,NA,NA,NA,322.8
"JAYCUTLER","Jay Cutler","QB","CHI",14,561,342,4039,28,15,29,116,1,NA,NA,NA,NA,NA,316.55
"PHILIPRIVERS","Philip Rivers","QB","SD",15,560,367,4245,28,14,30,30,0,NA,NA,NA,NA,NA,313.25
"ANDYDALTON","Andy Dalton","QB","CIN",16,540,334,3834,28,19,54,132,2,NA,NA,NA,NA,NA,309.9
"BENROETHLISBERGER","Ben Roethlisberger","QB","PIT",17,548,342,3978,26,14,27,100,1,NA,NA,NA,NA,NA,304.9
"ALEXSMITH","Alex Smith","QB","KC",18,535,327,3429,23,11,61,271,2,NA,NA,NA,NA,NA,291.55
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",19,558,335,3755,24,16,40,164,1,NA,NA,NA,NA,NA,290.15
"JOEFLACCO","Joe Flacco","QB","BAL",20,585,346,3908,24,18,29,67,1,NA,NA,NA,NA,NA,286.1
"ELIMANNING","Eli Manning","QB","NYG",21,565,327,3955,24,20,21,32,1,NA,NA,NA,NA,NA,282.95
"CARSONPALMER","Carson Palmer","QB","ARI",22,555,341,3996,25,21,26,16,0,NA,NA,NA,NA,NA,280.4
"GENOSMITH","Geno Smith","QB","NYJ",23,470,272,3220,18,13,68,337,3,NA,NA,NA,NA,NA,271.7
"JAKELOCKER","Jake Locker","QB","TEN",24,475,279,3135,19,15,52,338,2,NA,NA,NA,NA,NA,263.55
"SAMBRADFORD","Sam Bradford","QB","STL",25,503,289,3360,23,12,30,75,1,NA,NA,NA,NA,NA,261.5
"EJMANUEL","EJ Manuel","QB","BUF",26,510,293,3295,19,16,64,243,2,NA,NA,NA,NA,NA,261.05
"JOHNNYMANZIEL","Johnny Manziel","QB","CLE",27,470,284,3088,17,17,70,368,3,NA,NA,NA,NA,NA,260.2
"JAMAALCHARLES","Jamaal Charles","RB","KC",28,NA,NA,NA,NA,NA,255,1275,11,59,478,3,NA,NA,259.3
"RYANFITZPATRICK","Ryan Fitzpatrick","QB","HOU",29,448,279,3226,18,14,43,170,2,NA,NA,NA,NA,NA,248.3
"JOSHMCCOWN","Josh McCown","QB","TB",30,464,272,3290,19,14,27,122,1,NA,NA,NA,NA,NA,244.7
"LESEANMCCOY","LeSean McCoy","RB","PHI",31,NA,NA,NA,NA,NA,295,1387,10,41,312,2,NA,NA,241.9
"ADRIANPETERSON","Adrian Peterson","RB","MIN",32,NA,NA,NA,NA,NA,290,1349,12,34,231,1,NA,NA,236
"MATTSCHAUB","Matt Schaub","QB","OAK",33,474,283,3365,19,15,17,12,0,NA,NA,NA,NA,NA,230.45
"MATTFORTE","Matt Forte","RB","CHI",34,NA,NA,NA,NA,NA,270,1188,8,57,445,2,NA,NA,223.3
"CALVINJOHNSON","Calvin Johnson","WR","DET",35,NA,NA,NA,NA,NA,0,0,0,91,1483,12,NA,NA,220.3
"MONTEEBALL","Montee Ball","RB","DEN",36,NA,NA,NA,NA,NA,250,1125,11,40,300,1,NA,NA,214.5
"EDDIELACY","Eddie Lacy","RB","GB",37,NA,NA,NA,NA,NA,290,1204,10,36,270,1,NA,NA,213.4
"ARIANFOSTER","Arian Foster","RB","HOU",38,NA,NA,NA,NA,NA,260,1092,8,49,387,2,NA,NA,207.9
"DEMARYIUSTHOMAS","Demaryius Thomas","WR","DEN",39,NA,NA,NA,NA,NA,0,0,0,89,1353,12,NA,NA,207.3
"MARSHAWNLYNCH","Marshawn Lynch","RB","SEA",40,NA,NA,NA,NA,NA,265,1100,10,26,221,2,NA,NA,204.1
"DEZBRYANT","Dez Bryant","WR","DAL",41,NA,NA,NA,NA,NA,1,4,0,91,1247,12,NA,NA,197.1
"AJGREEN","A.J. Green","WR","CIN",42,NA,NA,NA,NA,NA,0,0,0,89,1291,11,NA,NA,195.1
"LEVEONBELL","LeVeon Bell","RB","PIT",43,NA,NA,NA,NA,NA,265,1034,8,43,344,1,NA,NA,191.8
"DEMARCOMURRAY","DeMarco Murray","RB","DAL",44,NA,NA,NA,NA,NA,225,990,8,45,324,2,NA,NA,191.4
"GIOVANIBERNARD","Giovani Bernard","RB","CIN",45,NA,NA,NA,NA,NA,210,861,6,60,510,3,NA,NA,191.1
"JORDYNELSON","Jordy Nelson","WR","GB",46,NA,NA,NA,NA,NA,0,0,0,79,1248,11,NA,NA,190.8
"JIMMYGRAHAM","Jimmy Graham","TE","NO",47,NA,NA,NA,NA,NA,NA,NA,NA,84,1084,13,NA,NA,186.4
"JULIOJONES","Julio Jones","WR","ATL",48,NA,NA,NA,NA,NA,1,6,0,87,1227,10,NA,NA,183.3
"BRANDONMARSHALL","Brandon Marshall","WR","CHI",49,NA,NA,NA,NA,NA,1,5,0,95,1226,10,NA,NA,183.1
"ALSHONJEFFERY","Alshon Jeffery","WR","CHI",50,NA,NA,NA,NA,NA,14,91,1,82,1173,8,NA,NA,180.4
"ANTONIOBROWN","Antonio Brown","WR","PIT",51,NA,NA,NA,NA,NA,6,21,0,90,1226,9,NA,NA,178.7
"RANDALLCOBB","Randall Cobb","WR","GB",52,NA,NA,NA,NA,NA,10,130,1,82,1107,8,NA,NA,177.7
"ALFREDMORRIS","Alfred Morris","RB","WAS",53,NA,NA,NA,NA,NA,265,1179,8,14,111,0,NA,NA,177
"CHADHENNE","Chad Henne","QB","JAX",54,370,214,2364,14,12,22,62,1,NA,NA,NA,NA,NA,174.4
"REGGIEBUSH","Reggie Bush","RB","DET",55,NA,NA,NA,NA,NA,195,839,5,50,450,2,NA,NA,170.9
"ZACSTACY","Zac Stacy","RB","STL",56,NA,NA,NA,NA,NA,250,1025,7,25,180,1,NA,NA,168.5
"ROBGRONKOWSKI","Rob Gronkowski","TE","NE",57,NA,NA,NA,NA,NA,NA,NA,NA,72,1022,11,NA,NA,168.2
"RYANMATHEWS","Ryan Mathews","RB","SD",58,NA,NA,NA,NA,NA,250,1050,6,29,206,1,NA,NA,167.6
"TOBYGERHART","Toby Gerhart","RB","JAX",59,NA,NA,NA,NA,NA,225,923,7,36,263,1,NA,NA,166.6
"DOUGMARTIN","Doug Martin","RB","TB",60,NA,NA,NA,NA,NA,235,975,7,30,210,1,NA,NA,166.5
"CJSPILLER","C.J. Spiller","RB","BUF",61,NA,NA,NA,NA,NA,195,897,6,39,285,2,NA,NA,166.2
"VINCENTJACKSON","Vincent Jackson","WR","TB",62,NA,NA,NA,NA,NA,1,0,0,75,1230,7,NA,NA,165
"ANDREELLINGTON","Andre Ellington","RB","ARI",63,NA,NA,NA,NA,NA,195,809,5,50,420,2,NA,NA,164.9
"JOIQUEBELL","Joique Bell","RB","DET",64,NA,NA,NA,NA,NA,157,620,8,47,428,2,NA,NA,164.8
"RASHADJENNINGS","Rashad Jennings","RB","NYG",65,NA,NA,NA,NA,NA,200,820,6,42,315,2,NA,NA,161.5
"TEDDYBRIDGEWATER","Teddy Bridgewater","QB","MIN",66,325,197,2174,14,13,31,62,0,NA,NA,NA,NA,NA,157.9
"VICTORCRUZ","Victor Cruz","WR","NYG",67,NA,NA,NA,NA,NA,0,0,0,81,1118,7,NA,NA,153.8
"CHRISJOHNSON","Chris Johnson","RB","NYJ",68,NA,NA,NA,NA,NA,220,913,5,33,264,1,NA,NA,153.7
"ANDREJOHNSON","Andre Johnson","WR","HOU",69,NA,NA,NA,NA,NA,0,0,0,90,1170,6,NA,NA,153
"FRANKGORE","Frank Gore","RB","SF",70,NA,NA,NA,NA,NA,220,913,7,18,131,1,NA,NA,152.4
"KEENANALLEN","Keenan Allen","WR","SD",71,NA,NA,NA,NA,NA,0,0,0,78,1100,7,NA,NA,152
"CORDARRELLEPATTERSON","Cordarrelle Patterson","WR","MIN",72,NA,NA,NA,NA,NA,12,132,1,70,868,7,NA,NA,148
"RODDYWHITE","Roddy White","WR","ATL",73,NA,NA,NA,NA,NA,0,0,0,84,1058,7,NA,NA,147.8
"BISHOPSANKEY","Bishop Sankey","RB","TEN",74,NA,NA,NA,NA,NA,200,820,7,23,173,1,NA,NA,147.3
"PIERREGARCON","Pierre Garcon","WR","WAS",75,NA,NA,NA,NA,NA,2,12,0,87,1096,6,NA,NA,146.8
"MICHAELFLOYD","Michael Floyd","WR","ARI",76,NA,NA,NA,NA,NA,0,0,0,69,987,8,NA,NA,146.7
"LAMARMILLER","Lamar Miller","RB","MIA",77,NA,NA,NA,NA,NA,200,820,6,31,217,1,NA,NA,145.7
"LARRYFITZGERALD","Larry Fitzgerald","WR","ARI",78,NA,NA,NA,NA,NA,1,4,0,78,967,8,NA,NA,145.1
"JULIUSTHOMAS","Julius Thomas","TE","DEN",79,NA,NA,NA,NA,NA,NA,NA,NA,70,840,10,NA,NA,144
"TRENTRICHARDSON","Trent Richardson","RB","IND",80,NA,NA,NA,NA,NA,210,788,6,31,229,1,NA,NA,143.7
"PERCYHARVIN","Percy Harvin","WR","SEA",81,NA,NA,NA,NA,NA,20,140,1,69,814,7,NA,NA,143.4
"BENTATE","Ben Tate","RB","CLE",82,NA,NA,NA,NA,NA,195,800,6,27,197,1,NA,NA,141.7
"DESEANJACKSON","DeSean Jackson","WR","WAS",83,NA,NA,NA,NA,NA,3,18,0,66,977,7,NA,NA,141.5
"RAYRICE","Ray Rice","RB","BAL",84,NA,NA,NA,NA,NA,190,732,5,47,320,1,NA,NA,141.2
"SHANEVEREEN","Shane Vereen","RB","NE",85,NA,NA,NA,NA,NA,100,445,3,65,585,3,NA,NA,139
"STEVANRIDLEY","Stevan Ridley","RB","NE",86,NA,NA,NA,NA,NA,195,829,8,7,49,0,NA,NA,135.8
"MAURICEJONESDREW","Maurice Jones-Drew","RB","OAK",87,NA,NA,NA,NA,NA,180,702,6,30,219,1,NA,NA,134.1
"MIKEWALLACE","Mike Wallace","WR","MIA",88,NA,NA,NA,NA,NA,3,15,0,72,958,6,NA,NA,133.3
"TYHILTON","T.Y. Hilton","WR","IND",89,NA,NA,NA,NA,NA,1,4,0,68,959,6,NA,NA,132.3
"KENDALLWRIGHT","Kendall Wright","WR","TEN",90,NA,NA,NA,NA,NA,0,0,0,78,959,6,NA,NA,131.9
"TORREYSMITH","Torrey Smith","WR","BAL",91,NA,NA,NA,NA,NA,0,0,0,57,946,6,NA,NA,130.6
"MICHAELCRABTREE","Michael Crabtree","WR","SF",92,NA,NA,NA,NA,NA,0,0,0,70,938,6,NA,NA,129.8
"JORDANCAMERON","Jordan Cameron","TE","CLE",93,NA,NA,NA,NA,NA,NA,NA,NA,84,924,6,NA,NA,128.4
"ERICDECKER","Eric Decker","WR","NYJ",94,NA,NA,NA,NA,NA,0,0,0,67,918,6,NA,NA,127.8
"WESWELKER","Wes Welker","WR","DEN",95,NA,NA,NA,NA,NA,0,0,0,78,850,7,NA,NA,127
"DEANGELOWILLIAMS","DeAngelo Williams","RB","CAR",96,NA,NA,NA,NA,NA,170,706,5,23,193,1,NA,NA,125.9
"FREDJACKSON","Fred Jackson","RB","BUF",97,NA,NA,NA,NA,NA,140,602,5,39,293,1,NA,NA,125.5
"EMMANUELSANDERS","Emmanuel Sanders","WR","DEN",97,NA,NA,NA,NA,NA,2,10,0,66,825,7,NA,NA,125.5
"STEVENJACKSON","Steven Jackson","RB","ATL",99,NA,NA,NA,NA,NA,160,608,6,32,208,1,NA,NA,123.6
"JEREMYMACLIN","Jeremy Maclin","WR","PHI",100,NA,NA,NA,NA,NA,1,4,0,64,864,6,NA,NA,122.8
"BRANDINCOOKS","Brandin Cooks","WR","NO",101,NA,NA,NA,NA,NA,15,75,1,55,776,5,NA,NA,121.1
"DWAYNEBOWE","Dwayne Bowe","WR","KC",102,NA,NA,NA,NA,NA,0,0,0,69,849,6,NA,NA,120.9
"SAMMYWATKINS","Sammy Watkins","WR","BUF",103,NA,NA,NA,NA,NA,0,0,0,64,845,6,NA,NA,120.5
"MARQUESCOLSTON","Marques Colston","WR","NO",104,NA,NA,NA,NA,NA,0,0,0,66,825,6,NA,NA,118.5
"JULIANEDELMAN","Julian Edelman","WR","NE",105,NA,NA,NA,NA,NA,2,10,0,83,872,5,NA,NA,118.2
"TERRANCEWILLIAMS","Terrance Williams","WR","DAL",106,NA,NA,NA,NA,NA,3,12,0,54,799,6,NA,NA,117.1
"REGGIEWAYNE","Reggie Wayne","WR","IND",107,NA,NA,NA,NA,NA,0,0,0,68,870,5,NA,NA,117
"RUEBENRANDLE","Rueben Randle","WR","NYG",107,NA,NA,NA,NA,NA,0,0,0,60,870,5,NA,NA,117
"DEANDREHOPKINS","DeAndre Hopkins","WR","HOU",109,NA,NA,NA,NA,NA,0,0,0,60,852,5,NA,NA,115.2
"PIERRETHOMAS","Pierre Thomas","RB","NO",110,NA,NA,NA,NA,NA,105,425,3,59,419,2,NA,NA,114.4
"GOLDENTATE","Golden Tate","WR","DET",111,NA,NA,NA,NA,NA,1,5,0,58,814,5,NA,NA,111.9
"TAVONAUSTIN","Tavon Austin","WR","STL",112,NA,NA,NA,NA,NA,10,140,1,54,610,5,NA,NA,111
"JORDANREED","Jordan Reed","TE","WAS",113,NA,NA,NA,NA,NA,NA,NA,NA,66,746,6,NA,NA,110.6
"VERNONDAVIS","Vernon Davis","TE","SF",114,NA,NA,NA,NA,NA,NA,NA,NA,51,663,7,NA,NA,108.3
"ANQUANBOLDIN","Anquan Boldin","WR","SF",115,NA,NA,NA,NA,NA,2,11,0,58,771,5,NA,NA,108.2
"JASONWITTEN","Jason Witten","TE","DAL",115,NA,NA,NA,NA,NA,NA,NA,NA,68,782,5,NA,NA,108.2
"DANNYWOODHEAD","Danny Woodhead","RB","SD",117,NA,NA,NA,NA,NA,60,237,2,60,474,4,NA,NA,107.1
