"name","player","pos","team","overallRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","passAttMedian","passCompMedian","passIncompMedian","passYdsMedian","passTdsMedian","passIntMedian","rushAttMedian","rushYdsMedian","rushTdsMedian","recMedian","recYdsMedian","recTdsMedian","returnTdsMedian","twoPtsMedian","fumblesMedian","projectedPtsMean","projectedPtsMedian"
"TJGRAHAM","T.J. Graham","WR","BUF",324,32.8249820008607,71.235,49.375,NA,NA,NA,25.7,32.75,24.225,13.15,NA,8.15,3.125,3.75,62.725,NA,NA,NA,0,NA,0,0,0,1,7.9999880411885,0,12.0000321152041,184.200021202097,1.49999675774661,NA,0,0,26.3572222222222,32.8249820008607
"SANTANAMOSS","Santana Moss","WR","WAS",325,32.5296081669021,51.605,61.75,41.625,NA,NA,43.2375,48.7,19.375,25.5,2.5,24.875,4.375,2.625,43.5,NA,16.8375,NA,0,NA,0,0,0,0,0,0,18.6999413519174,200,1.47991948670317,0.3,0,1.04996958443897,30.5319230769231,32.5296081669021
"TONYGONZALEZ","Tony Gonzalez","TE","TBA",326,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,260,NA,NA,NA,NA,32.5,32.5
"CHRISOWUSU","Chris Owusu","WR","TB",327,32.3362194933253,19.9,NA,40.125,NA,NA,36.2125,26.45,62.875,28.25,9.375,22,13.75,70.25,38,NA,NA,0,0,0,0,0,0,0,0,0,17.0000283591989,210.688848334534,1.00001890858476,NA,0,0,30.3197916666667,32.3362194933253
"MATTASIATA","Matt Asiata","RB","MIN",328,31.8342024561128,33.46,57.225,17.8,33,NA,36.385,53.35,NA,22.725,27.125,22.8,26.375,17.825,55.175,NA,45.6,0,0,0,0,0,0,41.55,185,1.91002943161908,4.9499879065177,34.1,0,0,0,0.796158044533881,34.0678846153846,31.8342024561128
"JOEMORGAN","Joe Morgan","WR","NO",329,31.3867018060674,NA,46.5,37.75,NA,NA,NA,NA,63.125,27.625,10,16,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,11,179.091781464747,1.50003818716234,NA,NA,0,32.4285714285714,31.3867018060674
"KEVINNORWOOD","Kevin Norwood","WR","SEA",330,31.1249952813119,NA,44.875,30.125,NA,NA,37.5,NA,NA,NA,NA,18.875,24.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,13.9999371276609,200.999962250495,1,NA,NA,0,22.3035714285714,31.1249952813119
"MIKEGLENNON","Mike Glennon","QB","TB",331,31.0765495372712,1.47,18.04,34.08,31.94,NA,28.508,53.22,38.42,24.8,59.2,24.34,27.5,NA,36.62,NA,63.58,78.000082079594,48.3873018337755,31.5,621.499960210011,4.08,2.87608501738451,7.00004828494388,15.7000394131688,0,0,0,0,0,0,1.01506592009754,30.7309880952381,31.0765495372712
"DWAYNEHARRIS","Dwayne Harris","WR","DAL",332,31.0499957061769,22,NA,NA,NA,NA,17.125,35.525,NA,27.625,6.625,23.1,35,3.625,49.8,NA,9.8,0,0,0,0,0,0,1,7.49995197030941,0,12.5064090681053,136.999952342534,1.29583441105487,0.9,0,0,25.2436363636364,31.0499957061769
"CHASECOFFMAN","Chase Coffman","TE","ATL",333,30.84,30.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,210,0.84,NA,NA,0.15,30.84,30.84
"DARRIUSHEYWARDBEY","Darrius Heyward-Bey","WR","PIT",334,30.7184466445729,57.285,NA,NA,NA,NA,44.1875,22.375,NA,28.025,NA,18.95,8.5,18.375,57.825,NA,NA,NA,0,NA,0,0,0,0,4.32155074556634,0,12.9999395025514,207.75059552902,1.00004752801013,NA,0,0.56093934639068,27.9321111111111,30.7184466445729
"MARCUSLATTIMORE","Marcus Lattimore","RB","SF",335,30.6165188649323,NA,57.85,53.05,19.55,NA,39.815,0.1,13.175,5.625,11.625,22,16.875,NA,51,NA,NA,0,0,0,0,0,0,28.999987695332,162,1.50000212051019,5.00008440204711,43.3320491349692,0,NA,0,0,27.9830681818182,30.6165188649323
"TOMSAVAGE","Tom Savage","QB","HOU",336,30.0820478416201,NA,35.56,112.66,NA,NA,54.21,23.5,NA,NA,17.9,35.76,3,NA,NA,NA,21.5,131,67.15,55,705.5,4.23572225143934,4.5,8.25,20.35,0,0,0,0,0,0.1,1.27194705471242,37.01625,30.0820478416201
"DEVIERPOSEY","DeVier Posey","WR","HOU",337,29.8552476930503,NA,53.125,58.875,NA,NA,35.825,32.075,11.125,15.875,24.75,20,2.5,29.75,41.25,NA,18.325,0,0,0,0,0,0,0,0,0,15.9999943186108,190.842394166321,0.999991403710033,0,0,0,24.5217532467532,29.8552476930503
"SHAUNDRAUGHN","Shaun Draughn","RB","CHI",338,29.7126128371411,21.325,21.175,48.375,20.95,NA,26.39,1.575,NA,27.625,NA,7.075,49.375,NA,61.975,NA,18.275,0,0,0,0,0,0,36,145.121326969556,1.01999576072197,5.00002063206565,42.0680015953625,0.63700089607224,0,0,0,25.216130952381,29.7126128371411
"ISAIAHCROWELL","Isaiah Crowell","RB","CLE",339,29.3626786593516,NA,55.95,25.625,29.4,NA,37.79,24.5,NA,16.45,9.875,26.675,18.375,NA,NA,NA,37.85,0,0,0,0,0,0,39.0499899730575,168.000060089774,1.00002888888889,7.65008099938119,52.4999945363272,0,0,0,0,28.099,29.3626786593516
"JALENSAUNDERS","Jalen Saunders","WR","NYJ",340,29.3000430136674,NA,53.75,40.75,NA,NA,38.6875,NA,13,11.25,NA,16.375,3.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,12.4147220821693,160.049649156638,1.54897281151462,NA,NA,0,22.1171875,29.3000430136674
"JOSHHUFF","Josh Huff","WR","PHI",341,29.2461383407875,NA,NA,40.25,NA,NA,36.9375,25.925,NA,27.875,25,19.9,9.375,25,36.375,NA,14.325,NA,0,NA,0,0,0,2,8.33638340787529,0,12.5,174.5,1,0.1,0,0,26.46625,29.2461383407875
"THADLEWIS","Thad Lewis","QB","BUF",342,29.245,NA,21.08,62.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.76,129.5,77.5,52,595.5,2.575,1.225,8,18,0,NA,0,0,0,0,1,32.7866666666667,29.245
"THEORIDDICK","Theo Riddick","RB","DET",343,29.1671689684929,38.24,19.825,38.7,24.925,NA,28.1775,13.1,NA,23.2,48.625,22.775,23.25,2.85,NA,NA,45.375,0,0,0,0,0,0,29.0000194594627,124.499935958996,1.00005006209888,7.8000364109341,54.775,0.645,0,0,0,27.2630654761905,29.1671689684929
"ALDRICKROBINSON","Aldrick Robinson","WR","WAS",344,29.166299089704,18.87,NA,30.875,NA,NA,31.625,43.625,NA,NA,NA,20.625,1.875,42.5,46.6,NA,NA,NA,0,NA,0,0,0,0,0,0,9.50002215640675,185.329426239787,1.0000201349551,NA,0,0,23.6645,29.166299089704
"ROBERTHERRON","Robert Herron","WR","TB",345,29.1250405761719,NA,60.125,23.5,NA,NA,41.8125,21.375,NA,NA,40,26.1,3.125,NA,NA,NA,19.5,NA,0,NA,0,0,0,0,0,0,15.5000805988107,185,1.00000676269531,0,0,0,29.1971875,29.1250405761719
"CLAYHARBOR","Clay Harbor","TE","JAX",346,28.9778303924368,13.045,50.875,NA,NA,NA,30.2375,39,NA,39.625,31,21.625,27.25,NA,NA,NA,23.475,NA,0,NA,0,0,0,0,0,0,17.1364174087781,189.1,1.19005506540614,0,0,0.6,30.2627222222222,28.9778303924368
"JASONSNELLING","Jason Snelling","RB",NA,347,28.785,59.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.35,54,0.3,18.1,135,1.085,NA,NA,0.6,28.785,28.785
"ZACHSUDFELD","Zach Sudfeld","TE","NYJ",348,28.5752211650773,NA,NA,NA,NA,NA,26.4625,34.125,38,49.75,38.875,21.25,4.375,NA,NA,NA,14.625,NA,0,NA,0,0,0,0,0,0,16.925,180.6,1.00003686084621,0,0,0,28.4328125,28.5752211650773
"TRAVISBENJAMIN","Travis Benjamin","WR","CLE",349,28.1225611464434,24.825,NA,33,NA,NA,34.8125,18.25,NA,11,NA,29.825,9.375,27.25,33.3,NA,9.65,0,0,0,0,0,0,0,12.7281298461448,0,11.4077476094947,162.00001272367,0.999957761895028,0.6,0,1,21.8447916666667,28.1225611464434
"NICKTOON","Nick Toon","WR","NO",350,28.0535166066938,66.3,NA,NA,NA,NA,21.85,71.475,11,43.625,24.75,36.75,7.5,5.875,26.625,NA,17.7,NA,0,NA,0,0,0,0,0,0,15.5,168.75,1.15996110111563,0,0,0,30.2486363636364,28.0535166066938
"QUINTONPATTON","Quinton Patton","WR","SF",351,28.0495096114064,1.99,64.75,NA,NA,NA,25.05,40.925,NA,34.7,16.75,18.025,1.875,3.875,47.65,NA,NA,NA,0,NA,0,0,0,1.90205437697076,7.99998113193546,0,13.025,170,0.999918583035469,NA,0,0,25.55,28.0495096114064
"JACOBTAMME","Jacob Tamme","TE","DEN",352,27.9373702298204,25.985,NA,NA,NA,NA,24.3125,53.625,30.25,24.25,23.5,24.25,40.125,NA,NA,NA,19.85,NA,0,NA,0,0,0,0,0,0,15.9999373430858,151.500019802037,1.4999779590943,0,0,0,29.5011111111111,27.9373702298204
"CASEKEENUM","Case Keenum","QB","HOU",353,27.3954611876531,1.67,NA,NA,NA,NA,44.79,0.56,52.58,28.96,11.6,27.82,34.5,NA,38.34,NA,NA,88.75,46.025,35.25,553,3.00008223609378,2.9999561824483,5.00001844200133,22.7500079062287,0,0,0,0,NA,0,0,26.7244444444444,27.3954611876531
"MARCUSHARRIS","Marcus Harris","WR","NYG",354,27.34375,NA,NA,31.25,NA,NA,23.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,9.65,134.75,1.75,NA,NA,0,27.34375,27.34375
"CHRISHOGAN","Chris Hogan","WR","BUF",355,27.3124216227165,NA,NA,35.5,NA,NA,24.3125,NA,NA,NA,NA,19.125,6.25,NA,NA,NA,43.075,NA,NA,NA,0,0,0,0,0,0,10.125,170.5,0.999986937119418,0,0,0,25.5725,27.3124216227165
"JUSTINBROWN","Justin Brown","WR","PIT",356,27.2063329237779,NA,NA,35.875,NA,NA,26.9125,NA,NA,19.5,40.125,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,13.5149542394915,143.299968437522,1.54897281151462,NA,0,0,20.56875,27.2063329237779
"LORENZOTALIAFERRO","Lorenzo Taliaferro","RB","BAL",357,27.1329129126385,NA,54.825,23.5,22.925,NA,35.105,25.5,NA,13.25,2,22.525,47,15.6,NA,NA,NA,0,0,0,0,0,0,34,165.075,1.00006815853754,6.69616942604812,37.0000316913062,0,NA,0,0,28.8027272727273,27.1329129126385
"CHRISOGBONNAYA","Chris Ogbonnaya","RB","CLE",358,26.5682699660264,58.165,50.3,16.625,NA,NA,22.3625,61.35,17.425,6.875,7.625,8.575,28.625,NA,NA,NA,NA,0,0,0,0,0,0,14.9999425013805,60.4999380966289,0,21.000050848139,140.150002506334,0.999942702313811,NA,NA,1.00004345693706,23.3843181818182,26.5682699660264
"ANDRECALDWELL","Andre Caldwell","WR","DEN",359,26.5489862573228,12.865,68.75,NA,NA,NA,30.85,38.4,29,23.25,8.25,21.7,12.875,40.625,35.625,NA,NA,0,0,0,0,0,0,0,6.43673835131526,0,10.9999330737261,159.241155853424,1.00002799008554,NA,0,0,26.8966666666667,26.5489862573228
"ANTHONYMCCOY","Anthony McCoy","TE","SEA",360,26.2307508673957,40.24,NA,NA,NA,NA,17.1875,NA,NA,NA,NA,21.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3423680749084,157.060942415474,1.13468884424357,NA,NA,0.07,13.0354166666667,26.2307508673957
"RISHARDMATTHEWS","Rishard Matthews","WR","MIA",361,25.7995648922982,26.355,NA,26.5,NA,NA,26.75,37.75,9.625,24.375,15.625,17.75,4.375,26.25,45.125,NA,NA,NA,0,NA,0,0,0,0,0,0,12.4999423834216,158.4,0.999927482049703,NA,0,0,23.6504545454545,25.7995648922982
"LARRYDONNELL","Larry Donnell","TE","NYG",362,25.7877254382121,NA,NA,NA,NA,NA,16.4375,21.2,NA,27.375,29.75,22.75,32,NA,NA,NA,55.8,NA,0,NA,0,0,0,1,1,0,14.9999647977161,157.5,1.00003757303536,0,0,0,29.2875,25.7877254382121
"MIKELLESHOURE","Mikel Leshoure","RB","DET",363,25.6382125719786,NA,43.05,NA,NA,NA,18.1175,66.45,11.775,3.5,0.5,6.65,4.125,NA,45.2,NA,8.7175,0,0,0,0,0,0,21.0179119193896,102.149927769852,1.99993803123265,6.50007183349395,47.9913307323304,0,0,0,0.858441577981282,16.5904166666667,25.6382125719786
"MIKETHOMAS","Mike Thomas","WR","HOU",364,25.32798828125,16.11,NA,NA,NA,NA,22.7125,2.05,NA,NA,10,21.75,41,2.5,NA,NA,57.3,NA,0,NA,0,0,0,0,0,0,10.95,125.825,0.999977213541667,0.6,0,0,24.6552767857143,25.32798828125
"JOHNKUHN","John Kuhn","RB","GB",365,25.1824092032528,25.94,41.1,15.125,NA,NA,23.455,NA,9.475,16.175,23.5,12.025,31.5,NA,NA,NA,27.015,NA,NA,NA,0,0,0,9.50001743842797,34.2,1.04997332787888,10.0000391467376,80.4999954965587,0.900011633151617,0,0,0,22.228,25.1824092032528
"DAVONEBESS","Davone Bess","WR",NA,366,24.075,90.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,NA,NA,NA,NA,NA,0,0,0,0,0,0,29.5,228,0,NA,0,1.475,37.1216666666667,24.075
"TONYMOEAKI","Tony Moeaki","TE","BUF",367,23.812609321286,NA,NA,NA,NA,NA,21.4625,39.125,9.625,4.125,29.75,17.875,18.5,38,50.875,NA,12.5625,NA,0,NA,0,0,0,0,0,0,9.63809190600064,142.500024196878,1.00001771611272,0,0,0,21.9909090909091,23.812609321286
"LOUISMURPHY","Louis Murphy","WR","TB",368,23.6539907701892,8.145,52.25,25.75,NA,NA,29.55,11.475,NA,11.125,18.125,16.875,11.875,15.875,NA,NA,49.225,NA,0,NA,0,0,0,0,0,0,10.5,144.25,1.2099547142394,0,0,0.545662505082406,22.5477597402597,23.6539907701892
"JIMDRAY","Jim Dray","TE","CLE",369,23.4949657234627,13.37,NA,NA,NA,NA,20.8375,22.85,NA,NA,NA,4.625,6.25,45.625,43.875,NA,NA,NA,0,NA,0,0,0,3,0,0,9.50004081584424,139.962121184263,0.999950095904983,NA,0,0,19.7356458333333,23.4949657234627
"RONNIEBROWN","Ronnie Brown","RB","HOU",370,23.1035502605681,-0.03,NA,NA,33.6,NA,34.225,8.4,NA,NA,8.125,20.35,1,NA,48.5,NA,18.1,0,0,0,0,0,0,22.2500518697186,87.4999554631459,1.04217225438841,10.4999515281981,64.8041695033848,0,0,0,0,19.0851111111111,23.1035502605681
"JOSHMORGAN","Josh Morgan","WR","CHI",371,23.0784099585438,3.77,57.625,NA,NA,NA,25.325,13.15,14.25,14,7.5,34.075,27.25,33.875,35.625,NA,11.2,0,0,0,0,0,0,0,3.75297229726694,0,10.9999667483568,144.424901830537,0.775,0,0,0,21.1531318681319,23.0784099585438
"JOSEPHRANDLE","Joseph Randle","RB","DAL",372,22.9245223897102,23.36,31.975,18.625,33.5,NA,26.185,28.875,21.525,3.35,12.875,19.725,22.375,9.725,NA,NA,23.625,0,0,0,0,0,0,34.9112810617277,120.5,0.999920348557504,6.02222342473916,39.0000023869213,0,0,0,0,21.0984615384615,22.9245223897102
"LACHESEASTRUNK","Lache Seastrunk","RB","WAS",373,22.806224832637,NA,26.725,54.925,23.225,NA,36.5725,8.65,NA,19.8,6.5,27.925,7.5,4.8,NA,NA,15.2,0,0,0,0,0,0,30.2499992568569,123.75,1.00007021992311,5.43814726762148,35.4464281047869,0,0,0,0,21.0293181818182,22.806224832637
"DUJUANHARRIS","DuJuan Harris","RB","GB",374,22.4940892433007,NA,NA,43.575,NA,NA,28.6625,43.025,NA,9.95,20.875,13.1,12.625,3.375,NA,NA,21.1375,0,0,0,0,0,0,33.8647426520354,130.000082051306,1.00005430375558,4.52388669094118,27.9500417250932,0,0,0,0,17.5522727272727,22.4940892433007
"ANTHONYDIXON","Anthony Dixon","RB","BUF",375,22.3703824724345,-0.03,28.125,33.1,NA,NA,30.6125,5.925,NA,24.15,3.5,13.6,1.75,NA,NA,NA,NA,NA,0,NA,0,0,0,21.4999245023379,85.0118230799125,1.99999944321964,1.99997942887692,14.9536280410034,0,NA,NA,0,15.6342777777778,22.3703824724345
"ANTHONYSHERMAN","Anthony Sherman","RB","KC",376,22.3558826342082,32.565,22.775,19.825,NA,NA,21.3,NA,NA,14.675,11.75,11.425,NA,19.225,NA,NA,18.165,NA,NA,NA,0,0,0,4.44616646686021,12.750009639327,0.388537984718093,12.4999938120182,102,0.99994229366115,0,0,0,18.965,22.3558826342082
"JOSHHILL","Josh Hill","TE","NO",377,22.15,NA,NA,NA,NA,NA,15.5875,10.25,NA,38,19.75,NA,5.625,NA,NA,NA,26.55,NA,0,NA,0,0,0,1,0,0,9.15,110,1.4,0,0,0,19.19375,22.15
"DAMIANWILLIAMS","Damian Williams","WR","MIA",378,21.8754013680684,11.53,53.875,31.375,NA,NA,36.975,10.625,20,8.75,NA,0.375,21,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,12.7670729026459,126.999950376041,1.00006792851054,NA,NA,0,18.9525,21.8754013680684
"KEVINWALTER","Kevin Walter","WR",NA,379,21.8025,44.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,13.75,154.5,0.6,NA,NA,0.37,21.8025,21.8025
"DEMETRIUSHARRIS","Demetrius Harris","TE","KC",380,21.625,NA,NA,NA,NA,NA,15.95,NA,19,22.25,28.5,25.5,14.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9999644950241,125,1,NA,NA,0,20.9916666666667,21.625
"JEFFJANIS","Jeff Janis","WR","GB",381,21.56875,NA,44.875,NA,NA,NA,33.9625,NA,NA,NA,3.75,19.375,4.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8.25,134.15,0.8,NA,NA,0,21.2675,21.56875
"DENNISJOHNSON","Dennis Johnson","RB","HOU",382,21.3987242277133,NA,24.125,NA,NA,NA,12.0625,NA,NA,NA,NA,NA,NA,20,44.2,NA,NA,0,0,0,0,0,0,0,141.673484936964,0,0,57.8510058721347,0,NA,0,0,9.73875,21.3987242277133
"KYLEWILLIAMS","Kyle Williams","WR","KC",383,21.3853255475011,23.835,47.5,NA,NA,NA,32.5,8.25,NA,14.5,NA,6.025,1.25,3.375,NA,NA,12.8375,NA,0,NA,0,0,0,0.5,6.36530004065925,0,11.8068068372913,131.500082386311,0.718547540857718,0,0,0,14.09275,21.3853255475011
"JUSTINFORSETT","Justin Forsett","RB","BAL",384,20.5982359597894,9.65,43.9,28.8,NA,NA,22.65,37.25,4.2,12.025,13.5,16.525,4.625,NA,NA,NA,30.6125,0,0,0,0,0,0,28.9999542965068,129.7984018954,0.744934262778176,3.65004458717467,25.1903215486425,0,0,0,0,18.5497916666667,20.5982359597894
"DANHERRON","Dan Herron","RB","IND",385,20.5872427444971,-0.03,NA,35.625,NA,NA,26.88,8.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,49.1497146389617,192.743728375889,0,3.08932725349255,24.6264998496199,0,NA,NA,0.588480858098091,13.9285,20.5872427444971
"JOSHCOOPER","Josh Cooper","WR","CLE",386,20.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,34.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,11,138.5,0.5,NA,NA,NA,20.3125,20.3125
"STORMJOHNSON","Storm Johnson","RB","JAC",387,20.2499975175442,NA,35.9,11.075,16.5,NA,17.765,1.15,NA,11.55,25.625,27.7,NA,NA,NA,NA,13.2575,0,0,0,0,0,0,27.1,109,0.999999586257361,3.88130556080934,26.8,0,0,0,0,17.7825,20.2499975175442
"LARODSTEPHENSHOWLING","LaRod Stephens-Howling","RB",NA,388,19.635,30.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.225,NA,NA,NA,NA,NA,0,0,0,19.4,111,0.85,7.1,33,0,NA,0,0.23,20.3166666666667,19.635
"BRENTONBERSIN","Brenton Bersin","WR","CAR",389,19.6,NA,NA,NA,NA,NA,11.125,NA,NA,NA,NA,30.875,NA,NA,NA,NA,17.6,NA,NA,NA,0,0,0,0,0,0,10.75,128,0.6,0,0,0,19.8666666666667,19.6
"DANIELHERRON","Daniel Herron","RB","IND",390,19.4750065344,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,14.4,20,NA,NA,NA,27.2375,NA,NA,NA,0,0,0,28.25,118.75,1,3,20.0000522752001,0,0,0,0.3,20.109375,19.4750065344
"JACOBYFORD","Jacoby Ford","WR","NYJ",391,19.3179295994671,-0.325,NA,27.5,NA,NA,25.6375,8.275,29.625,NA,3.75,17.7,22.5,3.25,18.05,NA,NA,NA,0,NA,0,0,0,0,33.9315505488999,0,9.675,113,0.799962424096193,NA,0,1,14.83725,19.3179295994671
"CHARLIEWHITEHURST","Charlie Whitehurst","QB","TEN",392,19.0239781648508,NA,NA,25.7,NA,NA,29.014,22.5,86.3,18.32,26.5,8.52,12,NA,NA,NA,15.82,77.967507735907,51.710705167412,33.9576841580827,482.800002371023,2.89998265176939,2.94990622030767,10.5000317422227,21.655,0,0,0,0,0,0,1.7345779587149,22.6674,19.0239781648508
"DIONLEWIS","Dion Lewis","RB","CLE",393,18.8060215496956,19.86,25.75,NA,NA,NA,14.0975,2.7,17.15,23.675,33.75,9.225,4.125,2.45,NA,NA,NA,0,0,0,0,0,0,20.5000537141435,91.0000321859219,0.999961562349388,4.32412530162591,29.6499916560568,0,NA,0,0,13.8140454545455,18.8060215496956
"TAVARRESKING","Tavarres King","WR","CAR",394,18.799997134643,NA,NA,NA,NA,NA,26.55,NA,NA,34.75,7.5,7.125,3.125,NA,NA,NA,17.6,NA,0,NA,0,0,0,0,0,0,7.65003821456155,111.999977077144,0.8,0,0,0,13.8071428571429,18.799997134643
"ARRELIOUSBENN","Arrelious Benn","WR","PHI",395,18.525,-0.03,49,NA,NA,NA,37.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,9,129,0.4,NA,NA,0,21.5025,18.525
"KELLENDAVIS","Kellen Davis","TE","NYG",396,18.2878711167171,NA,NA,NA,NA,NA,20.6,1.625,43.75,NA,21.625,15.375,8.75,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,9.70001565825639,98.3000370620743,1.00006108065963,NA,NA,0,13.965625,18.2878711167171
"SHAUNHILL","Shaun Hill","QB","STL",397,18.2808063336839,NA,29.46,21,34.44,NA,21.658,-2.16,1.16,5.32,6.6,8.84,20.5,NA,21.94,NA,NA,40.0000032585594,22.3499584675076,15.1499505055092,278.270677931073,2.99997551669724,1.99997401003118,3.50006123231847,11.4999917974559,0,0,0,0,NA,0,0,13.6881666666667,18.2808063336839
"VANCEMCDONALD","Vance McDonald","TE","SF",398,18.2624347182862,1.185,50.875,NA,NA,NA,24.9875,13.5,10.75,26.625,5,17.625,5.625,NA,NA,NA,17.05,NA,0,NA,0,0,0,0,0,0,8.00000092147512,100.5,0.94998911971436,0,0,0,17.31625,18.2624347182862
"KIRKCOUSINS","Kirk Cousins","QB","WAS",399,18.2340495709457,6.31,32.84,22.76,35.34,NA,28.24,8.9,25.46,12.56,10.2,10.78,10.6,NA,40.62,NA,16.1,57.5,34.775,24,408,2.20005591578218,2.20001954382965,3.85001116654017,12.1391335468872,0,0,0,0,0,0,0.500009605127583,19.5798901098901,18.2340495709457
"BRUCEMILLER","Bruce Miller","RB","SF",400,18.0833705098571,30.24,27.35,13.95,NA,NA,20.65,NA,NA,14.925,10.5,7.8,NA,NA,NA,NA,21.01,NA,NA,NA,0,0,0,5.99999242660188,17.000014804318,0.386666666666667,14.000047441756,112.506952235403,0,0,0,0,16.1014444444444,18.0833705098571
"EDWINBAKER","Edwin Baker","RB","CLE",401,17.8765372955965,111.27,10.475,5.5,19.25,NA,11.0975,39.625,NA,NA,NA,15.375,1.125,NA,NA,NA,NA,0,0,0,0,0,0,16.0702914894044,69.7179008942867,1.00004123484832,7.50001654333634,39.2359983766234,0,NA,NA,0,23.1010555555556,17.8765372955965
"LOGANPAULSEN","Logan Paulsen","TE","WAS",402,17.8729339046156,11.14,NA,NA,NA,NA,24,44.375,24,7.5,18.5,17.625,12.125,NA,NA,NA,21.375,NA,0,NA,0,0,0,0,0,0,10.0499974466104,110.8,1.00000956217448,0,0,0.659041156143769,19.0794444444444,17.8729339046156
"DIONSIMS","Dion Sims","TE","MIA",403,17.7147363119153,7.735,NA,NA,NA,NA,20.5,15,NA,24,17.25,17.5,4.375,NA,NA,NA,18.875,NA,0,NA,0,0,0,0,0,0,10.0118726712818,99,0.899956051985888,0,0,0.02,15.601875,17.7147363119153
"JACKIEBATTLE","Jackie Battle","RB","TEN",404,17.5342337820072,18.9,47.975,5.4,NA,NA,26.6875,21.2,NA,21.425,1.5,17.575,2.675,12.9,NA,NA,10.43,NA,0,NA,0,0,0,22.3,75.5,0.999976655318843,4.1,31.874990800753,0,0,0,0,16.9323701298701,17.5342337820072
"DARIUSJOHNSON","Darius Johnson","WR","ATL",405,17.26875,NA,NA,NA,NA,NA,25.525,NA,NA,25.5,10.625,8.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,9.7,118.95,0.4,NA,NA,0,17.56875,17.26875
"GARYBARNIDGE","Gary Barnidge","TE","CLE",406,17.0482201811643,NA,NA,NA,NA,NA,21.0875,16.75,9.625,8.625,19.75,6.25,11.625,NA,NA,NA,26.575,NA,0,NA,0,0,0,0,0,0,8.15725955520214,88.3857466106086,1.0000003091397,0,0,0,13.2819444444444,17.0482201811643
"WILLISMCGAHEE","Willis McGahee","RB",NA,407,16.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.875,NA,NA,NA,NA,NA,0,0,0,0,92.5,1,0,13.5,0,NA,0,0,16.9375,16.9375
"MICHAELHOOMANAWANUI","Michael Hoomanawanui","TE","NE",408,16.6872650015383,15.685,NA,NA,NA,NA,25.4125,28.125,29.125,7.25,3.75,13.75,1.25,NA,NA,NA,11.4625,NA,0,NA,0,0,0,0,0,0,8.5,97.5,0.749960833589715,0,0,0,15.0525,16.6872650015383
"JARONBROWN","Jaron Brown","WR","ARI",409,16.6483509624694,52.39,NA,18.75,NA,NA,27.5625,14.5,NA,7.875,16.875,4.875,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,9.99995947862038,133.186807699755,0,NA,NA,0,17.7634375,16.6483509624694
"ALLENREISNER","Allen Reisner","TE","MIN",410,16.63625,26.235,NA,NA,NA,NA,7.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.35,116.65,0.385,NA,NA,0.085,16.63625,16.63625
