"name","player","pos","team","overallRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","passAttMedian","passCompMedian","passIncompMedian","passYdsMedian","passTdsMedian","passIntMedian","rushAttMedian","rushYdsMedian","rushTdsMedian","recMedian","recYdsMedian","recTdsMedian","returnTdsMedian","twoPtsMedian","fumblesMedian","projectedPtsMean","projectedPtsMedian"
"TEDGINN","Ted Ginn","WR","ARI",228,61.5895475542087,55.74,76.125,52.5,77.3,NA,61.0375,95.725,27.6,38.875,41.75,43.075,37,90.625,77.7,NA,47.4,0,0,0,0,0,0,3.00004346869508,20.4999491606203,0,23.55,366.25,2.15003082005346,0.5,0,0.713960760724696,63.0826731601732,61.5895475542087
"AUSTINPETTIS","Austin Pettis","WR","STL",229,60.7678636071657,106.49,65.25,74.125,NA,NA,43.7875,75.625,9.875,10.625,NA,25.25,21,93.375,84,NA,NA,0,0,0,0,0,0,0,0,0,27.9999646957273,339.741168575348,3.05003625587453,NA,0,0,49.0811126373626,60.7678636071657
"OWENDANIELS","Owen Daniels","TE","BAL",230,60.5745656887413,73.225,68.5,59.375,60.625,NA,58.5875,60.125,40.5,63.875,68.625,66.5,13.125,59.125,76.25,NA,35.65,0,0,0,0,0,0,0,0,0,34.9999797363994,367,2.74992761479022,0,0,0.6,58.5597619047619,60.5745656887413
"JOSHGORDON","Josh Gordon","WR","CLE",231,59.8259055362609,NA,NA,NA,66.975,NA,55.75,NA,55.75,NA,NA,22.825,NA,NA,79.3,NA,NA,0,0,0,0,0,0,0,20.1339669783876,0,20.9999852055024,366.500070707377,2,NA,0,0,34.1694444444444,59.8259055362609
"JERMICHAELFINLEY","Jermichael Finley","TE","GB",232,59.4258340415706,NA,68.75,NA,51.125,NA,53.175,NA,57.25,NA,17.5,NA,NA,NA,68.125,NA,NA,0,0,0,0,0,0,0,0,0,27,331.409384060832,2.99994350566109,NA,0,0,49.2013392857143,59.4258340415706
"JONATHANGRIMES","Jonathan Grimes","RB","HOU",233,59.3393358458673,38.705,108.425,76.375,42.975,NA,46.565,66.75,65.275,38.8,35.125,43.55,67.25,NA,98.5,NA,52.35,0,0,0,0,0,0,79.1661768636771,330.5,2.34996348816484,11.4999824891608,80,0.81495492883532,0,0,0.900058218711207,59.0151098901099,59.3393358458673
"CODYLATIMER","Cody Latimer","WR","DEN",234,59.0403296196024,NA,66.125,50.5,NA,NA,35.7125,39.125,3.625,60.875,45.75,82.25,58.625,NA,74.375,NA,75.05,0,0,0,0,0,0,0,0,0,25.000024094773,351.52263695682,2.5,0,0.05,0,51.3201923076923,59.0403296196024
"PAULRICHARDSON","Paul Richardson","WR","SEA",235,58.8153088367204,NA,79,61.375,NA,NA,52.7875,40.375,NA,65.875,69.875,44.125,79.875,NA,40.5,NA,36.225,NA,0,NA,0,0,0,0,0,0,24.6500823779687,374.525,1.99994730612006,0,0,0,58.8065909090909,58.8153088367204
"ANDREBROWN","Andre Brown","RB","HOU",236,58.681632627227,62.57,NA,NA,35.675,NA,56.5675,NA,NA,NA,NA,NA,NA,117.575,50.125,NA,NA,0,0,0,0,0,0,59.8285340537626,356.499946108179,2.60006617638136,17.1855526143303,101.5,0,NA,0,1.75208634729301,38.1609166666667,58.681632627227
"STEPHENHILL","Stephen Hill","WR","NYJ",237,57.4374516821808,19.28,63.625,48.25,NA,NA,44.8625,64.425,56.5,52.25,74.25,68.875,41.625,78.375,76.875,NA,26.625,0,0,0,0,0,0,0,0,0,25.5000581410285,363.499998609162,1.99999197600592,0,0,0,50.9204058441558,57.4374516821808
"JARVISLANDRY","Jarvis Landry","WR","MIA",238,57.3749900959622,NA,68.875,71.125,71.5,NA,58.3,89.875,13,60.775,67.75,50.2,79.25,3.375,32.75,NA,23.275,0,0,0,0,0,0,0,0,0,31.45,339,2.49999834932703,0.3,0,0.6,54.4144355644356,57.3749900959622
"CJANDERSON","C.J. Anderson","RB","DEN",239,57.1437153714979,NA,72.825,39.325,77.475,NA,60.505,21.55,59.825,66.85,59.125,52.075,47.625,31.55,78.75,NA,53.125,0,0,0,0,0,0,80,338.999957401526,2.00006389490093,10.0000057929433,77.5000247722846,0.684280968060233,0,0,0.849950880985771,55.0000824175824,57.1437153714979
"JORDANTODMAN","Jordan Todman","RB","JAC",240,56.7246754000771,67.18,71.7,36.8,79,NA,49.94,54.375,16.95,48.45,41.5,30.3,49.5,118.075,59.775,NA,61.225,0,0,0,0,0,0,62,281.85,2.0000102753184,14.1650748590236,117.500000429364,0.863714408588022,0.2,0,1.51005758567733,56.4805238095238,56.7246754000771
"JASONAVANT","Jason Avant","WR","CAR",241,56.6501936515753,39.895,87.5,44.75,57.125,NA,59.475,33.25,44.875,50.125,47.25,30.875,68.25,75.25,76.375,NA,56.65,0,0,0,0,0,0,0,0,0,30.1650542639952,374,1.97505619763741,0,0,0.650047844749708,56.8873214285714,56.6501936515753
"ANDREWQUARLESS","Andrew Quarless","TE","GB",242,56.4192054385238,87.265,75.375,44.5,60.375,NA,53.9125,68.625,29.375,37.625,22.875,67.25,54.25,75.875,92.625,NA,23.35,0,0,0,0,0,0,0,0,0,31,345.75,2.50007590642064,0,0,0.6,57.6967857142857,56.4192054385238
"JERRELJERNIGAN","Jerrel Jernigan","WR","NYG",243,55.917553611594,40.08,93.25,NA,68.85,NA,57.7,63.1,18.25,62.25,52.25,64.4,1.25,2.875,86.35,NA,41.055,0,0,0,0,0,0,2.00002484137528,12.9240196078431,0,26.7000545401652,317,2.50002527513495,0,0,0,50.2486713286713,55.917553611594
"COLEBEASLEY","Cole Beasley","WR","DAL",244,55.2027289763281,-0.78,82,49.75,64.875,NA,60.925,72.85,42.125,40.75,42,48.25,37.25,75.5,71,NA,52.975,0,0,0,0,0,0,0,0,0,31.0000062044929,361.000000747414,2.00004642447769,0,0,0.640849887988266,52.4098051948052,55.2027289763281
"DAVANTEADAMS","Davante Adams","WR","GB",245,54.9190284416916,NA,100.5,75.625,53.75,NA,67.0875,52.925,23.5,48.25,51.75,64.625,35.125,73.375,90.625,NA,31.825,0,0,0,0,0,0,0,0,0,24.4999734413467,343.35,2.50004640694861,0,0,1,58.3243881118881,54.9190284416916
"AUSTINCOLLIE","Austin Collie","WR",NA,246,54.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.375,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,339,2,NA,0,0,54.375,54.375
"BRANDONPETTIGREW","Brandon Pettigrew","TE","DET",247,53.781012740454,57.115,70.875,NA,50.125,NA,50.3875,55.125,59.875,43.875,30.375,45.875,41,70.375,65.125,NA,61.975,0,0,0,0,0,0,0,0,0,31.4999944531854,333.050021884399,2.49997219895418,0,0,0.950024396273663,54.2704532967033,53.781012740454
"MARTAVISBRYANT","Martavis Bryant","WR","PIT",248,53.5312899896012,NA,87.875,NA,59.5,NA,63.7875,85.875,41.75,29.125,38.25,53.75,63.625,47.625,45,NA,27.725,0,0,0,0,0,0,0,0,0,25.0000365709183,332.25,2.00000666493353,0,0,0,53.6072916666667,53.5312899896012
"ADRIENROBINSON","Adrien Robinson","TE","NYG",249,53.393383976353,60.205,65.875,70.25,NA,NA,63.0375,60.5,52.5,42.5,8.75,43.75,30.75,88.375,NA,NA,13.9625,NA,0,NA,0,0,0,0,0,0,28.9,328.75,2.04993899605884,0,0,0,51.9606043956044,53.393383976353
"JARIUSWRIGHT","Jarius Wright","WR","MIN",250,53.1871320443564,62.41,55.125,34.25,NA,NA,35.7375,88.3,9.5,65.5,71.375,57.75,16.25,62.125,64.5,NA,36.525,NA,0,NA,0,0,0,0,0,0,22.5,329.5,1.9999386740594,0,0,0,50.8384615384615,53.1871320443564
"EARLBENNETT","Earl Bennett","WR",NA,251,52.8629084678943,3.95,60.625,NA,NA,NA,45.475,NA,NA,NA,NA,NA,NA,NA,89.25,NA,NA,NA,NA,NA,0,0,0,0,0,0,21.8444696682632,336.05000688895,1.80944293446259,NA,0,0,28.4392857142857,52.8629084678943
"JACOBYJONES","Jacoby Jones","WR","BAL",252,52.7478528724916,3.98,67.625,56.75,NA,NA,64.4875,55,71.375,31.675,16.875,45.525,24.75,46.125,84.075,NA,40.105,0,0,0,0,0,0,0,11.0056227600314,0,23.1999663391858,297.500048224977,1.64302883120845,1.2,0,0.866129472961438,49.8318019480519,52.7478528724916
"KADEEMCAREY","Ka'Deem Carey","RB","CHI",253,52.3874301031573,NA,72.65,NA,63.125,NA,52.4925,51.575,55.275,26.625,35.875,42.2,40.875,71.625,53.35,NA,44.5,0,0,0,0,0,0,60.9999675597027,267.000040963818,2.00004029501159,11.9999774936107,85.5,0.99993117244392,0,0,0.999967599319187,50.4359615384615,52.3874301031573
"ROBERTTURBIN","Robert Turbin","RB","SEA",254,52.1535602747253,36.245,64.225,63.5,24.725,NA,47.4575,68.125,23.975,40.35,59.75,31.6,59.375,82.65,72.875,NA,25.5,0,0,0,0,0,0,63.25,280.425,1.99995039551502,9.99996548631008,82.8831560058714,0.684280968060233,0,0,0.784907469153404,48.9235357142857,52.1535602747253
"MARCELREECE","Marcel Reece","RB","OAK",255,51.7692458739475,21.79,64.575,60.45,77.35,NA,69.0075,60.35,NA,36.125,40.25,37.45,28.75,NA,58.825,NA,62.045,0,0,0,0,0,0,26,130.25,1.00003622206395,23.15,206.75,1.15004642359397,0,0,0,51.3496726190476,51.7692458739475
"LATAVIUSMURRAY","Latavius Murray","RB","OAK",256,51.6076522924469,NA,67.875,37.95,65.55,NA,56.38,75.375,NA,44.85,73.75,41,30.375,17.925,48.3,NA,29.7125,0,0,0,0,0,0,67.60002230065,264.45,2.00002538207449,9.50000821354831,76.5,0.6,0,0,0,48.6761607142857,51.6076522924469
"BRANDONMYERS","Brandon Myers","TE","TB",257,50.7880425345376,105.43,NA,46.875,NA,NA,39.05,46.375,55,30.125,21,59,37.875,80.875,74.5,NA,44.75,NA,0,NA,0,0,0,0,0,0,26.999950442616,323.5,2.00009042242293,0,0,0.55,54.4691208791209,50.7880425345376
"JEFFCUMBERLAND","Jeff Cumberland","TE","NYJ",258,50.7872883981912,50.6,76.25,50.375,NA,NA,48.2125,68,51.125,26.625,50.5,30.875,42.625,57.75,80.25,NA,54.675,NA,0,NA,0,0,0,0,0,0,25.4999380818239,317.5,2.14996473303186,0,0,0.6,52.7019230769231,50.7872883981912
"ROBHOUSLER","Rob Housler","TE","ARI",259,50.5287509146425,102.14,66,31.5,NA,NA,NA,NA,NA,30.25,32.25,52.5,32.875,75.875,79,NA,33.95,NA,NA,NA,0,0,0,NA,0,0,25.225367611238,324,1.99994867595493,0,0,0.656980380362348,53.252,50.5287509146425
"AJJENKINS","A.J. Jenkins","WR","KC",260,49.7776517321135,50.485,69,39.875,53.6,NA,52.9375,40.875,46.875,26.55,8.125,40.9,18.75,81.625,68.175,NA,66.305,0,0,0,0,0,0,2.00000055678036,7.1499886139611,0,20.999987681468,320.500002541621,1.50002542550248,0,0,0,47.4400487012987,49.7776517321135
"STEDMANBAILEY","Stedman Bailey","WR","STL",261,48.9458343522353,NA,NA,62.25,NA,NA,47,25.425,NA,45.1,103,53.375,45.75,NA,NA,NA,30.73,NA,0,NA,0,0,0,1,6.64992876110445,0,23.2067626984295,290.25,1.99993191268748,0,0,0,51.715,48.9458343522353
"BILALPOWELL","Bilal Powell","RB","NYJ",262,48.6162631061984,14.535,65.4,43.625,45.575,NA,54.4875,73.675,63.325,36.5,16.625,37.775,30.375,11.7,46.9,NA,57.175,0,0,0,0,0,0,51.0999902408391,216.222596589867,1.49998437083157,18.7341810921607,124.75,0.40005787037037,0,0,0,43.7486904761905,48.6162631061984
"JOHNCARLSON","John Carlson","TE","ARI",263,47.853542092791,33.245,NA,66.5,49.5,NA,40.5375,29.75,50.25,34.375,36.625,42.75,68.625,67.25,53,NA,58.25,0,0,0,0,0,0,0,0,0,26,303,1.99997883260586,0,0,0.673776967614716,48.0077197802198,47.853542092791
"BRIANHOYER","Brian Hoyer","QB","CLE",264,47.0760801846487,158.41,32.56,48.38,58.82,NA,43.858,14.8,48.06,25.34,35.7,57.66,43.5,NA,142.38,NA,NA,139.5,77.75,56,939.5,6.99994243110502,5.71787123486695,9.00002766963325,31.5,0,0,0,0,NA,0,1.50002527839018,57.2223333333333,47.0760801846487
"JUNIORHEMINGWAY","Junior Hemingway","WR","KC",265,47.0000569045221,NA,69.5,63.75,NA,NA,64.4,31,56.5,47.375,35.75,33.375,63,30.625,41.25,NA,31.525,NA,0,NA,0,0,0,0,0,0,24.99997580705,280,2.00000948408701,0,0,0,47.1232142857143,47.0000569045221
"BOBBYRAINEY","Bobby Rainey","RB","TB",266,46.8748786795249,25.105,41.675,67.75,38.95,NA,42.2575,67.65,30.1,41.85,34.375,40.675,47.375,29.45,71.1,NA,63.475,0,0,0,0,0,0,64.9442272727273,269.5,1.55001070064754,9.99995156611309,73,0.649946594238281,0,0,0.79995502993,45.1975,46.8748786795249
"ANTHONYFASANO","Anthony Fasano","TE","KC",267,46.5124061466809,74.99,65,52.75,NA,NA,45.95,71.5,53.125,24.5,24.125,25.25,10,50.625,53.75,NA,53.3,NA,0,NA,0,0,0,0,0,0,24.5000580697715,266.5,2.49998435778015,0,0,0.6,46.3074038461538,46.5124061466809
"KRISDURHAM","Kris Durham","WR","DET",268,45.542039080308,NA,77.375,27.5,NA,NA,39.4625,70.825,40,50.625,16,17.625,52.625,0.875,89.75,NA,33.35,0,0,0,0,0,0,0,0,0,22.150011347208,268.339306986564,1.99993761783124,0,0,0,36.6690746753247,45.542039080308
"MIKEBROWN","Mike Brown","WR","JAC",269,45.2428628677002,147.23,44.875,49.625,NA,NA,47.25,54.875,NA,24,36.625,12.875,54.5,16.375,54.5,NA,NA,0,0,0,0,0,0,0,0,0,23.5000385139752,313.940200234202,1.00005630640416,NA,0,0,44.3721428571429,45.2428628677002
"TRAVARISCADET","Travaris Cadet","RB","NO",270,45.0857380222219,-4.83,75.325,67.325,17.775,NA,56.735,51.375,NA,10.475,11,36.625,0.5,NA,NA,NA,23.715,0,0,0,0,0,0,26.4999736885695,117.800002694354,0.684280968060233,20.4729123780291,149.600035492308,1.25000791798111,0.5,0,0,33.7722727272727,45.0857380222219
"GAVINESCOBAR","Gavin Escobar","TE","DAL",271,45.0005312330034,NA,54,NA,NA,NA,38.4875,31.375,66.625,44.75,54.25,38.125,38.25,52.125,51.5,NA,40.825,NA,0,NA,0,0,0,0,0,0,21.5,264,2.0000885388339,0,0,0,46.3465909090909,45.0005312330034
"TIQUANUNDERWOOD","Tiquan Underwood","WR","CAR",272,44.7318122846538,-0.09,57,45.625,NA,NA,38.1125,87.85,36.625,33.625,3.125,23.875,4.375,48.875,75,NA,NA,NA,0,NA,0,0,0,0,0,0,15.0000298803089,261.857762944228,1.99993198610422,NA,0,0,37.679751984127,44.7318122846538
"MARIOMANNINGHAM","Mario Manningham","WR","NYG",273,44.2422115781581,43.17,63.375,NA,NA,NA,35.875,-2,NA,26,15,15.875,27.625,69.5,73.75,NA,NA,NA,0,NA,0,0,0,0,0,0,16.5,265.72337332758,1.95529831870178,NA,0,0.235,39.023,44.2422115781581
"JERICKMCKINNON","Jerick McKinnon","RB","MIN",274,43.9282175056149,NA,74.775,61.8,38.175,NA,52.5525,3.575,22.725,38.65,26.5,34.125,33.625,70.225,NA,NA,42.325,0,0,0,0,0,0,41.85,195.000045085591,1.09993347697862,15.3801252033677,113,0.999979709839888,0,0,0.765422041285096,41.3425,43.9282175056149
"GREGLITTLE","Greg Little","WR","OAK",275,43.9057551785284,30.29,81.25,42.625,53.25,NA,64.6,46.625,NA,41,19.375,27.75,15.625,12.25,91.625,NA,NA,0,0,0,0,0,0,0,0,0,21.649972804425,279.25,1.49991752975473,NA,0,0,43.8232738095238,43.9057551785284
"LUKEWILLSON","Luke Willson","TE","SEA",276,43.812650197896,NA,NA,65.125,NA,NA,40.9625,67.125,45.625,38,42,39.25,30.75,NA,NA,NA,30.9,NA,0,NA,0,0,0,0,0,0,22,254.5,2.00002503298267,0,0,0,46.74375,43.812650197896
"KESHAWNMARTIN","Keshawn Martin","WR","HOU",277,43.7898690246895,59.855,44.875,36.875,NA,NA,39.7875,40.4,36.5,45.125,13.75,11.375,6.25,75.375,73.125,NA,NA,NA,0,NA,0,0,0,0,0,0,19.4,268,1.71497817078158,NA,0,0,39.7587003968254,43.7898690246895
"JONATHANDWYER","Jonathan Dwyer","RB","ARI",278,43.5245989266002,NA,43.275,22.75,52.775,NA,36.6375,31.625,16.975,44.875,40.375,46.825,49.125,61.775,41.6,NA,50.8,0,0,0,0,0,0,64.6499663955163,261.500021074116,1.99992648063447,6.99997825451075,61.0000035225682,0,0,0,0.749987501646415,40.2663095238095,43.5245989266002
"DALLASCLARK","Dallas Clark","TE",NA,279,43.36,42.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.75,NA,NA,NA,NA,NA,0,0,0,NA,0,0,15.05,272,1.63,NA,0,0.14,32.09,43.36
"ALLENHURNS","Allen Hurns","WR","JAC",280,43.0339168918008,NA,NA,75.625,NA,NA,56.725,NA,NA,NA,11.875,NA,NA,NA,NA,NA,18.875,NA,NA,NA,0,0,0,0,0,0,26.75,278.2,1.37648614863347,0,0,0,40.775,43.0339168918008
"DAVIDNELSON","David Nelson","WR","NYJ",281,43.0252302115541,8.17,63.375,17.5,NA,NA,30.625,50.075,NA,77.5,15,50.75,61.75,27.875,45.375,NA,45.6,0,0,0,0,0,0,0,0,0,22.0000688807209,266.924020655053,1.60995460494541,0,0,0,37.9489423076923,43.0252302115541
"ACESANDERS","Ace Sanders","WR","JAC",282,42.8740613585655,31.605,56.5,NA,49.85,NA,42.7,52.45,33.375,39.25,29.75,49.05,26.625,47.125,94.025,NA,25.495,0,0,0,0,0,0,1.99999095305164,8.49250275033926,0,27,280.999967477555,1.14996919147285,0,0,0,44.3656143856144,42.8740613585655
"MARQUISEGOODWIN","Marquise Goodwin","WR","BUF",283,42.7766792667753,46.53,73.75,52.625,NA,NA,47.0625,42.925,48.75,30.175,31.125,27.5,28.5,38.375,82.05,NA,16.8775,0,0,0,0,0,0,1,13.9999544806845,0,18.9999395818631,267.999991847951,1.50002400916415,0.2,0,0.774486405757309,44.8456547619048,42.7766792667753
"CHRISPOLK","Chris Polk","RB","PHI",284,42.4839639583072,NA,69.425,37.675,35.55,NA,48.66,43,50.1,48.6,64.25,28.55,42.25,2.35,44.675,NA,50.7125,0,0,0,0,0,0,60,252,2.0500484426634,8.24999220426817,56.5999864999324,0,0,0,0.697108336721604,43.1075,42.4839639583072
"RYANGRIFFIN","Ryan Griffin","TE","HOU",285,42.4560320550834,NA,62.375,NA,73,NA,43.1375,76.125,22.875,22.75,34.75,37.375,38.25,42.75,51.125,NA,13,0,0,0,0,0,0,0,0,0,24,252.875,1.80777617584723,0,0,0,43.1260416666667,42.4560320550834
"LANCEKENDRICKS","Lance Kendricks","TE","STL",286,42.0316556351464,28.285,51,55.375,NA,NA,41.4625,67,47.75,41.75,48,21.25,32.625,39.375,56.875,NA,42.9,NA,0,NA,0,0,0,0,0,0,23.5,240.25,2.00006760585774,0,0,0,44.0820192307692,42.0316556351464
"PEYTONHILLIS","Peyton Hillis","RB","NYG",287,40.9095679028957,67.77,48.15,40.55,29.625,NA,33.575,61.95,8.2,NA,28.25,22.625,37.125,NA,NA,NA,52.925,0,0,0,0,0,0,49.6,187.5,1.54998181786317,11.5000806864045,91.0000019874815,0.7,0,0,0.905107750906163,38.22,40.9095679028957
"TROYNIKLAS","Troy Niklas","TE","ARI",288,40.6495873824237,NA,NA,NA,NA,NA,31.2875,63.125,45.625,32,28.5,41.25,37.625,NA,67.5,NA,13.975,NA,0,NA,0,0,0,0,0,0,22.7620688738003,246,1.64993123040395,0,0,0,43.0820833333333,40.6495873824237
"MIKEJAMES","Mike James","RB","TB",289,40.5498399477394,19.705,48.8,44.25,26.825,NA,45.92,33.725,41.275,52.125,54.5,43.05,19.125,NA,55.825,NA,27.575,0,0,0,0,0,0,53.5,242.5,1.49997332462323,10.1854176565621,68,0,0,0,0.4,40.8273076923077,40.5498399477394
"BRANDONBOLDEN","Brandon Bolden","RB","NE",290,40.2524486901594,NA,73.825,15.6,46.5,NA,43.9475,38.625,39.1,15.05,56.5,27.8,22,34.4,50.2,NA,40.2,0,0,0,0,0,0,45.6000967099873,198.999944300308,1.94717632251661,9.99997017413216,69.3551706002316,0,0,0,0,35.7891071428571,40.2524486901594
"DRIARCHER","Dri Archer","RB","PIT",291,40.1596953228444,NA,53.4,71.35,NA,NA,42.745,15.625,29.6,30.4,46.625,33.875,25.25,2.55,50.875,NA,34.975,0,0,0,0,0,0,21.950030383189,97.3500533782009,0.999966409465021,20.000041111255,151.000013273794,0.999975395658199,0.3,0,0.749987501646415,36.4500549450549,40.1596953228444
"ALFREDBLUE","Alfred Blue","RB","HOU",292,39.862409344005,NA,35.65,40.375,NA,NA,31.5225,44.375,12.675,50.125,55.375,35.225,42.625,NA,NA,NA,28.8375,NA,0,NA,0,0,0,56.0000655881992,236.499953518175,1.69998531568501,6.99996329497435,48.1000167846191,0,0,0,0,37.2285,39.862409344005
"VINCENTBROWN","Vincent Brown","WR","SD",293,39.8124654543575,24.595,66,49.875,38.75,NA,38.7375,33.125,19.875,38.75,18.75,18.875,49.75,90.375,77.75,NA,11.075,0,0,0,0,0,0,0,0,0,18.9999956346133,258.5,1.24999424239292,0,0,0,40.9830357142857,39.8124654543575
"CJFIEDOROWICZ","C.J. Fiedorowicz","TE","HOU",294,39.70625,NA,NA,67.375,47.25,NA,50.3875,27.875,NA,32.625,52,19.5,8.125,NA,NA,NA,39.55,0,0,0,0,0,0,0,0,0,18.6499482279632,221.65,2,0,0,0,38.1736111111111,39.70625
"BRYCEBROWN","Bryce Brown","RB","BUF",295,39.7002951074239,42.605,56.3,25.6,50.175,NA,38.41,36.75,34.075,44.85,59,42.3,45.125,28.75,46.2,NA,32.7,0,0,0,0,0,0,62.7,266.999988376523,1.75006621640906,7.34998795058501,43.9999632829948,0,0,0,1.00003214635239,40.4533928571429,39.7002951074239
"JONBALDWIN","Jon Baldwin","WR","DET",296,39.6649117594744,NA,47.5,NA,NA,NA,35.925,NA,NA,NA,NA,NA,NA,35.375,42.375,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,247.298460132554,1.45876737381754,NA,0,0,17.9083333333333,39.6649117594744
"DAVIDAUSBERRY","David Ausberry","TE","OAK",297,39.5717549405948,39.935,NA,32.625,NA,NA,33.8625,67.625,49.5,41.75,25.375,45,5,76.5,NA,NA,12.475,NA,0,NA,0,0,0,0,0,0,21.5,237.375,1.64997999009913,0,0,0,38.7747727272727,39.5717549405948
"MARQUESSWILSON","Marquess Wilson","WR","CHI",298,39.1247127626981,NA,89.25,38,NA,NA,57.6625,37.45,NA,39,23.5,17.875,13.5,83,NA,NA,33.95,NA,0,NA,0,0,0,0,0,0,17.8330799285403,229.000036206344,1.74995137281753,0,0,0,43.10375,39.1247127626981
"BENNYCUNNINGHAM","Benny Cunningham","RB","STL",299,38.5999103724873,NA,34,14.175,45.85,NA,27.8025,58.125,48.4,41.3,31,22.55,42.25,12.525,83.15,NA,62.275,0,0,0,0,0,0,52.0000803024895,239,1.49998506208122,7.00003769364816,60,0,0.2,0,1,40.2617307692308,38.5999103724873
"RICHARDRODGERS","Richard Rodgers","TE","GB",300,38.4809084135484,NA,NA,NA,NA,NA,19.4375,42.125,38.875,38.75,49.25,57.75,34.5,NA,NA,NA,18.975,NA,0,NA,0,0,0,0,0,0,20.0000453956067,214.25,1.99994306892473,0,0,0.1,36.7703125,38.4809084135484
"ROBERTMEACHEM","Robert Meachem","WR","NO",301,38.4302106433299,NA,69.375,39.625,NA,NA,40.875,46.375,NA,17.65,NA,6.575,29.75,58.75,55.75,NA,9.6625,0,0,0,0,0,0,0,5.54795006098887,0,13.6219920850216,231,1.50006927287184,0,0,0,28.8382692307692,38.4302106433299
"KEVINOGLETREE","Kevin Ogletree","WR","DET",302,38.4195087775565,NA,51.75,59.25,NA,NA,55.5,51,NA,12.375,15,17.5,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,16.0000050945813,235.354004127454,1.50004304360412,NA,NA,0,32.834375,38.4195087775565
"EDDICKSON","Ed Dickson","TE","CAR",303,37.7001842309183,27.33,63.375,51.5,NA,NA,36.3875,31.25,9.625,52.25,47,25.375,21.625,NA,NA,NA,28.025,NA,0,NA,0,0,0,0,0,0,21.9,232,1.45003070515305,0,0,0,35.7515909090909,37.7001842309183
"BENJARVUSGREENELLIS","BenJarvus Green-Ellis","RB","CIN",304,37.6376541531194,79.915,54.975,38.85,38.75,NA,40.3125,45,25.075,36.525,7.5,57.35,51.25,25.15,32.25,NA,21.1625,0,0,0,0,0,0,79.75,261,2.00002469339561,3.50003773690274,20.3000479419658,0,0,0,1,38.5314285714286,37.6376541531194
"DREWDAVIS","Drew Davis","WR","ATL",305,37.5626659197401,58.465,46,39.875,NA,NA,34.9125,56.125,9.625,42.375,21,31.625,35.125,55.125,30.125,NA,12.9375,NA,0,NA,0,0,0,0,0,0,16.0000212356646,228.5,1.50002765329002,0,0,0,36.3713461538462,37.5626659197401
"DANIELTHOMAS","Daniel Thomas","RB","MIA",306,37.3961228542235,9.35,47.175,46.25,32.45,NA,43.0725,60.65,NA,36.65,25.875,21,24.75,14.475,57.925,NA,33.7125,0,0,0,0,0,0,52,187,1.50002290902918,7.49997123238225,47.4499766070144,0.9,0,0,0.545087225276146,34.4695192307692,37.3961228542235
"DONTEMONCRIEF","Donte Moncrief","WR","IND",307,37.3499375827564,NA,64.75,29.25,NA,NA,36.9125,21.875,7.25,50.125,40.125,30.45,21,37.375,76.625,NA,30.5,NA,0,NA,0,0,0,0,0,0,14.9999360924524,210,1.54998959712607,0.3,0,0,38.8124107142857,37.3499375827564
"LEONARDHANKERSON","Leonard Hankerson","WR","WAS",308,35.8905801754791,104.655,66,22.5,NA,NA,35.8625,89.825,9.5,10.625,26,33,13.5,NA,19.625,NA,NA,NA,0,NA,0,0,0,0,0,0,18.4999628867119,215.125,1.49999252924652,NA,0,0,39.1140909090909,35.8905801754791
"DENARDROBINSON","Denard Robinson","WR","JAC",309,35.7177737577315,10.045,63.725,42.675,23.75,NA,50.245,14,76.875,26.2,27,18.85,13.5,35.6,NA,NA,22.9375,0,0,0,0,0,0,45,193.25,1.44997130086442,8.81823941240568,64.9,0.550086266756628,0,0,1.24002388266492,33.2683333333333,35.7177737577315
"CHARLESJOHNSON","Charles Johnson","WR","CLE",310,35.7126356362274,NA,NA,41.125,NA,NA,22.825,11.775,8,49.275,46.375,NA,34.125,NA,NA,NA,37.3,NA,0,NA,0,0,0,0,0,0,18.2521799434514,230.5,1.2000226060379,0,0,0.1,37.7642857142857,35.7126356362274
"JOSEPHFAURIA","Joseph Fauria","TE","DET",311,35.6548836078525,20.395,62.875,33,NA,NA,32.9375,81.375,23.875,34,27.625,37.5,29.5,NA,NA,NA,39.225,NA,0,NA,0,0,0,0,0,0,17.3404443776508,193.879103042507,2.09999928792318,0,0,0.393333333333333,39.5700946969697,35.6548836078525
"DEANTHONYTHOMAS","De'Anthony Thomas","RB","KC",312,35.4955302199568,NA,37.925,31.1,40.8,NA,33.4825,-0.3,23.075,20.25,79.25,24.375,20.125,NA,NA,NA,34.275,0,0,0,0,0,0,16.15,66.3,0.800031228006166,15.9999826505745,120.525,0.999952975319969,0.5,0,0,33.6070454545455,35.4955302199568
