"name","pos","name_fftoday","team_fftoday","positionRank_fftoday","overallRank_fftoday","pts_fftoday","passAtt_fftoday","passComp_fftoday","passYds_fftoday","passTds_fftoday","passInt_fftoday","rushAtt_fftoday","rushYds_fftoday","rushTds_fftoday","rec_fftoday","recYds_fftoday","recTds_fftoday","returnTds_fftoday","twoPts_fftoday","fumbles_fftoday"
"KEVINKOLB","QB","Kevin Kolb","ARI",19,21,251.8,477,282,3245,19,16,41,135,0,NA,NA,NA,NA,NA,NA
"KYLEORTON","QB","Kyle Orton","DEN",21,23,250.5,470,277,3150,19,13,38,110,1,NA,NA,NA,NA,NA,NA
"RAYRICE","RB","Ray Rice","BAL",3,24,248.7,NA,NA,NA,NA,NA,272,1304,7,72,643,2,NA,NA,NA
"CHADHENNE","QB","Chad Henne","MIA",22,25,247.2,535,315,3422,18,17,11,41,0,NA,NA,NA,NA,NA,NA
"CAMNEWTON","QB","Cam Newton","CAR",23,26,240.7,434,251,2645,12,16,71,424,3,NA,NA,NA,NA,NA,NA
"MAURICEJONESDREW","RB","Maurice Jones-Drew","JAC",4,27,240.4,NA,NA,NA,NA,NA,288,1265,10,47,419,2,NA,NA,NA
"CHRISJOHNSON","RB","Chris Johnson","TEN",5,28,238.1,NA,NA,NA,NA,NA,266,1332,11,42,329,1,NA,NA,NA
"JAMAALCHARLES","RB","Jamaal Charles","KC",6,29,237.2,NA,NA,NA,NA,NA,247,1356,7,52,476,2,NA,NA,NA
"DARRENMCFADDEN","RB","Darren McFadden","OAK",7,30,235.8,NA,NA,NA,NA,NA,225,1103,9,59,535,3,NA,NA,NA
"COLTMCCOY","QB","Colt McCoy","CLE",24,31,227.5,422,258,2956,13,11,60,217,1,NA,NA,NA,NA,NA,NA
"DONOVANMCNABB","QB","Donovan McNabb","MIN",25,32,214.5,410,246,2867,15,12,26,111,0,NA,NA,NA,NA,NA,NA
"LESEANMCCOY","RB","LeSean McCoy","PHI",8,33,210.7,NA,NA,NA,NA,NA,232,1045,7,66,522,2,NA,NA,NA
"KERRYCOLLINS","QB","Kerry Collins","IND",26,34,210.5,377,226,2680,18,14,24,45,0,NA,NA,NA,NA,NA,NA
"RASHARDMENDENHALL","RB","Rashard Mendenhall","PIT",9,35,209.8,NA,NA,NA,NA,NA,294,1176,11,31,202,1,NA,NA,NA
"ALEXSMITH","QB","Alex Smith","SF",27,36,207.9,441,256,2733,16,13,21,72,0,NA,NA,NA,NA,NA,NA
"MATTFORTE","RB","Matt Forte","CHI",10,37,207.1,NA,NA,NA,NA,NA,235,1105,5,58,486,3,NA,NA,NA
"TARVARISJACKSON","QB","Tarvaris Jackson","SEA",28,38,206.7,378,223,2567,12,13,49,243,1,NA,NA,NA,NA,NA,NA
"SHONNGREENE","RB","Shonn Greene","NYJ",11,39,202.5,NA,NA,NA,NA,NA,291,1279,9,29,206,0,NA,NA,NA
"PEYTONHILLIS","RB","Peyton Hillis","CLE",12,40,196.2,NA,NA,NA,NA,NA,237,997,9,49,365,1,NA,NA,NA
"ANDREJOHNSON","WR","Andre Johnson","HOU",1,41,195.3,NA,NA,NA,NA,NA,0,0,0,97,1413,9,NA,NA,NA
"RODDYWHITE","WR","Roddy White","ATL",2,42,195,NA,NA,NA,NA,NA,0,0,0,102,1350,10,NA,NA,NA
"MATTHASSELBECK","QB","Matt Hasselbeck","TEN",29,43,194.9,382,233,2633,15,8,9,32,0,NA,NA,NA,NA,NA,NA
"HAKEEMNICKS","WR","Hakeem Nicks","NYG",3,44,193.2,NA,NA,NA,NA,NA,0,0,0,88,1212,12,NA,NA,NA
"AHMADBRADSHAW","RB","Ahmad Bradshaw","NYG",13,45,192.2,NA,NA,NA,NA,NA,230,1105,7,46,337,1,NA,NA,NA
"LEGARRETTEBLOUNT","RB","LeGarrette Blount","TB",14,46,189.7,NA,NA,NA,NA,NA,303,1332,8,14,85,0,NA,NA,NA
"CALVINJOHNSON","WR","Calvin Johnson","DET",4,47,189.5,NA,NA,NA,NA,NA,0,0,0,83,1235,11,NA,NA,NA
"BEANIEWELLS","RB","Beanie Wells","ARI",15,48,189.3,NA,NA,NA,NA,NA,270,1160,9,26,193,0,NA,NA,NA
"FRANKGORE","RB","Frank Gore","SF",16,49,188.2,NA,NA,NA,NA,NA,231,1017,6,46,385,2,NA,NA,NA
"MICHAELTURNER","RB","Michael Turner","ATL",17,50,186.5,NA,NA,NA,NA,NA,276,1213,10,8,52,0,NA,NA,NA
"STEVENJACKSON","RB","Steven Jackson","STL",18,51,185.8,NA,NA,NA,NA,NA,273,1146,5,42,352,1,NA,NA,NA
"FELIXJONES","RB","Felix Jones","DAL",19,52,183.1,NA,NA,NA,NA,NA,237,995,6,57,416,1,NA,NA,NA
"CEDRICBENSON","RB","Cedric Benson","CIN",20,53,181,NA,NA,NA,NA,NA,293,1170,7,26,160,1,NA,NA,NA
"JAHVIDBEST","RB","Jahvid Best","DET",21,54,179.5,NA,NA,NA,NA,NA,218,915,5,60,460,2,NA,NA,NA
"VINCENTJACKSON","WR","Vincent Jackson","SD",5,55,176.7,NA,NA,NA,NA,NA,0,0,0,71,1167,10,NA,NA,NA
"LUKEMCCOWN","QB","Luke McCown","JAC",30,56,175.3,298,176,2056,12,11,58,185,1,NA,NA,NA,NA,NA,NA
"MIKEWALLACE","WR","Mike Wallace","PIT",6,57,175.2,NA,NA,NA,NA,NA,0,0,0,71,1212,9,NA,NA,NA
"FREDJACKSON","RB","Fred Jackson","BUF",22,58,173.5,NA,NA,NA,NA,NA,226,1019,7,32,236,1,NA,NA,NA
"GREGJENNINGS","WR","Greg Jennings","GB",7,59,171.8,NA,NA,NA,NA,NA,0,0,0,77,1178,9,NA,NA,NA
"KNOWSHONMORENO","RB","Knowshon Moreno","DEN",23,60,171.4,NA,NA,NA,NA,NA,208,959,5,45,335,2,NA,NA,NA
"MARKINGRAM","RB","Mark Ingram","NO",24,61,171.1,NA,NA,NA,NA,NA,242,966,7,32,265,1,NA,NA,NA
"BENJARVUSGREENELLIS","RB","BenJarvus Green-Ellis","NE",25,62,167.3,NA,NA,NA,NA,NA,230,966,10,16,107,0,NA,NA,NA
"RYANMATHEWS","RB","Ryan Mathews","SD",26,63,166.7,NA,NA,NA,NA,NA,211,948,7,36,239,1,NA,NA,NA
"LARRYFITZGERALD","WR","Larry Fitzgerald","ARI",8,64,165.5,NA,NA,NA,NA,NA,0,0,0,90,1175,8,NA,NA,NA
"STEVEJOHNSON","WR","Steve Johnson","BUF",9,65,164.8,NA,NA,NA,NA,NA,0,0,0,88,1168,8,NA,NA,NA
"MILESAUSTIN","WR","Miles Austin","DAL",10,66,164.5,NA,NA,NA,NA,NA,0,0,0,81,1165,8,NA,NA,NA
"MARSHAWNLYNCH","RB","Marshawn Lynch","SEA",27,67,161.2,NA,NA,NA,NA,NA,200,839,8,31,233,1,NA,NA,NA
"DEANGELOWILLIAMS","RB","DeAngelo Williams","CAR",28,68,160,NA,NA,NA,NA,NA,219,965,7,27,215,0,NA,NA,NA
"BRANDONJACOBS","RB","Brandon Jacobs","NYG",29,69,159.9,NA,NA,NA,NA,NA,203,975,9,12,84,0,NA,NA,NA
"DWAYNEBOWE","WR","Dwayne Bowe","KC",11,69,159.9,NA,NA,NA,NA,NA,0,0,0,75,1059,9,NA,NA,NA
"ANDYDALTON","QB","Andy Dalton","CIN",31,71,159.6,327,186,2189,10,11,20,41,1,NA,NA,NA,NA,NA,NA
"REXGROSSMAN","QB","Rex Grossman","WAS",32,72,158.5,311,174,2086,12,13,30,62,0,NA,NA,NA,NA,NA,NA
"MIKETOLBERT","RB","Mike Tolbert","SD",30,73,156,NA,NA,NA,NA,NA,164,736,9,42,284,0,NA,NA,NA
"JOSEPHADDAI","RB","Joseph Addai","IND",31,74,155.7,NA,NA,NA,NA,NA,192,862,6,34,275,1,NA,NA,NA
"MIKEWILLIAMS","WR","Mike Williams","TB",12,75,152.7,NA,NA,NA,NA,NA,0,0,0,76,1047,8,NA,NA,NA
"ANTONIOGATES","TE","Antonio Gates","SD",1,76,149.7,NA,NA,NA,NA,NA,NA,NA,NA,74,957,9,NA,NA,NA
"REGGIEBUSH","RB","Reggie Bush","MIA",32,77,149.5,NA,NA,NA,NA,NA,167,700,4,56,435,2,NA,NA,NA
"BRANDONLLOYD","WR","Brandon Lloyd","DEN",13,78,147.6,NA,NA,NA,NA,NA,0,0,0,71,1056,7,NA,NA,NA
"DESEANJACKSON","WR","DeSean Jackson","PHI",14,79,146.6,NA,NA,NA,NA,NA,0,0,0,57,1046,7,NA,NA,NA
"DEZBRYANT","WR","Dez Bryant","DAL",15,80,146.4,NA,NA,NA,NA,NA,0,0,0,70,1044,7,NA,NA,NA
"REGGIEWAYNE","WR","Reggie Wayne","IND",16,81,144.2,NA,NA,NA,NA,NA,0,0,0,79,1022,7,NA,NA,NA
"BRANDONMARSHALL","WR","Brandon Marshall","MIA",17,82,142.9,NA,NA,NA,NA,NA,0,0,0,80,1069,6,NA,NA,NA
"JASONWITTEN","TE","Jason Witten","DAL",2,83,141.4,NA,NA,NA,NA,NA,NA,NA,NA,90,994,7,NA,NA,NA
"SANTONIOHOLMES","WR","Santonio Holmes","NYJ",18,84,140.9,NA,NA,NA,NA,NA,0,0,0,66,989,7,NA,NA,NA
"ANQUANBOLDIN","WR","Anquan Boldin","BAL",19,85,139.5,NA,NA,NA,NA,NA,0,0,0,70,915,8,NA,NA,NA
"TIMHIGHTOWER","RB","Tim Hightower","WAS",33,86,133.5,NA,NA,NA,NA,NA,178,746,4,41,289,1,NA,NA,NA
"JEREMYMACLIN","WR","Jeremy Maclin","PHI",20,86,133.5,NA,NA,NA,NA,NA,0,0,0,65,915,7,NA,NA,NA
"RYANGRANT","RB","Ryan Grant","GB",34,88,133.1,NA,NA,NA,NA,NA,180,756,5,31,215,1,NA,NA,NA
"WESWELKER","WR","Wes Welker","NE",21,89,131.9,NA,NA,NA,NA,NA,0,0,0,84,959,6,NA,NA,NA
"VERNONDAVIS","TE","Vernon Davis","SF",3,90,131.7,NA,NA,NA,NA,NA,NA,NA,NA,67,837,8,NA,NA,NA
"KENNYBRITT","WR","Kenny Britt","TEN",22,91,130.6,NA,NA,NA,NA,NA,0,0,0,70,946,6,NA,NA,NA
"MICHAELBUSH","RB","Michael Bush","OAK",35,92,129.9,NA,NA,NA,NA,NA,174,747,6,20,132,1,NA,NA,NA
"JERMICHAELFINLEY","TE","Jermichael Finley","GB",4,93,128.5,NA,NA,NA,NA,NA,NA,NA,NA,68,865,7,NA,NA,NA
"CHADJOHNSON","WR","Chad Johnson","NE",23,94,127.5,NA,NA,NA,NA,NA,0,0,0,62,855,7,NA,NA,NA
"MIKETHOMAS","WR","Mike Thomas","JAC",24,95,127.3,NA,NA,NA,NA,NA,0,0,0,69,913,6,NA,NA,NA
"MARQUESCOLSTON","WR","Marques Colston","NO",25,96,122.5,NA,NA,NA,NA,NA,0,0,0,64,865,6,NA,NA,NA
"DALLASCLARK","TE","Dallas Clark","IND",5,97,121.6,NA,NA,NA,NA,NA,NA,NA,NA,77,856,6,NA,NA,NA
"DANNYWOODHEAD","RB","Danny Woodhead","NE",36,98,120.8,NA,NA,NA,NA,NA,99,434,4,51,414,2,NA,NA,NA
"PERCYHARVIN","WR","Percy Harvin","MIN",26,99,120.5,NA,NA,NA,NA,NA,0,0,0,69,845,6,NA,NA,NA
"BLAINEGABBERT","QB","Blaine Gabbert","JAC",33,100,120.4,206,128,1485,9,7,22,101,0,NA,NA,NA,NA,NA,NA
"SIDNEYRICE","WR","Sidney Rice","SEA",27,101,119.3,NA,NA,NA,NA,NA,0,0,0,59,833,6,NA,NA,NA
"DANNYAMENDOLA","WR","Danny Amendola","STL",28,102,118.9,NA,NA,NA,NA,NA,0,0,0,87,889,5,NA,NA,NA
"SANTANAMOSS","WR","Santana Moss","WAS",29,103,118.8,NA,NA,NA,NA,NA,0,0,0,63,888,5,NA,NA,NA
"LADAINIANTOMLINSON","RB","LaDainian Tomlinson","NYJ",37,104,115.8,NA,NA,NA,NA,NA,104,456,4,42,342,2,NA,NA,NA
"DANIELTHOMAS","RB","Daniel Thomas","MIA",38,105,115,NA,NA,NA,NA,NA,154,678,5,21,172,0,NA,NA,NA
"ROBERTMEACHEM","WR","Robert Meachem","NO",30,106,114.7,NA,NA,NA,NA,NA,0,0,0,61,787,6,NA,NA,NA
"LANCEMOORE","WR","Lance Moore","NO",31,107,114.6,NA,NA,NA,NA,NA,0,0,0,57,786,6,NA,NA,NA
"MARCEDESLEWIS","TE","Marcedes Lewis","JAC",6,108,114.3,NA,NA,NA,NA,NA,NA,NA,NA,61,723,7,NA,NA,NA
"MARIOMANNINGHAM","WR","Mario Manningham","NYG",32,109,113.7,NA,NA,NA,NA,NA,0,0,0,51,777,6,NA,NA,NA
"WILLISMCGAHEE","RB","Willis McGahee","DEN",39,110,113.2,NA,NA,NA,NA,NA,132,556,6,26,156,1,NA,NA,NA
"ROBGRONKOWSKI","TE","Rob Gronkowski","NE",7,111,113.1,NA,NA,NA,NA,NA,NA,NA,NA,59,711,7,NA,NA,NA
"JULIOJONES","WR","Julio Jones","ATL",33,112,109.1,NA,NA,NA,NA,NA,0,0,0,53,791,5,NA,NA,NA
"CHRISCOOLEY","TE","Chris Cooley","WAS",8,113,106.7,NA,NA,NA,NA,NA,NA,NA,NA,66,767,5,NA,NA,NA
"JACOBYFORD","WR","Jacoby Ford","OAK",34,114,104.6,NA,NA,NA,NA,NA,0,0,0,51,746,5,NA,NA,NA
"OWENDANIELS","TE","Owen Daniels","HOU",9,115,103.5,NA,NA,NA,NA,NA,NA,NA,NA,60,735,5,NA,NA,NA
"STEVESMITH","WR","Steve Smith","CAR",35,116,102.5,NA,NA,NA,NA,NA,0,0,0,61,785,4,NA,NA,NA
"JIMMYGRAHAM","TE","Jimmy Graham","NO",10,117,101.5,NA,NA,NA,NA,NA,NA,NA,NA,59,655,6,NA,NA,NA
"KELLENWINSLOW","TE","Kellen Winslow","TB",11,118,101,NA,NA,NA,NA,NA,NA,NA,NA,65,710,5,NA,NA,NA
"DAVONEBESS","WR","Davone Bess","MIA",36,119,100.8,NA,NA,NA,NA,NA,0,0,0,66,768,4,NA,NA,NA
"AJGREEN","WR","A.J. Green","CIN",37,120,99.5,NA,NA,NA,NA,NA,0,0,0,54,755,4,NA,NA,NA
"TODDHEAP","TE","Todd Heap","ARI",12,120,99.5,NA,NA,NA,NA,NA,NA,NA,NA,59,695,5,NA,NA,NA
"JOHNBECK","QB","John Beck","WAS",34,122,98.6,214,126,1303,7,7,23,54,0,NA,NA,NA,NA,NA,NA
"AARONHERNANDEZ","TE","Aaron Hernandez","NE",13,123,98.5,NA,NA,NA,NA,NA,NA,NA,NA,54,625,6,NA,NA,NA
"RYANTORAIN","RB","Ryan Torain","WAS",40,124,98.4,NA,NA,NA,NA,NA,114,525,5,21,159,0,NA,NA,NA
"PIERRETHOMAS","RB","Pierre Thomas","NO",41,125,97.7,NA,NA,NA,NA,NA,117,492,4,27,185,1,NA,NA,NA
"JOHNNYKNOX","WR","Johnny Knox","CHI",38,126,97.5,NA,NA,NA,NA,NA,0,0,0,43,675,5,NA,NA,NA
"LEEEVANS","WR","Lee Evans","BAL",38,126,97.5,NA,NA,NA,NA,NA,0,0,0,46,675,5,NA,NA,NA
"NATEBURLESON","WR","Nate Burleson","DET",40,128,96.7,NA,NA,NA,NA,NA,0,0,0,47,667,5,NA,NA,NA
"GREGOLSEN","TE","Greg Olsen","CAR",14,129,96.5,NA,NA,NA,NA,NA,NA,NA,NA,60,665,5,NA,NA,NA
"JUSTINFORSETT","RB","Justin Forsett","SEA",42,130,93.1,NA,NA,NA,NA,NA,140,546,3,20,145,1,NA,NA,NA
"PLAXICOBURRESS","WR","Plaxico Burress","NYJ",41,131,91.6,NA,NA,NA,NA,NA,0,0,0,45,616,5,NA,NA,NA
"JAREDCOOK","TE","Jared Cook","TEN",15,131,91.6,NA,NA,NA,NA,NA,NA,NA,NA,59,616,5,NA,NA,NA
"JERMAINEGRESHAM","TE","Jermaine Gresham","CIN",16,133,91.5,NA,NA,NA,NA,NA,NA,NA,NA,59,615,5,NA,NA,NA
"HINESWARD","WR","Hines Ward","PIT",42,134,91.3,NA,NA,NA,NA,NA,0,0,0,54,613,5,NA,NA,NA
"JONATHANSTEWART","RB","Jonathan Stewart","CAR",43,135,91.2,NA,NA,NA,NA,NA,126,565,4,15,107,0,NA,NA,NA
"JORDYNELSON","WR","Jordy Nelson","GB",43,136,90.5,NA,NA,NA,NA,NA,0,0,0,46,605,5,NA,NA,NA
"BRENTCELEK","TE","Brent Celek","PHI",17,136,90.5,NA,NA,NA,NA,NA,NA,NA,NA,54,605,5,NA,NA,NA
"EARLBENNETT","WR","Earl Bennett","CHI",44,138,89.9,NA,NA,NA,NA,NA,0,0,0,55,659,4,NA,NA,NA
"HEATHMILLER","TE","Heath Miller","PIT",18,139,89.6,NA,NA,NA,NA,NA,NA,NA,NA,52,596,5,NA,NA,NA
"EDDIEROYAL","WR","Eddie Royal","DEN",45,140,89.5,NA,NA,NA,NA,NA,0,0,0,47,655,4,NA,NA,NA
"ANDREROBERTS","WR","Andre Roberts","ARI",45,140,89.5,NA,NA,NA,NA,NA,0,0,0,51,655,4,NA,NA,NA
"KEVINWALTER","WR","Kevin Walter","HOU",47,142,88.6,NA,NA,NA,NA,NA,0,0,0,50,646,4,NA,NA,NA
"MALCOMFLOYD","WR","Malcom Floyd","SD",48,143,88.5,NA,NA,NA,NA,NA,0,0,0,46,645,4,NA,NA,NA
"DUSTINKELLER","TE","Dustin Keller","NYJ",19,144,87.2,NA,NA,NA,NA,NA,NA,NA,NA,55,632,4,NA,NA,NA
"BENJAMINWATSON","TE","Ben Watson","CLE",20,145,87,NA,NA,NA,NA,NA,NA,NA,NA,60,630,4,NA,NA,NA
"JAMESSTARKS","RB","James Starks","GB",44,146,86.9,NA,NA,NA,NA,NA,127,533,3,23,156,0,NA,NA,NA
"TONYGONZALEZ","TE","Tony Gonzalez","ATL",21,147,85.4,NA,NA,NA,NA,NA,NA,NA,NA,57,554,5,NA,NA,NA
"TRAVISBECKUM","TE","Travis Beckum","NYG",22,148,84.5,NA,NA,NA,NA,NA,NA,NA,NA,52,545,5,NA,NA,NA
"JASONSNELLING","RB","Jason Snelling","ATL",45,149,84.4,NA,NA,NA,NA,NA,64,299,4,30,245,1,NA,NA,NA
"BRAYLONEDWARDS","WR","Braylon Edwards","SF",49,150,84,NA,NA,NA,NA,NA,0,0,0,43,600,4,NA,NA,NA
"MIKESIMSWALKER","WR","Mike Sims-Walker","STL",50,151,83.1,NA,NA,NA,NA,NA,0,0,0,45,591,4,NA,NA,NA
"CJSPILLER","RB","C.J. Spiller","BUF",46,152,82.8,NA,NA,NA,NA,NA,110,460,2,26,188,1,NA,NA,NA
"BRUCEGRADKOWSKI","QB","Bruce Gradkowski","CIN",35,153,82.3,149,88,1000,7,6,12,43,0,NA,NA,NA,NA,NA,NA
"JEROMESIMPSON","WR","Jerome Simpson","CIN",51,154,80.9,NA,NA,NA,NA,NA,0,0,0,42,569,4,NA,NA,NA
"JAKELOCKER","QB","Jake Locker","TEN",36,155,80.7,119,71,856,6,7,25,79,1,NA,NA,NA,NA,NA,NA
"ERICDECKER","WR","Eric Decker","DEN",52,156,79.9,NA,NA,NA,NA,NA,0,0,0,41,559,4,NA,NA,NA
"BRANDONPETTIGREW","TE","Brandon Pettigrew","DET",23,157,78.6,NA,NA,NA,NA,NA,NA,NA,NA,51,546,4,NA,NA,NA
"MIKEWILLIAMS","WR","Mike Williams","SEA",53,158,78.5,NA,NA,NA,NA,NA,0,0,0,42,545,4,NA,NA,NA
"VISANTHESHIANCOE","TE","Visanthe Shiancoe","MIN",24,158,78.5,NA,NA,NA,NA,NA,NA,NA,NA,50,545,4,NA,NA,NA
"RICKYWILLIAMS","RB","Ricky Williams","BAL",47,160,77.6,NA,NA,NA,NA,NA,110,462,4,10,74,0,NA,NA,NA
"PIERREGARCON","WR","Pierre Garcon","IND",54,161,77.5,NA,NA,NA,NA,NA,0,0,0,37,535,4,NA,NA,NA
"JORDANSHIPLEY","WR","Jordan Shipley","CIN",54,161,77.5,NA,NA,NA,NA,NA,0,0,0,49,595,3,NA,NA,NA
"JAMESJONES","WR","James Jones","GB",54,161,77.5,NA,NA,NA,NA,NA,0,0,0,38,535,4,NA,NA,NA
"JACOBYJONES","WR","Jacoby Jones","HOU",54,161,77.5,NA,NA,NA,NA,NA,0,0,0,39,535,4,NA,NA,NA
"ROYWILLIAMS","WR","Roy Williams","CHI",54,161,77.5,NA,NA,NA,NA,NA,0,0,0,41,535,4,NA,NA,NA
"MARIONBARBER","RB","Marion Barber","CHI",48,166,77.4,NA,NA,NA,NA,NA,80,367,4,23,167,0,NA,NA,NA
"DEIONBRANCH","WR","Deion Branch","NE",59,167,76.2,NA,NA,NA,NA,NA,0,0,0,39,522,4,NA,NA,NA
"ZACHMILLER","TE","Zach Miller","SEA",25,168,75.4,NA,NA,NA,NA,NA,NA,NA,NA,45,514,4,NA,NA,NA
"JABARGAFFNEY","WR","Jabar Gaffney","WAS",60,169,75.1,NA,NA,NA,NA,NA,0,0,0,49,631,2,NA,NA,NA
"COLINKAEPERNICK","QB","Colin Kaepernick","SF",37,170,74.6,109,65,729,5,7,26,121,1,NA,NA,NA,NA,NA,NA
"JEROMEHARRISON","RB","Jerome Harrison","DET",49,171,74.4,NA,NA,NA,NA,NA,100,429,4,13,75,0,NA,NA,NA
"BRANDONGIBSON","WR","Brandon Gibson","STL",61,172,74.2,NA,NA,NA,NA,NA,0,0,0,33,502,4,NA,NA,NA
"ANTHONYFASANO","TE","Anthony Fasano","MIA",26,173,73.7,NA,NA,NA,NA,NA,NA,NA,NA,51,497,4,NA,NA,NA
"DELONECARTER","RB","Delone Carter","IND",50,174,73.6,NA,NA,NA,NA,NA,103,445,3,16,111,0,NA,NA,NA
"DEJIKARIM","RB","Deji Karim","JAC",51,175,73.4,NA,NA,NA,NA,NA,101,416,2,34,198,0,NA,NA,NA
"LOUISMURPHY","WR","Louis Murphy","OAK",62,176,72.2,NA,NA,NA,NA,NA,0,0,0,41,542,3,NA,NA,NA
"NATEWASHINGTON","WR","Nate Washington","TEN",63,177,70.5,NA,NA,NA,NA,NA,0,0,0,39,525,3,NA,NA,NA
"ARRELIOUSBENN","WR","Arrelious Benn","TB",64,178,70.3,NA,NA,NA,NA,NA,0,0,0,38,523,3,NA,NA,NA
"DONALDDRIVER","WR","Donald Driver","GB",65,179,70.2,NA,NA,NA,NA,NA,0,0,0,41,522,3,NA,NA,NA
"BERNARDBERRIAN","WR","Bernard Berrian","MIN",66,180,69.5,NA,NA,NA,NA,NA,0,0,0,35,515,3,NA,NA,NA
"DONALDJONES","WR","Donald Jones","BUF",67,181,69.3,NA,NA,NA,NA,NA,0,0,0,39,513,3,NA,NA,NA
"KENDALLHUNTER","RB","Kendall Hunter","SF",52,182,69,NA,NA,NA,NA,NA,85,356,2,34,214,0,NA,NA,NA
"JASONAVANT","WR","Jason Avant","PHI",68,183,68.6,NA,NA,NA,NA,NA,0,0,0,36,566,2,NA,NA,NA
"DEVINHESTER","WR","Devin Hester","CHI",69,184,68.4,NA,NA,NA,NA,NA,0,0,0,30,444,4,NA,NA,NA
"AUSTINCOLLIE","WR","Austin Collie","IND",70,185,67.6,NA,NA,NA,NA,NA,0,0,0,36,436,4,NA,NA,NA
"MICHAELCRABTREE","WR","Michael Crabtree","SF",71,186,66.9,NA,NA,NA,NA,NA,0,0,0,38,489,3,NA,NA,NA
"BRIANHARTLINE","WR","Brian Hartline","MIA",72,187,66.4,NA,NA,NA,NA,NA,0,0,0,43,544,2,NA,NA,NA
"MOHAMEDMASSAQUOI","WR","Mohamed Massaquoi","CLE",73,188,66.2,NA,NA,NA,NA,NA,0,0,0,33,482,3,NA,NA,NA
"MONTARIOHARDESTY","RB","Montario Hardesty","CLE",53,189,64.9,NA,NA,NA,NA,NA,108,442,2,15,87,0,NA,NA,NA
"CHRISTIANPONDER","QB","Christian Ponder","MIN",38,190,64.3,122,76,856,4,3,13,55,0,NA,NA,NA,NA,NA,NA
"BERNARDSCOTT","RB","Bernard Scott","CIN",54,191,63.9,NA,NA,NA,NA,NA,87,367,3,18,92,0,NA,NA,NA
"EMMANUELSANDERS","WR","Emmanuel Sanders","PIT",74,192,63.6,NA,NA,NA,NA,NA,0,0,0,33,456,3,NA,NA,NA
