"name","year","pos","team","pick","overallRank","positionRank"
"ROYWILLIAMS",2006,"WR","DET",39.57,37,13
"PLAXICOBURRESS",2006,"WR","NYG",40.31,38,14
"ELIMANNING",2006,"QB","NYG",41.49,39,5
"JAMALLEWIS",2006,"RB","BAL",43.76,40,20
"REUBENDROUGHNS",2006,"RB","CLE",43.89,41,21
"DONOVANMCNABB",2006,"QB","PHI",44.23,42,6
"DARRELLJACKSON",2006,"WR","SEA",44.82,43,15
"COREYDILLON",2006,"RB","NEP",45.6,44,22
"DONALDDRIVER",2006,"WR","GBP",45.99,45,16
"DESHAUNFOSTER",2006,"RB","CAR",47.84,46,23
"DOMANICKDAVIS",2006,"RB","HOU",48.66,47,24
"TJHOUSHMANDZADEH",2006,"WR","CIN",51.46,48,17
"JEREMYSHOCKEY",2006,"TE","NYG",51.64,49,2
"JOSEPHADDAI",2006,"RB","IND",51.66,50,25
"JAVONWALKER",2006,"WR","DEN",51.97,51,18
"JAKEDELHOMME",2006,"QB","CAR",54.84,52,7
"MARCBULGER",2006,"QB","STL",55.36,53,8
"TONYGONZALEZ",2006,"TE","KCC",55.74,54,3
"ANDREJOHNSON",2006,"WR","HOU",56.04,55,19
"DAUNTECULPEPPER",2006,"QB","MIA",56.92,56,9
"FRANKGORE",2006,"RB","SFO",56.94,57,26
"THOMASJONES",2006,"RB","CHI",57.51,58,27
"DERRICKMASON",2006,"WR","BAL",57.67,59,20
"JOEYGALLOWAY",2006,"WR","TBB",58.1,60,21
"TODDHEAP",2006,"TE","BAL",58.27,61,4
"JOEHORN",2006,"WR","NOS",60.35,62,22
"MIKEBELL",2006,"RB","DEN",61.53,63,28
"CHICAGOBEARS",2006,"Def","CHI",65.67,64,1
"DEUCEMCALLISTER",2006,"RB","NOS",66.22,65,29
"DREWBLEDSOE",2006,"QB","DAL",68.08,66,10
"TERRYGLENN",2006,"WR","DAL",68.52,67,23
"JEFFGARCIA",2006,"QB","PHI",68.97,68,11
"LAURENCEMARONEY",2006,"RB","NEP",70.09,69,30
"TATUMBELL",2006,"RB","DEN",70.48,70,31
"LEEEVANS",2006,"WR","BUF",70.72,71,24
"ALGECRUMPLER",2006,"TE","ATL",71.37,72,5
"DEANGELOWILLIAMS",2006,"RB","CAR",72.16,73,32
"AHMANGREEN",2006,"RB","GBP",72.58,74,33
"FREDTAYLOR",2006,"RB","JAC",73.5,75,34
"DOMINICRHODES",2006,"RB","IND",73.62,76,35
"DEIONBRANCH",2006,"WR","SEA",74.1,77,25
"RODSMITH",2006,"WR","DEN",74.49,78,26
"DONTESTALLWORTH",2006,"WR","PHI",76.03,79,27
"MARQUESCOLSTON",2006,"WR","NOS",77.59,80,28
"CAROLINAPANTHERS",2006,"Def","CAR",79.04,81,2
"JASONWITTEN",2006,"TE","DAL",79.21,82,6
"KURTWARNER",2006,"QB","ARI",80.23,83,12
"TRENTGREEN",2006,"QB","KCC",80.24,84,13
"MATTJONES",2006,"WR","JAC",80.45,85,29
"MICHAELVICK",2006,"QB","ATL",81.42,86,14
"EDDIEKENNISON",2006,"WR","KCC",82.19,87,30
"CEDRICBENSON",2006,"RB","CHI",82.48,88,36
"REGGIEBROWN",2006,"WR","PHI",82.86,89,31
"CHRISCOOLEY",2006,"TE","WAS",84.7,90,7
"PITTSBURGHSTEELERS",2006,"Def","PIT",85.78,91,3
"BRODIECROYLE",2006,"QB","KCC",86.33,92,15
"LAVERANUESCOLES",2006,"WR","NYJ",86.39,93,32
"MUHSINMUHAMMAD",2006,"WR","CHI",87.6,94,33
"JAKEPLUMMER",2006,"QB","DEN",88.43,95,16
"CHRISBROWN",2006,"RB","TEN",89.19,96,37
"KELLENCLEMENS",2006,"QB","NYJ",90.21,97,17
"LENDALEWHITE",2006,"RB","TEN",90.29,98,38
"RANDYMCMICHAEL",2006,"TE","MIA",91.02,99,8
"LEONWASHINGTON",2006,"RB","NYJ",91.19,100,39
"DREWBREES",2006,"QB","NOS",91.31,101,18
"MAURICESTOVALL",2006,"WR","TBB",91.93,102,34
"CEDRICHUMES",2006,"RB","FA",92.97,103,40
"DEMETRIUSWILLIAMS",2006,"WR","BAL",93.15,104,35
"NATEBURLESON",2006,"WR","SEA",93.41,105,36
"TARVARISJACKSON",2006,"QB","MIN",93.84,106,19
"BENROETHLISBERGER",2006,"QB","PIT",94.43,107,20
"ADAMVINATIERI",2006,"K","IND",95.11,108,1
"BRANDONMARSHALL",2006,"WR","DEN",97.14,109,37
"LJSMITH",2006,"TE","PHI",97.25,110,9
"KEYSHAWNJOHNSON",2006,"WR","CAR",97.56,111,38
"MARIONBARBER",2006,"RB","DAL",97.72,112,41
"BENWATSON",2006,"TE","NEP",97.86,113,10
"NEILRACKERS",2006,"K","ARI",98.49,114,2
"VERNONDAVIS",2006,"TE","SFO",98.8,115,11
"DEREKHAGAN",2006,"WR","MIA",98.91,116,39
"MICHAELCLAYTON",2006,"WR","TBB",99,117,40
"KEENANMCCARDELL",2006,"WR","SDC",99.36,118,41
"INDIANAPOLISCOLTS",2006,"Def","IND",99.39,119,4
"JASONAVANT",2006,"WR","PHI",99.77,120,42
"JAYCUTLER",2006,"QB","DEN",101.62,121,21
"KEVANBARLOW",2006,"RB","FA",102.29,122,42
"BALTIMORERAVENS",2006,"Def","BAL",102.37,123,5
"HEATHMILLER",2006,"TE","PIT",102.58,124,12
"WALILUNDY",2006,"RB","HOU",103.15,125,43
"DREWBENNETT",2006,"WR","TEN",103.75,126,43
"STEVEMCNAIR",2006,"QB","BAL",104.6,127,22
"BERNARDBERRIAN",2006,"WR","CHI",106.99,128,44
"ANTONIOBRYANT",2006,"WR","SFO",107.78,129,45
"KELLENWINSLOW",2006,"TE","CLE",110.24,130,13
"AARONBROOKS",2006,"QB","OAK",111.76,131,23
"PHILIPRIVERS",2006,"QB","SDC",112.02,132,24
"SEATTLESEAHAWKS",2006,"Def","SEA",112.13,133,6
"VINCEYOUNG",2006,"QB","TEN",112.29,134,25
"TAMPABAYBUCCANEERS",2006,"Def","TBB",112.64,135,7
"TONYROMO",2006,"QB","DAL",112.88,136,26
"JERIOUSNORWOOD",2006,"RB","ATL",112.98,137,44
"NEWORLEANSSAINTS",2006,"Def","NOS",113.17,138,8
"BRAYLONEDWARDS",2006,"WR","CLE",113.98,139,46
"KORENROBINSON",2006,"WR","GBP",115.04,140,47
"BRETTFAVRE",2006,"QB","GBP",115.23,141,27
"SINORICEMOSS",2006,"WR","NYG",115.47,142,48
"MARKCLAYTON",2006,"WR","BAL",115.87,143,49
"SHAYNEGRAHAM",2006,"K","CIN",116.13,144,3
"MATTLEINART",2006,"QB","ARI",116.28,145,28
"BRIANCALHOUN",2006,"RB","DET",116.82,146,45
"SANTONIOHOLMES",2006,"WR","PIT",116.9,147,50
"TJDUCKETT",2006,"RB","WAS",117.28,148,46
"DALLASCLARK",2006,"TE","IND",117.5,149,14
"NEWYORKGIANTS",2006,"Def","NYG",117.78,150,9
"CHADJACKSON",2006,"WR","NEP",117.94,151,51
"ISAACBRUCE",2006,"WR","STL",118.16,152,52
"MIKEANDERSON",2006,"RB","BAL",118.6,153,47
"BYRONLEFTWICH",2006,"QB","JAC",119.63,154,29
"ERNESTWILFORD",2006,"WR","JAC",119.66,155,53
"MAURICEJONESDREW",2006,"RB","JAC",120.13,156,48
"JACKSONVILLEJAGUARS",2006,"Def","JAC",120.38,157,10
"JERRYPORTER",2006,"WR","OAK",120.81,158,54
"TROYWILLIAMSON",2006,"WR","MIN",121,159,55
"ANTHONYFASANO",2006,"TE","DAL",121.39,160,15
"JERRICHOCOTCHERY",2006,"WR","NYJ",122,161,56
"ROBBIEGOULD",2006,"K","CHI",122.43,162,4
"GREGJONES",2006,"RB","JAC",122.87,163,49
"RONDAYNE",2006,"RB","HOU",123.92,164,50
"GREGJENNINGS",2006,"WR","GBP",124.06,165,57
"JAYFEELY",2006,"K","NYG",124.31,166,5
"ERICMOULDS",2006,"WR","HOU",124.55,167,58
"DEVERYHENDERSON",2006,"WR","NOS",124.85,168,59
"CHRISSIMMS",2006,"QB","TBB",125.45,169,30
"JEROMEHARRISON",2006,"RB","CLE",125.88,170,51
"CURTISMARTIN",2006,"RB","NYJ",125.92,171,52
"JONKITNA",2006,"QB","DET",125.95,172,31
"DAVIDAKERS",2006,"K","PHI",126.1,173,6
"DAVIDGIVENS",2006,"WR","TEN",127.28,174,60
"BRANDONJACOBS",2006,"RB","NYG",127.41,175,53
"MARCEDESLEWIS",2006,"TE","JAC",128.21,176,16
"JASONELAM",2006,"K","DEN",128.57,177,7
"MIKEVANDERJAGT",2006,"K","FA",128.69,178,8
"JOEJUREVICIUS",2006,"WR","CLE",129.06,179,61
"KEVINCURTIS",2006,"WR","STL",129.14,180,62
"VINCENTJACKSON",2006,"WR","SDC",130.24,181,63
"MICHAELROBINSON",2006,"RB","SFO",130.36,182,54
"SAMKONGADO",2006,"RB","HOU",131.28,183,55
"DALLASCOWBOYS",2006,"Def","DAL",131.71,184,11
"RECHECALDWELL",2006,"WR","NEP",133.34,185,64
"WASHINGTONREDSKINS",2006,"Def","WAS",134.18,186,12
"REXGROSSMAN",2006,"QB","CHI",134.47,187,32
"AMANITOOMER",2006,"WR","NYG",135.17,188,65
"PHILADELPHIAEAGLES",2006,"Def","PHI",135.24,189,13
"NEWENGLANDPATRIOTS",2006,"Def","NEP",135.42,190,14
"DESMONDCLARK",2006,"TE","CHI",136.04,191,17
"JERRAMYSTEVENS",2006,"TE","SEA",136.16,192,18
"CEDRICHOUSTON",2006,"RB","NYJ",136.3,193,56
"LEONARDPOPE",2006,"TE","ARI",136.82,194,19
"JOSHBROWN",2006,"K","SEA",136.88,195,9
"JOEKLOPFENSTEIN",2006,"TE","STL",137.66,196,20
"DAVIDCARR",2006,"QB","HOU",137.87,197,33
"MARKBRUNELL",2006,"QB","WAS",137.89,198,34
"RODDYWHITE",2006,"WR","ATL",138.34,199,66
"VERNANDMORENCY",2006,"RB","GBP",138.86,200,57
"MICHAELTURNER",2006,"RB","SDC",139.16,201,58
"SANDIEGOCHARGERS",2006,"Def","SDC",139.17,202,15
"BENTROUPE",2006,"TE","TEN",139.72,203,21
"BRANDONLLOYD",2006,"WR","WAS",140.65,204,67
"TONYSCHEFFLER",2006,"TE","DEN",140.67,205,22
"CHRISPERRY",2006,"RB","CIN",140.99,206,59
"MIAMIDOLPHINS",2006,"Def","MIA",141.02,207,16
"BRADJOHNSON",2006,"QB","MIN",141.33,208,35
"ATLANTAFALCONS",2006,"Def","ATL",141.97,209,17
"HANKBASKETT",2006,"WR","PHI",142.34,210,68
"CINCINNATIBENGALS",2006,"Def","CIN",142.71,211,18
"CHADPENNINGTON",2006,"QB","NYJ",144.31,212,36
"TRAVISHENRY",2006,"RB","TEN",144.4,213,60
"TROYBROWN",2006,"WR","NEP",144.4,213,69
"STEPHENGOSTKOWSKI",2006,"K","NEP",144.42,215,10
"LADELLBETTS",2006,"RB","WAS",144.7,216,61
"CORRELLBUCKHALTER",2006,"RB","PHI",145.17,217,62
"DENVERBRONCOS",2006,"Def","DEN",146.56,218,19
"SAMIEPARKER",2006,"WR","KCC",147.16,219,70
"JOHNKASAY",2006,"K","CAR",147.56,220,11
"MEWELDEMOORE",2006,"RB","MIN",147.7,221,63
"DUCESTALEY",2006,"RB","PIT",149.15,222,64
"ASHLEYLELIE",2006,"WR","FA",149.22,223,71
"DERRICKBLAYLOCK",2006,"RB","NYJ",150.18,224,65
"MUSASMITH",2006,"RB","BAL",150.8,225,66
"MATTSTOVER",2006,"K","BAL",151.22,226,12
"ANTWAANRANDLEEL",2006,"WR","WAS",151.29,227,72
"RYANMOATS",2006,"RB","PHI",151.39,228,67
"MICHAELJENKINS",2006,"WR","ATL",151.82,229,73
"BRANDONSTOKLEY",2006,"WR","IND",151.88,230,74
"JEFFWILKINS",2006,"K","STL",151.99,231,13
"DOUGGABRIEL",2006,"WR","OAK",152.65,232,75
"MARTYBOOKER",2006,"WR","MIA",152.93,233,76
"JERMAINEWIGGINS",2006,"TE","MIN",153,234,23
"LAWRENCETYNES",2006,"K","KCC",153.17,235,14
"NEWYORKJETS",2006,"Def","NYJ",153.52,236,20
"NATEKAEDING",2006,"K","SDC",153.68,237,15
"MICHAELBENNETT",2006,"RB","KCC",155.12,238,68
"TRAVISTAYLOR",2006,"WR","MIN",155.17,239,77
"BOBBYENGRAM",2006,"WR","SEA",155.25,240,78
"JOHNCARNEY",2006,"K","NOS",155.38,241,16
"BILLYVOLEK",2006,"QB","SDC",155.44,242,37
"ERICPARKER",2006,"WR","SDC",155.64,243,79
"DANTEHALL",2006,"WR","KCC",155.96,244,80
"JEFFREED",2006,"K","PIT",156.21,245,17
"KANSASCITYCHIEFS",2006,"Def","KCC",157.06,246,21
"MICHAELPITTMAN",2006,"RB","TBB",158.13,247,69
"ALEXSMITH",2006,"TE","TBB",158.8,248,24
"COREYBRADFORD",2006,"WR","DET",159.45,249,81
"CEDRICCOBBS",2006,"RB","DEN",159.64,250,70
"PRIESTHOLMES",2006,"RB","KCC",161.63,251,71
"ALEXSMITH",2006,"QB","SFO",161.73,252,38
"DANIELGRAHAM",2006,"TE","NEP",161.92,253,25
"VERRONHAYNES",2006,"RB","PIT",162.45,254,72
"MIKEALSTOTT",2006,"RB","TBB",163.28,255,73
"BUBBAFRANKS",2006,"TE","GBP",163.66,256,26
"CHARLIEFRYE",2006,"QB","CLE",163.72,257,39
"CEDRICKWILSON",2006,"WR","PIT",163.91,258,82
"ZACHHILTON",2006,"TE","FA",164.02,259,27
"RYANLONGWELL",2006,"K","MIN",164.04,260,18
"KEVINFAULK",2006,"RB","NEP",164.24,261,74
"NAJEHDAVENPORT",2006,"RB","PIT",164.25,262,75
"SEBASTIANJANIKOWSKI",2006,"K","OAK",164.43,263,19
"MINNESOTAVIKINGS",2006,"Def","MIN",165.64,264,22
"MAURICEMORRIS",2006,"RB","SEA",165.73,265,76
"BUFFALOBILLS",2006,"Def","BUF",166.04,266,23
"BRIANGRIESE",2006,"QB","CHI",166.48,267,40
"MARKBRADLEY",2006,"WR","CHI",166.93,268,83
"MIKEWILLIAMS",2006,"WR","DET",167.15,269,84
"MIKENUGENT",2006,"K","NYJ",168.43,270,20
"ANTOWAINSMITH",2006,"RB","FA",169.81,271,77
"REGGIEWILLIAMS",2006,"WR","JAC",170.25,272,85
"OLINDOMARE",2006,"K","MIA",170.61,273,21
"CHRISHENRY",2006,"WR","CIN",171,274,86
"MARCUSPOLLARD",2006,"TE","DET",171.71,275,28
"LABRANDONTOEFIELD",2006,"RB","JAC",171.85,276,78
"STEPHENDAVIS",2006,"RB","STL",171.95,277,79
"PEERLESSPRICE",2006,"WR","BUF",171.99,278,87
"MARCUSROBINSON",2006,"WR","FA",172.17,279,88
"JPLOSMAN",2006,"QB","BUF",173.74,280,41
"DAVIDBOSTON",2006,"WR","TBB",174.14,281,89
"ARIZONACARDINALS",2006,"Def","ARI",174.54,282,24
"LEESUGGS",2006,"RB","FA",175.05,283,80
"ROBERTFERGUSON",2006,"WR","GBP",175.74,284,90
"JUSTINMCCAREINS",2006,"WR","NYJ",177.31,285,91
"GREENBAYPACKERS",2006,"Def","GBP",177.43,286,25
"JEBPUTZIER",2006,"TE","HOU",177.81,287,29
"CLEVELANDBROWNS",2006,"Def","CLE",178.26,288,26
"STEPHENALEXANDER",2006,"TE","DEN",179.69,289,30
"CHARLESROGERS",2006,"WR","FA",180.14,290,92
"MICHAELKOENEN",2006,"K","ATL",180.99,291,22
"KERRYCOLLINS",2006,"QB","TEN",181.05,292,42
"STLOUISRAMS",2006,"Def","STL",181.91,293,27
"MAURICEHICKS",2006,"RB","SFO",182.03,294,81
"MATTSCHAUB",2006,"QB","ATL",182.97,295,43
"JJARRINGTON",2006,"RB","ARI",183.19,296,82
"ARNAZBATTLE",2006,"WR","SFO",184.13,297,93
"JASONHANSON",2006,"K","DET",184.16,298,23
"TENNESSEETITANS",2006,"Def","TEN",184.21,299,28
"COURTNEYANDERSON",2006,"TE","OAK",184.47,300,31
"CIATRICKFASON",2006,"RB","MIN",185.45,301,83
"TONYFISHER",2006,"RB","STL",185.57,302,84
"DETROITLIONS",2006,"Def","DET",186.72,303,29
"JOSHSCOBEE",2006,"K","JAC",188.21,304,24
"RIANLINDELL",2006,"K","BUF",190.06,305,25
"ADRIANPETERSON",2006,"RB","CHI",190.73,306,85
"JOHNHALL",2006,"K","WAS",191.12,307,26
"MATTBRYANT",2006,"K","TBB",192,308,27
"ERICJOHNSON",2006,"TE","SFO",192.96,309,32
"KRISBROWN",2006,"K","HOU",194.19,310,28
"BRYANTJOHNSON",2006,"WR","ARI",196.95,311,94
"ERRONKINNEY",2006,"TE","TEN",197.29,312,33
"JOENEDNEY",2006,"K","SFO",198.6,313,29
"PHILDAWSON",2006,"K","CLE",202.56,314,30
"ROBBIRONAS",2006,"K","TEN",204.59,315,31
