"name","year","pos","team","pick","overallRank","positionRank"
"GIOVANIBERNARD",2013,"RB","CIN",55.03,54,25
"TORREYSMITH",2013,"WR","BAL",55.33,55,20
"MATTHEWSTAFFORD",2013,"QB","DET",55.52,56,8
"PIERREGARCON",2013,"WR","WAS",55.99,57,21
"ERICDECKER",2013,"WR","DEN",57.59,58,22
"ANDREWLUCK",2013,"QB","IND",57.63,59,9
"VERNONDAVIS",2013,"TE","SFO",57.84,60,4
"RYANMATHEWS",2013,"RB","SDC",58.07,61,26
"ANTONIOBROWN",2013,"WR","PIT",58.36,62,23
"MIKEWALLACE",2013,"WR","MIA",59.67,63,24
"ROBERTGRIFFINIII",2013,"QB","WAS",60.06,64,10
"TONYGONZALEZ",2013,"TE","ATL",60.94,65,5
"AARONHERNANDEZ",2013,"TE","FA",61.02,66,6
"LEVEONBELL",2013,"RB","PIT",65.09,67,27
"TAVONAUSTIN",2013,"WR","STL",66.28,68,25
"RUSSELLWILSON",2013,"QB","SEA",66.46,69,11
"STEVESMITH",2013,"WR","CAR",66.69,70,26
"DESEANJACKSON",2013,"WR","PHI",68.05,71,27
"TONYROMO",2013,"QB","DAL",69.15,72,12
"JAMESJONES",2013,"WR","GBP",70.38,73,28
"TYHILTON",2013,"WR","IND",72.74,74,29
"CHRISIVORY",2013,"RB","NYJ",74.84,75,28
"DARYLRICHARDSON",2013,"RB","STL",76.43,76,29
"AHMADBRADSHAW",2013,"RB","IND",77.03,77,30
"SHANEVEREEN",2013,"RB","NEP",78.6,78,31
"STEVIEJOHNSON",2013,"WR","BUF",80.29,79,30
"GREGJENNINGS",2013,"WR","MIN",80.71,80,31
"CECILSHORTS",2013,"WR","JAC",81,81,32
"RASHARDMENDENHALL",2013,"RB","ARI",81.61,82,32
"JERMICHAELFINLEY",2013,"TE","GBP",83.28,83,7
"MILESAUSTIN",2013,"WR","DAL",84.03,84,33
"SEATTLESEAHAWKS",2013,"Def","SEA",84.28,85,1
"KYLERUDOLPH",2013,"TE","MIN",86.25,86,8
"ANQUANBOLDIN",2013,"WR","SFO",86.86,87,34
"JOSHGORDON",2013,"WR","CLE",88.78,88,35
"GREGOLSEN",2013,"TE","CAR",89.25,89,9
"BENJARVUSGREENELLIS",2013,"RB","CIN",89.47,90,33
"MIKEWILLIAMS",2013,"WR","TBB",91.99,91,36
"SANFRANCISCO49ERS",2013,"Def","SFO",92.31,92,2
"DEANGELOWILLIAMS",2013,"RB","CAR",92.56,93,34
"ELIMANNING",2013,"QB","NYG",93.2,94,13
"MARKINGRAM",2013,"RB","NOS",94.37,95,35
"DEANDREHOPKINS",2013,"WR","HOU",94.74,96,37
"BENTATE",2013,"RB","HOU",96.5,97,36
"KENNYBRITT",2013,"WR","TEN",96.51,98,38
"JAREDCOOK",2013,"TE","STL",98.98,99,10
"LANCEMOORE",2013,"WR","NOS",99.15,100,39
"DANARIOALEXANDER",2013,"WR","SDC",102.92,101,40
"DENNISPITTA",2013,"TE","BAL",103.12,102,11
"CHICAGOBEARS",2013,"Def","CHI",103.91,103,3
"OWENDANIELS",2013,"TE","HOU",104.21,104,12
"ANTONIOGATES",2013,"TE","SDC",104.61,105,13
"MICHAELVICK",2013,"QB","PHI",106.08,106,14
"ANDREBROWN",2013,"RB","NYG",106.1,107,37
"ANDYDALTON",2013,"QB","CIN",106.42,108,15
"TYLERWILSON",2013,"QB","TEN",106.46,109,16
"KENBRELLTHOMPKINS",2013,"WR","NEP",107.26,110,41
"HOUSTONTEXANS",2013,"Def","HOU",107.35,111,4
"DARICKROGERS",2013,"WR","IND",108.51,112,42
"JEREMYMACLIN",2013,"WR","PHI",108.8,113,43
"JUSTINBLACKMON",2013,"WR","JAC",109.87,114,44
"JUSTINHUNTER",2013,"WR","TEN",109.96,115,45
"MARCUSLATTIMORE",2013,"RB","SFO",110.11,116,38
"MATTBARKLEY",2013,"QB","PHI",110.25,117,17
"CORDARRELLEPATTERSON",2013,"WR","MIN",110.86,118,46
"CHRISGIVENS",2013,"WR","STL",111.39,119,47
"JORDANCAMERON",2013,"TE","CLE",112.59,120,14
"PERCYHARVIN",2013,"WR","SEA",113.78,121,48
"VICKBALLARD",2013,"RB","IND",113.83,122,39
"DENVERBRONCOS",2013,"Def","DEN",113.95,123,5
"GOLDENTATE",2013,"WR","SEA",114.61,124,49
"STEDMANBAILEY",2013,"WR","STL",114.62,125,50
"VINCENTBROWN",2013,"WR","SDC",114.67,126,51
"GAVINESCOBAR",2013,"TE","DAL",114.98,127,15
"MICHAELFLOYD",2013,"WR","ARI",115.64,128,52
"JORDANREED",2013,"TE","WAS",116.07,129,16
"CHRISHARPER",2013,"WR","GBP",116.68,130,53
"EMMANUELSANDERS",2013,"WR","PIT",116.82,131,54
"ANDREELLINGTON",2013,"RB","ARI",117.85,132,40
"BRYCEBROWN",2013,"RB","PHI",118.22,133,41
"CINCINNATIBENGALS",2013,"Def","CIN",118.41,134,6
"MIKEGLENNON",2013,"QB","TBB",118.86,135,18
"RONNIEHILLMAN",2013,"RB","DEN",118.94,136,42
"BERNARDPIERCE",2013,"RB","BAL",119.13,137,43
"SIDNEYRICE",2013,"WR","SEA",119.32,138,55
"MIKEGILLISLEE",2013,"RB","MIA",120.02,139,44
"MARQUESSWILSON",2013,"WR","CHI",120.29,140,56
"CHARLESJOHNSON",2013,"WR","CLE",120.76,141,57
"ALSHONJEFFERY",2013,"WR","CHI",121.12,142,58
"JOHNATHANFRANKLIN",2013,"RB","GBP",121.13,143,45
"BENROETHLISBERGER",2013,"QB","PIT",121.24,144,19
"KERWYNNWILLIAMS",2013,"RB","SDC",121.65,145,46
"TRAVISKELCE",2013,"TE","KCC",121.75,146,17
"LATAVIUSMURRAY",2013,"RB","OAK",122.17,147,47
"STEPHENGOSTKOWSKI",2013,"K","NEP",122.67,148,1
"TYLEREIFERT",2013,"TE","CIN",122.86,149,18
"TERRANCEWILLIAMS",2013,"WR","DAL",122.99,150,59
"GENOSMITH",2013,"QB","NYJ",123.02,151,20
"JOSHBOYCE",2013,"WR","NEP",123.11,152,60
"MARQUISEGOODWIN",2013,"WR","BUF",123.29,153,61
"JAYCUTLER",2013,"QB","CHI",125.26,154,21
"CHRISTINEMICHAEL",2013,"RB","SEA",125.29,155,48
"AARONDOBSON",2013,"WR","NEP",125.53,156,62
"ZACSTACY",2013,"RB","STL",125.77,157,49
"JONATHANSTEWART",2013,"RB","CAR",126.33,158,50
"KEENANALLEN",2013,"WR","SDC",126.42,159,63
"DENARIUSMOORE",2013,"WR","OAK",126.57,160,64
"NEWENGLANDPATRIOTS",2013,"Def","NEP",126.73,161,7
"DANNYWOODHEAD",2013,"RB","SDC",126.77,162,51
"JOEFLACCO",2013,"QB","BAL",126.88,163,22
"ZACHSUDFELD",2013,"TE","NYJ",127.15,164,19
"EJMANUEL",2013,"QB","BUF",127.6,165,23
"MARTELLUSBENNETT",2013,"TE","CHI",127.66,166,20
"BRANDONMYERS",2013,"TE","NYG",127.73,167,21
"ZACHERTZ",2013,"TE","PHI",127.78,168,22
"BRANDONPETTIGREW",2013,"TE","DET",128.7,169,23
"QUINTONPATTON",2013,"WR","SFO",128.79,170,65
"FREDJACKSON",2013,"RB","BUF",128.93,171,52
"MARKUSWHEATON",2013,"WR","PIT",128.97,172,66
"MICHAELCRABTREE",2013,"WR","SFO",130.42,173,67
"ROBERTWOODS",2013,"WR","BUF",131.42,174,68
"JOSEPHRANDLE",2013,"RB","DAL",132.27,175,53
"VANCEMCDONALD",2013,"TE","SFO",132.47,176,24
"MATTSCHAUB",2013,"QB","HOU",132.57,177,24
"KENDALLWRIGHT",2013,"WR","TEN",133.35,178,69
"SAMBRADFORD",2013,"QB","STL",133.57,179,25
"BLAIRWALSH",2013,"K","MIN",133.96,180,2
"STEPFANTAYLOR",2013,"RB","ARI",134.28,181,54
"JACQUIZZRODGERS",2013,"RB","ATL",136.1,182,55
"CARSONPALMER",2013,"QB","ARI",137.21,183,26
"MATTBRYANT",2013,"K","ATL",137.89,184,3
"DENARDROBINSON",2013,"RB","JAC",138.02,185,56
"FREDDAVIS",2013,"TE","WAS",138.36,186,25
"PIERRETHOMAS",2013,"RB","NOS",138.49,187,57
"KNILEDAVIS",2013,"RB","KCC",138.53,188,58
"RYANBROYLES",2013,"WR","DET",138.76,189,70
"KENJONBARNER",2013,"RB","CAR",138.88,190,59
"BRIANHARTLINE",2013,"WR","MIA",139.45,191,71
"MIKELLESHOURE",2013,"RB","DET",140.81,192,60
"JERMAINEGRESHAM",2013,"TE","CIN",140.88,193,26
"GREENBAYPACKERS",2013,"Def","GBP",141.06,194,8
"RUEBENRANDLE",2013,"WR","NYG",141.54,195,72
"BALTIMORERAVENS",2013,"Def","BAL",141.55,196,9
"MATTPRATER",2013,"K","DEN",142.96,197,4
"KENNYSTILLS",2013,"WR","NOS",143.04,198,73
"ISAIAHPEAD",2013,"RB","STL",143.17,199,61
"STLOUISRAMS",2013,"Def","STL",143.24,200,10
"JOSHFREEMAN",2013,"QB","MIN",144,201,27
"PITTSBURGHSTEELERS",2013,"Def","PIT",146.9,202,11
"PHILDAWSON",2013,"K","SFO",147.32,203,5
"ISAACREDMAN",2013,"RB","FA",149.4,204,62
"PHILIPRIVERS",2013,"QB","SDC",150,205,28
"RYANTANNEHILL",2013,"QB","MIA",150.3,206,29
"ACESANDERS",2013,"WR","JAC",150.31,207,74
"ALEXSMITH",2013,"QB","KCC",150.92,208,30
"JOIQUEBELL",2013,"RB","DET",151.01,209,63
"DARRIUSHEYWARDBEY",2013,"WR","IND",151.01,209,75
"KNOWSHONMORENO",2013,"RB","DEN",152.66,211,64
"MIKEJAMES",2013,"RB","TBB",154.39,212,65
"MICHAELBUSH",2013,"RB","CHI",155.03,213,66
"ARIZONACARDINALS",2013,"Def","ARI",155.48,214,12
"JULIUSTHOMAS",2013,"TE","DEN",155.86,215,27
"JONATHANDWYER",2013,"RB","PIT",156.36,216,67
"COBYFLEENER",2013,"TE","IND",156.62,217,28
"GREGLITTLE",2013,"WR","CLE",157.14,218,76
"SEBASTIANJANIKOWSKI",2013,"K","OAK",157.36,219,6
"GREGZUERLEIN",2013,"K","STL",157.79,220,7
"MOHAMEDSANU",2013,"WR","CIN",158.09,221,77
"BILALPOWELL",2013,"RB","NYJ",159.94,222,68
"JUSTINTUCKER",2013,"K","BAL",159.97,223,8
"SHONNGREENE",2013,"RB","TEN",161.01,224,69
"ROYHELU",2013,"RB","WAS",161.97,225,70
"HEATHMILLER",2013,"TE","PIT",162.03,226,29
"MALCOMFLOYD",2013,"WR","SDC",162.32,227,78
"LAMICHAELJAMES",2013,"RB","SFO",162.85,228,71
"ROBERTHOUSLER",2013,"TE","ARI",163.61,229,30
"DALLASCOWBOYS",2013,"Def","DAL",164.14,230,13
"JACOBYJONES",2013,"WR","BAL",165.06,231,79
"BRANDONWEEDEN",2013,"QB","CLE",165.25,232,31
"DWAYNEALLEN",2013,"TE","IND",165.36,233,31
"BRANDONLAFELL",2013,"WR","CAR",165.37,234,80
"NEWYORKGIANTS",2013,"Def","NYG",165.6,235,14
"RYANWILLIAMS",2013,"RB","ARI",166.35,236,72
"RANDYBULLOCK",2013,"K","HOU",166.8,237,9
"TAMPABAYBUCCANEERS",2013,"Def","TBB",166.92,238,15
"DUSTINKELLER",2013,"TE","MIA",167.95,239,32
"DUJUANHARRIS",2013,"RB","GBP",168.48,240,73
"ATLANTAFALCONS",2013,"Def","ATL",168.96,241,16
"DAVIDAKERS",2013,"K","DET",169.42,242,10
"KENDALLHUNTER",2013,"RB","SFO",169.75,243,74
"GARRETTHARTLEY",2013,"K","FA",169.87,244,11
"DANBAILEY",2013,"K","DAL",170.06,245,12
"JAKELOCKER",2013,"QB","TEN",172.35,246,32
"DANIELTHOMAS",2013,"RB","MIA",173.26,247,75
"EDDICKSON",2013,"TE","BAL",173.51,248,33
"JULIANEDELMAN",2013,"WR","NEP",173.52,249,81
"CLEVELANDBROWNS",2013,"Def","CLE",173.71,250,17
"MINNESOTAVIKINGS",2013,"Def","MIN",173.73,251,18
"SANTONIOHOLMES",2013,"WR","NYJ",174.37,252,82
"ANDREROBERTS",2013,"WR","ARI",174.44,253,83
"RODSTREATER",2013,"WR","OAK",174.81,254,84
"CALEBSTURGIS",2013,"K","MIA",174.92,255,13
"ZACHMILLER",2013,"TE","SEA",175.51,256,34
"CHRISTIANPONDER",2013,"QB","MIN",176.05,257,33
"DETROITLIONS",2013,"Def","DET",176.19,258,19
"ROBERTTURBIN",2013,"RB","SEA",176.46,259,76
"STEVENHAUSCHKA",2013,"K","SEA",177.63,260,14
"MATTFLYNN",2013,"QB","GBP",177.84,261,34
"WASHINGTONREDSKINS",2013,"Def","WAS",178.43,262,20
"LANCEDUNBAR",2013,"RB","DAL",178.47,263,77
"RILEYCOOPER",2013,"WR","PHI",178.6,264,85
"MIAMIDOLPHINS",2013,"Def","MIA",178.79,265,21
"MARCELREECE",2013,"RB","OAK",179.95,266,78
"BRENTCELEK",2013,"TE","PHI",180.4,267,35
"SANDIEGOCHARGERS",2013,"Def","SDC",180.53,268,22
"TERRELLEPRYOR",2013,"QB","OAK",180.68,269,35
"MASONCROSBY",2013,"K","GBP",180.68,269,15
"STEPHENHILL",2013,"WR","NYJ",182.84,271,86
"JOSHBROWN",2013,"K","NYG",182.94,272,16
"CAROLINAPANTHERS",2013,"Def","CAR",183,273,23
"ROBBIEGOULD",2013,"K","CHI",183.25,274,17
"SANTANAMOSS",2013,"WR","WAS",184.34,275,87
"NEWORLEANSSAINTS",2013,"Def","NOS",184.34,275,24
"BRIANQUICK",2013,"WR","STL",184.6,277,88
"KAIFORBATH",2013,"K","WAS",185.67,278,18
"ADAMVINATIERI",2013,"K","IND",186.33,279,19
"JAKEBALLARD",2013,"TE","ARI",187.49,280,36
"INDIANAPOLISCOLTS",2013,"Def","IND",187.51,281,25
"KANSASCITYCHIEFS",2013,"Def","KCC",188.56,282,26
"FELIXJONES",2013,"RB","PIT",188.59,283,79
"LEGARRETTEBLOUNT",2013,"RB","NEP",189.11,284,80
"DELANIEWALKER",2013,"TE","TEN",189.64,285,37
"MARCEDESLEWIS",2013,"TE","JAC",189.81,286,38
"BUFFALOBILLS",2013,"Def","BUF",190.11,287,27
"AUSTINCOLLIE",2013,"WR","NEP",191.11,288,89
"KIRKCOUSINS",2013,"QB","WAS",191.21,289,36
"JEREMYKERLEY",2013,"WR","NYJ",191.46,290,90
"JOSEPHMORGAN",2013,"WR","NOS",191.95,291,91
"TENNESSEETITANS",2013,"Def","TEN",193.01,292,28
"NEWYORKJETS",2013,"Def","NYJ",193.62,293,29
"TOBYGERHART",2013,"RB","MIN",193.71,294,81
"ALEXHENERY",2013,"K","PHI",195.17,295,20
"LAWRENCETYNES",2013,"K","TBB",195.72,296,21
"PHILADELPHIAEAGLES",2013,"Def","PHI",197.16,297,30
"NICKTOON",2013,"WR","NOS",197.36,298,92
"DONNIEAVERY",2013,"WR","KCC",197.62,299,93
"MIKENUGENT",2013,"K","CIN",197.92,300,22
"JACOBTAMME",2013,"TE","DEN",198.01,301,39
"RASHADJENNINGS",2013,"RB","OAK",199.11,302,82
"MIKEGOODSON",2013,"RB","NYJ",199.38,303,83
"AJJENKINS",2013,"WR","KCC",199.46,304,94
"JASONAVANT",2013,"WR","PHI",201.01,305,95
"NATEBURLESON",2013,"WR","DET",201.85,306,96
"DEXTERMCCLUSTER",2013,"WR","KCC",201.94,307,97
"JUSTINFORSETT",2013,"RB","JAC",202.18,308,84
"MIKETOLBERT",2013,"RB","CAR",202.21,309,85
"BLAINEGABBERT",2013,"QB","JAC",202.27,310,37
"WILLISMCGAHEE",2013,"RB","CLE",203.48,311,86
"JONBALDWIN",2013,"WR","SFO",205.18,312,98
"RYANSUCCOP",2013,"K","KCC",206.15,313,23
"NATEWASHINGTON",2013,"WR","TEN",206.37,314,99
"SHAUNSUISHAM",2013,"K","PIT",206.98,315,24
"LEONARDHANKERSON",2013,"WR","WAS",207.02,316,100
"ROBBIRONAS",2013,"K","TEN",208.07,317,25
"NICKFOLES",2013,"QB","PHI",208.95,318,38
"SCOTTCHANDLER",2013,"TE","BUF",212.77,319,40
"CONNORBARTH",2013,"K","TBB",214.14,320,26
"SHAYNEGRAHAM",2013,"K","NOS",214.26,321,27
"BRANDONLLOYD",2013,"WR","FA",214.27,322,101
"JARIUSWRIGHT",2013,"WR","MIN",223.3,323,102
"DAVONEBESS",2013,"WR","CLE",228.74,324,103
