"name","player","pos","team","overallRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_eds","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_nf","projectedPts_wf","projectedPts_yahoo","passAttMedian","passCompMedian","passIncompMedian","rushAttMedian","projectedPtsMean","projectedPtsMedian","pick","sdPts","sdPick","risk"
"SANTANAMOSS","Santana Moss","WR","WAS",308,36.6122850536546,53.405,63.55,35.925,43.6748575773703,-1.95014242262967,1.8,45.0375,50.9,17.4248575773703,23.4248575773703,-1.95014242262967,22.9248575773703,3.67485757737033,54.05,45.3,-1.95014242262967,NA,14.8625,NA,0,NA,0,34.3933116883117,36.6122850536546,NA,22.7878249259663,NA,6.10496521782511
"PEYTONHILLIS","Peyton Hillis","RB","NYG",309,36.4014230006744,67.77,48.15,40.55,29.4750013433685,26.6250013433685,NA,33.575,61.95,5.20000134336854,-2.99999865663146,22.5000013433685,19.6250013433685,37.2500013433685,19.05,21.4,-2.99999865663146,NA,43.95,0,0,0,46.75,34.3930357142857,36.4014230006744,NA,20.50287959087,NA,5.68666696646214
"JOEMORGAN","Joe Morgan","WR","NO",310,36.1989232806424,NA,46.5,37.75,15,NA,NA,NA,NA,63.125,27.625,10,16,47,NA,NA,NA,NA,NA,0,0,0,0,29.2222222222222,36.1989232806424,NA,18.8190395610403,NA,5.37841130308407
"MATTASIATA","Matt Asiata","RB","MIN",311,36.0970594792484,33.46,57.225,17.8,17.195,30.195,NA,36.385,53.125,-2.805,20.795,12.57,19.995,24.195,50.275,55.175,53.7155,NA,50.9875,0.03,0,0.03,44.3,36.1170333333333,36.0970594792484,NA,18.4928027215996,NA,5.31868808022522
"RYANGRIFFIN","Ryan Griffin","TE","HOU",312,35.8749850847386,NA,62.375,NA,39.5,44.375,NA,43.1375,25,22.875,22.75,32.25,37.375,38.25,NA,51.125,NA,NA,15.775,0,0,0,0,36.2322916666667,35.8749850847386,264,13.3348062781346,74,6.33056192944721
"JALENSAUNDERS","Jalen Saunders","WR","NYJ",313,35.6062567692615,NA,53.75,40.75,NA,NA,NA,38.6875,NA,25.5,27,7.5,46.125,4.375,NA,NA,NA,NA,NA,NA,0,NA,0,27.0763888888889,35.6062567692615,NA,17.7504696083502,NA,5.1827913309982
"KEVINOGLETREE","Kevin Ogletree","WR","DET",314,35.5708628838905,NA,51.75,59.25,30,NA,NA,55.5,50.725,NA,17,14.375,22,16,51.375,11.875,NA,NA,17.325,NA,0,NA,0,30.5657692307692,35.5708628838905,NA,18.8593793229515,NA,5.38579618516797
"CHARLESJOHNSON","Charles Johnson","WR","CLE",315,35.3607302870043,NA,NA,47.125,NA,NA,NA,22.825,NA,NA,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30.8383333333333,35.3607302870043,265,13.8388718832136,69,6.18451621898172
"BRANDONBOLDEN","Brandon Bolden","RB","NE",316,35.1499064922097,NA,73.825,15.6,6.925,46.5,NA,43.9475,38.625,26.6,7.175,36.875,13.275,7,33.6,50.2,NA,NA,39.6125,0,0,0,35.0461971519553,29.1073333333333,35.1499064922097,238,19.759441431549,108.7,8.2523927474434
"MARQUESSWILSON","Marquess Wilson","WR","CHI",317,34.8126179817327,NA,89.25,38,25.75,NA,NA,57.6625,37.45,40.375,39,22.25,17.875,6.875,NA,NA,NA,NA,25.8,NA,0,NA,0,36.3610858585859,34.8126179817327,NA,22.1638097597904,NA,5.99072858869177
"CASEKEENUM","Case Keenum","QB",NA,318,34.7176367885312,1.67,NA,NA,NA,NA,NA,40.29,NA,NA,NA,NA,27.82,NA,NA,38.34,44.8672,NA,NA,104.141284656912,59.8839838181052,42.1497995693451,9.09026869362286,19.071525,34.7176367885312,394.5,17.3351518818844,111.5,8.13811233895354
"EDWINBAKER","Edwin Baker","RB","CLE",319,34.6103661959812,111.27,10.475,NA,NA,NA,NA,11.0975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.0639960919902,21.4304166666667,34.6103661959812,NA,58.0151550423106,NA,12.5539293840648
"AJJENKINS","A.J. Jenkins","WR","KC",320,34.4825005961423,50.485,69,21.125,32.25,NA,NA,44.8125,11.375,28.375,12.3,8.125,41.15,24.75,40.125,68.175,NA,NA,12.68,NA,0,NA,1.5,33.237288961039,34.4825005961423,NA,20.1036308542351,NA,5.61357766938876
"MICHAELROBINSON","Michael Robinson","RB","SEA",321,34.295,34.295,NA,NA,-0.39,-0.39,NA,NA,NA,-0.39,-0.39,-0.39,-0.39,-0.39,NA,NA,-0.39,NA,NA,NA,NA,NA,2.8,34.295,34.295,NA,11.5616666666667,NA,4.0498252994817
"TROYNIKLAS","Troy Niklas","TE","ARI",322,34.2183598754637,NA,NA,NA,31.875,NA,NA,30.0375,31.125,33.375,29.375,31,41.25,38.25,NA,67.5,NA,NA,10.8125,NA,0,NA,0,37.0572727272727,34.2183598754637,NA,14.0936670667676,NA,4.51335119812991
"LARRYDONNELL","Larry Donnell","TE","NYG",323,33.9999934343191,NA,NA,49.75,13.875,NA,NA,12.475,69.875,NA,27.375,31,27.25,22.875,NA,NA,NA,NA,48.75,NA,0,NA,0,33.6083333333333,33.9999934343191,NA,18.8492208061766,NA,5.38393649524974
"JOSEPHFAURIA","Joseph Fauria","TE","DET",324,33.9555785808419,20.395,62.875,33,25.8178223702078,-1.30717762979215,NA,32.9375,43.375,22.5678223702078,32.6928223702078,35.4428223702078,36.0678223702078,28.1928223702078,NA,NA,46.3690723702079,NA,39.225,0,0,0,0,36.9971085164835,33.9555785808419,NA,14.5474205841852,NA,4.59641852581177
"COREYWASHINGTON","Corey Washington","WR","NYG",325,33.8751182949038,NA,NA,54.75,37.375,NA,NA,NA,-2.25,NA,NA,46.625,17.25,49.5,NA,NA,NA,NA,17.6,NA,0,NA,0,30.9785714285714,33.8751182949038,NA,21.0679901351157,NA,5.79012009895241
"CHRISTIANPONDER","Christian Ponder","QB","MIN",326,33.796159550687,186.18,NA,NA,-1.5,-1.5,NA,2.2,11.98,-1.5,-1.5,-1.5,-1.5,-1.5,NA,32.06,49.2124,NA,NA,215.978211874076,53.4454043470866,85.5778880517918,6.39013741270975,32.5028,33.796159550687,NA,54.0628774105138,NA,11.8303974916873
"JOSEPHMORGAN","Joseph Morgan","WR","NO",327,33.7836114863347,NA,NA,NA,NA,NA,NA,47.675,47.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2625,NA,0,NA,1,27.3572916666667,33.7836114863347,NA,19.1339208497196,NA,5.43605569851811
"STEPHENHILL","Stephen Hill","WR",NA,328,33.7286787836383,19.28,63.625,NA,NA,NA,NA,44.8625,NA,NA,NA,12.5,NA,NA,28.875,NA,NA,NA,NA,NA,NA,NA,0,21.0678125,33.7286787836383,NA,20.6196598844404,NA,5.70804559283181
"LEONARDHANKERSON","Leonard Hankerson","WR","WAS",329,33.3747791666667,104.655,66,NA,12.375,NA,NA,31.65,48.775,NA,10.5,12.5,33,13.5,NA,19.625,NA,NA,NA,NA,0,NA,0,35.136,33.3747791666667,NA,30.430536125558,NA,7.50409397655604
"DEVINSTREET","Devin Street","WR","DAL",330,33.21875,NA,50.875,58.75,23.875,NA,NA,54.8125,17.2,NA,16.375,5.625,21,25.375,NA,NA,NA,NA,NA,NA,0,NA,0,30.4382936507936,33.21875,NA,19.2348531227243,NA,5.45453307417148
"TJGRAHAM","T.J. Graham","WR",NA,331,33.0941524063193,71.235,49.375,NA,4.75,-1.5,NA,33.5,NA,22.725,6,2.875,-1.5,2.25,NA,62.725,-1.5,NA,NA,NA,NA,NA,0,25.411,33.0941524063193,NA,26.8272134666716,NA,6.84444424920481
"GRIFFWHALEN","Griff Whalen","WR","IND",332,33.0003047866023,28.13,42.5,19.5,17.375,NA,NA,31,63.875,NA,NA,NA,NA,5.625,NA,36.625,NA,NA,NA,NA,0,NA,0,27.1027777777778,33.0003047866023,NA,17.7814300706423,NA,5.18845917216677
"DARRIUSHEYWARDBEY","Darrius Heyward-Bey","WR","PIT",333,32.8744158243406,57.285,75.25,NA,20.817181960828,-1.68281803917204,NA,44.1875,22.375,-1.68281803917204,28.092181960828,0.817181960827959,19.017181960828,19.067181960828,24,57.825,-1.68281803917204,NA,NA,NA,0,NA,0,33.9055808080808,32.8744158243406,263.5,24.5361823120255,118.5,9.06630658040511
"DARICKROGERS","Da'Rick Rogers","WR","IND",334,32.5535931688836,NA,38.5,NA,6.75,NA,NA,30.05,19.875,33,30,38.25,61.825,15.375,5,43.6,NA,NA,NA,0,0,0,0,26.8619318181818,32.5535931688836,NA,16.8035081564427,NA,5.00943387103763
"TONYGONZALEZ","Tony Gonzalez","TE","TBA",335,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,32.5,NA,NA,NA,NA
"BENJAMINWATSON","Ben Watson","TE","NO",336,32.4164824632434,27.715,NA,NA,-1.1432877546606,-1.1432877546606,NA,36.525,NA,45.2317122453394,25.4817122453394,19.2317122453394,25.6067122453394,31.4817122453394,58.75,NA,46.1092122453394,NA,26.55,0,0,0,0,34.34225,32.4164824632434,NA,17.6928953660587,NA,5.17225138305976
"TRAVARISCADET","Travaris Cadet","RB","NO",337,31.959340213117,-1.83,78.325,49.325,29.4396573444498,17.9396573444498,3,53.06,24.7,0.164657344449754,10.6396573444498,8.78965734444975,36.7896573444498,0.664657344449754,3,3,0.164657344449754,NA,23.73,0,0,0,19.500068766149,28.34625,31.959340213117,332.5,23.0264771636364,106.5,8.46687484792113
"DEVINHESTER","Devin Hester","WR","ATL",338,31.4190222731434,-3.48,4.2,29.825,4.2,4.2,4.2,23.3875,46.3,16.7,48.325,14.825,5.2,48.075,39.45,4.2,4.2,NA,15.52,0,0,0,0,23.3792916666667,31.4190222731434,NA,17.7466539928285,NA,5.18209281743813
"DWAYNEHARRIS","Dwayne Harris","WR","DAL",339,31.2456411877291,27.4,5.4,18.4,25.4,5.4,5.4,18.4,39.65,26.025,33.025,12.025,28.5,59.525,78.15,55.2,5.4,NA,21.625,0,0,0,0,31.2894047619048,31.2456411877291,NA,20.8220407384748,NA,5.74509486313673
"TONYMOEAKI","Tony Moeaki","TE","BUF",340,31.2188501829666,NA,NA,NA,NA,NA,NA,21.4625,NA,NA,NA,NA,17.875,NA,NA,50.875,NA,NA,NA,NA,NA,NA,NA,12.8875,31.2188501829666,NA,18.1060087286882,NA,5.2478788366134
"RYANMALLETT","Ryan Mallett","QB","HOU",341,31.1499057174555,0.72,0.4,30.66,27.96,0.4,0.4,0.87,16.72,30.98,0.4,21.5,36.78,136.9,NA,NA,0.4,NA,74.7,80.506075875114,48.0000607060433,35.0266207949609,6.7829988694545,32.9409090909091,31.1499057174555,NA,37.3055722507025,NA,8.76268670743376
"CHRISOWUSU","Chris Owusu","WR","TB",342,30.9929561162398,19.9,NA,56.125,8.805,-1.695,NA,33.65,12.95,61.18,26.555,8.93,30.18,31.805,75.25,38,-1.695,NA,24.375,0,0,0,0,30.9941666666667,30.9929561162398,NA,22.484029718468,NA,6.04935031880887
"CHASECOFFMAN","Chase Coffman","TE","ATL",343,30.84,30.84,NA,NA,-0.45,-0.45,NA,NA,NA,-0.45,-0.45,-0.45,-0.45,-0.45,NA,NA,-0.45,NA,NA,NA,NA,NA,NA,30.84,30.84,NA,10.43,NA,3.84265439673778
"DANHERRON","Dan Herron","RB","IND",344,30.7756836094387,-0.03,NA,35.625,44.1755356417445,-2.47446435825551,NA,16.9125,34.5,26.2755356417445,-2.47446435825551,-2.47446435825551,-2.47446435825551,-2.47446435825551,NA,NA,-2.47446435825551,NA,NA,0,0,0,58.9999738838636,22.2978571428571,30.7756836094387,NA,18.4124471452663,NA,5.30397762017562
"MIKELLESHOURE","Mikel Leshoure","RB","DET",345,30.3458901612207,NA,43.05,NA,NA,NA,NA,18.1175,NA,NA,NA,NA,NA,NA,9.325,45.2,NA,NA,NA,0,0,0,0,11.02925,30.3458901612207,NA,17.9383508363831,NA,5.21718619723109
"DUJUANHARRIS","DuJuan Harris","RB","GB",346,30.1782212655366,1.2,33.25,47.275,39.5,1.2,1.2,29.8625,47.375,29.2,32.1,37.575,14.3,13.825,3.85,1.2,1.2,NA,30.225,0,0,0,44.6500205562449,25.4883928571429,30.1782212655366,260,17.4188834974517,68,6.47377041680003
"LORENZOTALIAFERRO","Lorenzo Taliaferro","RB","BAL",347,30.0368207509591,NA,54.825,23.5,34.55,22.925,NA,35.105,25.5,NA,13.25,23.25,22.525,47,NA,30,NA,NA,NA,0,0,0,40,32.2479545454545,30.0368207509591,292.5,12.0252384213748,116.5,7.84426180258861
"DEVIERPOSEY","DeVier Posey","WR","HOU",348,29.6876731763288,NA,53.125,NA,39,NA,NA,35.825,20.375,11.125,15.875,15.625,20,25.375,69.875,41.25,NA,NA,23.975,0,0,0,0,26.2732142857143,29.6876731763288,NA,17.4984429772705,NA,5.13665355367011
"DREWDAVIS","Drew Davis","WR","ATL",349,29.0629844719247,58.465,46,NA,33.625,NA,NA,39.2375,18,28.125,34.75,21,28.75,7.5,14.375,30.125,NA,NA,NA,NA,0,NA,0,29.9310416666667,29.0629844719247,NA,14.0381782786966,NA,4.50319302818868
"JASONSNELLING","Jason Snelling","RB",NA,350,28.785,59.37,NA,NA,-1.8,-1.8,NA,NA,NA,-1.8,-1.8,-1.8,-1.8,-1.8,NA,NA,-1.8,NA,NA,NA,NA,NA,15.35,28.785,28.785,NA,20.39,NA,5.66600243031318
"DAMIANWILLIAMS","Damian Williams","WR","TEN",351,28.7650577373736,11.53,53.875,NA,NA,NA,NA,36.975,NA,NA,8.75,NA,NA,NA,NA,16.125,NA,NA,NA,NA,NA,NA,0,15.284375,28.7650577373736,NA,19.3676164640877,NA,5.47883767029655
"KYLEWILLIAMS","Kyle Williams","WR","KC",352,28.3779722972669,23.835,47.5,NA,NA,NA,NA,32.5,NA,NA,NA,NA,6.15,NA,6.875,NA,NA,NA,NA,NA,0,NA,0,11.7144761904762,28.3779722972669,NA,17.567323572474,NA,5.14926332252711
"NICKTOON","Nick Toon","WR","NO",353,28.3750286680279,66.3,NA,32.125,25.5,NA,NA,21.85,13.75,11,43.625,24.75,36.75,14.75,84.875,26.625,NA,NA,18.8,NA,0,NA,0,32.1063736263736,28.3750286680279,NA,21.6041388188135,NA,5.88827126844281
"JACOBTAMME","Jacob Tamme","TE","DEN",354,28.3284553624651,25.985,NA,NA,16.875,NA,NA,24.3125,53.375,30.25,21.75,13.75,23.25,34.5,40.25,35.375,NA,NA,25.275,NA,0,NA,0,28.703125,28.3284553624651,NA,10.881683532693,NA,3.92534277837775
"JOSHMORGAN","Josh Morgan","WR","CHI",355,27.7396240091447,3.77,57.625,NA,26.25,NA,NA,25.325,43.975,14.25,16.875,5.625,34.075,14.75,67.375,35.625,NA,NA,14.8375,NA,0,NA,0,27.5184290709291,27.7396240091447,NA,19.4440462305072,NA,5.49282944382142
"ALDRICKROBINSON","Aldrick Robinson","WR","WAS",356,27.3427759776277,18.87,NA,30.875,NA,NA,NA,31.625,43.625,NA,NA,NA,20.625,1.25,NA,46.6,NA,NA,NA,NA,0,NA,0,21.502380952381,27.3427759776277,NA,15.619979117113,NA,4.79276867560178
"LOUISMURPHY","Louis Murphy","WR","TB",357,27.3205746055725,8.145,52.25,25.75,37.25,NA,NA,39,-0.25,NA,11.125,20,22.5,20.375,64.125,12.875,NA,NA,NA,0,0,0,0,23.8408241758242,27.3205746055725,NA,18.8761014679618,NA,5.38885745928661
"QUINTONPATTON","Quinton Patton","WR","SF",358,27.275079700588,1.99,64.75,NA,27.1859784259082,-0.439021574091773,NA,33.5,40.925,-0.439021574091773,34.2609784259082,12.5609784259082,17.3359784259082,1.43597842590823,3.625,47.65,-0.439021574091773,NA,17.705,0,0,0,1.90205437697076,23.4177822177822,27.275079700588,NA,20.5289335619139,NA,5.69143659064585
"DONTRELLEINMAN","Dontrelle Inman","WR","SD",359,27.25,NA,NA,27.25,NA,NA,NA,NA,37.875,NA,NA,28.5,26.375,4.375,NA,NA,NA,NA,NA,NA,0,NA,0,24.875,27.25,NA,12.3519355770665,NA,4.19449751471998
"BRANDONLLOYD","Brandon Lloyd","WR","SF",360,27.2497955264515,4.06,50.875,44.75,20,NA,NA,36.7625,59.875,22.125,21.125,20.625,17.875,16,24.375,NA,NA,NA,13.9125,NA,0,NA,0,27.0986813186813,27.2497955264515,264,16.1183442609576,116,8.19969979082107
"MARCUSLATTIMORE","Marcus Lattimore","RB","SF",361,27.2086353834674,NA,57.85,33.8,24.025,15.4,NA,32.88,6.775,7.375,5.625,4,21.875,8.125,43.675,51,NA,NA,NA,0,0,0,27.2500699721252,25.2814010989011,27.2086353834674,307,18.4346450505841,136,9.18045746246163
"LACHESEASTRUNK","Lache Seastrunk","RB",NA,362,26.847151779294,NA,26.725,NA,NA,NA,NA,28.905,NA,NA,NA,NA,NA,NA,NA,24.475,NA,NA,NA,0,0,0,0,10.013125,26.847151779294,286,2.21509217264956,109,6.65802750313431
"CLAYHARBOR","Clay Harbor","TE","JAC",363,26.6439398892949,13.045,NA,NA,-1.8,-1.8,NA,30.2375,28.375,30.7,31.825,19.45,19.825,25.45,38.75,NA,-1.8,NA,22.35,NA,0,NA,0,26.42975,26.6439398892949,NA,13.8089447333037,NA,4.46122791431099
"ARRELIOUSBENN","Arrelious Benn","WR","PHI",364,26.5808019140147,-0.03,49,NA,NA,NA,NA,37.05,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,0,NA,0,14.919,26.5808019140147,NA,24.3755054648446,NA,6.3956172447839
"JUSTINFORSETT","Justin Forsett","RB","BAL",365,26.4496438482901,9.65,43.9,28.8,15.1,47.35,NA,27.41,37.25,4.2,7.2,5.25,16.525,7.125,15.8,NA,NA,NA,30.5125,0,0,0,31.7,21.0666071428571,26.4496438482901,NA,14.6730003282642,NA,4.61940804181813
"ANTHONYMCCOY","Anthony McCoy","TE","SEA",366,26.4407508673957,40.24,NA,NA,NA,NA,NA,17.1875,NA,NA,NA,NA,21.625,NA,NA,NA,NA,NA,NA,NA,0,NA,0,11.2132142857143,26.4407508673957,NA,12.2312944770099,NA,4.1724121018127
"ZACHSUDFELD","Zach Sudfeld","TE","NYJ",367,26.0314024439006,NA,NA,NA,36.75,NA,NA,26.4625,34.125,NA,52.625,15,20.875,21.625,NA,NA,NA,NA,14.6,NA,0,NA,0,27.7578125,26.0314024439006,278.5,12.8859262540225,18.5,4.15622509849069
"RISHARDMATTHEWS","Rishard Matthews","WR","MIA",368,26.0183981848298,26.355,NA,41.5,26.5,NA,NA,26.75,35.375,9.625,24.375,15.625,18,17.25,4.25,45.125,NA,NA,NA,NA,0,NA,0,24.195,26.0183981848298,NA,12.2444442874755,NA,4.17481939910731
"KYLEORTON","Kyle Orton","QB","BUF",369,25.7948678414424,4.1,NA,108.52,38.385,-3.015,NA,NA,3.88,32.685,34.185,47.385,13.265,29.685,NA,15.66,-3.015,NA,14,99.1578709419296,52,38.5,5.0000661245925,31.9894545454545,25.7948678414424,351.5,29.7361456859562,162.5,11.2335022489111
"DARYLRICHARDSON","Daryl Richardson","RB","NYJ",370,25.7227313622221,NA,25,NA,-2.25,-2.25,NA,13.0775,NA,-2.25,-2.25,-2.25,-2.25,-2.25,NA,46.275,-2.25,NA,NA,0,0,0,0,8.33083333333333,25.7227313622221,NA,16.0550781225981,NA,4.87242097641119
"JOSHHUFF","Josh Huff","WR","PHI",371,25.6519637293763,0.6,0.6,40.85,14.45,0.6,0.6,37.5375,3.325,0.6,26.975,25.6,20.625,9.975,0.6,36.975,0.6,NA,14.75,NA,0,NA,2,22.8518055555556,25.6519637293763,NA,14.8681469785984,NA,4.65513296763598
"JARONBROWN","Jaron Brown","WR","ARI",372,25.6359587339773,52.39,NA,18.75,39.625,NA,NA,27.5625,14.875,NA,7.875,34.125,4.875,2.5,6.375,NA,48.6774,NA,14.2,0.05,0.015,0.02,0,22.6330916666667,25.6359587339773,NA,17.4722233650734,NA,5.13185360604553
"KEVINNORWOOD","Kevin Norwood","WR","SEA",373,25.4999935898678,NA,44.875,17.625,9.125,NA,NA,37.5,NA,NA,NA,NA,18.875,13.5,NA,NA,NA,NA,NA,NA,0,NA,0,15.7222222222222,25.4999935898678,NA,14.2505847833226,NA,4.54207766498872
"JOSEPHRANDLE","Joseph Randle","RB","DAL",374,25.3231142950665,23.36,31.975,18.625,22.8,33.5,NA,26.185,27.125,21.525,32.25,15.375,20.15,23.625,3.625,26.1,NA,NA,15.84,0,0,0,38.3682798323149,22.7235,25.3231142950665,227,7.68743204383437,108.1,7.12433688959864
"TOMSAVAGE","Tom Savage","QB","HOU",375,25.2638748145556,NA,35.56,28.5,-1.74,-4.5,NA,37.71,NA,-4.5,-4.5,3.2,21.96,-4.5,NA,NA,52.5676,NA,NA,93.7992445110032,53.8277536609922,40.6989181271061,8.90002805194644,19.8758444444444,25.2638748145556,NA,21.2566296416821,NA,5.8246537810159
"DANIELHERRON","Daniel Herron","RB","IND",376,25.1998820127035,NA,NA,NA,-1.95,-1.95,NA,NA,NA,-1.95,22.425,47.925,12.45,18.05,27.75,NA,-1.95,NA,28,NA,NA,NA,33.75,26.1,25.1998820127035,NA,17.1127624563917,NA,5.06604815012265
"BRENTONBERSIN","Brenton Bersin","WR","CAR",377,24.8904534625209,NA,NA,45.875,16.5,NA,NA,27.6875,4.025,NA,NA,NA,45.125,10,21.625,NA,NA,NA,17.725,NA,0,NA,0,23.5774553571429,24.8904534625209,NA,15.2744825980585,NA,4.72951963959523
"MIKEGLENNON","Mike Glennon","QB","TB",378,24.4297811158732,1.47,18.04,26.12,10.2348007539487,28.8948007539487,NA,26,45.38,35.3748007539487,17.7548007539487,56.1548007539487,21.3348007539487,19.4548007539487,NA,36.62,-3.04519924605134,NA,13.05,70.9521940906199,45.0476127103223,29.0000822451082,7.00002223134045,25.8007142857143,24.4297811158732,402.5,15.7194908563653,108.5,7.87491440204709
"DENNISJOHNSON","Dennis Johnson","RB","HOU",379,23.9898582838824,NA,24.125,NA,NA,NA,NA,18.105,NA,NA,NA,NA,NA,NA,NA,44.2,NA,NA,NA,NA,NA,NA,0,10.80375,23.9898582838824,NA,13.6637906526703,NA,4.43465498183224
"TAYLORGABRIEL","Taylor Gabriel","WR","CLE",380,23.6624916125686,NA,NA,NA,29.125,-0.3,NA,NA,9.2,-0.3,-0.3,-0.3,32.2,10.325,NA,NA,-0.3,NA,31.3,NA,0,NA,1.5,22.43,23.6624916125686,NA,14.2678698869562,NA,4.54524199829398
"KEALOHAPILARES","Kealoha Pilares","WR","CAR",381,23.32,30.415,NA,NA,-0.195,-0.195,NA,16.225,NA,-0.195,-0.195,-0.195,-0.195,-0.195,NA,NA,-0.195,NA,NA,NA,NA,NA,0,23.32,23.32,NA,10.4637278782999,NA,3.84882886065091
"JEFFJANIS","Jeff Janis","WR","GB",382,23.2690199716999,NA,44.875,6.375,33,NA,NA,33.9625,-4.5,NA,NA,31,22.25,4.375,NA,NA,NA,NA,NA,NA,0,NA,0,20.6671875,23.2690199716999,NA,17.4140477692529,NA,5.12120357007753
"JURONCRINER","Juron Criner","WR","OAK",383,23.1971493988414,NA,51,NA,NA,NA,NA,28.9375,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.7767857142857,23.1971493988414,NA,20.7638319861725,NA,5.73443875730868
"KIRKCOUSINS","Kirk Cousins","QB","WAS",384,23.1449523982094,6.31,32.84,41.96,17.4998943270612,33.2398943270612,NA,34,9.84,23.3598943270612,20.8398943270612,24.2998943270612,8.67989432706121,16.4998943270612,NA,40.62,-2.10010567293879,NA,19.29,67.125,41.05,27.9999853038652,4.00007171771642,23.8414285714286,23.1449523982094,404,12.9588062730293,104,7.44925302501872
"ROBERTHOUSLER","Robert Housler","TE","ARI",385,22.7875,NA,NA,NA,NA,NA,NA,33.475,21.875,21.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,25.4916666666667,22.7875,NA,6.92393192726021,NA,3.20080878167637
"JOHNKUHN","John Kuhn","RB","GB",386,22.6884494586211,25.94,41.1,15.125,26.8331177178259,-2.14188228217409,NA,23.455,NA,7.33311771782591,4.90811771782591,12.8581177178259,9.88311771782591,29.3581177178259,17.175,NA,-2.14188228217409,NA,20.3925,NA,NA,NA,10.2000118158707,20.0985416666667,22.6884494586211,NA,12.4117704798703,NA,4.20545131515838
"RONNIEBROWN","Ronnie Brown","RB","HOU",387,22.3250052588403,-0.03,NA,NA,NA,33.6,NA,33.6,8.4,NA,NA,6.75,21.725,2.25,5.25,48.5,NA,NA,20.165,0,0,0,22.0000131846844,17.979,22.3250052588403,NA,16.2957282746123,NA,4.91647609503115
"JOSHHILL","Josh Hill","TE","NO",388,22.15,NA,NA,NA,NA,NA,NA,15.5875,10.25,NA,38,19.75,NA,5.625,NA,NA,NA,NA,26.55,NA,0,NA,1,19.19375,22.15,NA,11.7059433355454,NA,4.0762376067599
"AUSTINDAVIS","Austin Davis","QB","STL",389,21.9571431864305,NA,NA,35.82,NA,NA,NA,29.53,-1.46,NA,3,27.2,18,NA,NA,NA,NA,NA,NA,77,35.5000219913511,32.5999608708919,4.65001653018225,16.0128571428571,21.9571431864305,NA,15.0733996386571,NA,4.69270797106007
"ANTHONYSHERMAN","Anthony Sherman","RB","KC",390,21.9310179884297,32.565,22.775,19.825,NA,NA,NA,21.3,NA,NA,14.675,11.125,11.3,NA,16.15,NA,NA,NA,18.89,NA,NA,NA,4.44616646686021,18.6205555555556,21.9310179884297,NA,6.63078981804665,NA,3.14714411416706
"KEVINWALTER","Kevin Walter","WR",NA,391,21.8025,44.715,NA,NA,-1.11,-1.11,NA,NA,NA,-1.11,-1.11,-1.11,-1.11,-1.11,NA,NA,-1.11,NA,NA,NA,NA,NA,0,21.8025,21.8025,NA,15.275,NA,4.72961435885352
"JACKIEBATTLE","Jackie Battle","RB","TEN",392,21.2357399624781,18.9,47.975,5.4,NA,NA,NA,26.6875,NA,NA,30.225,1.5,17.575,2.675,47.1,NA,NA,NA,10.5675,NA,NA,NA,25.125,20.6125,21.2357399624781,NA,17.0310422790595,NA,5.0510878765642
"THADLEWIS","Thad Lewis","QB","BUF",393,21.08,NA,21.08,NA,-3,-3,NA,NA,NA,-3,-3,-3,-3,-3,NA,NA,-3,NA,NA,63,38,25,8,21.08,21.08,NA,8.02666666666667,NA,3.40268320121975
"DALLASCLARK","Dallas Clark","TE",NA,394,21.05,42.94,NA,NA,-0.84,-0.84,NA,NA,NA,-0.84,-0.84,-0.84,-0.84,-0.84,NA,NA,-0.84,NA,NA,NA,NA,NA,NA,21.05,21.05,NA,14.5933333333333,NA,4.60482363834945
"FOZZYWHITTAKER","Fozzy Whittaker","RB","CAR",395,20.8613495912517,25.51,3,3,3,3,3,3,31.75,3,3,5.125,9.25,5.75,3,46.375,3,NA,18.115,0,0,0,11.2500425666311,16.2118888888889,20.8613495912517,NA,12.8325764013151,NA,4.28248702292778
"ANTHONYDIXON","Anthony Dixon","RB","BUF",396,20.599076842264,-0.03,28.125,33.1,NA,NA,NA,30.6125,5.925,NA,22.15,21.375,13.6,1.75,NA,NA,NA,NA,10.035,NA,0,NA,23.4999564436648,16.62225,20.599076842264,NA,12.1019827375747,NA,4.14873938034509
