"name","player","pos","team","overallRank","pick","positionRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","risk"
"DONALDBROWN","Donald Brown","RB","SD",186,160.1,63,68.8071417312252,85.45,85.5,57.925,76.625,NA,68.7775,64.875,52.125,66.9,59.75,72.775,70.625,30.45,57.4,NA,69.325,67.7989166666667,68.8071417312252,-49.1206724698452,24.9,14.120273561317,5.68332096416363
"MIKETOLBERT","Mike Tolbert","RB","CAR",187,177.5,64,68.199983110794,74.18,84.725,67.725,78.175,NA,78.615,89.375,NA,62.55,80.375,51.125,55.625,12.375,84.15,NA,68.125,68.5089880952381,68.199983110794,-49.7278310902764,18.3,20.3430423200005,5.59071202951334
"MIKEWILLIAMS","Mike Williams","WR","BUF",188,166.1,72,92.144001498786,116.08,85.375,93.5,106,NA,89.1875,108.075,74.625,89.125,116,87.25,80.5,88.25,123.25,NA,83.975,95.4027813852814,92.144001498786,-51.2552201908245,20.6,15.1459417698201,5.32851678100984
"TREMASON","Tre Mason","RB","STL",189,163.1,65,66.0874262522819,NA,110.775,81.95,62.975,NA,85.2375,34.875,38.125,63.25,58.25,55.45,79,103.95,70.55,NA,21.2625,65.3423076923077,66.0874262522819,-51.8403879487886,20.8,26.1246867313447,6.41712536762205
"JACEAMARO","Jace Amaro","TE","NYJ",190,178,30,66.5001692227895,NA,94.5,88,65,NA,74.2,95,19.5,42.25,74.25,60,59.25,31.25,71,NA,50.9,64.2403846153846,66.5001692227895,-51.8547550536409,13.1,23.1997444172482,5.31880573421971
"JOSHMCCOWN","Josh McCown","QB","TB",191,154.1,24,192.517950124987,256.74,220.4,213.74,207.3,NA,199.554,161.32,151.26,177.98,166.6,214.52,186.5,257.6,165.34,NA,154.1,195.763242857143,192.517950124987,-52.5643639915368,26,35.1348142292382,7.84284811956091
"DONNIEAVERY","Donnie Avery","WR","KC",192,183.8,73,90.7177501594373,82.895,93.75,87.125,98.2,NA,91.0875,90.825,84.125,99.775,78.25,68.45,93.25,98.375,112.85,NA,98.955,90.9991666666667,90.7177501594373,-52.6814715301731,10.8,10.8647026481741,3.87634396662475
"AARONDOBSON","Aaron Dobson","WR","NE",193,139.3,74,90.5223061672422,42.345,107.125,56.625,106.5,NA,80,126.95,53.875,59.5,97.125,104.375,43.5,116.25,134.875,NA,111.65,91.4676461038961,90.5223061672422,-52.8769155223682,30.9,31.8838759092195,8.04471125717709
"JERMAINEGRESHAM","Jermaine Gresham","TE","CIN",194,221,31,63.5736336315746,93.545,81.875,59.25,58.5,NA,64.3375,97.375,60.5,59.625,68,56.875,53,62.75,79.25,NA,53.075,66.5202380952381,63.5736336315746,-54.7812906448558,37.6,14.5153745662341,7.0641867501253
"JAKELOCKER","Jake Locker","QB","TEN",195,160.7,25,190.299798991509,263.27,229.92,192.66,157.72,NA,178.95,136.32,127.16,215.42,192,209.32,187.5,214.64,249.14,NA,220.92,195.283547619048,190.299798991509,-54.7825151250152,18.9,39.3313642705744,7.50037679031673
"BRENTCELEK","Brent Celek","TE","PHI",196,NA,32,62.69232098853,61.99,86.25,68.875,56.375,NA,71.4125,79.875,71,50.5,69.25,39.125,42.625,41.875,85,NA,54.7,63.2386904761905,62.69232098853,-55.6626032879004,NA,15.7344340193083,5.19882066526349
"AUSTINSEFERIANJENKINS","Austin Seferian-Jenkins","TE","TB",197,201.5,33,62.5468801539199,NA,87.125,43.375,73.125,NA,59.4,90.075,28.125,63.5,83.75,58.5,NA,42.125,80.125,NA,29.675,63.2542857142857,62.5468801539199,-55.8080441225105,39.4,21.9467019680117,7.97700610199959
"EJMANUEL","EJ Manuel","QB","BUF",198,173.9,26,188.954060498546,193.69,192.32,172.14,173.72,NA,180.446,187.52,204.62,196.1,185.2,210.74,198.6,238.34,225.12,NA,205.14,190.949745238095,188.954060498546,-56.1282536179782,18.5,18.6256150290075,5.44486685036529
"TIMWRIGHT","Timothy Wright","TE","TB",199,194.5,34,61.6997917550027,NA,65.75,93.125,NA,NA,53.5125,38.7,29.25,69.25,57.625,64.25,74,61.875,77,NA,50.2,61.0633241758242,61.6997917550027,-56.6551325214278,33.8,17.1831787611901,6.92190044826753
"JERMICHAELFINLEY","Jermichael Finley","TE","GB",200,NA,35,59.2686663806016,NA,68.75,NA,51.125,NA,53.175,NA,57.25,NA,13.75,NA,NA,NA,68.125,NA,NA,48.7325892857143,59.2686663806016,-59.0862578958288,NA,20.1660321869888,6.06059269192209
"ANDREBROWN","Andre Brown","RB","HOU",201,165,66,58.681632627227,62.57,NA,NA,35.675,NA,56.5675,NA,NA,NA,NA,NA,NA,117.575,50.125,NA,NA,38.1609166666667,58.681632627227,-59.2461815738435,13.1,31.3094486537211,6.10731543106403
"JONATHANGRIMES","Jonathan Grimes","RB","HOU",202,171.8,67,58.5393358458673,38.705,108.425,76.375,42.975,NA,45.315,66.75,59.025,38.8,35.125,43.55,67.25,NA,100.5,NA,52.35,58.592032967033,58.5393358458673,-59.3884783552031,39.1,23.641314859145,8.11006255603802
"STEVEJOHNSON","Steve Johnson","WR","SF",203,162.8,75,83.419981045091,106.82,96.875,66.625,97.75,NA,81.95,77.175,72.75,78.375,88.875,82.075,86.75,90.25,95.1,NA,65.85,85.0913852813853,83.419981045091,-59.9792406445194,25.1,12.1027464188556,5.50829695974595
"OWENDANIELS","Owen Daniels","TE","BAL",204,205,36,58.1064185356859,73.225,68.5,59.375,60.625,NA,58.5875,60.125,40.5,63.875,50.125,66.5,13.125,59.125,76.25,NA,41.95,57.7264285714286,58.1064185356859,-60.2485057407445,39.6,16.1900406116497,7.43842462378368
"CJANDERSON","C.J. Anderson","RB","DEN",205,177.9,68,57.3476246595936,NA,72.825,39.325,77.475,NA,60.505,21.55,59.825,66.85,60.5,52.075,47.625,31.55,85.15,NA,34.2125,54.2539972527473,57.3476246595936,-60.5801895414769,16,19.0686466634872,5.2236811850208
"ANDREHOLMES","Andre Holmes","WR","OAK",206,166,76,82.6875031655153,NA,109.625,100,69.875,NA,70.55,58.025,81.875,35.275,86.125,72.575,85.25,65.25,120.5,NA,103.75,79.9891233766234,82.6875031655153,-60.7117185240952,23.4,23.2225770519961,6.4097843904464
"DENARIUSMOORE","Denarius Moore","WR","OAK",207,183,77,82.4998832417942,185.045,98.625,59.375,101.875,NA,74.35,106.75,41.875,77.875,50.75,72.625,89.875,107.875,92.625,NA,49.875,86.017619047619,82.4998832417942,-60.8993384478163,14.9,35.9180014576089,6.74567531098476
"JORDANTODMAN","Jordan Todman","RB","JAC",208,189.3,69,56.9526208914108,67.18,71.7,36.8,79,NA,49.94,54.375,16.95,48.45,55,30.3,49.5,118.075,59.775,NA,61.225,57.4090952380952,56.9526208914108,-60.9751933096596,21.8,23.9782646656014,6.31413263679374
"ANDREROBERTS","Andre Roberts","WR","WAS",209,193.5,78,81.9201845682237,18.91,85.875,85.75,93.825,NA,84.3125,65.05,70.75,73,90.75,60.95,73,73.375,93.875,NA,99.675,78.9442965367965,81.9201845682237,-61.4790371213868,29.2,20.2546487448215,6.7342989509233
"ANDREWQUARLESS","Andrew Quarless","TE","GB",210,NA,37,56.7286866106644,87.265,75.375,44.5,60.375,NA,53.9125,68.625,29.375,43.375,34.5,67.25,54.25,75.875,92.625,NA,18.975,58.6009523809524,56.7286866106644,-61.626237665766,NA,21.8385576611908,6.38583329655381
"LANCEMOORE","Lance Moore","WR","PIT",211,187.9,79,81.0027142756877,66.255,88.375,96.375,87.25,NA,86.85,81.375,69.875,68,59.5,79.625,80.5,99.5,89.75,NA,86.675,81.8228138528139,81.0027142756877,-62.3965074139227,32.6,11.7254018476558,6.26439301072676
"MARCELREECE","Marcel Reece","RB","OAK",212,184.7,70,55.1035637879002,21.79,64.575,60.45,77.35,NA,69.0075,60.35,80.15,36.125,40.25,37.45,28.75,NA,58.825,NA,62.045,53.5532142857143,55.1035637879002,-62.8242504131703,6.9,18.6898408275795,4.22493678166693
"BRANDONPETTIGREW","Brandon Pettigrew","TE","DET",213,185.7,38,53.6312771987979,57.115,70.875,NA,50.125,NA,50.3875,52.125,59.875,43.875,30.375,45.875,41,70.375,65.125,NA,62.575,53.8880357142857,53.6312771987979,-64.7236470776325,16,11.9766042499105,4.5341191429939
"MOHAMEDSANU","Mohamed Sanu","WR","CIN",214,174.6,80,78.4752021724176,39.13,99.875,99.25,82.4,NA,85.075,80.9,79.125,74.225,84.75,75.475,67.75,76.625,82.95,NA,72.475,78.2828896103896,78.4752021724176,-64.9240195171929,23.9,14.5275312380881,5.61721406507654
"ROBERTTURBIN","Robert Turbin","RB","SEA",215,187,71,52.9010802357314,36.245,64.225,63.5,24.725,NA,51.0575,68.125,41.975,40.35,59.75,31.6,59.375,82.65,72.875,NA,25.5,50.3978214285714,52.9010802357314,-65.0267339653391,40.5,18.3479453413353,7.74337278912519
"ADRIENROBINSON","Adrien Robinson","TE","NYG",216,223.7,39,52.5000541445625,60.205,65.875,70.25,NA,NA,51.3375,60.5,52.5,43.75,12.5,43.75,30.75,88.375,NA,NA,13.9625,51.4375274725275,52.5000541445625,-65.8548701318679,53.7,22.3759988815465,9.53032432367198
"BRANDONMYERS","Brandon Myers","TE","TB",217,182.5,40,52.200055390047,105.43,NA,46.875,NA,NA,39.05,42.25,55,30.125,21,59,37.875,80.875,74.5,NA,63.75,55.6243406593407,52.200055390047,-66.1548688863835,15.5,23.8079541552945,5.63163353491295
"EDDIEROYAL","Eddie Royal","WR","SD",218,192,81,77.161474199479,110.535,85.5,46.25,73.175,NA,67.5,104.075,67.75,49,40.5,62.8,68,104.125,95.65,NA,59.035,76.0961038961039,77.161474199479,-66.2377474901315,1,22.7565380684901,3.99668547979909
"LATAVIUSMURRAY","Latavius Murray","RB","OAK",219,185.6,72,51.2701522924469,NA,67.875,37.95,65.55,NA,56.38,75.375,NA,44.85,73,41,30.375,17.925,48.3,NA,25.65,48.2751190476191,51.2701522924469,-66.6576619086235,24.2,19.1089519518201,6.09437879924132
"JOHNBROWN","John Brown","WR","ARI",220,172.7,82,76.2479982631865,NA,64.75,123.375,NA,NA,69.0125,77.15,62.875,77.4,101.25,76.375,46.375,NA,NA,NA,74.695,73.6028472222222,76.2479982631865,-67.1512234264239,27.7,21.3302004226272,6.68031817676922
"GENOSMITH","Geno Smith","QB","NYJ",221,170.8,27,177.600373559443,168.79,191.74,173.78,153.14,NA,174.152,157.14,187.34,213.5,181.8,204.88,191.5,189.84,174.88,NA,198.98,173.283002380952,177.600373559443,-67.4819405570805,14,17.2571860827455,4.83614272549211
"JEFFCUMBERLAND","Jeff Cumberland","TE","NYJ",222,NA,41,50.7872883981912,50.6,76.25,50.375,NA,NA,48.2125,68,51.125,26.625,49.25,30.625,42.625,57.75,80.25,NA,54.675,52.5865384615385,50.7872883981912,-67.5676358782393,NA,15.5188831161613,5.15690446897841
"ROBHOUSLER","Rob Housler","TE","ARI",223,NA,42,50.528886397342,102.14,66,31.5,NA,NA,NA,NA,NA,30.25,32.25,52.5,32.875,75.875,79,NA,26.775,52.5345,50.528886397342,-67.8260378790884,NA,26.4287863943424,7.27845274635945
"BRANDONBOSTICK","Brandon Bostick","TE","GB",224,204,43,50.3123363274451,NA,NA,78.875,53.75,NA,55.475,71.125,50.75,28.25,49.5,NA,39.875,NA,NA,NA,31.9,50.3472222222222,50.3123363274451,-68.0425879489853,44.4,16.6509842885572,7.99062501940452
"BOBBYRAINEY","Bobby Rainey","RB","TB",225,186.6,73,49.4253014249046,25.105,41.675,67.75,38.95,NA,46.6375,67.65,30.1,41.85,32.375,47.1,47.375,29.45,71.1,NA,67.275,46.0978571428571,49.4253014249046,-68.5025127761659,28.8,15.8230548830194,6.26113146770204
"JERMAINEKEARSE","Jermaine Kearse","WR","SEA",226,178.8,83,74.8724413177282,-1.74,45.25,70.75,79.5,NA,64.725,84.35,70.125,80.75,104.125,65.375,43.5,96.5,109,NA,88.725,71.1392099567099,74.8724413177282,-68.5267803718823,18.6,28.5953942273311,6.42480283128767
"CHRISGIVENS","Chris Givens","WR","STL",227,199.4,84,74.8070905124543,139.565,97,57.5,92.975,NA,75.55,59.625,51.375,33.925,34.125,68.75,68.25,161.75,119.925,NA,16.91,78.0232034632035,74.8070905124543,-68.5921311771562,53.2,41.4957765906681,11.3364953854792
"RICHARDRODGERS","Richard Rodgers","TE","GB",228,184.2,44,49.26875,NA,NA,NA,NA,NA,19.4375,42.125,38.875,58.125,75.25,57.75,34.5,NA,NA,NA,70.45,48.9265625,49.26875,-69.0861742764304,10.2,19.0503860074081,4.60881831029277
"JOHNCARLSON","John Carlson","TE","ARI",229,NA,45,49.0125198146445,33.245,NA,66.5,49.5,NA,50.4375,42.125,50.25,34.375,36.625,42.75,68.625,67.25,53,NA,64.7,50.4151373626374,49.0125198146445,-69.3424044617859,NA,12.7601749998047,4.62044394290221
"BILALPOWELL","Bilal Powell","RB","NYJ",230,179.8,74,48.480832321317,14.535,65.4,43.625,45.575,NA,54.4875,73.675,63.325,36.5,14.125,37.65,30.375,11.7,46.9,NA,57.175,43.5736904761905,48.480832321317,-69.4469818797535,16.5,19.7317941308502,5.34101163186885
"KADEEMCAREY","Ka'Deem Carey","RB","CHI",231,181,75,47.838099601792,NA,72.65,NA,63.125,NA,48.0375,5.575,40.525,26.625,35.875,42.2,40.875,71.625,52.35,NA,44.5,45.4971153846154,47.838099601792,-70.0897145992785,12.6,18.7912874655182,4.83731738962435
"JERICKMCKINNON","Jerick McKinnon","RB","MIN",232,213.8,76,47.1100190080702,NA,74.775,61.8,38.175,NA,52.5525,3.575,22.725,38.65,40.5,34.125,33.625,70.225,NA,NA,47.175,42.8348076923077,47.1100190080702,-70.8177951930003,42.8,19.9845079333722,8.14561726560846
"NATEBURLESON","Nate Burleson","WR","CLE",233,NA,85,72.5750635166329,82.99,76.25,69.75,73.75,NA,71.825,93.7,64.875,65.15,35.25,93.45,68,74,92.25,NA,57.45,72.1769642857143,72.5750635166329,-70.8241581729776,NA,15.5905389738298,5.17083872279575
"ANTHONYFASANO","Anthony Fasano","TE","KC",234,NA,46,47.0754685043958,74.99,65,52.75,NA,NA,47.025,71.5,58.5,24.5,37.625,25.25,10,50.625,53.75,NA,53.9,47.8881730769231,47.0754685043958,-71.2794557720346,NA,19.1475312979948,5.86253421684124
"MARLONBROWN","Marlon Brown","WR","BAL",235,196,86,71.5177551806507,76.705,87.25,46.125,69.375,NA,56.9125,86.125,15.125,71.9,92.5,63.2,79.25,72.25,87.25,NA,33.725,67.4801406926407,71.5177551806507,-71.8814665089598,24.9,22.339687092761,6.48249773842486
"JEROMESIMPSON","Jerome Simpson","WR","MIN",236,NA,87,70.3378265985741,94.345,88.375,78,89.5,NA,74.9875,71.775,41.875,46.25,26.875,64.125,80.5,112.375,87.75,NA,45.55,70.7587175324675,70.3378265985741,-73.0613950910364,NA,23.9153080121198,6.78967978512675
"GAVINESCOBAR","Gavin Escobar","TE","DAL",237,181.5,47,45.0005312330034,NA,54,NA,NA,NA,38.4875,31.375,66.625,44.75,54.25,38.125,38.25,52.125,51.5,NA,40.825,46.3465909090909,45.0005312330034,-73.354393043427,18.5,10.2189900930927,4.62748743843928
"ALLENROBINSON","Allen Robinson","WR","JAC",238,178.2,88,69.9253696197531,NA,101.5,41.125,58.375,NA,60.8375,86.625,37.875,82,81.75,77.375,49.5,98.75,71.625,NA,85.5,70.5105769230769,69.9253696197531,-73.4738520698574,16.6,20.6953110979832,5.44526523344158
"BRANDONLAFELL","Brandon LaFell","WR","NE",239,164.3,89,69.5350894996882,-0.09,90.5,78.5,101.325,NA,75.95,76,26.125,53.125,39.5,53.775,55.5,57.625,84.3,NA,74.35,63.7752435064935,69.5350894996882,-73.8641321899223,16.3,27.071766843475,6.03353908901727
"JOHNNYMANZIEL","Johnny Manziel","QB","CLE",240,161.4,28,171.205262747707,NA,241.92,157.16,166.34,NA,175.362,130.5,166.3,177.7,164.3,223.7,198,245.6,137.28,NA,170.56,176.124831501832,171.205262747707,-73.8770513688164,25.3,36.3868892886238,7.89059455955765
"LUKEWILLSON","Luke Willson","TE","SEA",241,NA,48,44.437650197896,NA,NA,65.125,NA,NA,40.9625,67.125,45.625,38,43.25,39.25,30.75,NA,NA,NA,30.9,46.86875,44.437650197896,-73.9172740785344,NA,13.2118879943406,4.7082844031696
"JONATHANDWYER","Jonathan Dwyer","RB","ARI",242,191.6,77,43.3098023435334,NA,43.275,22.75,52.775,NA,33.1575,31.625,16.975,44.875,46.375,46.825,49.125,61.775,41.6,NA,50.8,40.4571666666667,43.3098023435334,-74.6180118575371,30.3,12.4806526040539,6.09470547630812
"BRIANQUICK","Brian Quick","WR","STL",243,175.3,90,68.6254002284705,26.965,64.625,94.375,NA,NA,77.5375,72.85,71.625,100.5,77.125,57.5,68.875,13.75,51.875,NA,89.65,66.7451282051282,68.6254002284705,-74.7738214611399,39.4,24.8651129300802,8.26076433483603
"DALLASCLARK","Dallas Clark","TE",NA,244,NA,49,43.36,42.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.75,NA,NA,32.09,43.36,-74.9949242764304,NA,7.64382430462658,3.62551440713439
"LANCEKENDRICKS","Lance Kendricks","TE","STL",245,NA,50,41.9066556351464,28.285,51,55.375,NA,NA,41.4625,67,47.75,41.75,46.75,21.25,32.625,39.375,56.875,NA,42.9,43.9858653846154,41.9066556351464,-76.448268641284,NA,12.3247227045313,4.53576555086124
"DRIARCHER","Dri Archer","RB","PIT",246,NA,78,40.4746950646785,NA,53.4,71.35,NA,NA,42.745,15.625,29.6,34.6,46.625,33.875,25.25,2.55,50.875,NA,34.975,36.7500549450549,40.4746950646785,-77.453119136392,NA,18.1475073211088,5.66806877646053
"PEYTONHILLIS","Peyton Hillis","RB","NYG",247,NA,79,40.0484273708315,67.77,48.15,40.55,29.625,NA,33.575,61.95,8.2,NA,25.5,22.625,37.125,NA,NA,NA,47.825,37.5063636363636,40.0484273708315,-77.879386830239,NA,17.4209650995575,5.52678481094093
"BRYCEBROWN","Bryce Brown","RB","BUF",248,177.6,80,39.7502873961758,42.605,56.3,25.6,50.175,NA,39.62,36.75,34.075,44.85,56.5,42.3,45.125,28.75,46.2,NA,32.7,40.36125,39.7502873961758,-78.1775268048947,21.9,9.37110203213599,4.90444300523227
"CHRISPOLK","Chris Polk","RB","PHI",249,182.1,81,39.1837766245506,NA,69.425,37.675,35.55,NA,47.735,43,45.475,25.975,64.25,28.425,42.25,2.35,44.675,NA,50.7125,40.9305769230769,39.1837766245506,-78.7440375765199,23.6,16.941653965967,5.82022874036516
"ALFREDBLUE","Alfred Blue","RB","HOU",250,184.5,82,39.0937555623741,NA,35.65,40.375,22.6,NA,33.7125,44.375,31.925,50.125,61,35.225,42.625,NA,NA,NA,34.3,38.7738636363636,39.0937555623741,-78.8340586386963,33.4,10.2247384107459,6.20304669824377
"KENBRELLTHOMPKINS","Kenbrell Thompkins","WR","NE",251,160.5,91,64.4316419316338,37.36,70.75,88.25,85.25,NA,72.15,58.25,37,78.125,77.375,74.625,55.75,13.375,85.625,NA,24.175,62.2713095238095,64.4316419316338,-78.9675797579766,29.2,24.3317866649306,7.13072065652867
"BENNYCUNNINGHAM","Benny Cunningham","RB","STL",252,200,83,38.8398088803962,NA,34,14.175,45.85,NA,32.1025,58.125,48.4,41.3,31,22.55,42.25,12.525,83.15,NA,62.525,40.6117307692308,38.8398088803962,-79.0880053206743,34.2,19.811956022622,7.21977937230428
"BENJARVUSGREENELLIS","BenJarvus Green-Ellis","RB","CIN",253,170.5,84,38.8378025239386,79.915,54.975,38.85,38.75,NA,40.3125,45,25.075,36.525,7.5,57.35,51.25,25.15,32.25,NA,32.5625,39.3296428571429,38.8378025239386,-79.0900116771319,23.2,17.3157883951974,5.81432408786907
"MIKEJAMES","Mike James","RB","TB",254,NA,85,38.700190662384,19.705,48.8,44.25,26.825,NA,40.935,33.725,41.275,52.125,54.5,34.4,19.125,NA,55.825,NA,27.575,39.8138186813187,38.700190662384,-79.2276235386864,NA,12.6436239632107,4.59777933767079
"BRANDONGIBSON","Brandon Gibson","WR","MIA",255,NA,92,63.9328108535096,35.52,77.25,66.125,NA,NA,67.7,92.125,55.75,47.625,51.125,51.375,43.25,86,91,NA,94.225,65.9728525641026,63.9328108535096,-79.4664108361009,NA,20.3264986753114,6.09179713005484
"BRANDONBOLDEN","Brandon Bolden","RB","NE",256,NA,86,38.2600135865725,NA,73.825,15.6,46.5,NA,43.9475,38.625,39.1,15.05,36.125,27.8,22,34.4,50.2,NA,39.6,34.2908928571429,38.2600135865725,-79.667800614498,NA,15.6507067404114,5.18253899348471
"DAVIDAUSBERRY","David Ausberry","TE","OAK",257,NA,51,38.586206445395,39.935,NA,32.625,NA,NA,26.85,67.625,49.5,41.75,25.375,45,5,76.5,NA,NA,12.475,38.1372727272727,38.586206445395,-79.7687178310355,NA,21.4711986264052,6.31439637291138
"CJFIEDOROWICZ","C.J. Fiedorowicz","TE","HOU",258,NA,52,38.5625,NA,NA,67.375,47.25,NA,44.5,32.875,20.375,32.625,52,19.5,8.125,NA,NA,NA,50.425,37.415,38.5625,-79.7924242764304,NA,18.0714507810893,5.65327876253029
"RYANGRIFFIN","Ryan Griffin","TE","HOU",259,NA,53,37.7542796385772,NA,62.375,NA,73,NA,43.1375,25,22.875,22.75,32.25,37.375,38.25,42.75,51.125,NA,13,38.6572916666667,37.7542796385772,-80.6006446378532,NA,17.3834352139908,5.51948672020226
"EDDICKSON","Ed Dickson","TE","CAR",260,NA,54,37.7001842309183,27.33,63.375,51.5,NA,NA,36.3875,31.25,9.625,52.25,47,25.375,21.625,NA,NA,NA,28.025,35.7515909090909,37.7001842309183,-80.6547400455121,NA,15.9715180264176,5.24492420569387
"RYANFITZPATRICK","Ryan Fitzpatrick","QB","HOU",261,181.7,29,164.17172488851,207.9,175.84,82.52,153.6,NA,137.028,155.02,159,188.04,188,139.78,147.9,221.46,151.32,NA,176.7,163.557533333333,164.17172488851,-80.9105892280138,16.3,34.2626032728537,6.73270691162242
"DANIELTHOMAS","Daniel Thomas","RB","MIA",262,NA,87,36.4649744066395,9.35,47.175,46.25,32.45,NA,43.0725,60.65,NA,36.65,11.875,21,24.75,14.475,57.925,NA,33.7125,33.3925961538462,36.4649744066395,-81.462839794431,NA,16.9077622398215,5.42698698365887
"TRAVARISCADET","Travaris Cadet","RB","NO",263,185,88,35.9898662697426,-4.83,75.325,67.325,17.775,NA,58.085,21.7,NA,10.475,9.125,36.625,0.5,NA,NA,NA,23.715,30.7995454545455,35.9898662697426,-81.9379479313279,9,27.2398637862033,5.27823875401912
"TROYNIKLAS","Troy Niklas","TE","ARI",264,NA,55,36.0621490806087,NA,NA,NA,NA,NA,30.0375,31.125,39.375,32,28.5,41.25,37.625,NA,67.5,NA,10.7875,38.29,36.0621490806087,-82.2927751958218,NA,14.9889257442045,5.05384854621795
"DEANTHONYTHOMAS","De'Anthony Thomas","RB","KC",265,192.5,89,35.4956894854242,NA,37.925,31.1,40.8,NA,33.4825,-0.3,23.075,20.25,83,24.375,20.125,NA,NA,NA,33.675,33.8934090909091,35.4956894854242,-82.4321247156462,1.5,20.4393949357829,3.82424111254229
"CODYLATIMER","Cody Latimer","WR","DEN",266,178.2,93,60.6010445144993,NA,66.125,50.5,NA,NA,35.7125,39.125,3.625,60.875,63.375,97.625,58.625,NA,74.375,NA,70.025,53.4682692307692,60.6010445144993,-82.7981771751112,35.9,24.3368810912574,7.83943762286435
"AUSTINPETTIS","Austin Pettis","WR","STL",267,NA,94,60.4676676122021,106.49,65.25,74.125,NA,NA,43.7875,61.75,9.875,10.625,NA,25.25,21,93.375,84,NA,NA,48.0570741758242,60.4676676122021,-82.9315540774083,NA,34.1251859219044,8.77510058487795
"MICHAELROBINSON","Michael Robinson","RB","SEA",268,NA,90,34.295,34.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.295,34.295,-83.6328142010705,NA,NA,NA
"JOSHGORDON","Josh Gordon","WR","CLE",269,123.6,95,59.744818522414,NA,NA,NA,66.975,NA,61.3625,NA,55.75,NA,NA,22.825,NA,NA,79.3,NA,NA,34.7701388888889,59.744818522414,-83.6544031671965,22,21.1247551760961,6.05782574365244
"CHARLESSIMS","Charles Sims","RB","TB",270,179.5,91,33.858884848593,NA,46.4,23.675,14,NA,54.9,17.65,NA,NA,16.625,9.925,18.75,101.725,45.35,NA,15.4075,29.2601488095238,33.858884848593,-84.0689293524775,9.1,27.4433433827354,5.30859362646341
"DAVANTEADAMS","Davante Adams","WR","GB",271,176.3,96,59.1247829768432,NA,100.5,75.625,53.75,NA,67.0875,52.925,23.5,62.125,51.75,64.625,35.125,73.375,90.625,NA,31.825,59.3916958041958,59.1247829768432,-84.2744387127672,16.8,22.3209884736834,5.62447142119758
"TEDGINN","Ted Ginn","WR","ARI",272,NA,97,59.1020204542576,55.74,76.125,52.5,77.3,NA,61.0375,64.05,27.6,38.875,41.75,43.075,37,90.625,77.7,NA,39.725,60.4434956709957,59.1020204542576,-84.2972012353529,NA,19.0681865441838,5.84710477429946
"PAULRICHARDSON","Paul Richardson","WR","SEA",273,223,98,58.7813224954061,NA,79,61.375,NA,NA,70.1875,13.125,NA,65.875,63.875,44.125,79.875,NA,40.5,NA,36.225,57.0620454545455,58.7813224954061,-84.6178991942044,44,21.3330648176461,8.40358364159407
"JOSEPHFAURIA","Joseph Fauria","TE","DET",274,NA,56,33.3868030309616,20.395,62.875,33,NA,NA,32.9375,43.375,23.875,34,36.75,37.5,29.5,NA,NA,NA,39.225,37.0729356060606,33.3868030309616,-84.9681212454689,NA,11.1554052073831,4.30837916085101
"JASONAVANT","Jason Avant","WR","CAR",275,NA,99,57.9870860878497,39.895,87.5,44.75,57.125,NA,59.475,60.575,44.875,50.125,48.5,30.875,68.25,75.25,76.375,NA,61.875,59.189053030303,57.9870860878497,-85.4121356017608,NA,15.678707708612,5.18798408354061
"BENJAMINWATSON","Ben Watson","TE","NO",276,NA,57,32.8999159084388,27.715,NA,NA,NA,NA,36.525,43.5,46.375,26.625,20.375,26.75,26.625,55.125,NA,NA,26.55,33.5085,32.8999159084388,-85.4550083679916,NA,11.237582047655,4.32435933312881
"TONYGONZALEZ","Tony Gonzalez","TE","TBA",277,NA,58,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,32.5,-85.8549242764304,NA,NA,NA
"LARRYDONNELL","Larry Donnell","TE","NYG",278,NA,59,32.1566612316631,NA,NA,NA,NA,NA,12.475,69.875,NA,27.375,29.75,22.75,32,NA,NA,NA,55.8,35.6035714285714,32.1566612316631,-86.1982630447674,NA,19.9893289984813,6.02623085244221
"MATTASIATA","Matt Asiata","RB","MIN",279,NA,92,31.1239392695812,33.46,57.225,17.8,33,NA,36.385,53.35,NA,22.725,15.375,22.8,26.375,17.825,55.175,NA,45.6,33.1640384615385,31.1239392695812,-86.8038749314893,NA,14.9542646670028,5.04710832618534
"CHASECOFFMAN","Chase Coffman","TE","ATL",280,NA,60,30.84,30.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.84,30.84,-87.5149242764304,NA,NA,NA
