"name","player","pos","projections","risk","inflatedCost","team","overallRank","pick","positionRank","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_nf","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","cost_yahoo","costProjected_yahoo","costAvg_yahoo","costMax_yahoo","adp_yahoo","cost_espn","adp_espn","cost_fp","adp_fp","adp_ffc","adpSD_ffc","avgCost","bidUpTo","simulation"
"ROBERTHUGHES","Robert Hughes","RB",0.9525,2.61739512428707,1,NA,616,NA,180,NA,NA,NA,NA,NA,3.0675,NA,NA,NA,NA,NA,8.125,NA,NA,NA,NA,NA,2.798125,0.9525,-119.558022257984,NA,3.57619254585096,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"ROBERTMEACHEM","Robert Meachem","WR",46.9059940416091,6.0981584749793,1,"NO",271,NA,114,NA,69.375,39.625,NA,NA,40.875,55.25,NA,17.65,NA,6.575,29.75,77.875,55.75,59.26375,NA,NA,34.7509423076923,46.9059940416091,-95.8751749702275,NA,22.6116051236386,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"ROBERTTURBIN","Robert Turbin","RB",54.5383509553355,8.01219555735619,1,"SEA",244,186.6,70,36.245,64.225,74.5,39.9950975712716,NA,57.8825,68.125,39.6200975712716,37.9950975712716,57.3950975712716,29.2450975712716,57.0200975712716,88.75,72.875,-2.35490242872843,NA,25.8375,53.1153214285714,54.5383509553355,-65.972171302649,37.2,23.3274326586,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"ROBERTWOODS","Robert Woods","WR",97.15308289662,5.6610793265283,1,"BUF",165,166.6,68,71.34,93.375,96.875,85.1251213820913,NA,97.225,93.5,109.625121382091,95.9001213820913,98.9001213820913,94.6251213820913,97.1501213820913,97.125,137.825,98.5589213820913,NA,80.815,98.2840266666667,97.15308289662,-45.6280861152166,24.7,14.4483381483446,1,1,1,1,NA,0,170,2,257,NA,NA,1,1,0
"ROBGRONKOWSKI","Rob Gronkowski","TE",167.642677674225,5.20599497888714,20,"NE",73,35.3,3,170.12,185.25,187.875,160.768061903011,163,172.5625,228.35,137.893061903011,191.518061903011,167.768061903011,143.518061903011,176.518061903011,115.375,169.125,147.335561903011,NA,191.1,169.983305322129,167.642677674225,49.7027645611651,12.3,26.1723895067823,15.7,23,19.35,23,42.8,22.1,35.2,26,31,29.6,5.5,19.35,20,10.3746467638397
"ROBHOUSLER","Rob Housler","TE",51.1567509007079,7.80476915969981,1,"ARI",261,NA,43,102.14,66,31.5,-1.97094114108704,NA,NA,NA,-1.97094114108704,27.029058858913,30.279058858913,50.529058858913,30.904058858913,76.5,79,71.884058858913,NA,27.5,54.395,51.1567509007079,-66.7831622123524,NA,31.944626423939,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,4.34380542185368
"RODDYWHITE","Roddy White","WR",177.873786398043,4.49817187666892,27,"ATL",58,39.8,16,125.005,187.625,172.75,164.484761019322,NA,178.8875,187.5,186.359761019322,169.734761019322,173.359761019322,171.609761019322,173.984761019322,210.25,206.625,191.451011019322,NA,173.825,179.154880208333,177.873786398043,35.0926173862063,11.3,19.7774770499077,20.3,27,23.65,27,39.3,14.8,49.4,21,43,38.6,4.7,23.65,18,7.31188616407716
"RODNEYSMITH","Rodney Smith","WR",6.2375,NA,1,"MIN",527,NA,216,NA,NA,NA,NA,NA,12.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2375,6.2375,-136.543669011837,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"RODSTREATER","Rod Streater","WR",117.086121871039,5.83771798771214,1,"OAK",131,157.7,52,147.24,122.375,117.125,93.8251613148576,NA,108.2,143.1,85.3751613148576,128.150161314858,112.375161314858,89.4751613148576,129.500161314858,110.875,127.825,116.003811314858,NA,112.49,117.475816458333,117.086121871039,-25.6950471407974,23.6,17.8619099166234,1,1,1,1,NA,0,170,2,236,NA,NA,1,1,2.89037175789616
"RONNIEBROWN","Ronnie Brown","RB",24.1060552929277,4.98637463264497,1,"HOU",372,NA,101,-0.03,NA,NA,33.6,NA,33.6,8.4,NA,NA,5.5,21.725,1,5.25,48.5,NA,NA,14.9375,17.20625,24.1060552929277,-96.4044669650568,NA,16.5315410675909,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"RONNIEHILLMAN","Ronnie Hillman","RB",72.8726449127571,6.95718976723746,1,"DEN",201,166.1,57,88.44,109.35,68.45,47.5691611310946,NA,80.88,79.625,84.8691611310946,43.0691611310946,34.6191611310946,52.1441611310946,57.6191611310946,112.9,87.7,55.0949111310946,NA,77.425,72.4693833333333,72.8726449127571,-47.6378773452274,28.6,23.3716355654049,1,1,1,1,NA,0,170,2,214,NA,NA,1,1,1.09861228866811
"ROYFINCH","Roy Finch","RB",-2.4,2.0022522430875,1,"NEP",825,NA,249,NA,NA,NA,-3,NA,NA,-2.4,-3,-3,-3,-3,-3,NA,NA,-3,NA,NA,-2.4,-2.4,-122.910522257984,NA,0.212132034355964,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"ROYHELU","Roy Helu","RB",73.2332336825545,4.76908646941325,1,"WAS",200,173.6,56,36.305,86.4,65.225,77.0051198715173,NA,73.1125,91.125,59.6801198715173,52.8051198715173,66.5301198715173,64.4551198715173,74.7801198715173,82.875,89.5,71.8486198715173,NA,74.675,72.9891375,73.2332336825545,-47.27728857543,17.4,14.5245266881717,1,1,1,1,NA,1.1,147.5,2,235,NA,NA,1,1,0
"RUEBENRANDLE","Rueben Randle","WR",138.224651426713,6.69568057292847,5,"NYG",106,93,37,120.74,142.35,149.6,111.974859764641,0.6,135.175,127.35,125.974859764641,149.599859764641,151.474859764641,142.099859764641,115.099859764641,128.475,161.35,119.386109764641,NA,158.625,136.114723958333,138.224651426713,-4.55651758512329,16.2,37.2129138291152,1.2,7,4.1,7,112.4,1.3,134.6,7,123,98.6,9,4.1,1,8.52595469708481
"RUSSELLSHEPARD","Russell Shepard","WR",2.73668546156125,2.60509876951129,1,"TB",581,NA,226,NA,NA,NA,NA,NA,6.75,0.225,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,2.05625,2.73668546156125,-140.044483550275,NA,3.5089468980498,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"RUSSELLWILSON","Russell Wilson","QB",266.194357944523,5.19843521143773,7,"SEA",11,87.5,10,323.58,268.74,270,257.759839359713,NA,264.902,275.88,255.639839359713,263.139839359713,278.499839359713,240.959839359713,282.499839359713,261.56,279.58,269.759039359713,NA,246.84,268.76995,266.194357944523,20.5014475694366,17.5,19.0858358101312,2.1,8,5.05,8,99.6,6.6,73.5,9,93,103.6,13.5,5.05,1,7.614312146452
"RUSTYSMITH","Rusty Smith","QB",0,NA,1,"TEN",645,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"RYANBROYLES","Ryan Broyles","WR",30.4700258416498,5.87248192851453,1,"DET",339,NA,147,24.44,67.25,37.625,NA,NA,39.175,11.25,NA,29.375,31,21.75,22.25,2.625,73.125,NA,NA,NA,29.9794246031746,30.4700258416498,-112.311143170187,NA,21.3774372879445,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"RYANFITZPATRICK","Ryan Fitzpatrick","QB",164.773813040077,7.78541583270686,1,"HOU",77,177.6,29,208.7,176.64,127.32,143.785045000461,0.8,151.028,155.82,149.185045000461,178.225045000461,178.185045000461,129.965045000461,138.085045000461,228.94,151.32,144.192095000461,NA,176.42,166.444320833333,164.773813040077,-80.9190973350089,16.3,48.9971959370171,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,5.30330490805908
"RYANGRANT","Ryan Grant","WR",9.1125,2.80401133486964,1,"WAS",473,NA,196,NA,NA,NA,NA,NA,8.1625,NA,NA,16.375,5,5.125,11.875,NA,NA,NA,NA,13.0625,9.93333333333333,9.1125,-133.668669011837,NA,4.59674930430915,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"RYANGRIFFIN","Ryan Griffin","TE",35.2496510496386,4.59001375257926,1,"HOU",319,NA,56,NA,62.375,NA,44.375,NA,43.1375,25,22.875,22.75,32.25,37.375,38.25,NA,51.125,NA,NA,13,35.6829545454545,35.2496510496386,-82.6902620634216,NA,14.3639438707733,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"RYANLINDLEY","Ryan Lindley","QB",0,NA,1,"ARI",645,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"RYANMALLETT","Ryan Mallett","QB",0.90797237795453,2.36311055364338,1,"NE",619,NA,73,0.32,NA,NA,NA,NA,0.47,0.28,0.68,NA,1.2,5.88,NA,NA,NA,NA,NA,NA,1.10375,0.90797237795453,-244.784937997131,NA,2.18557467652484,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"RYANMATHEWS","Ryan Mathews","RB",174.07229703623,6.46321119756231,29,"SD",67,37.5,18,157.655,182.975,172.125,164.900239873135,0.4,171.825,165.9,158.575239873135,165.400239873135,173.900239873135,169.975239873135,184.025239873135,204.725,185.075,185.975889873135,NA,163.65,173.794020625,174.07229703623,53.561774778246,8.5,45.0413950423964,23.1,33,28.05,33,40.8,16.5,44.9,22,38,42.8,6,28.05,17,9.56043370454936
"RYANNASSIB","Ryan Nassib","QB",2.78370017131392,2.67232615766831,1,"NYG",579,NA,67,NA,NA,NA,NA,NA,NA,-3.32,NA,6.02,2.8,1.54,NA,NA,NA,NA,NA,NA,1.00571428571429,2.78370017131392,-242.909210203772,NA,3.87659644533707,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"RYANTANNEHILL","Ryan Tannehill","QB",219.738180822193,5.62896329019787,2,"MIA",30,133.6,19,198.59,235.98,237.96,203.341389474653,NA,224.718,204.64,207.461389474653,209.161389474653,229.961389474653,213.601389474653,217.561389474653,240.08,252.82,192.066689474653,NA,232.22,221.4108,219.738180822193,-25.9547295528926,22,17.7336934029617,1,1,1,1,133.5,2.7,130.8,5,159,NA,NA,1,1,2.19722457733622
"RYANTAYLOR","Ryan Taylor","TE",3.65078232004343,2.39296004394937,1,"GB",567,NA,109,NA,NA,NA,NA,NA,6.1875,2,NA,NA,NA,2.25,NA,NA,NA,NA,NA,NA,1.49107142857143,3.65078232004343,-114.289130793017,NA,2.34881397376066,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"RYANWHALEN","Ryan Whalen","WR",8.85036893287471,3.36617005483743,1,"CIN",480,NA,198,NA,NA,12.375,NA,NA,16.8125,NA,NA,NA,NA,NA,1.875,NA,NA,NA,NA,NA,6.2125,8.85036893287471,-133.930800078962,NA,7.67105286667569,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"RYANWILLIAMS","Ryan Williams","RB",9.95249361437696,3.18328425189423,1,"DAL",459,NA,132,NA,20.475,NA,9.7,NA,10.705,14,5.1,12.45,0.8,5.925,2.55,NA,NA,-1.2,NA,NA,8.0805,9.95249361437696,-110.558028643608,NA,6.67089676213859,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"SAMBRADFORD","Sam Bradford","QB",201.387800109106,20.1525726948473,1,"STL",44,NA,22,224.39,NA,NA,-7.785,NA,NA,NA,187.715,-7.785,-7.785,-7.785,-7.785,NA,NA,-7.785,NA,NA,72.7421428571429,201.387800109106,-44.3051102659798,NA,99.4716344505702,1.3,0,0.65,1.3,124.4,0,170,1,NA,NA,NA,0.65,1,9.3933283733133
"SAMMYWATKINS","Sammy Watkins","WR",146.537432268588,4.44764453237967,5,"BUF",95,100.4,33,NA,138.875,143.375,148.824979711914,NA,141.65,162.525,129.749979711914,138.624979711914,134.499979711914,140.749979711914,133.249979711914,171.375,163.475,126.341229711914,NA,152.04,145.319273809524,146.537432268588,3.75626325675159,15.6,13.4331738379455,1.8,7,4.4,7,104.8,6.7,86.1,8,97,85,7.9,4.4,1,4.80402104473326
"SANTANAMOSS","Santana Moss","WR",36.7482518006977,6.28540647198283,1,"WAS",309,NA,131,53.405,63.55,43.425,-1.95014242262967,1.8,45.0375,50.5,17.4248575773703,23.4248575773703,-1.95014242262967,22.9248575773703,1.17485757737033,54.05,45.3,-1.95014242262967,NA,13.0125,33.7713461538462,36.7482518006977,-106.032917211139,NA,23.635616961909,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"SANTONIOHOLMES","Santonio Holmes","WR",48.676234169091,7.2501094758385,1,"CHI",266,NA,112,76.655,NA,NA,83.669667274289,NA,54.65,23,-1.33033272571104,25.669667274289,43.169667274289,22.169667274289,19.669667274289,63.625,75.25,-1.33033272571104,NA,29.275,47.2595454545455,48.676234169091,-94.1049348427456,NA,28.9113331894347,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"SCOTTCHANDLER","Scott Chandler","TE",74.1167238148576,4.68682782517833,1,"BUF",199,NA,26,70.965,85.5,91.125,63.8751613148576,NA,80.5125,98.625,73.7501613148576,57.0001613148576,55.8751613148576,51.5001613148576,49.3751613148576,76.875,76.125,82.3064113148576,NA,84.8,73.958296875,74.1167238148576,-43.8231892982027,NA,14.8933954966337,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0.693147180559945
"SCOTTTOLZIEN","Scott Tolzien","QB",0,2.18973667351091,1,"GB",645,NA,76,2.57,NA,NA,NA,NA,NA,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.678,0,-245.692910375086,NA,1.23743686707646,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"SEANMCGRATH","Sean McGrath","TE",0,3.71223954815618,1,"KC",645,NA,133,NA,NA,NA,NA,NA,20.275,NA,NA,6.75,NA,NA,NA,NA,NA,NA,NA,NA,5.405,0,-117.93991311306,NA,9.56361921554806,1,0,0,0,NA,1,NA,1,NA,NA,NA,0,1,0
"SEANRENFREE","Sean Renfree","QB",0,NA,1,"ATL",645,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"SENECAWALLACE","Seneca Wallace","QB",0,NA,1,NA,645,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"SENORISEPERRY","Senorise Perry","RB",0,NA,1,"CHI",645,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"SEYIAJIROTUTU","Seyi Ajirotutu","WR",7.2500022848805,4.31594248421926,1,"SD",509,NA,207,NA,NA,NA,NA,NA,15.3,0.25,NA,6.875,NA,7.625,1.875,35.125,NA,NA,NA,NA,8.38125,7.2500022848805,-135.531166726956,NA,12.8651175665052,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"SHANEVEREEN","Shane Vereen","RB",157.9998827854,4.96095326425165,14,"NE",83,53.2,25,194.305,201.45,174.25,160.961997699142,NA,175.53,121.375,147.111997699142,127.561997699142,145.486997699142,157.161997699142,175.361997699142,162.775,181.4,127.381497699142,NA,152.8,160.727739583333,157.9998827854,37.4893605274156,11.9,24.0310065798772,4.4,22,13.2,22,89.4,8.1,70.6,13,61,44.9,6.8,13.2,4,8.18395571730495
"SHAQEVANS","Shaq Evans","WR",0,NA,1,"NYJ",645,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-142.781169011837,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"SHAUNCHAPAS","Shaun Chapas","RB",0,NA,1,"DET",645,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"SHAUNDRAUGHN","Shaun Draughn","RB",36.7066214971205,5.67666050111449,1,"CHI",311,NA,89,21.325,21.175,48.375,46.9572932354389,NA,30.995,32.225,27.1322932354389,18.1822932354389,3.55729323543892,19.4322932354389,46.8072932354389,71.4,61.975,-2.56770676456108,NA,30.325,34.7480357142857,36.7066214971205,-83.803900760864,NA,20.3065395317412,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"SHAUNHILL","Shaun Hill","QB",171.981907990347,8.068826731133,1,"STL",69,178.4,28,NA,181.66,166.2,128.620054223896,NA,155.182,168.26,-5.99994577610391,179.220054223896,176.600054223896,189.960054223896,205.000054223896,200.58,142.26,146.598554223896,NA,177.6,159.09880952381,171.981907990347,-73.7110023847392,16.4,51.9623109005576,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,6.1463292576689
"SHONNGREENE","Shonn Greene","RB",97.3214625003638,6.88969778140244,1,"TEN",164,130.1,45,136.46,119.7,86.775,82.45,NA,96.1325,70.625,85.35,64.175,79.05,71,109.675,151.9,111.175,97.85725,NA,118.1375,97.7640364583333,97.3214625003638,-23.1890597576207,26.5,25.4619279093573,1,1,1,1,NA,1.4,129.1,4,169,NA,NA,1,1,4.20469261939097
"SIDNEYRICE","Sidney Rice","WR",-3.36,14.8885743445172,1,"SEA",828,NA,295,196.565,NA,NA,-3.36,NA,NA,NA,-3.36,-3.36,-3.36,-3.36,-3.36,NA,NA,-3.36,NA,NA,31.9208333333333,-3.36,-146.141169011837,NA,70.6841616143602,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,5.59098698051086
"SILASREDD","Silas Redd","RB",5.5,NA,1,"WAS",539,NA,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,5.5,5.5,-115.010522257984,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"SKYEDAWSON","Skye Dawson","WR",0,NA,1,"TB",645,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-142.781169011837,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"SPENCERWARE","Spencer Ware","RB",3.29746451159169,2.25743656513259,1,"SEA",572,NA,172,NA,NA,1,NA,NA,0.75,3.5,NA,NA,3.825,2.35,4.75,NA,NA,NA,NA,NA,2.69583333333333,3.29746451159169,-117.213057746393,NA,1.60767041605755,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"STANLEYHAVILI","Stanley Havili","RB",9.27499715738549,3.26845746817066,1,"IND",469,NA,136,20.13,17.9,5.525,NA,NA,11.7125,21.125,NA,9.2,1.75,6.125,1.875,NA,NA,NA,NA,10.3,10.50825,9.27499715738549,-111.235525100599,NA,7.13668749510428,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"STEDMANBAILEY","Stedman Bailey","WR",47.2802177529117,5.88758998371977,1,"STL",270,NA,113,NA,NA,50.25,NA,NA,41,70.175,NA,35.35,93.25,54,45.75,22.75,NA,NA,NA,31.61,49.4565277777778,47.2802177529117,-95.5009512589249,NA,21.4600594127789,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"STEPFANTAYLOR","Stepfan Taylor","RB",58.7376344645887,4.4594630315697,1,"ARI",232,179.5,65,NA,64.825,63.5,38.8498892583776,NA,55.5175,15.875,56.2498892583776,33.2498892583776,80.7498892583776,59.0748892583776,66.1248892583776,101.825,74.45,42.4333892583776,NA,33.8125,56.2884642857143,58.7376344645887,-61.7728877933958,9.2,22.182584797258,1,1,1,1,NA,0,170,1,243,NA,NA,1,1,0
"STEPHENBURTON","Stephen Burton","WR",0,NA,1,NA,645,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-142.781169011837,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"STEPHENHILL","Stephen Hill","WR",50.3624428944784,3.33912064027771,1,"NYJ",264,178.5,111,19.28,63.625,48.25,NA,NA,44.8625,30.375,56.5,52.25,74.25,69.875,41.625,28.875,76.875,NA,NA,27.25,45.0725162337662,50.3624428944784,-92.4187261173582,2.5,18.953063174218,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"STEPHENHOUSTON","Stephen Houston","RB",0.3,NA,1,"PIT",635,NA,189,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,-120.210522257984,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"STEPHENWILLIAMS","Stephen Williams","WR",8.045,2.49326750138605,1,"JAC",494,NA,202,8.045,NA,NA,-0.15,NA,NA,NA,-0.15,-0.15,-0.15,-0.15,-0.15,NA,NA,-0.15,NA,NA,8.045,8.045,-134.736169011837,NA,2.89737003591188,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"STEVANRIDLEY","Stevan Ridley","RB",140.023225718478,5.12435603802953,8,"NE",101,77.9,29,160.75,169.475,125.8,158.7,NA,148.0075,130.6,135.425,132.5,124.5,121.675,127.625,155.575,129.5,98.937,NA,132.9,137.884177083333,140.023225718478,19.5127034604938,17.4,18.4102851460678,2.1,12,7.05,12,100.4,7,80.7,10,87,76.6,9.2,7.05,1,5.78996017089725
"STEVEJOHNSON","Steve Johnson","WR",82.8359564398969,5.4583490646364,1,"SF",186,170.1,77,106.82,96.875,58.25,94.7502064826682,NA,79.4375,77.175,69.7502064826682,75.3752064826682,85.8752064826682,79.0752064826682,83.7502064826682,92.5,95.1,85.7646064826682,NA,38.95,83.2515904166667,82.8359564398969,-59.9452125719397,21.3,16.810429978182,1,1,1,1,NA,1.3,147,0,208,NA,NA,1,1,0
"STEVENJACKSON","Steven Jackson","RB",132.17689273771,6.46903483391295,6,"ATL",111,77.8,33,134.335,152.7,108.575,151.325167353494,NA,134.1725,81.75,121.625167353494,110.625167353494,125.375167353494,137.950167353494,123.750167353494,161.225,152.675,147.857917353494,NA,155.45,134.203848958333,132.17689273771,11.6663704797254,25.8,21.8037583120555,2.5,8,5.25,8,108.8,8.3,74.3,13,91,78.9,7.9,5.25,1,6.16541785423142
"STEVESMITH","Steve Smith","WR",118.01984321882,4.76252483810322,1,"BAL",130,147.6,51,112.75,106.375,114.25,112.582465252365,NA,112.0625,109.875,112.957465252365,111.207465252365,119.582465252365,112.082465252365,128.082465252365,141.125,131.875,137.072465252365,NA,107.45,119.154864583333,118.01984321882,-24.7613257930171,19.9,11.085514279273,1,1,1,1,NA,0.95,142.65,3,149,126.9,13.9,1,1,0
"STORMJOHNSON","Storm Johnson","RB",19.782006375656,5.38503755608673,1,"JAC",399,176.3,112,NA,35.9,11.075,16.5,NA,21.89,6.025,NA,11.55,19.625,27.7,NA,NA,NA,NA,NA,13.4275,18.1347222222222,19.782006375656,-100.728515882329,26.3,9.27409663540217,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"TAJHBOYD","Tajh Boyd","QB",0,NA,1,"NYJ",645,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-245.692910375086,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"TANDONDOSS","Tandon Doss","WR",9.1925943736718,3.97667657138248,1,"JAX",472,NA,195,17.38,NA,NA,-2.385,NA,13.6,6.375,-2.385,7.615,-2.385,6.615,1.99,NA,33.125,-2.385,NA,NA,10.760625,9.1925943736718,-133.588574638165,NA,11.0097582749453,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"TARVARISJACKSON","Tarvaris Jackson","QB",4.72991627140786,3.15942264053715,1,"SEA",551,NA,64,NA,NA,NA,NA,NA,3.58,17.48,NA,6.64,1.4,2.48,NA,NA,NA,NA,NA,NA,5.26333333333333,4.72991627140786,-240.962994103678,NA,6.54040365726765,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"TASHARDCHOICE","Tashard Choice","RB",0,NA,1,NA,645,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-120.510522257984,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"TAURENPOOLE","Tauren Poole","RB",0.575,2.19458540878048,1,"PIT",624,NA,183,NA,NA,NA,-3,NA,NA,0.575,-3,-3,-3,-3,-3,NA,NA,-3,NA,NA,0.575,0.575,-119.935522257984,NA,1.26395337137095,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"TAVARRESKING","Tavarres King","WR",16.15,3.92985480144841,1,"CAR",419,NA,175,NA,NA,NA,NA,NA,26.55,2.65,NA,31.75,10,19.125,13.75,NA,NA,NA,NA,NA,17.3041666666667,16.15,-126.631169011837,NA,10.7537018819877,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"TAVONAUSTIN","Tavon Austin","WR",114.882866463391,7.34478417085729,1,"STL",136,139.2,55,41.68,97.775,74.65,102.500101433043,5.4,110.8375,87.6,136.050101433043,122.650101433043,98.1501014330431,126.300101433043,125.025101433043,136.4,151.825,99.7564514330432,NA,106.5,112.586535625,114.882866463391,-27.8983025484456,21.7,36.9045418115601,1,1,1,1,NA,1.5,136.8,6,145,122.9,15.6,1,1,7.43543801981455
"TAYLORTHOMPSON","Taylor Thompson","TE",12.0562538047452,4.63466144712804,1,"TEN",443,NA,80,NA,NA,NA,NA,NA,8.4875,3.125,NA,4.5,41.375,22.5,21.625,NA,NA,NA,NA,NA,14.5160714285714,12.0562538047452,-105.883659308315,NA,14.6081107964605,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"TAYLORYATES","Taylor Yates","QB",0.54,NA,1,"ATL",626,NA,74,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.54,-245.152910375086,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"TEDBOLSER","Ted Bolser","TE",1.5,NA,1,"WAS",607,NA,123,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,-116.43991311306,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"TEDDYBRIDGEWATER","Teddy Bridgewater","QB",104.302083933122,9.11136147437085,1,"MIN",153,189.1,33,NA,205.98,95.38,64.7891678465983,NA,115.336,110.5,58.5491678465983,105.009167846598,149.049167846598,43.7491678465983,129.949167846598,NA,126.9,59.1459678465983,NA,94.76,98.8909485714286,104.302083933122,-141.390826441964,30.8,43.9696985053713,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,1.38629436111989
