"name","player","pos","team","points","vor","simulation","sdPick","sdPts","risk","avgCost","inflatedCost","bidUpTo","bidUpToSim"
"JEREMYMACLIN","Jeremy Maclin","WR","PHI",159.73206127065,12.6029336122621,2.30258509299405,9.80325,41.1151786651434,5.87506631851213,9.85,10,1,4
"JEREMYROSS","Jeremy Ross","WR","DET",35.7875,-111.341627658388,0,NA,18.0149301506648,4.20820279577113,1,1,1,1
"JEREMYSHOCKEY","Jeremy Shockey","TE","FA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"JERICKMCKINNON","Jerick McKinnon","RB","MIN",65.4754032003053,-58.63907201376,0,28.35105,22.6868950791714,4.68525048150149,1,1,1,1
"JERMAINEGRESHAM","Jermaine Gresham","TE","CIN",65.9809497855809,-54.615038698935,0,39.4,11.9995030279036,4.89481690548939,1,1,1,1
"JERMAINEKEARSE","Jermaine Kearse","WR","SEA",86.8025868690877,-60.3265407893002,0,32.9,8.87689920993436,3.83822444720163,1,1,1,1
"JERMICHAELFINLEY","Jermichael Finley","TE","GB",59.9375,-60.6584884845159,0,45.5,12.4627570184129,5.32504559461994,0.6,1,1,1
"JEROMECUNNINGHAM","Jerome Cunningham","TE","NYG",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"JEROMEFELTON","Jerome Felton","RB","MIN",7.358125,-116.756350214065,0,NA,5.38135109273994,2.45277349181513,1,1,1,1
"JEROMESIMPSON","Jerome Simpson","WR","MIN",74.15625,-72.9728776583879,0,49,5.13413819447821,4.24897378210834,1,1,1,1
"JERONHAMM","Je'Ron Hamm","TE","WAS",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"JERONMASTRUD","Jeron Mastrud","TE","CHI",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"JERRELJERNIGAN","Jerrel Jernigan","WR","NYG",44.0125,-103.116627658388,0,NA,43.0230824674383,9.09664788468128,1,1,1,1
"JERRICHOCOTCHERY","Jerricho Cotchery","WR","CAR",101.658604321093,-45.4705233372951,0,24.6,6.12089998829149,3.16852510819299,1,1,1,1
"JERRODJOHNSON","Jerrod Johnson","QB","CHI",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"JIMDRAY","Jim Dray","TE","CLE",30.4875,-90.1084884845159,0,18.5,4.40173971288626,2.83694973574106,1,1,1,1
"JIMMYCLAUSEN","Jimmy Clausen","QB","CHI",13.875002507716,-127.872598685762,0,NA,7.34047300928217,3.53241355060165,1,1,1,1
"JIMMYGAROPPOLO","Jimmy Garoppolo","QB","NE",1.652,-140.095601193478,0,NA,2.33628080504035,2.74029843834937,1,1,1,1
"JIMMYGRAHAM","Jimmy Graham","TE","NO",227.949913130912,107.353924646396,0.693147180559945,3.66195,7.90546685844676,2.24020078359346,55.85,70,53,41
"JIMMYKLEINSASSER","Jimmy Kleinsasser","TE","FA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"JIMSORGI","Jim Sorgi","QB","FA",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"JOEBANYARD","Joe Banyard","RB","MIN",1.375,-122.739475214065,NA,NA,NA,NA,1,1,1,1
"JOEFLACCO","Joe Flacco","QB","BAL",114.490750731461,-27.2568504620163,0,14.40325,8.2127233607373,3.59249298908084,1.1,2,1,1
"JOELDREESSEN","Joel Dreessen","TE","DEN",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"JOEMCKNIGHT","Joe McKnight","RB","KC",16.6875,-107.426975214065,0,NA,5.10884649407281,2.41899509233832,1,1,1,1
"JOEMORGAN","Joe Morgan","WR","NO",42.125,-105.004127658388,0,NA,6.18718433538229,1.89618528999103,1,1,1,1
"JOEWEBB","Joe Webb","QB","CAR",2,-139.747601193478,NA,NA,NA,NA,1,1,1,1
"JOHNBECK","John Beck","QB","FA",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"JOHNBROWN","John Brown","WR","ARZ",109.65375,-37.4753776583879,0,27.8,26.9368052114574,5.35735634181454,1,1,1,1
"JOHNCARLSON","John Carlson","TE","ARZ",54.21875,-66.3772384845159,0,34,7.97660642127967,4.16304697508962,1,1,1,1
"JOHNGILMORE","John Gilmore","TE","FA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"JOHNKASAY","John Kasay","K","FA",0,NA,NA,NA,NA,NA,1,1,1,1
"JOHNKUHN","John Kuhn","RB","GB",24.878125,-99.2363502140653,0,NA,13.3632327519704,3.44217032614704,1,1,1,1
"JOHNNYMANZIEL","Johnny Manziel","QB","CLE",93.7233991364068,-48.024202057071,2.07944154167984,30.82715,52.6671072650347,7.57009394498804,1.25,2,1,1
"JOHNPHILLIPS","John Phillips","TE","SD",5.928125,-114.667863484516,0,27,4.74273018243009,3.40686996692995,1,1,1,1
"JOHNPOTTER","John Potter","K","MIA",0,NA,NA,NA,NA,NA,1,1,1,1
"JOIQUEBELL","Joique Bell","RB","DET",165.46875,41.3542747859347,0.693147180559945,10.3152,21.0896993024241,3.74544874353292,13.9,16,5,1
"JONASGRAY","Jonas Gray","RB","NE",53.65,-70.4644752140653,NA,NA,NA,NA,1,1,1,1
"JONATHANDWYER","Jonathan Dwyer","RB","ARZ",51.004304473398,-73.1101707406673,0,28.5,33.7925349251379,5.38049603203368,1,1,1,1
"JONATHANGRIMES","Jonathan Grimes","RB","HOU",66.3125,-57.8019752140653,0,34.3,41.2584233823834,6.11360394262086,1,1,1,1
"JONATHANSTEWART","Jonathan Stewart","RB","CAR",85.3374946332122,-38.7769805808531,0,29.9,17.4560101875161,4.43326275685528,1,1,1,1
"JONKITNA","Jon Kitna","QB","DAL",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"JORDANCAMERON","Jordan Cameron","TE","CLE",135.03355065853,14.4375621740139,1.94591014905531,12.43585,41.6725397944098,6.07409583883607,12.65,13,1,1
"JORDANGAY","Jordan Gay","K","BUF",NA,NA,NA,NA,NA,NA,1,1,1,1
"JORDANLYNCH","Jordan Lynch","QB","CHI",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"JORDANLYNCH","Jordan Lynch","RB","CHI",0,-124.114475214065,NA,NA,NA,NA,1,1,1,1
"JORDANMATTHEWS","Jordan Matthews","WR","PHI",122.456253539408,-24.6728741189804,0,21.2,25.3844153304083,4.88729076829678,1,1,1,1
"JORDANNAJVAR","Jordan Najvar","TE","DAL",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"JORDANPALMER","Jordan Palmer","QB","BUF",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"JORDANREED","Jordan Reed","TE","WAS",125.399829675531,4.80384119101466,1.38629436111989,15.8891,29.3094934492222,5.091355279318,4.25,5,1,1
"JORDANRODGERS","Jordan Rodgers","QB","MIA",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"JORDANTHOMPSON","Jordan Thompson","TE","DET",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"JORDANTODMAN","Jordan Todman","RB","JAC",54.89,-69.2244752140653,0,41,22.8447455665411,5.28471366735718,1,1,1,1
"JORDYNELSON","Jordy Nelson","WR","GB",223.966070944963,76.8369432865753,2.77258872223978,6.01195,19.7404552358011,3.60309751901297,37.25,47,39,29
"JORVORSKIELANE","Jorvorskie Lane","RB","TB",8.455625,-115.658850214065,0,NA,6.39214214876359,2.57806643822763,1,1,1,1
"JOSEPHFAURIA","Joseph Fauria","TE","DET",42.0095710857595,-78.5864173987564,0,43.5,26.3238089315864,6.54506449679169,1,1,1,1
"JOSEPHMORGAN","Joseph Morgan","WR","NO",2.325,-144.804127658388,0,7.5,3.28804653251745,2.06686146930281,1,1,1,1
"JOSEPHRANDLE","Joseph Randle","RB","DAL",30.8875,-93.2269752140653,0,66.6,7.91730699164811,5.5529893519461,1,1,1,1
"JOSHBROWN","Josh Brown","K","NYG",0,NA,NA,45.9,NA,6.42076939417941,1,1,1,1
"JOSHFREEMAN","Josh Freeman","QB","MIN",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"JOSHGORDON","Josh Gordon","WR","CLE",69.155,-77.9741276583879,NA,50.98585,NA,6.99917356685259,1,2,1,1
"JOSHHILL","Josh Hill","TE","NO",22.7606079475954,-97.8353805369205,0,5.5,17.506657959664,3.28884322856668,1,1,1,1
"JOSHHUFF","Josh Huff","WR","PHI",33.23125,-113.897877658388,0,94,13.8050488952412,7.26694009377776,1,1,1,1
"JOSHJOHNSON","Josh Johnson","QB","SF",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"JOSHMCCOWN","Josh McCown","QB","TB",115.778230728753,-25.9693704647245,0,33.1,23.9654209782901,5.3620489824911,1.05,2,1,1
"JOSHMORGAN","Josh Morgan","WR","CHI",37.45,-109.679127658388,0,29.5,28.5317586208772,5.59523891447627,1,1,1,1
"JOSHSCOBEE","Josh Scobee","K","JAC",0,NA,NA,8.8,NA,1.99499318208552,1,1,1,1
"JOSHVAUGHAN","Josh Vaughan","RB","ATL",0,-124.114475214065,NA,NA,NA,NA,1,1,1,1
"JPFOSCHI","J.P. Foschi","TE","FA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"JPLOSMAN","J.P. Losman","QB","FA",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"JTOSULLIVAN","J.T. O'Sullivan","QB","FA",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"JULIANEDELMAN","Julian Edelman","WR","NE",171.329590177453,24.200462519065,0,10.10325,2.7056006726788,2.13549820639003,8.1,10,9,1
"JULIOJONES","Julio Jones","WR","ATL",228.85875,81.729622341612,1.38629436111989,7.60325,6.39832058043359,2.37583050398187,40,50,39,22
"JULIUSTHOMAS","Julius Thomas","TE","DEN",184.35,63.7540115154841,1.38629436111989,8.8565,8.57154631615557,2.6329481114397,28.1,35,17,20
"JUNIORHEMINGWAY","Junior Hemingway","WR","KC",51.2939530331952,-95.8351746251928,0,21,29.8327656486957,5.31241266436486,1,1,1,1
"JUSTINBROWN","Justin Brown","WR","PIT",43.875,-103.254127658388,0,40.5,25.0103103739238,5.78162901401474,1,1,1,1
"JUSTINFORSETT","Justin Forsett","RB","BAL",48.6625,-75.4519752140653,1.6094379124341,50.72715,83.1544196059356,9.47603557935184,1,1,1,1
"JUSTINHUNTER","Justin Hunter","WR","TEN",128.662673738175,-18.4664539202125,0,29.6,15.6747408272035,4.34345550211287,3.6,4,1,1
"JUSTINJONES","Justin Jones","TE","KC",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"JUSTINMEDLOCK","Justin Medlock","K","FA",0,NA,NA,NA,NA,NA,1,1,1,1
"JUSTINPEELLE","Justin Peelle","TE","FA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"JUSTINPERILLO","Justin Perillo","TE","GB",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"JUSTINSNOW","Justin Snow","TE","FA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"JUSTINTUCKER","Justin Tucker","K","BAL",0,NA,NA,67.3326,NA,8.9775319613849,0.6,1,1,1
"JUWANTHOMPSON","Juwan Thompson","RB","DEN",4.95,-119.164475214065,0,30,20.3698881624323,4.6185200094273,1,1,1,1
"KADEEMCAREY","Ka'Deem Carey","RB","CHI",38.2854500609889,-85.8290251530764,0,52,18.6878469867452,5.53988654994462,1,1,1,1
"KADEEMJONES","Kadeem Jones","RB","STL",0,-124.114475214065,NA,NA,NA,NA,1,1,1,1
"KAIFORBATH","Kai Forbath","K","WAS",0,NA,NA,47.8,NA,6.64742639695511,1,1,1,1
"KAMARAIKEN","Kamar Aiken","WR","BAL",20.0875,-127.041627658388,0,NA,15.5033161775151,3.71724741303191,1,1,1,1
"KANSASCITYCHIEFS","Kansas City Chiefs","DST","KC",0,NA,NA,24.7,NA,3.10510240962275,0.6,1,1,1
"KAPRIBIBBS","Kapri Bibbs","RB","DEN",0,-124.114475214065,NA,NA,NA,NA,1,1,1,1
"KASEYREDFERN","Kasey Redfern","K","JAC",0,NA,NA,NA,NA,NA,1,1,1,1
"KEENANALLEN","Keenan Allen","WR","SD",175.299878180117,28.1707505217288,0,8.0739,26.2381987361302,4.33762226894314,34.8,40,13,4
"KEITHPRICE","Keith Price","QB","SEA",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"KEITHWENNING","Keith Wenning","QB","BAL",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"KELLENCLEMENS","Kellen Clemens","QB","SD",0.367,-141.380601193478,0,NA,0.519016377390926,2.45264309711778,1,1,1,1
"KELLENDAVIS","Kellen Davis","TE","DET",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"KELLENMOORE","Kellen Moore","QB","DET",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"KELLENWINSLOW","Kellen Winslow","TE","NYJ",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"KELVINBENJAMIN","Kelvin Benjamin","WR","CAR",150.40625,3.27712234161206,2.19722457733622,14.4413,32.5780944744062,5.26438538909184,3.8,4,1,1
"KENBRELLTHOMPKINS","Kenbrell Thompkins","WR","NE",90.4725,-56.6566276583879,0,31.8,46.945378011756,7.50586791959084,1,1,1,1
"KENDALLWRIGHT","Kendall Wright","WR","TEN",160.85030938267,13.721181724282,0,13.8,10.3018202275132,3.05623649728076,7,8,1,1
"KENJONBARNER","Kenjon Barner","RB","PHI",0,-124.114475214065,NA,NA,NA,NA,1,1,1,1
"KENNYBRITT","Kenny Britt","WR","STL",105.8125,-41.3166276583879,0,39.3,9.65100113546085,4.22257581267473,1,1,1,1
"KENNYSTILLS","Kenny Stills","WR","NO",103.3875,-43.7416276583879,0,21,5.7423273083887,2.95788475877106,1,1,1,1
"KESHAWNMARTIN","Keshawn Martin","WR","HOU",32.959375,-114.169752658388,0,2.5,18.6588911447063,3.32799581624628,1,1,1,1
"KEVINBROCK","Kevin Brock","TE","CIN",1.5875,-119.008488484516,NA,NA,NA,NA,1,1,1,1
"KEVINGOESSLING","Kevin Goessling","K","OAK",NA,NA,NA,NA,NA,NA,1,1,1,1
"KEVINGREENE","Kevin Greene","TE","CIN",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"KEVINKOLB","Kevin Kolb","QB","BUF",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"KEVINMCDERMOTT","Kevin McDermott","TE","BAL",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"KEVINNORWOOD","Kevin Norwood","WR","SEA",24.315625,-122.813502658388,0,NA,17.3526850107796,4.07875104896793,1,1,1,1
"KEVINOGLETREE","Kevin Ogletree","WR","DET",41.4,-105.729127658388,0,58.5,30.627928431417,7.19887722054593,1,1,1,1
"KEVINPERRY","Kevin Perry","TE","WAS",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"KEVINSMITH","Kevin Smith","RB","DET",0,-124.114475214065,NA,NA,NA,NA,1,1,1,1
"KHIRYROBINSON","Khiry Robinson","RB","NO",77.5687918795031,-46.5456833345622,0,24.4,22.2775905713941,4.47568918573502,1.25,2,1,1
"KIRKCOUSINS","Kirk Cousins","QB","WAS",23.4949851425859,-118.252616050892,0,170.1,11.6509498897443,8.21826952706607,1,1,1,1
"KNILEDAVIS","Knile Davis","RB","KC",89.021875,-35.0926002140653,0,17.7326,13.0993732952827,3.59601790362352,1,1,1,1
"KNOWSHONMORENO","Knowshon Moreno","RB","MIA",123.471997339438,-0.642477874626806,1.79175946922805,6.6717,57.9914110019751,5.86267488847208,2.55,3,1,1
"KORYFAULKNER","Kory Faulkner","QB","SF",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"KORYSHEETS","Kory Sheets","RB","OAK",0,-124.114475214065,NA,NA,NA,NA,1,1,1,1
"KRISBROWN","Kris Brown","K","FA",0,NA,NA,NA,NA,NA,1,1,1,1
"KRISDURHAM","Kris Durham","WR","TEN",32.375,-114.754127658388,NA,NA,NA,NA,1,1,1,1
"KRISWILSON","Kris Wilson","TE","FA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"KYLEAUFFRAY","Kyle Auffray","TE","OAK",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"KYLEBOLLER","Kyle Boller","QB","FA",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"KYLEJUSZCZYK","Kyle Juszczyk","RB","BAL",22.2125,-101.901975214065,0,NA,13.3551800187543,3.44117214688408,1,1,1,1
"KYLEORTON","Kyle Orton","QB","BUF",44.6241208353473,-97.1234803581305,0,162.5,39.2632723504634,10.1911366292018,1,1,1,1
"KYLERUDOLPH","Kyle Rudolph","TE","MIN",118.312493611875,-2.2834948726406,0.693147180559945,23.4,32.6952372933225,5.89454802248701,5.55,6,1,3
"LACHESEASTRUNK","Lache Seastrunk","RB","CAR",0,-124.114475214065,NA,92.8,NA,10.7816896628563,1,1,1,1
"LADARIUSGREEN","Ladarius Green","TE","SD",99.34375,-21.2522384845159,1.09861228866811,18.9,40.3699577604849,6.35580591250226,1.55,2,1,1
"LAMARMILLER","Lamar Miller","RB","MIA",137.819005115545,13.7045299014798,0.693147180559945,14.5739,38.8265232315488,5.04327159840551,12.65,13,1,1
"LAMICHAELJAMES","LaMichael James","RB","SF",7.475,-116.639475214065,0,87,21.608259416251,7.35254797646264,1,1,1,1
"LANCEDUNBAR","Lance Dunbar","RB","DAL",69.8018564253467,-54.3126187887185,0,21.5,21.5372043895364,4.29460700166218,1,1,1,1
"LANCEKENDRICKS","Lance Kendricks","TE","STL",60.1505337298258,-60.4454547546901,0,NA,31.809952419277,7.30917847589498,1,1,1,1
"LANCEMOORE","Lance Moore","WR","PIT",90.2374131309123,-56.8917145274756,0,37.3,23.2173729403221,5.45204616247017,1,1,1,1
"LANDRYJONES","Landry Jones","QB","PIT",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"LARODSTEPHENSHOWLING","LaRod Stephens-Howling","RB","PIT",0,-124.114475214065,NA,NA,NA,NA,1,1,1,1
"LARONBYRD","LaRon Byrd","WR","CLE",9.625,-137.504127658388,NA,NA,NA,NA,1,1,1,1
"LARRYDONNELL","Larry Donnell","TE","NYG",65.4067970270999,-55.189191457416,1.09861228866811,61.5,55.8241971691787,10.5471913733782,1,1,1,2
"LARRYFITZGERALD","Larry Fitzgerald","WR","ARZ",178.147768723607,31.0186410652196,1.09861228866811,6.7326,20.6009341920053,3.72195748455889,23.7,27,13,1
"LATAVIUSMURRAY","Latavius Murray","RB","OAK",45.019375,-79.0951002140653,0,37.1,26.3142555134886,5.31793214307838,1,1,1,1
"LAWRENCETYNES","Lawrence Tynes","K","FA",0,NA,NA,NA,NA,NA,1,1,1,1
"LEESMITH","Lee Smith","TE","BUF",16.478125,-104.117863484516,0,NA,8.40600913533487,2.76272586336298,1,1,1,1
"LEGARRETTEBLOUNT","LeGarrette Blount","RB","PIT",76.9344818726331,-47.1799933414322,0,24.5,33.8829224668687,5.19962249001207,1,1,1,1
"LEONARDHANKERSON","Leonard Hankerson","WR","WAS",46.25,-100.879127658388,NA,NA,NA,NA,1,1,1,1
"LEONWASHINGTON","Leon Washington","RB","TEN",16.5375,-107.576975214065,0,NA,11.9500784516253,3.26700230801851,1,1,1,1
"LESEANMCCOY","LeSean McCoy","RB","PHI",242.898133908242,118.783658694177,2.56494935746154,1.56195,44.2887842037914,4.77520716244657,61.5,77,61,54
"LEVEONBELL","Le'Veon Bell","RB","PIT",203.31866608964,79.2041908755746,0.693147180559945,4.27065,22.3357092175288,3.54088333510317,36.75,46,27,13
"LEVINETOILOLO","Levine Toilolo","TE","ATL",64.9874286597404,-55.6085598247755,0,46.7,36.8403954862503,7.76863047028645,1,1,1,1
"LOGANKILGORE","Logan Kilgore","QB","NO",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"LOGANPAULSEN","Logan Paulsen","TE","WAS",23.3567731216851,-97.2392153628308,0,NA,18.270104152116,4.67892605301557,1,1,1,1
"LOGANTHOMAS","Logan Thomas","QB","ARZ",1.66,-140.087601193478,0,NA,2.34759451353934,2.74208928872279,1,1,1,1
"LORENZOTALIAFERRO","Lorenzo Taliaferro","RB","BAL",38.525,-85.5894752140653,0,91.5,28.0794742650214,7.96340378154816,1,1,1,1
"LOUISMURPHY","Louis Murphy","WR","TB",46.3887619397751,-100.740365718613,0,70,32.9991761260793,7.9853185588505,1,1,1,1
"LUKEMCCOWN","Luke McCown","QB","NO",0.038,-141.709601193478,0,NA,0.0537401153701776,2.37899437551063,1,1,1,1
"LUKESTOCKER","Luke Stocker","TE","TB",2.875,-117.720988484516,0,NA,5.63517598068892,2.224463508084,1,1,1,1
"LUKEWILLSON","Luke Willson","TE","SEA",50.5104772468174,-70.0855112376985,0,56,27.1839135565503,7.41801798898158,1,1,1,1
"MAIKONBONANI","Maikon Bonani","K","TEN",0,NA,NA,NA,NA,NA,1,1,1,1
"MALCOMFLOYD","Malcom Floyd","WR","SD",102.2125,-44.9166276583879,0,16.83585,23.5545234066976,4.49794533080879,1,1,1,1
"MARCEDESLEWIS","Marcedes Lewis","TE","JAC",74.7690106072631,-45.8269778772528,0,30.7,20.3669104595338,5.15811326061747,1,1,1,1
"MARCELJENSEN","Marcel Jensen","TE","JAC",1,-119.595988484516,NA,NA,NA,NA,1,1,1,1
"MARCELREECE","Marcel Reece","RB","OAK",58.06875,-66.0457252140653,0,57.2,16.361725344535,5.63813716990247,1,1,1,1
"MARCHICKOK","Marc Hickok","K","FA",0,NA,NA,NA,NA,NA,1,1,1,1
"MARCUSEASLEY","Marcus Easley","WR","BUF",18,-129.129127658388,NA,NA,NA,NA,1,1,1,1
"MARCUSLATTIMORE","Marcus Lattimore","RB","SF",27.0625,-97.0519752140653,0,80.1,11.2285721858718,6.38756883426062,1,1,1,1
"MARIONGRICE","Marion Grice","RB","ARZ",3.65,-120.464475214065,0,NA,5.1618795026618,2.42556881681247,1,1,1,1
"MARKBRUNELL","Mark Brunell","QB","FA",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"MARKINGRAM","Mark Ingram","RB","NO",123.171428302757,-0.943046911307903,1.6094379124341,14.4239,54.141109515629,5.98544112039811,2.6,3,1,1
"MARKSANCHEZ","Mark Sanchez","QB","PHI",6.99500140000953,-134.752599793468,0,NA,29.1361011061306,6.98245017827347,1,1,1,1
"MARKUSWHEATON","Markus Wheaton","WR","PIT",113.765790051267,-33.3633376071213,0,16.53585,9.74493158860885,3.13376685314085,1,1,1,1
"MARLONBROWN","Marlon Brown","WR","BAL",57.1125,-90.0166276583879,0,39,26.0989024354154,5.8156748611922,1,1,1,1
"MARLONMOORE","Marlon Moore","WR","CLE",29.5,-117.629127658388,NA,NA,NA,NA,1,1,1,1
"MARQISELEE","Marqise Lee","WR","JAC",102.09,-45.0391276583879,0,26.8,30.8536938293726,5.69194813173999,1,1,1,1
"MARQUEISGRAY","MarQueis Gray","RB","MIN",2,-122.114475214065,NA,NA,NA,NA,1,1,1,1
"MARQUEISGRAY","MarQueis Gray","TE","MIN",1,-119.595988484516,0,NA,1.4142135623731,1.40449888155381,1,1,1,1
"MARQUESCOLSTON","Marques Colston","WR","NO",152.699558012962,5.5704303545736,0.693147180559945,12.3391,21.2570870534982,4.05650775728742,7.3,8,1,1
"MARQUESSWILSON","Marquess Wilson","WR","CHI",38.278125,-108.851002658388,0,103.5,30.3204508472967,9.33932252303372,1,1,1,1
"MARQUISEGOODWIN","Marquise Goodwin","WR","BUF",38.6294535744975,-108.49967408389,0,41.8,33.1700563699149,6.64184161072542,1,1,1,1
"MARSHAWNLYNCH","Marshawn Lynch","RB","SEA",223.612065654561,99.4975904404962,1.09861228866811,2.78729833462074,35.8378546081747,4.30856262417849,52.9,66,45,37
"MARTAVISBRYANT","Martavis Bryant","WR","PIT",76.2231483394687,-70.9059793189193,0,34.2065,39.638596720873,6.90779818360238,1,1,1,1
"MARTELLUSBENNETT","Martellus Bennett","TE","CHI",123.925,3.32901151548408,0,11.43585,21.5850775517872,4.05984660104676,3.15,4,1,1
"MARVINJONES","Marvin Jones","WR","CIN",102.1125,-45.0166276583879,0,NA,11.6333661651877,2.96077256865083,4.15,5,1,1
"MASONCROSBY","Mason Crosby","K","GB",0,NA,NA,14.1826,NA,2.63710054163313,1,1,1,1
"MATTASIATA","Matt Asiata","RB","MIN",48.21875,-75.8957252140653,0,87.1,38.4820487099721,8.40300798798607,1,1,1,1
"MATTBARKLEY","Matt Barkley","QB","PHI",0.047,-141.700601193478,0,NA,0.0664680374315354,2.38100908218074,1,1,1,1
"MATTBLANCHARD","Matt Blanchard","QB","CAR",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"MATTBRYANT","Matt Bryant","K","ATL",0,NA,NA,14.41195,NA,2.66446042773135,0.6,1,1,1
"MATTCASSEL","Matt Cassel","QB","MIN",56.5599996646867,-85.1876015287911,0,NA,35.0990042593804,7.92631993942736,1,1,1,1
"MATTFLYNN","Matt Flynn","QB","GB",6.8145,-134.933101193478,0,NA,9.44562127831374,3.86563811300318,1,1,1,1
"MATTFORTE","Matt Forte","RB","CHI",258.162673738175,134.04819852411,2.19722457733622,3.3413,14.5915500661627,3.01759314141211,58,72,65,57
"MATTFURSTENBURG","Matt Furstenburg","TE","BAL",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"MATTHASSELBECK","Matt Hasselbeck","QB","IND",1.475,-140.272601193478,0,NA,1.19501046020527,2.55964640693,1,1,1,1
"MATTHEWMULLIGAN","Matthew Mulligan","TE","CHI",6.75,-113.845988484516,NA,NA,NA,NA,1,1,1,1
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",156.6275,14.8798988065222,0,8.64455,12.963444539679,3.80746236679328,13.9,15,1,1
"MATTLEINART","Matt Leinart","QB","FA",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"MATTMCGLOIN","Matt McGloin","QB","OAK",-2,-143.747601193478,0,NA,3.1461298977209,2.86848969855162,1,1,1,1
"MATTMOORE","Matt Moore","QB","MIA",1.1455,-140.602101193478,0,NA,5.22987890235838,3.19832696485704,1,1,1,1
"MATTPRATER","Matt Prater","K","DEN",0,NA,NA,19.4913,NA,3.27039213670437,0.95,1,1,1
"MATTRYAN","Matt Ryan","QB","ATL",156.545002456663,14.7974012631852,0,16.23365,14.8941905005498,4.17248113564615,12.6,13,1,1
"MATTSCHAUB","Matt Schaub","QB","OAK",18.1876866693773,-123.5599145241,0,100.4,11.3731890573108,6.24730558257858,1,1,1,1
"MATTSCOTT","Matt Scott","QB","CIN",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"MATTSIMMS","Matt Simms","QB","NYJ",1.76,-139.987601193478,NA,NA,NA,NA,1,1,1,1
"MATTSPAETH","Matt Spaeth","TE","PIT",19.31875,-101.277238484516,0,NA,5.33317057043306,2.16579590366374,1,1,1,1
"MATTSZYMANSKI","Matt Szymanski","K","MIA",NA,NA,NA,NA,NA,NA,1,1,1,1
"MAURICEJONESDREW","Maurice Jones-Drew","RB","OAK",116.875,-7.23947521406528,1.09861228866811,13.3978,56.1458492965345,6.06185457763495,7.05,8,1,1
"MCLEODBETHELTHOMPSON","McLeod Bethel-Thompson","QB","MIA",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"MIAMIDOLPHINS","Miami Dolphins","DST","MIA",0,NA,NA,68.3,NA,7.35531619679539,0.5,1,1,1
"MICHAELCAMPANARO","Michael Campanaro","WR","BAL",20.3875,-126.741627658388,0,NA,9.81110658896335,2.60456808927638,1,1,1,1
"MICHAELCOX","Michael Cox","RB","NYG",2.2125,-121.901975214065,0,NA,3.12894750675047,2.17357604530342,1,1,1,1
"MICHAELCRABTREE","Michael Crabtree","WR","SF",175.94375,28.8146223416121,1.38629436111989,11.0565,26.66777862265,4.52346868902202,15.6,18,13,4
