"name","player","pos","team","points","vor","simulation","sdPick","sdPts","risk","avgCost","inflatedCost","bidUpTo","bidUpToSim"
"TRAVARISCADET","Travaris Cadet","RB","NO",49.5165500406592,-74.597925173406,0,73.9,24.0566710688879,6.89358739275895,1,1,1,1
"TRAVISBENJAMIN","Travis Benjamin","WR","CLE",51.2087825449894,-95.9203451133986,0,70.5,28.3113114908747,7.55125722635354,1,1,1,1
"TRAVISCOONS","Travis Coons","K","TEN",0,NA,NA,NA,NA,NA,1,1,1,1
"TRAVISKELCE","Travis Kelce","TE","KC",107.787475642665,-12.8085128418511,0,27.7,23.4797996069671,5.27100959999542,0.6,1,1,1
"TRAVISPARTRIDGE","Travis Partridge","QB","MIN",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"TREMASON","Tre Mason","RB","STL",62.9313270926875,-61.1831481213778,0,30.8,32.9083639317829,5.43292061702836,1,1,1,1
"TRENTEDWARDS","Trent Edwards","QB","OAK",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"TRENTRICHARDSON","Trent Richardson","RB","IND",145.794031932468,21.6795567184026,0.693147180559945,17.5391,24.3727680602074,4.28569587482568,8.3,10,1,1
"TREYBURTON","Trey Burton","TE","PHI",1,-119.595988484516,NA,NA,NA,NA,1,1,1,1
"TREYMILLARD","Trey Millard","RB","SF",0,-124.114475214065,NA,NA,NA,NA,1,1,1,1
"TREYWATTS","Trey Watts","RB","STL",3.06875,-121.045725214065,0,NA,4.33986786953244,2.32367608746316,1,1,1,1
"TROYNIKLAS","Troy Niklas","TE","ARZ",28.6437867163475,-91.9522017681684,0,7,20.6173912733078,3.68571830534319,1,1,1,1
"TROYSMITH","Troy Smith","QB","FA",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"TYHILTON","T.Y. Hilton","WR","IND",168.5375,21.4083723416121,2.39789527279837,9.6413,32.4352520094521,5.01890468423971,10.4,12,9,12
"TYLERBECK","Tyler Beck","TE","NE",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"TYLERBRAY","Tyler Bray","QB","KC",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"TYLERCLUTTS","Tyler Clutts","RB","DAL",2.190625,-121.923850214065,0,NA,7.10600904751277,2.66655405053644,1,1,1,1
"TYLEREIFERT","Tyler Eifert","TE","CIN",70.4371954654903,-50.1587930190256,0,24.9,31.4403071973966,5.86738597071067,1,2,1,1
"TYLERGAFFNEY","Tyler Gaffney","RB","NE",0,-124.114475214065,NA,NA,NA,NA,1,1,1,1
"TYLEROTT","Tyler Ott","TE","NE",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"TYLERTHIGPEN","Tyler Thigpen","QB","CLE",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"TYLERWILSON","Tyler Wilson","QB","CIN",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"TYRODTAYLOR","Tyrod Taylor","QB","BAL",3.444,-138.303601193478,0,NA,5.28350186902588,3.20681496062689,1,1,1,1
"VANCEMCDONALD","Vance McDonald","TE","SF",25.4057357823225,-95.1902527021934,0,NA,23.7940414022082,5.75200671457127,1,1,1,1
"VERNONDAVIS","Vernon Davis","TE","SF",148.3625,27.7665115154841,2.70805020110221,11.39455,43.6167130381234,6.19717235945457,15.6,18,1,4
"VICTORCRUZ","Victor Cruz","WR","NYG",158.658685504579,11.5295578461909,2.30258509299405,8.1543,60.8315103893533,7.72254777840625,31.35,32,1,6
"VINCENTBROWN","Vincent Brown","WR","OAK",24.825,-122.304127658388,NA,62.5,NA,8.10990382879451,1,1,1,1
"VINCENTJACKSON","Vincent Jackson","WR","TB",188.9,41.7708723416121,1.38629436111989,6.7652,16.8917016115409,3.36100051157336,28.85,33,17,4
"VINCEYOUNG","Vince Young","QB","CLE",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"VIRGILGREEN","Virgil Green","TE","DEN",11.8,-108.795988484516,0,NA,24.5591929495522,5.90064513884021,1,1,1,1
"VISANTHESHIANCOE","Visanthe Shiancoe","TE","TEN",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"WASHINGTONREDSKINS","Washington Redskins","DST","WAS",0,NA,NA,79.2,NA,8.41786964358856,1,1,1,1
"WESWELKER","Wes Welker","WR","DEN",116.587818894431,-30.5413087639566,0,19.9152,32.6992641354511,5.54025226057633,19.1,20,1,1
"WILLHELLER","Will Heller","TE","FA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"WILLJOHNSON","Will Johnson","RB","PIT",11.17375,-112.940725214065,0,NA,6.45753258476745,2.58617193178665,1,1,1,1
"WILLTAUFOOU","Will Ta'ufo'ou","RB","JAC",6.6625,-117.451975214065,0,NA,3.59829241909733,2.23175385228065,1,1,1,1
"WILLTUKUAFU","Will Tukuafu","RB","SEA",1.2875,-122.826975214065,NA,NA,NA,NA,1,1,1,1
"XAVIERGRIMBLE","Xavier Grimble","TE","SF",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"ZACDYSERT","Zac Dysert","QB","DEN",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"ZACHERTZ","Zach Ertz","TE","PHI",115.6125,-4.98348848451592,0,12.2326,20.5249187980529,4.00719041051726,4.3,5,1,1
"ZACHHOCKER","Zach Hocker","K","WAS",0,NA,NA,NA,NA,NA,1,1,1,1
"ZACHMETTENBERGER","Zach Mettenberger","QB","TEN",13.263,-128.484601193478,0,NA,26.3168999187468,6.53619796135954,1,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0.693147180559945,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
"ZACHMILLER","Zach Miller","TE","SEA",54.6653255958942,-65.9306628886218,0,NA,34.3370699827461,7.8000966134591,0.6,1,1,1
